epoch,train_mse,val_mse
1,1.2189599568049112,0.19388701021671295
2,1.1590566190083822,0.15228265523910522
3,1.1301243793169657,0.14070093631744385
4,1.11888018989563,0.14295823872089386
5,1.1091238600413005,0.13753598928451538
6,1.0967324504852294,0.13894732296466827
7,1.0829457079569498,0.13924385607242584
8,1.0683462975819906,0.13744769990444183
9,1.0550670170783996,0.1344967782497406
10,1.04348765484492,0.13625900447368622
11,1.040311905860901,0.13350042700767517
12,1.0320714546839396,0.13223563134670258
13,1.0285392719904582,0.1339028775691986
14,1.0268618876139324,0.13164855539798737
15,1.0250220136642456,0.13395720720291138
16,1.0250221366882324,0.13053880631923676
17,1.0237283701896667,0.1299813985824585
18,1.0251988385518391,0.13043524324893951
