epoch,train_mse,val_mse
1,1.0748774343474348,0.9837488532066345
2,0.7644908932669372,0.6851332783699036
3,0.5622147851927716,0.5561341047286987
4,0.49077403655432006,0.5037355422973633
5,0.46725833589529225,0.48425617814064026
6,0.4544345192167657,0.4748862385749817
7,0.44237363941642094,0.472158282995224
8,0.43233346687589036,0.46456217765808105
9,0.4259180353405716,0.4569144546985626
10,0.4166894854455463,0.4767382740974426
11,0.4165110390790751,0.4486005902290344
12,0.40692537173440096,0.44806087017059326
13,0.4071678755561732,0.4695834517478943
14,0.4025491514577289,0.4446016550064087
15,0.4005102228467204,0.4407738745212555
16,0.3977936368688266,0.44075748324394226
17,0.3970787218970397,0.4424992799758911
18,0.3948780688848393,0.4384539723396301
