case,dataset,seq_len,pred_len,features,train_reversed,test_reversed,channels,train_windows,test_windows,mse,mae,dlinear_mse,dlinear_mae,mse_ratio_vs_dlinear,mae_ratio_vs_dlinear,seconds,checkpoint
NR,exchange_rate,96,96,M,False,True,8,5120,1422,0.10071517747392542,0.22045021270854476,0.089,0.208,1.1316312075721957,1.0598567918680037,0.02714654104784131,checkpoints/reversal/ols_NR_exchange_rate_s96_p96_M.npz
NR,exchange_rate,96,192,M,False,True,8,5024,1326,0.25523973438543524,0.3609596607546399,0.18,0.3,1.4179985243635291,1.2031988691821331,0.031699375016614795,checkpoints/reversal/ols_NR_exchange_rate_s96_p192_M.npz
NR,exchange_rate,96,336,M,False,True,8,4880,1182,0.5408210633540828,0.5508692471191082,0.331,0.415,1.6339004935168662,1.3273957761906223,0.04246387502644211,checkpoints/reversal/ols_NR_exchange_rate_s96_p336_M.npz
NR,exchange_rate,96,720,M,False,True,8,4496,798,1.745060766959535,1.021575956756713,1.033,0.78,1.6893134239685723,1.309712765072709,0.06774625007528812,checkpoints/reversal/ols_NR_exchange_rate_s96_p720_M.npz
RR,exchange_rate,96,96,M,True,True,8,5120,1422,0.10950296448606946,0.23180327533127082,0.089,0.208,1.2303703874839265,1.114438823708033,0.031335834064520895,checkpoints/reversal/ols_RR_exchange_rate_s96_p96_M.npz
RR,exchange_rate,96,192,M,True,True,8,5024,1326,0.29038832069699966,0.38866279431349765,0.18,0.3,1.6132684483166648,1.295542647711659,0.04190604109317064,checkpoints/reversal/ols_RR_exchange_rate_s96_p192_M.npz
RR,exchange_rate,96,336,M,True,True,8,4880,1182,0.6257735268602578,0.5948210527304999,0.331,0.415,1.8905544618134675,1.4333037415192769,0.08237608394119889,checkpoints/reversal/ols_RR_exchange_rate_s96_p336_M.npz
RR,exchange_rate,96,720,M,True,True,8,4496,798,1.9609136524765458,1.0953951355313212,1.033,0.78,1.898270718757547,1.4043527378606682,0.10429337492678314,checkpoints/reversal/ols_RR_exchange_rate_s96_p720_M.npz
RN,traffic,96,96,M,True,False,862,12089,3413,0.6481967387316556,0.39535670860272004,0.41,0.279,1.5809676554430625,1.4170491347767742,3.8416572500718758,checkpoints/reversal/ols_RN_traffic_s96_p96_M.npz
RN,traffic,96,192,M,True,False,862,11993,3317,0.5980168431964856,0.3698641549960888,0.423,0.284,1.413751402355758,1.3023385739298903,5.626750040915795,checkpoints/reversal/ols_RN_traffic_s96_p192_M.npz
