epoch,train_mse,val_mse
1,0.5236117060184479,0.17681069672107697
2,0.18961203769842783,0.11579661071300507
3,0.1461913594007492,0.09599222987890244
4,0.1315243223508199,0.08911199867725372
5,0.12407482951879502,0.08417347818613052
6,0.11794862345854441,0.08137661218643188
7,0.11623808415730794,0.08142948150634766
8,0.11352810547749201,0.07874390482902527
9,0.11192432037989299,0.07670353353023529
10,0.11235434971253078,0.07603125274181366
11,0.10902920573949813,0.07401490956544876
12,0.1067893807888031,0.07414256036281586
13,0.10644390996297201,0.07464336603879929
14,0.10567842727899551,0.07152262330055237
15,0.1045566853483518,0.07054926455020905
16,0.10383870166540146,0.0787862166762352
17,0.10322528656323751,0.06992609798908234
18,0.10221952601273855,0.06946171075105667
