epoch,train_mse,val_mse
1,0.99307843875885,0.42584648728370667
2,0.5448130576610565,0.3275740444660187
3,0.3776193611621857,0.3034760355949402
4,0.34473182757695514,0.3004453182220459
5,0.33779719853401186,0.2965403199195862
6,0.33634048541386924,0.29652440547943115
7,0.33199288765589396,0.29798752069473267
8,0.32998894349733987,0.29231005907058716
9,0.32878494970003763,0.2905358374118805
10,0.3278947491645813,0.29203686118125916
11,0.327650133450826,0.2915741801261902
12,0.32509645875295,0.2904718518257141
13,0.3253554247220357,0.2964390516281128
14,0.3235424007574717,0.28797703981399536
15,0.3222040118376414,0.2896353006362915
16,0.3219067436059316,0.28710711002349854
17,0.32379706263542174,0.28608885407447815
18,0.3212392797470093,0.2885381877422333
