epoch,train_mse,val_mse
1,0.3159510897000631,0.10730255395174026
2,0.13548923937479654,0.08703111112117767
3,0.11959526020288468,0.0834473967552185
4,0.11323483953873316,0.07733456790447235
5,0.107691377500693,0.07433012872934341
6,0.10533777950207393,0.07513655722141266
7,0.10310014913479487,0.07245707511901855
8,0.10113751904169718,0.07057318836450577
9,0.10053499293327331,0.06862606853246689
10,0.09853250237305959,0.06887505203485489
11,0.09785898067553839,0.0691881999373436
12,0.09591237950325013,0.06853164732456207
13,0.09516118212540944,0.06698817014694214
14,0.09347652490933736,0.06725507974624634
15,0.0924979701836904,0.06799028813838959
16,0.09067436293760936,0.06581941246986389
17,0.08976696817080179,0.06555944681167603
18,0.08993285165230433,0.06694760918617249
