epoch,train_mse,val_mse
1,0.9584227325121562,0.39571478962898254
2,0.4786749411424001,0.2711651623249054
3,0.3127007130781809,0.24367830157279968
4,0.2829756900469462,0.2334059625864029
5,0.2718912638028463,0.22225841879844666
6,0.26471010319391886,0.21377481520175934
7,0.2547024869918823,0.21002909541130066
8,0.24794448526700338,0.20352399349212646
9,0.24039544383684794,0.20008984208106995
10,0.23682426063219705,0.19582727551460266
11,0.23737606736024222,0.19463469088077545
12,0.23234414649009705,0.19143164157867432
13,0.23020459111531574,0.19102360308170319
14,0.23103110218048095,0.19156362116336823
15,0.22891031249364216,0.18979281187057495
16,0.22657143795490264,0.1889488250017166
17,0.22784066343307496,0.1885092556476593
18,0.22661154917875925,0.1892855167388916
