epoch,train_mse,val_mse
1,1.096202521165212,0.04288709536194801
2,1.002543740828832,0.03706534951925278
3,0.9576752103169759,0.030971312895417213
4,0.9373672549724579,0.029690032824873924
5,0.9295437519152959,0.027477078139781952
6,0.9256635633309682,0.028986597433686256
7,0.9304388974905013,0.027988698333501816
8,0.9211402161916097,0.02499948814511299
9,0.9196652654012044,0.0248664952814579
10,0.9180722606182098,0.02240581437945366
11,0.9169054510593414,0.021475443616509438
12,0.9144864100615183,0.019981684163212776
13,0.9130461951494216,0.023370055481791496
14,0.9135462753375372,0.020129257813096046
15,0.9122637842098872,0.025955449789762497
16,0.9113891419967015,0.0273441169410944
