dataset,model,base_model,family,output_transformation,seq_len,pred_len,features,mse_NN,mse_RR,mse_NR,mse_RN,mae_NN,mae_RR,mae_NR,mae_RN,RR_over_NN,NR_over_NN,RN_over_NN,RR_over_RN,RR_over_NR,NR_over_RR,NR_over_RN,mismatch_over_matched,interaction,log_RR_over_NN,log_NR_over_NN,log_RN_over_NN,log_mismatch_over_matched,log_interaction,abs_log_interaction,direction_asymmetry_NR_over_RN,abs_log_direction_asymmetry
ETTm1,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,192,M,1.1232996970776772,1.3984370988528347,1.118306802104032,1.407420088891209,0.7182650078550796,0.8052812808131999,0.7146968547658188,0.8084408079347009,1.2449367719860887,0.9955551532804341,1.2529337384784183,0.993617406693796,1.2504950307212235,0.7996833057571205,0.794579252442712,1.0015822805421914,0.9980536019724741,0.2190847430736986,-0.0044547544204544594,0.22548779221586715,0.0015810300552413477,-0.0019482947217142176,0.0019482947217142176,0.794579252442712,0.2299425466363217
ETTm1,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,336,M,1.6147451182894392,1.9541166452425336,1.5953497568706765,1.9803252414277417,0.8927433788962155,0.9887361306634672,0.8859064796891055,0.99691864321959,1.2101703377884205,0.9879885926273559,1.226401132288652,0.9867655092017549,1.2248829053483472,0.8164045686600612,0.8055998699084843,1.0019090778006774,0.9987620470168096,0.1907611247325273,-0.012084127224652729,0.20408397183715143,0.0019072578275982166,-0.0012387198799714753,0.0012387198799714753,0.8055998699084843,0.21616809906180412
ETTm1,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,720,M,1.5093266770400935,2.4598152867240657,1.4806386232974602,2.522943699855279,0.8803305729593247,1.143963010712397,0.8660972177972941,1.16942021080269,1.6297434638523411,0.9809928134319518,1.671569010363593,0.9749782711620419,1.6613204924007232,0.6019308162237442,0.5868694665609829,1.0086770288649285,0.9938689232096732,0.48842261829281963,-0.019190145201047042,0.5137627125130951,0.008639599809458227,-0.006149949019228601,0.006149949019228601,0.5868694665609829,0.532952857714142
ETTm2,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,96,M,0.1877804780116398,0.2566059165840976,0.1893842797594535,0.2508362527875521,0.2661072143998608,0.3263206531393314,0.2681796296861021,0.3258578610567557,1.366520733684529,1.0085408332367451,1.3357951552983252,1.0230017141957233,1.3549483458184897,0.738035514849037,0.755011596827888,0.9906255859778932,1.0143384189141538,0.3122678991099053,0.008504566672037568,0.2895267364861763,-0.009418630393241268,0.014236595951691453,0.014236595951691453,0.755011596827888,0.2810221698141388
ETTm2,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,192,M,0.2629625745513069,0.4915833814166459,0.2623326746960938,0.4816109297856533,0.3152020012033453,0.4670977636266029,0.3182641059469586,0.4723670247068795,1.8694043525221593,0.997604602646259,1.8314808888961713,1.0207064479110368,1.8738930710256878,0.5336483791215704,0.5446983414866604,0.9859487001390065,1.023157316238816,0.6256198520626401,-0.0023982709077684295,0.6051248685091654,-0.01415095398960404,0.02289325446124323,0.02289325446124323,0.5446983414866604,0.6075231394169337
ETTm2,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,336,M,0.3482448279244892,0.6280859988291483,0.3474301683130715,0.621618482464167,0.3715551942969416,0.5429096628941322,0.3737195817757265,0.5484009368752105,1.8035759571003243,0.9976606698905681,1.7850042057163131,1.0104043179979838,1.8078050097917118,0.5531570023225105,0.5589122236774854,0.9925412823431862,1.0127735296098357,0.5897713369704645,-0.0023420706169143333,0.5794207713724195,-0.0074866729853710345,0.012692636214959295,0.012692636214959295,0.5589122236774854,0.5817628419893338
ETTm2,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,720,M,0.9557278499274152,0.9330288019337172,0.9599219202406564,0.921483851626121,0.638431893928852,0.6777639360479004,0.6427622915999582,0.6740231140101834,0.9762494647451971,1.0043883520957977,0.9641697180804191,1.012528651790504,0.9719840564738881,1.0288234599523645,1.0417132308360093,0.9961080851855045,1.0081047332714688,-0.024037126104758205,0.004378751356109206,-0.036487943767628074,-0.0038995080227732844,0.00807206630676076,0.00807206630676076,1.0417132308360093,0.0408666951237372
electricity,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,96,M,0.2024668743560796,0.2015051386695706,0.2014559420822646,0.2024482875188087,0.2841571718454435,0.2851822515205788,0.285160320669957,0.2841754527418573,0.9952499109320095,0.9950069250733972,0.9999081981320154,0.995341285121266,1.0002442051934408,0.9997558544281758,0.9950982769540498,0.9998322076223319,1.0003360379103332,-0.004761406594797076,-0.005005581975003116,-9.180608203402086e-05,-0.0001678064563839547,0.00033598146224006383,0.00033598146224006383,0.9950982769540498,0.0049137758929690845
electricity,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,192,M,0.2045282995175898,0.2070050510807168,0.2044953973770857,0.2067825818908873,0.2902370405496214,0.2952650362080484,0.2917446280242026,0.2936760674093622,1.0121095788160797,0.9998391315989928,1.0110218604399224,1.0010758603930523,1.0122724214619039,0.9878763648977217,0.9889391819519475,0.9993794638272637,1.001236927776653,0.012036844466005243,-0.00016088134171622664,0.01096156239598629,-0.0006207287849931487,0.0012361634117352839,0.0012361634117352839,0.9889391819519475,0.011122443737702482
electricity,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,336,M,0.2211476053772879,0.2348344569223339,0.2259239546895732,0.228827555913615,0.3080983132350046,0.3236795221631175,0.3126264185415716,0.3184329738957995,1.061890118691069,1.0215980150639055,1.034727712846923,1.0262507764186695,1.0394402720375713,0.9620562401721666,0.9873109634351119,0.9973013155600297,1.0045543954531597,0.06005045107414023,0.02136808276631888,0.0341383127309295,-0.0027023324535266954,0.004544055576891724,0.004544055576891724,0.9873109634351119,0.012770229964610693
electricity,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,720,M,0.268528943337789,0.3020533067491063,0.2680315359372629,0.3016742324146277,0.3465994376233792,0.3784422412150857,0.3437808857266952,0.3822235810956149,1.1248445064975592,0.9981476581468525,1.1234328361957782,1.0012565684892756,1.1269319697507785,0.8873650112359048,0.8884800461475094,0.998463881877028,1.003114679794165,0.1176448096569961,-0.0018540595598324032,0.1163890299891684,-0.0015372991620478847,0.0031098392276601872,0.0031098392276601872,0.8884800461475094,0.11824308954900091
exchange_rate,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,96,M,0.087426774807812,0.0806508916737034,0.0914012835243041,0.0845726407117489,0.2066104999454276,0.1955604083237092,0.2072467575064931,0.2004159812723334,0.9224964760623523,1.0454610012233572,0.9673540045102057,0.9536286320843156,0.8823824848395908,1.1332953874099065,1.0807429300431737,1.0469798154617171,0.9121608849765004,-0.08067172306136094,0.044457937634979294,-0.03319076519576363,0.04590965325148608,-0.09193889550057655,0.09193889550057655,1.0807429300431737,0.0776487028307429
exchange_rate,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,192,M,0.1844685081394143,0.1739001759805565,0.2119358980178111,0.1702742364869079,0.3106698796628809,0.2912106792876985,0.3162349313881083,0.2918961912269008,0.9427092880760403,1.1489001572975155,0.9230531444327673,1.0212947041693379,0.8205319514391182,1.218721584511262,1.244673900118216,1.0665277169608012,0.8889325131364454,-0.05899732799672428,0.1388050997885797,-0.08006846820317143,0.06440824730305476,-0.11773395958213262,0.11773395958213262,1.244673900118216,0.21887356799175114
exchange_rate,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,336,M,0.3316646785483212,0.319705059704009,0.3766873682087887,0.3131098893283102,0.4213934725364593,0.4069371151579105,0.434186811057599,0.4032638142372558,0.9639406315539573,1.1357476167119436,0.9440555765503147,1.0210634368331415,0.8487278488372464,1.178233990283217,1.203051647512208,1.0589949410113406,0.8990231824471536,-0.036725571792998346,0.1272911272285339,-0.05757024110529434,0.057320289470314575,-0.10644645791623789,0.10644645791623789,1.203051647512208,0.1848613683338281
exchange_rate,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,720,M,0.8199765683042932,0.6969611178011748,0.9037089195860606,0.9952081262913972,0.667880496092293,0.6374248754789085,0.6941311145438078,0.7418636668537945,0.8499768709763089,1.10211554149032,1.213703128553395,0.700316948172813,0.771223015172202,1.2966418018226746,0.9080602295257528,1.251809526041027,0.6354297002524975,-0.1625461404840976,0.09723155232205584,0.1936761228259543,0.2245901253541112,-0.4534538156321077,0.4534538156321077,0.9080602295257528,0.09644457050389839
illness,revin_ols,dlinear_ols,linear,revin_current_no_floor,104,24,M,2.0041221562967184,1.0011597340620764,1.4131043905956808,2.096033523902503,0.8834315353971625,0.6702657479250428,0.8555414017047708,0.9864895652645296,0.49955025491662225,0.7050989312981104,1.0458611603674006,0.47764490531528603,0.7084825018766284,1.411467463700515,0.6741802430548394,1.1676568263881677,0.6774154435831096,-0.6940470755107319,-0.3494171579325066,0.04484062295843287,0.15499902821070335,-0.3894705405366583,0.3894705405366583,0.6741802430548394,0.3942577808909394
illness,revin_ols,dlinear_ols,linear,revin_current_no_floor,104,36,M,1.8303462060284357,0.9863345599525444,1.5426222879833806,2.0771716260469573,0.8765634410511124,0.6837392034098585,0.9179386971087002,1.0029133009252162,0.5388786868320041,0.8428035542689102,1.1348517669529274,0.4748449996063286,0.6393882466471732,1.5639949674455298,0.7426551897009726,1.2851275010463084,0.563411244768934,-0.6182648042179847,-0.17102137984586716,0.12650204060061968,0.25085793602907713,-0.5737454649727373,0.5737454649727373,0.7426551897009726,0.2975234204464868
illness,revin_ols,dlinear_ols,linear,revin_current_no_floor,104,48,M,1.7507855288495469,0.93074919923476,1.5906611922978726,2.1045839272431692,0.8747196265983883,0.6788741062184956,0.9492497939395426,1.0252667940230418,0.5316180559513544,0.9085414324523844,1.2020798050724726,0.442248554304016,0.5851335304724431,1.709011615165156,0.7558079160955615,1.3780336614103565,0.4867676239159228,-0.631829987423853,-0.09591478684470858,0.1840532274801689,0.32065760002196564,-0.7199684280593132,0.7199684280593132,0.7558079160955615,0.27996801432487756
illness,revin_ols,dlinear_ols,linear,revin_current_no_floor,104,60,M,1.66033396369807,0.9389677377635764,1.7272783008207475,2.2001713828221336,0.8712941037188072,0.696809285986876,1.004904036988581,1.0601838731819857,0.5655294406386827,1.040319802272533,1.3251378523400683,0.42677027121367866,0.5436111466909582,1.8395502117407792,0.7850653427757924,1.510963379677852,0.41022988342759376,-0.5699929235279052,0.0395281680693023,0.28151649352839025,0.4127474471781493,-0.891037585125598,0.891037585125598,0.7850653427757924,0.24198832545908788
traffic,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,96,M,0.6628450386313758,0.6664588797561981,0.66795106619036,0.6607063403596816,0.3856493782984092,0.3847699726518303,0.38689793484742,0.3827689293395526,1.0054520150475654,1.0077031994831356,0.9967734566194987,1.008706650814619,0.9977660243246971,1.0022389774965679,1.0109651223064313,0.9995136463312946,1.0009957806346135,0.005437206613014799,0.007673681334542571,-0.0032317598954913146,-0.00048647197701229207,0.0009952851739634732,0.0009952851739634732,1.0109651223064313,0.010905441230034094
traffic,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,192,M,0.6146869902506233,0.614275442268271,0.6160829406411491,0.6120241874639759,0.3624307932895658,0.3579689703038641,0.3593326976560939,0.3599198024349429,0.9993304755283913,1.0022709938760157,0.9956680345787671,1.0036783755452927,0.9970661444204297,1.0029424884156262,1.0066316875383492,0.9993040434832362,1.001404192756127,-0.0006697487032090524,0.0022684190669368365,-0.004341375569563052,-0.000696198806922541,0.0014032077994170788,0.0014032077994170788,1.0066316875383492,0.0066097946364999
traffic,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,336,M,0.6222315624580077,0.6282621237131671,0.6301505165133358,0.6191658141103293,0.3661174792883762,0.3653198087451033,0.3676649068058989,0.3623932533214005,1.0096918279608589,1.0127266994043918,0.9950729784012118,1.0146912335848324,0.9970032670755914,1.003005740325404,1.0177411319434524,0.9990584874113883,1.0019398463391913,0.009645163463503631,0.012646395582861148,-0.004939199386320572,-0.0009419560899856085,0.001937967266963302,0.001937967266963302,1.0177411319434524,0.0175855949691818
traffic,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,720,M,0.6624479812428113,0.6830981418711702,0.6877220375199763,0.6572136825127052,0.3895436904417834,0.3920738477589087,0.3977330889104523,0.3826880626687258,1.0311725014085142,1.0381525146015973,0.9920985513152502,1.0393851498336155,0.9932765050463114,1.0067690063336143,1.0464207544959037,0.9995463529114205,1.001187335400802,0.030696505693520216,0.03744270516577476,-0.007932830547838115,-0.0004537500175501514,0.0011866310755834534,0.0011866310755834534,1.0464207544959037,0.04537553571361264
weather,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,96,M,0.5738931798999866,0.466489742263951,0.5689352634936843,0.4699913205448044,0.4134418010145401,0.3665086968822096,0.4105600663528392,0.3693541812274784,0.8128511691761994,0.9913609072560049,0.8189526152353138,0.9925496958607779,0.8199346607544735,1.2196093760444728,1.2105229152618948,0.9986001902814593,1.0011991481569145,-0.2072072499364511,-0.008676626031093362,-0.19972905365837873,-0.0014007903674194814,0.0011984297530211313,0.0011984297530211313,1.2105229152618948,0.19105242762728541
weather,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,192,M,0.8135634919385747,0.6210470809626031,0.7950940767821306,0.63354510928876,0.5106220360908225,0.4377523552424023,0.5026082480609766,0.4450174225954502,0.763366457709109,0.9772981268954992,0.77872853878821,0.9802728674834416,0.7810988650249756,1.2802476674550347,1.2549920520651343,0.9958376252461243,1.0030438414912264,-0.27001707766472477,-0.022963528250767418,-0.25009276779863177,-0.0041710615491830395,0.00303921838467447,0.00303921838467447,1.2549920520651343,0.22712923954786435
weather,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,336,M,1.055237778449016,0.8105464841605284,1.0100610645972967,0.846040886392218,0.5982329396752418,0.5210320892365637,0.5840068146349557,0.5337201015536255,0.7681173861609336,0.9571881193278355,0.801753788265357,0.9580464693815819,0.8024727539455121,1.2461482275669886,1.1938679097466696,0.9948105942288913,1.0008967412323808,-0.2638127109505951,-0.04375533492649792,-0.22095371542426745,-0.00520291750274722,0.0008963394001702875,0.0008963394001702875,1.1938679097466696,0.1771983804977697
weather,revin_ols,dlinear_ols,linear,revin_current_no_floor,96,720,M,1.255182331081302,1.0984084866696833,1.1991169202838827,1.1519426719226886,0.6838956195834777,0.6210633199228546,0.6513729269638612,0.6527990506180118,0.8750987481822161,0.9553328553078655,0.9177492730720043,0.9535270404006717,0.9160145004122222,1.0916857752251552,1.0409519062979553,0.9989245260793324,0.9981097531638732,-0.1334185439267866,-0.04569545963783172,-0.08583104868177592,-0.0010760526577262837,-0.0018920356071788764,0.0018920356071788764,1.0409519062979553,0.0401355890439443
