case,dataset,seq_len,pred_len,features,train_reversed,test_reversed,channels,train_windows,test_windows,mse,mae,dlinear_mse,dlinear_mae,mse_ratio_vs_dlinear,mae_ratio_vs_dlinear,seconds,checkpoint,model,base_model,family,output_transformation,last_value_mse,last_value_mae,log_mse_relative_to_last_value,skill_vs_last_value,log_mae_relative_to_last_value
RN,ETTh1,96,336,M,True,False,7,8209,2545,0.4715157974478554,0.4406437233971702,0.439,0.443,1.0740678757354338,0.9946810911900004,0.2431415419559925,checkpoints/revin_ols/revin_ols_RN_ETTh1_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.3299273453322635,0.7459721343475545,-1.036926985980278,0.6454574762277305,-0.526451580604584
RN,ETTh1,96,720,M,True,False,7,7825,2161,0.4496993904738839,0.4475333774994612,0.472,0.49,0.9527529459192456,0.9133334234682882,0.3677100409986451,checkpoints/revin_ols/revin_ols_RN_ETTh1_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.3351206768325183,0.7550452793740796,-1.0881976230104424,0.663176970983054,-0.5230265986071921
NR,ETTh1,96,96,M,False,True,7,8449,2785,0.3861475104045938,0.3941205070624773,0.375,0.399,1.02972669441225,0.9877706943921736,0.2079490409232676,checkpoints/revin_ols/revin_ols_NR_ETTh1_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.3039855579190065,0.7174139674890206,-1.216961219438926,0.7038713288965902,-0.5989963164836372
NR,ETTh1,96,192,M,False,True,7,8353,2689,0.4414641588067448,0.4246950629884016,0.405,0.416,1.0900349600166537,1.0209015937221193,0.2631200830219313,checkpoints/revin_ols/revin_ols_NR_ETTh1_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.3192809497952158,0.7317726855611987,-1.0947452959117523,0.6653751735934104,-0.5440985143352102
NR,ETTh1,96,336,M,False,True,7,8209,2545,0.4896081699092814,0.447700782037045,0.439,0.443,1.1152805692694336,1.0106112461332846,0.2475452080834657,checkpoints/revin_ols/revin_ols_NR_ETTh1_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.3207068770170445,0.7416716891449354,-0.9923169671711546,0.6292832433680416,-0.5047815657565912
NR,ETTh1,96,720,M,False,True,7,7825,2161,0.5054957343445979,0.4680321810088074,0.472,0.49,1.0709655388656736,0.955167716344505,0.3074620829429477,checkpoints/revin_ols/revin_ols_NR_ETTh1_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.340621549628209,0.7560459024302172,-0.9753490284716901,0.6229392743352621,-0.47956503544366447
RR,ETTh1,96,96,M,True,True,7,8449,2785,0.384686281552737,0.3941213803777332,0.375,0.399,1.025830084140632,0.9877728831522136,0.2458832500269636,checkpoints/revin_ols/revin_ols_RR_ETTh1_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.3039855579190065,0.7174139674890206,-1.2207525182050274,0.7049919155802256,-0.5989941006276421
RR,ETTh1,96,192,M,True,True,7,8353,2689,0.4360205642409049,0.423736614378568,0.405,0.416,1.076593985780012,1.0185976307177116,0.2566777090542018,checkpoints/revin_ols/revin_ols_RR_ETTh1_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.3192809497952158,0.7317726855611987,-1.1071527242278603,0.669501356546848,-0.5463578571747385
RR,ETTh1,96,336,M,True,True,7,8209,2545,0.4840750748225708,0.4488102946573011,0.439,0.443,1.1026767080240791,1.0131157892941334,0.288029000046663,checkpoints/revin_ols/revin_ols_RR_ETTh1_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.3207068770170445,0.7416716891449354,-1.0036823771786716,0.63347273854142,-0.5023063856599859
RR,ETTh1,96,720,M,True,True,7,7825,2161,0.5349604785739234,0.4905604852513713,0.472,0.49,1.1333908444362784,1.0011438474517782,0.3667362079722807,checkpoints/revin_ols/revin_ols_RR_ETTh1_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.340621549628209,0.7560459024302172,-0.9186957560662632,0.600960853775413,-0.43255350697519596
NN,ETTh2,96,96,M,False,False,7,8449,2785,0.3836778179515689,0.4033278817240718,0.289,0.353,1.3276049064068132,1.1425719029010533,0.1870355829596519,checkpoints/revin_ols/revin_ols_NN_ETTh2_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.4316573908288565,0.4216213778056135,-0.11782901214139885,0.11115197815832267,-0.044357868866947946
NN,ETTh2,96,192,M,False,False,7,8353,2689,0.8629460838396449,0.6282289809629799,0.383,0.418,2.2531229343071666,1.5029401458444496,0.1900667079025879,checkpoints/revin_ols/revin_ols_NN_ETTh2_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.5337222253820949,0.4725376925324175,0.4804766874250313,-0.6168449481785336,0.2847872030709959
NN,ETTh2,96,336,M,False,False,7,8209,2545,2.140319257108673,1.020558171699907,0.448,0.465,4.77749834176043,2.194748756343886,0.2060042499797418,checkpoints/revin_ols/revin_ols_NN_ETTh2_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.5972773239778436,0.5108653124194764,1.2763287476452385,-2.5834597617974686,0.6919990047781094
NN,ETTh2,96,720,M,False,False,7,7825,2161,5.322574292908107,1.5346857462693049,0.605,0.551,8.797643459352244,2.785273586695653,0.2773867500945925,checkpoints/revin_ols/revin_ols_NN_ETTh2_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.5944721534188736,0.5189911461013851,2.192038480247749,-7.9534459474634875,1.0841940900192342
RN,ETTh2,96,96,M,True,False,7,8449,2785,0.3426978072420585,0.3743160086989507,0.289,0.353,1.1858055613912062,1.0603852937647331,0.2134296250296756,checkpoints/revin_ols/revin_ols_RN_ETTh2_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.4316573908288565,0.4216213778056135,-0.23078316642382776,0.20608840593689426,-0.11900731861525018
RN,ETTh2,96,192,M,True,False,7,8353,2689,0.4996567392136108,0.4606632460156998,0.383,0.418,1.304586786458514,1.1020651818557412,0.2444720829371363,checkpoints/revin_ols/revin_ols_RN_ETTh2_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.5337222253820949,0.4725376925324175,-0.06595418534845052,0.06382624621655286,-0.0254502261118327
RN,ETTh2,96,336,M,True,False,7,8209,2545,0.5059719946488119,0.4716764488008424,0.448,0.465,1.1294017737696695,1.0143579544104138,0.2904113329714164,checkpoints/revin_ols/revin_ols_RN_ETTh2_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.5972773239778436,0.5108653124194764,-0.16590021359646023,0.15286923789596052,-0.07981271828154565
RN,ETTh2,96,720,M,True,False,7,7825,2161,0.6831219872494032,0.563395649617041,0.605,0.551,1.1291272516519062,1.0224966417732142,0.368183417012915,checkpoints/revin_ols/revin_ols_RN_ETTh2_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.5944721534188736,0.5189911461013851,0.13899957397769588,-0.14912361045121258,0.08209531026749645
NR,ETTh2,96,96,M,False,True,7,8449,2785,0.3868333122904128,0.4074589327133692,0.289,0.353,1.3385235719391446,1.1542745969217258,0.2153830829774961,checkpoints/revin_ols/revin_ols_NR_ETTh2_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.4332666967041569,0.4227312854964394,-0.11335958347160567,0.10717044436362422,-0.036796569325287146
NR,ETTh2,96,192,M,False,True,7,8353,2689,0.9145200888257464,0.6407688208028548,0.383,0.418,2.387780910772184,1.5329397626862555,0.215185459004715,checkpoints/revin_ols/revin_ols_NR_ETTh2_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.5298878986323559,0.4710725741197806,0.5457339624343689,-0.7258746447807711,0.3076565705691622
NR,ETTh2,96,336,M,False,True,7,8209,2545,2.5591705471444985,1.110123823833273,0.448,0.465,5.71243425701897,2.3873630620070383,0.2903707920340821,checkpoints/revin_ols/revin_ols_NR_ETTh2_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.6132736026383379,0.5183873552292267,1.4286273097611706,-3.1729670674472237,0.7615040882661075
NR,ETTh2,96,720,M,False,True,7,7825,2161,7.125882954190162,1.805573997795868,0.605,0.551,11.778318932545725,3.276903807252028,0.2890510000288486,checkpoints/revin_ols/revin_ols_NR_ETTh2_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.7059561259254034,0.5756071560579062,2.3119358298734864,-9.093945916042857,1.1432084172522177
RR,ETTh2,96,96,M,True,True,7,8449,2785,0.3414356086924678,0.3752784190941909,0.289,0.353,1.181438092361481,1.0631116688220703,0.2206980410264805,checkpoints/revin_ols/revin_ols_RR_ETTh2_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.4332666967041569,0.4227312854964394,-0.23819435922908358,0.21195048848721731,-0.11906851690228368
RR,ETTh2,96,192,M,True,True,7,8353,2689,0.4841666124827012,0.4627149010359055,0.383,0.418,1.2641425913386457,1.1069734474543196,0.2564585000509396,checkpoints/revin_ols/revin_ols_RR_ETTh2_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.5298878986323559,0.4710725741197806,-0.0902363840137782,0.08628482791862502,-0.017901067402389018
RR,ETTh2,96,336,M,True,True,7,8209,2545,0.5122490794618839,0.4871420422118033,0.448,0.465,1.143413123798848,1.047617295079147,0.2649464169517159,checkpoints/revin_ols/revin_ols_RR_ETTh2_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.6132736026383379,0.5183873552292267,-0.18000018012093802,0.1647299390383684,-0.06216700447979359
RR,ETTh2,96,720,M,True,True,7,7825,2161,0.8287069294646427,0.6493795122359453,0.605,0.551,1.369763519776269,1.1785472091396465,0.3223367079626769,checkpoints/revin_ols/revin_ols_RR_ETTh2_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.7059561259254034,0.5756071560579062,0.16031347868888512,-0.1738787993068711,0.1205919031309867
NN,ETTm1,96,96,M,False,False,7,34369,11425,0.554379438188006,0.4829419128772528,0.299,0.343,1.8541118334047024,1.4079939150940313,0.6756825000047684,checkpoints/revin_ols/revin_ols_NN_ETTm1_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.2138966104780098,0.6647846126513508,-0.7837414448594273,0.5433058850294493,-0.31956671421578675
NN,ETTm1,96,192,M,False,False,7,34273,11329,1.1232996970776772,0.7182650078550796,0.335,0.365,3.353133424112469,1.967849336589259,0.7770572919398546,checkpoints/revin_ols/revin_ols_NN_ETTm1_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.261194998634244,0.6903626795111496,-0.11578917112616996,0.10933701902235138,0.039621510690674
NN,ETTm1,96,336,M,False,False,7,34129,11185,1.6147451182894392,0.8927433788962155,0.369,0.386,4.376003030594687,2.3128066810782784,0.870194916962646,checkpoints/revin_ols/revin_ols_NN_ETTm1_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.286579133188017,0.7072381965501472,0.2271902614335108,-0.2550686363832586,0.2329316490970206
NN,ETTm1,96,720,M,False,False,7,33745,10801,1.5093266770400935,0.8803305729593247,0.425,0.421,3.5513568871531613,2.091046491589845,1.326039250008762,checkpoints/revin_ols/revin_ols_NN_ETTm1_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.3223119269664718,0.7294675571790642,0.13228197773057854,-0.14143013177129382,0.18798259373048715
RN,ETTm1,96,96,M,True,False,7,34369,11425,0.6308674700157745,0.5183826059758597,0.299,0.343,2.109924648882189,1.511319550950028,0.8415610829833895,checkpoints/revin_ols/revin_ols_RN_ETTm1_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.2138966104780098,0.6647846126513508,-0.6544949948311053,0.48029555023854076,-0.24874950625423498
RN,ETTm1,96,192,M,True,False,7,34273,11329,1.407420088891209,0.8084408079347009,0.335,0.365,4.201253996690176,2.2149063231087696,0.9539387909462675,checkpoints/revin_ols/revin_ols_RN_ETTm1_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.261194998634244,0.6903626795111496,0.10969862108969737,-0.11594169848065783,0.15789038215491624
RN,ETTm1,96,336,M,True,False,7,34129,11185,1.9803252414277417,0.99691864321959,0.369,0.386,5.366735071619896,2.582690785542979,1.0391489170724526,checkpoints/revin_ols/revin_ols_RN_ETTm1_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.286579133188017,0.7072381965501472,0.43127423327066206,-0.5392175967604027,0.34330164422326953
RN,ETTm1,96,720,M,True,False,7,33745,10801,2.522943699855279,1.16942021080269,0.425,0.421,5.93633811730654,2.777720215683349,1.406503041042015,checkpoints/revin_ols/revin_ols_RN_ETTm1_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.3223119269664718,0.7294675571790642,0.6460446902436737,-0.9079792357641272,0.4719484643529568
NR,ETTm1,96,96,M,False,True,7,34369,11425,0.5569451125354166,0.4815538439635479,0.299,0.343,1.8626926840649385,1.4039470669491192,0.6936542500043288,checkpoints/revin_ols/revin_ols_NR_ETTm1_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.2178743202654845,0.6662944616053731,-0.7823955637710316,0.5426908152443775,-0.3247136569146703
NR,ETTm1,96,192,M,False,True,7,34273,11329,1.118306802104032,0.7146968547658188,0.335,0.365,3.338229260012036,1.9580735747008735,0.8040238749235868,checkpoints/revin_ols/revin_ols_NR_ETTm1_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.2612430119781577,0.6905574338177154,-0.12028199454472668,0.11332963474655189,0.034359326906839543
NR,ETTm1,96,336,M,False,True,7,34129,11185,1.5953497568706765,0.8859064796891055,0.369,0.386,4.323441075530289,2.2950945069665947,0.9661130829481408,checkpoints/revin_ols/revin_ols_NR_ETTm1_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.2804343678261882,0.7051268438467903,0.2198936252726444,-0.24594418656469252,0.2282336846570275
NR,ETTm1,96,720,M,False,True,7,33745,10801,1.4806386232974602,0.8660972177972941,0.425,0.421,3.4838555842293184,2.057238047024452,1.2112315419362858,checkpoints/revin_ols/revin_ols_NR_ETTm1_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.3103914183110017,0.7238698474060361,0.12214761174646528,-0.1299208790651991,0.17938555554839572
RR,ETTm1,96,96,M,True,True,7,34369,11425,0.6337182629632185,0.5203293420535068,0.299,0.343,2.1194590734555803,1.5169951663367542,0.7897000000812113,checkpoints/revin_ols/revin_ols_RR_ETTm1_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.2178743202654845,0.6662944616053731,-0.653257782126862,0.47965216737218475,-0.247269746173475
RR,ETTm1,96,192,M,True,True,7,34273,11329,1.3984370988528347,0.8052812808131999,0.335,0.365,4.174439101053237,2.2062500844197257,0.8859726249938831,checkpoints/revin_ols/revin_ols_RR_ETTm1_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.2612430119781577,0.6905574338177154,0.10325750294942636,-0.10877688563720889,0.15369248701185273
RR,ETTm1,96,336,M,True,True,7,34129,11185,1.9541166452425336,0.9887361306634672,0.369,0.386,5.295709065697923,2.5614925664856663,1.032232999918051,checkpoints/revin_ols/revin_ols_RR_ETTm1_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.2804343678261882,0.7051268438467903,0.4227388772298244,-0.5261357351412439,0.33804978486300274
RR,ETTm1,96,720,M,True,True,7,33745,10801,2.4598152867240657,1.143963010712397,0.425,0.421,5.787800674644861,2.717251806917808,1.436366208945401,checkpoints/revin_ols/revin_ols_RR_ETTm1_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.3103914183110017,0.7238698474060361,0.6297603752403319,-0.8771607111824549,0.4576422306744719
NN,ETTm2,96,96,M,False,False,7,34369,11425,0.1877804780116398,0.2661072143998608,0.167,0.26,1.1244340000696993,1.0234892861533107,0.6419389579677954,checkpoints/revin_ols/revin_ols_NN_ETTm2_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.2664621778687468,0.3277646631499463,-0.3499587014196518,0.2952828070626362,-0.20839657124043506
NN,ETTm2,96,192,M,False,False,7,34273,11329,0.2629625745513069,0.3152020012033453,0.224,0.303,1.1739400649611915,1.040270631034143,0.7009849579771981,checkpoints/revin_ols/revin_ols_NN_ETTm2_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.3400000484773683,0.3706733118925936,-0.2569340402251155,0.2265807733588877,-0.16210740679055197
NN,ETTm2,96,336,M,False,False,7,34129,11185,0.3482448279244892,0.3715551942969416,0.281,0.342,1.2393054374536985,1.0864186967746832,0.7843565830262378,checkpoints/revin_ols/revin_ols_NN_ETTm2_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.4120551407803088,0.409911052599337,-0.1682514163066416,0.15485867433902667,-0.09824276670178246
NN,ETTm2,96,720,M,False,False,7,33745,10801,0.9557278499274152,0.638431893928852,0.397,0.421,2.407374936844875,1.516465306244304,1.0466043750056997,checkpoints/revin_ols/revin_ols_NN_ETTm2_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.521559336660132,0.4656224290737428,0.6056501479990241,-0.8324431809571919,0.31563993638320104
RN,ETTm2,96,96,M,True,False,7,34369,11425,0.2508362527875521,0.3258578610567557,0.167,0.26,1.502013489745821,1.2532994656029066,0.7175272919703275,checkpoints/revin_ols/revin_ols_RN_ETTm2_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.2664621778687468,0.3277646631499463,-0.06043196493347547,0.058642187818834346,-0.0058345832094416905
RN,ETTm2,96,192,M,True,False,7,34273,11329,0.4816109297856533,0.4723670247068795,0.224,0.303,2.150048793685952,1.5589670782405265,0.9168811249546708,checkpoints/revin_ols/revin_ols_RN_ETTm2_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.3400000484773683,0.3706733118925936,0.34819082828404985,-0.4165025326980538,0.2424351643838755
RN,ETTm2,96,336,M,True,False,7,34129,11185,0.621618482464167,0.5484009368752105,0.281,0.342,2.212165418021946,1.6035115113310248,0.983201624942012,checkpoints/revin_ols/revin_ols_RN_ETTm2_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.4120551407803088,0.409911052599337,0.41116935506577795,-0.5085808207294977,0.29106646478326126
RN,ETTm2,96,720,M,True,False,7,33745,10801,0.921483851626121,0.6740231140101834,0.397,0.421,2.3211180141715895,1.601005021401861,1.3099758750759063,checkpoints/revin_ols/revin_ols_RN_ETTm2_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.521559336660132,0.4656224290737428,0.5691622042313959,-0.766786225181882,0.36988933644172745
NR,ETTm2,96,96,M,False,True,7,34369,11425,0.1893842797594535,0.2681796296861021,0.167,0.26,1.1340376033500212,1.031460114177316,0.6575511249247938,checkpoints/revin_ols/revin_ols_NR_ETTm2_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.2668938696922901,0.3281638655246667,-0.3430729104970812,0.2904135266283926,-0.20185605763513176
NR,ETTm2,96,192,M,False,True,7,34273,11329,0.2623326746960938,0.3182641059469586,0.224,0.303,1.171128012036133,1.050376587283692,0.7346073329681531,checkpoints/revin_ols/revin_ols_NR_ETTm2_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.3400579664107291,0.3707244167033041,-0.25950264346404645,0.22856483126984617,-0.1525774145318143
NR,ETTm2,96,336,M,False,True,7,34129,11185,0.3474301683130715,0.3737195817757265,0.281,0.342,1.2364062929290802,1.092747315133703,0.8327797920210287,checkpoints/revin_ols/revin_ols_NR_ETTm2_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.4118143232770392,0.4096885405674245,-0.17000888579283285,0.1563426800010903,-0.09189147902043401
NR,ETTm2,96,720,M,False,True,7,33745,10801,0.9599219202406564,0.6427622915999582,0.397,0.421,2.4179393456943483,1.5267512864607085,1.136734040919691,checkpoints/revin_ols/revin_ols_NR_ETTm2_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.5213019338402124,0.4658149917869719,0.6105225466549763,-0.8413933613660605,0.3219864274546828
RR,ETTm2,96,96,M,True,True,7,34369,11425,0.2566059165840976,0.3263206531393314,0.167,0.26,1.5365623747550754,1.2550794351512746,0.7858522089663893,checkpoints/revin_ols/revin_ols_RR_ETTm2_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.2668938696922901,0.3281638655246667,-0.03930957805921341,0.03854698168996473,-0.0056325771073396395
RR,ETTm2,96,192,M,True,True,7,34273,11329,0.4915833814166459,0.4670977636266029,0.224,0.303,2.194568667038598,1.5415767776455542,0.896145207923837,checkpoints/revin_ols/revin_ols_RR_ETTm2_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.3400579664107291,0.3707244167033041,0.36851547950636215,-0.44558701742896756,0.2310796052483499
RR,ETTm2,96,336,M,True,True,7,34129,11185,0.6280859988291483,0.5429096628941322,0.281,0.342,2.235181490495189,1.5874551546612052,1.077337458031252,checkpoints/revin_ols/revin_ols_RR_ETTm2_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.4118143232770392,0.4096885405674245,0.42210452179454594,-0.5251679296414782,0.281545725555967
RR,ETTm2,96,720,M,True,True,7,33745,10801,0.9330288019337172,0.6777639360479004,0.397,0.421,2.3501984935358116,1.609890584436818,1.522629791055806,checkpoints/revin_ols/revin_ols_RR_ETTm2_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,0.5213019338402124,0.4658149917869719,0.5821066691941089,-0.7898049889446714,0.3750105084299285
NN,electricity,96,96,M,False,False,321,18221,5165,0.2024668743560796,0.2841571718454435,0.141,0.237,1.4359352791211326,1.1989754086305633,6.219180000014603,checkpoints/revin_ols/revin_ols_NN_electricity_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.5878367829771234,0.9454555139361822,-2.0595515652855503,0.8724888625035734,-1.2021393296154155
NN,electricity,96,192,M,False,False,321,18125,5069,0.2045282995175898,0.2902370405496214,0.154,0.248,1.3281058410233109,1.1703106473775058,7.033356916042976,checkpoints/revin_ols/revin_ols_NN_electricity_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.5961736352251157,0.9507093725102964,-2.0546582162350395,0.8718633768883519,-1.1865104435405014
NN,electricity,96,336,M,False,False,321,17981,4925,0.2211476053772879,0.3080983132350046,0.171,0.265,1.2932608501595786,1.162635144283036,10.049876749981197,checkpoints/revin_ols/revin_ols_NN_electricity_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.6178496658651245,0.9613233559502437,-1.9900228035367433,0.8633076916580923,-1.1378919001349157
NN,electricity,96,720,M,False,False,321,17597,4541,0.268528943337789,0.3465994376233792,0.21,0.297,1.278709253989471,1.1670014734793914,15.240394624997862,checkpoints/revin_ols/revin_ols_NN_electricity_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.6467607892842342,0.9753622504651288,-1.8136067748090208,0.8369350636199534,-1.0346391862050328
RN,electricity,96,96,M,True,False,321,18221,5165,0.2024482875188087,0.2841754527418573,0.141,0.237,1.435803457580204,1.1990525432145878,5.650148040964268,checkpoints/revin_ols/revin_ols_RN_electricity_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.5878367829771234,0.9454555139361822,-2.059643371367584,0.8725005682641844,-1.2020749979348848
RN,electricity,96,192,M,True,False,321,18125,5069,0.2067825818908873,0.2936760674093622,0.154,0.248,1.342744038252515,1.184177691166783,7.095113625051454,checkpoints/revin_ols/revin_ols_RN_electricity_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.5961736352251157,0.9507093725102964,-2.0436966538390533,0.8704510729111725,-1.174731065487175
RN,electricity,96,336,M,True,False,321,17981,4925,0.228827555913615,0.3184329738957995,0.171,0.265,1.3381728416000875,1.2016338637577342,11.04936262499541,checkpoints/revin_ols/revin_ols_RN_electricity_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.6178496658651245,0.9613233559502437,-1.955884490805814,0.8585606804256115,-1.1048988211516768
RN,electricity,96,720,M,True,False,321,17597,4541,0.3016742324146277,0.3822235810956149,0.21,0.297,1.43654396387918,1.28694808449702,18.92102020897437,checkpoints/revin_ols/revin_ols_RN_electricity_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.6467607892842342,0.9753622504651288,-1.6972177448198522,0.8168074960384801,-0.9368032127160199
NR,electricity,96,96,M,False,True,321,18221,5165,0.2014559420822646,0.285160320669957,0.141,0.237,1.428765546682728,1.2032081040926457,7.736683750059456,checkpoints/revin_ols/revin_ols_NR_electricity_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.582612803035613,0.9439475932688978,-2.0612617252534196,0.8727067405900852,-1.197019098224245
NR,electricity,96,192,M,False,True,321,18125,5069,0.2044953973770857,0.2917446280242026,0.154,0.248,1.327892190760297,1.1763896291298492,7.773124624975026,checkpoints/revin_ols/revin_ols_NR_electricity_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.597295094993688,0.9510680851378808,-2.0555214434641984,0.8719739401829856,-1.1817067951323894
NR,electricity,96,336,M,False,True,321,17981,4925,0.2259239546895732,0.3126264185415716,0.171,0.265,1.321192717482884,1.179722334119138,10.50783495802898,checkpoints/revin_ols/revin_ols_NR_electricity_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.6266141838899235,0.9637680713593466,-1.9740574866819955,0.8611078417198519,-1.1258417490824515
NR,electricity,96,720,M,False,True,321,17597,4541,0.2680315359372629,0.3437808857266952,0.21,0.297,1.2763406473202996,1.1575113997531827,18.162083584000356,checkpoints/revin_ols/revin_ols_NR_electricity_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.6580454744369908,0.9776376267575536,-1.8222901176073738,0.8383448825320812,-1.0451345822544533
RR,electricity,96,96,M,True,True,321,18221,5165,0.2015051386695706,0.2851822515205788,0.141,0.237,1.4291144586494369,1.203300639327337,5.379313166020438,checkpoints/revin_ols/revin_ols_RR_electricity_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.582612803035613,0.9439475932688978,-2.0610175498732137,0.8726756549150474,-1.1969421940908278
RR,electricity,96,192,M,True,True,321,18125,5069,0.2070050510807168,0.2952650362080484,0.154,0.248,1.344188643381278,1.1905848234195502,8.003429124946706,checkpoints/revin_ols/revin_ols_RR_electricity_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.597295094993688,0.9510680851378808,-2.043323717656477,0.8704027504188042,-1.1697122723686397
RR,electricity,96,336,M,True,True,321,17981,4925,0.2348344569223339,0.3236795221631175,0.171,0.265,1.373300917674467,1.2214321591061037,11.100580916972833,checkpoints/revin_ols/revin_ols_RR_electricity_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.6266141838899235,0.9637680713593466,-1.9353751183741745,0.8556298972133974,-1.091096778632847
