case,dataset,seq_len,pred_len,features,train_reversed,test_reversed,channels,train_windows,test_windows,mse,mae,dlinear_mse,dlinear_mae,mse_ratio_vs_dlinear,mae_ratio_vs_dlinear,seconds,checkpoint,model,base_model,family,output_transformation,last_value_mse,last_value_mae,log_mse_relative_to_last_value,skill_vs_last_value,log_mae_relative_to_last_value
RR,ETTm1,96,336,M,True,True,7,34129,11185,0.419232224250175,0.4130656967003002,0.369,0.386,1.1361306890248646,1.0701183852339382,0.2945793339749798,checkpoints/reversal/ols_RR_ETTm1_s96_p336_M.npz,ols,dlinear_ols,linear,raw,1.2804343678261882,0.7051268438467903,-1.1165296483335092,0.6725859327238213,-0.5347710547546035
RR,ETTm1,96,720,M,True,True,7,33745,10801,0.4835124034151342,0.447020265078995,0.425,0.421,1.1376762433297276,1.061805855294525,0.4064544999273494,checkpoints/reversal/ols_RR_ETTm1_s96_p720_M.npz,ols,dlinear_ols,linear,raw,1.3103914183110017,0.7238698474060361,-0.9970041962128773,0.631016811726113,-0.48200767811605255
RN,ETTm2,96,96,M,True,False,7,34369,11425,0.1992053758936126,0.2987458652903643,0.167,0.26,1.192846562237201,1.1490225588090937,0.1933340419782325,checkpoints/reversal/ols_RN_ETTm2_s96_p96_M.npz,ols,dlinear_ols,linear,raw,0.2664621778687468,0.3277646631499463,-0.29089597963672703,0.25240656108524107,-0.09270259735052523
RN,ETTm2,96,192,M,True,False,7,34273,11329,0.2904148296023252,0.3658291301518607,0.224,0.303,1.29649477501038,1.2073568651876592,0.2507352499524131,checkpoints/reversal/ols_RN_ETTm2_s96_p192_M.npz,ols,dlinear_ols,linear,raw,0.3400000484773683,0.3706733118925936,-0.1576354124201718,0.14583885825046794,-0.013154746868613811
RN,ETTm2,96,336,M,True,False,7,34129,11185,0.3924259853146336,0.4331442911590248,0.281,0.342,1.3965337555680908,1.266503775318786,0.2834114169236272,checkpoints/reversal/ols_RN_ETTm2_s96_p336_M.npz,ols,dlinear_ols,linear,raw,0.4120551407803088,0.409911052599337,-0.04880923024593416,0.0476372056140435,0.05513071714206756
RN,ETTm2,96,720,M,True,False,7,33745,10801,0.5628065727613996,0.5270562869117548,0.397,0.421,1.4176487978876562,1.251915170811769,0.441375125083141,checkpoints/reversal/ols_RN_ETTm2_s96_p720_M.npz,ols,dlinear_ols,linear,raw,0.521559336660132,0.4656224290737428,0.07611295513617926,-0.07908445540520703,0.12393228145592572
NR,ETTm2,96,96,M,False,True,7,34369,11425,0.198582307078238,0.2975577898871172,0.167,0.26,1.1891156112469343,1.144453038027374,0.1775484579848125,checkpoints/reversal/ols_NR_ETTm2_s96_p96_M.npz,ols,dlinear_ols,linear,raw,0.2668938696922901,0.3281638655246667,-0.2956474281741861,0.25595028725392055,-0.09790461580216504
NR,ETTm2,96,192,M,False,True,7,34273,11329,0.2891655595883149,0.3628348601033531,0.224,0.303,1.2909176767335488,1.1974747858196473,0.216308958013542,checkpoints/reversal/ols_NR_ETTm2_s96_p192_M.npz,ols,dlinear_ols,linear,raw,0.3400579664107291,0.3707244167033041,-0.16211669788931074,0.14965803436272185,-0.02151117455767974
NR,ETTm2,96,336,M,False,True,7,34129,11185,0.3905345580414141,0.4301953306148074,0.281,0.342,1.3898026976562778,1.2578810836690275,0.2416745000518858,checkpoints/reversal/ols_NR_ETTm2_s96_p336_M.npz,ols,dlinear_ols,linear,raw,0.4118143232770392,0.4096885405674245,-0.05305611383971112,0.05167320326862346,0.04884214892773444
NR,ETTm2,96,720,M,False,True,7,33745,10801,0.564651082369348,0.5309351277175638,0.397,0.421,1.422294917806922,1.261128569400389,0.350044791935943,checkpoints/reversal/ols_NR_ETTm2_s96_p720_M.npz,ols,dlinear_ols,linear,raw,0.5213019338402124,0.4658149917869719,0.07987858563671288,-0.08315554904966627,0.1308513017928441
RR,ETTm2,96,96,M,True,True,7,34369,11425,0.1998613677212344,0.2989417098893661,0.167,0.26,1.1967746570133797,1.1497758072667923,0.1704206250142306,checkpoints/reversal/ols_RR_ETTm2_s96_p96_M.npz,ols,dlinear_ols,linear,raw,0.2668938696922901,0.3281638655246667,-0.28922712278349505,0.251157893016949,-0.09326446946219245
RR,ETTm2,96,192,M,True,True,7,34273,11329,0.2913616052876938,0.3645717542150403,0.224,0.303,1.3007214521772046,1.2032071096205952,0.226235541049391,checkpoints/reversal/ols_RR_ETTm2_s96_p192_M.npz,ols,dlinear_ols,linear,raw,0.3400579664107291,0.3707244167033041,-0.1545509669212238,0.1432001774198074,-0.01673558583330006
RR,ETTm2,96,336,M,True,True,7,34129,11185,0.393749445001072,0.4322779177756853,0.281,0.342,1.4012435765162703,1.2639705198119453,0.2672500839689746,checkpoints/reversal/ols_RR_ETTm2_s96_p336_M.npz,ols,dlinear_ols,linear,raw,0.4118143232770392,0.4096885405674245,-0.04485779549109906,0.04386656134787825,0.053671495721674525
RR,ETTm2,96,720,M,True,True,7,33745,10801,0.5707064955676765,0.5341516907855548,0.397,0.421,1.4375478477775223,1.268768861723408,0.4678433749359101,checkpoints/reversal/ols_RR_ETTm2_s96_p720_M.npz,ols,dlinear_ols,linear,raw,0.5213019338402124,0.4658149917869719,0.09054565781652099,-0.09477149137644947,0.1368913218005109
RN,electricity,96,96,M,True,False,321,18221,5165,0.1944807603122161,0.2772194966008173,0.141,0.237,1.3792961724270647,1.1697025173030269,2.5479531249729916,checkpoints/reversal/ols_RN_electricity_s96_p96_M.npz,ols,dlinear_ols,linear,raw,1.5878367829771234,0.9454555139361822,-2.0997946155616845,0.8775184185193309,-1.2268572377859395
RN,electricity,96,192,M,True,False,321,18125,5069,0.1937740137194246,0.2802141967999547,0.154,0.248,1.2582728163599,1.1298959548385272,3.130985707975924,checkpoints/reversal/ols_RN_electricity_s96_p192_M.npz,ols,dlinear_ols,linear,raw,1.5961736352251157,0.9507093725102964,-2.108671963761831,0.8786009181939058,-1.2216541145666178
RN,electricity,96,336,M,True,False,321,17981,4925,0.2065540840081695,0.2958794184643792,0.171,0.265,1.207918619930816,1.116526107412752,4.9094321669545025,checkpoints/reversal/ols_RN_electricity_s96_p336_M.npz,ols,dlinear_ols,linear,raw,1.6178496658651245,0.9613233559502437,-2.058290893605878,0.8723280114548113,-1.1783588297167704
RN,electricity,96,720,M,True,False,321,17597,4541,0.2419093556011839,0.3290706374656569,0.21,0.297,1.1519493123865905,1.1079819443288113,6.834509667009115,checkpoints/reversal/ols_RN_electricity_s96_p720_M.npz,ols,dlinear_ols,linear,raw,1.6467607892842342,0.9753622504651288,-1.9180023870059342,0.853099881187765,-1.0865365096700457
NR,electricity,96,96,M,False,True,321,18221,5165,0.1915120745164011,0.2766755524743667,0.141,0.237,1.358241663236888,1.1674073944066106,2.0245571250561625,checkpoints/reversal/ols_NR_electricity_s96_p96_M.npz,ols,dlinear_ols,linear,raw,1.582612803035613,0.9439475932688978,-2.1118815740790606,0.8789899373055359,-1.2272251200154602
NR,electricity,96,192,M,False,True,321,18125,5069,0.1902178328031109,0.2791801141208965,0.154,0.248,1.2351807324877335,1.1257262666165182,2.9893383749295026,checkpoints/reversal/ols_NR_electricity_s96_p192_M.npz,ols,dlinear_ols,linear,raw,1.597295094993688,0.9510680851378808,-2.127897008098317,0.8809125293132747,-1.225728509331365
NR,electricity,96,336,M,False,True,321,17981,4925,0.2048988961129787,0.2952113093926637,0.171,0.265,1.198239158555431,1.1140049411043915,5.319684167043306,checkpoints/reversal/ols_NR_electricity_s96_p336_M.npz,ols,dlinear_ols,linear,raw,1.6266141838899235,0.9637680713593466,-2.07173927786891,0.8740334996815418,-1.1831592728447324
NR,electricity,96,720,M,False,True,321,17597,4541,0.2366602223832742,0.3230871629582419,0.21,0.297,1.1269534399203536,1.0878355655159662,7.022952334024012,checkpoints/reversal/ols_NR_electricity_s96_p720_M.npz,ols,dlinear_ols,linear,raw,1.6580454744369908,0.9776376267575536,-1.9467693109731126,0.8572655418491251,-1.1072169354073698
RR,electricity,96,96,M,True,True,321,18221,5165,0.1915115183658456,0.2765447200801124,0.141,0.237,1.358237718906707,1.166855358987816,2.4406486250227317,checkpoints/reversal/ols_RR_electricity_s96_p96_M.npz,ols,dlinear_ols,linear,raw,1.582612803035613,0.9439475932688978,-2.1118844780806203,0.8789902887184364,-1.2276981048397122
RR,electricity,96,192,M,True,True,321,18125,5069,0.1902302513284864,0.2791424260018497,0.154,0.248,1.235261372262899,1.1255742983945554,3.0729671249864623,checkpoints/reversal/ols_RR_electricity_s96_p192_M.npz,ols,dlinear_ols,linear,raw,1.597295094993688,0.9510680851378808,-2.1278317244188987,0.8809047545912372,-1.225863514158846
RR,electricity,96,336,M,True,True,321,17981,4925,0.204891707660944,0.2951671436655043,0.171,0.265,1.198197120824234,1.1138382779830351,4.292861208901741,checkpoints/reversal/ols_RR_electricity_s96_p336_M.npz,ols,dlinear_ols,linear,raw,1.6266141838899235,0.9637680713593466,-2.0717743614065474,0.8740379189544745,-1.1833088912022893
RR,electricity,96,720,M,True,True,321,17597,4541,0.2363799619324365,0.3228250999481158,0.21,0.297,1.125618866344936,1.0869531984785046,7.782995917019434,checkpoints/reversal/ols_RR_electricity_s96_p720_M.npz,ols,dlinear_ols,linear,raw,1.6580454744369908,0.9776376267575536,-1.9479542440630366,0.8574345724668968,-1.1080283862484688
RN,exchange_rate,96,96,M,True,False,8,5120,1422,0.0825076328318847,0.2067780757946812,0.089,0.208,0.9270520542908396,0.994125364397506,0.0314811669522896,checkpoints/reversal/ols_RN_exchange_rate_s96_p96_M.npz,ols,dlinear_ols,linear,raw,0.0811256925969781,0.196356619260169,0.016891095842580924,-0.01703455700245171,0.05171362855522413
RN,exchange_rate,96,192,M,True,False,8,5024,1326,0.1774759108616186,0.3128652956112823,0.18,0.3,0.9859772825645478,1.0428843187042744,0.0361524580512195,checkpoints/reversal/ols_RN_exchange_rate_s96_p192_M.npz,ols,dlinear_ols,linear,raw,0.1671189513404892,0.2886756792265636,0.06012904391063873,-0.06197357892719202,0.08046889170111385
RN,exchange_rate,96,336,M,True,False,8,4880,1182,0.3388239579434019,0.4381231641586926,0.331,0.415,1.0236373351764407,1.0557184678522715,0.0461643750313669,checkpoints/reversal/ols_RN_exchange_rate_s96_p336_M.npz,ols,dlinear_ols,linear,raw,0.3056997217031902,0.3978149981586654,0.10287735585926691,-0.10835546743602431,0.09651299908641103
RN,exchange_rate,96,720,M,True,False,8,4496,798,0.9044981758716064,0.7199264835699793,1.033,0.78,0.8756032680267245,0.9229826712435631,0.066067416104488,checkpoints/reversal/ols_RN_exchange_rate_s96_p720_M.npz,ols,dlinear_ols,linear,raw,0.8100644170721474,0.6764451581766724,0.11026651635369356,-0.1165756164685956,0.062297723316159036
NR,exchange_rate,96,96,M,False,True,8,5120,1422,0.1007151774739254,0.2204502127085447,0.089,0.208,1.1316312075721957,1.0598567918680035,0.0271465410478413,checkpoints/reversal/ols_NR_exchange_rate_s96_p96_M.npz,ols,dlinear_ols,linear,raw,0.0804560043348715,0.1950138104074602,0.22458600304782558,-0.2518043657093856,0.12260149802857281
NR,exchange_rate,96,192,M,False,True,8,5024,1326,0.2552397343854352,0.3609596607546399,0.18,0.3,1.4179985243635291,1.2031988691821331,0.0316993750166147,checkpoints/reversal/ols_NR_exchange_rate_s96_p192_M.npz,ols,dlinear_ols,linear,raw,0.171057397525158,0.288861638014829,0.4002040801293305,-0.4921291804868959,0.22281839675188475
NR,exchange_rate,96,336,M,False,True,8,4880,1182,0.5408210633540828,0.5508692471191082,0.331,0.415,1.6339004935168662,1.3273957761906223,0.0424638750264421,checkpoints/reversal/ols_NR_exchange_rate_s96_p336_M.npz,ols,dlinear_ols,linear,raw,0.3036057034996496,0.3967011025016692,0.5773586409043036,-0.7813270868104985,0.32831437323946366
NR,exchange_rate,96,720,M,False,True,8,4496,798,1.745060766959535,1.021575956756713,1.033,0.78,1.6893134239685723,1.309712765072709,0.0677462500752881,checkpoints/reversal/ols_NR_exchange_rate_s96_p720_M.npz,ols,dlinear_ols,linear,raw,0.794806667735535,0.676781168813453,0.7864457576610312,-1.195578922269672,0.411753785503978
RR,exchange_rate,96,96,M,True,True,8,5120,1422,0.1095029644860694,0.2318032753312708,0.089,0.208,1.2303703874839265,1.114438823708033,0.0313358340645208,checkpoints/reversal/ols_RR_exchange_rate_s96_p96_M.npz,ols,dlinear_ols,linear,raw,0.0804560043348715,0.1950138104074602,0.3082411168012685,-0.3610291163640136,0.17281868213574542
RR,exchange_rate,96,192,M,True,True,8,5024,1326,0.2903883206969996,0.3886627943134976,0.18,0.3,1.6132684483166648,1.295542647711659,0.0419060410931706,checkpoints/reversal/ols_RR_exchange_rate_s96_p192_M.npz,ols,dlinear_ols,linear,raw,0.171057397525158,0.288861638014829,0.5292199059323761,-0.6976074984087794,0.29676430274454035
RR,exchange_rate,96,336,M,True,True,8,4880,1182,0.6257735268602578,0.5948210527304999,0.331,0.415,1.8905544618134675,1.4333037415192769,0.0823760839411988,checkpoints/reversal/ols_RR_exchange_rate_s96_p336_M.npz,ols,dlinear_ols,linear,raw,0.3036057034996496,0.3967011025016692,0.7232586958883376,-1.0611389036733954,0.4050775018984672
RR,exchange_rate,96,720,M,True,True,8,4496,798,1.9609136524765456,1.0953951355313212,1.033,0.78,1.898270718757547,1.4043527378606682,0.1042933749267831,checkpoints/reversal/ols_RR_exchange_rate_s96_p720_M.npz,ols,dlinear_ols,linear,raw,0.794806667735535,0.676781168813453,0.9030668929918072,-1.4671580298430795,0.48152244747709483
RN,traffic,96,96,M,True,False,862,12089,3413,0.6481967387316556,0.39535670860272,0.41,0.279,1.5809676554430625,1.4170491347767742,3.841657250071876,checkpoints/reversal/ols_RN_traffic_s96_p96_M.npz,ols,dlinear_ols,linear,raw,2.714452418782965,1.0772232192006952,-1.4321512652275137,0.7612053413622637,-1.002353498707039
RN,traffic,96,192,M,True,False,862,11993,3317,0.5980168431964856,0.3698641549960888,0.423,0.284,1.413751402355758,1.3023385739298905,5.626750040915795,checkpoints/reversal/ols_RN_traffic_s96_p192_M.npz,ols,dlinear_ols,linear,raw,2.7470782117095016,1.0850772686915366,-1.5246742379372251,0.7823080389020519,-1.0762706892592893
RN,traffic,96,336,M,True,False,862,11849,3173,0.6047808930339744,0.3723321973289808,0.435,0.29,1.390300903526378,1.2839041287206236,7.962019374943338,checkpoints/reversal/ols_RN_traffic_s96_p336_M.npz,ols,dlinear_ols,linear,raw,2.788541949245972,1.094132305824746,-1.5284079072159271,0.7831193132319532,-1.0779304539969343
RN,traffic,96,720,M,True,False,862,11465,2789,0.6453045998816452,0.3936585384859138,0.464,0.307,1.3907426721587182,1.282275369660957,13.388973124907352,checkpoints/reversal/ols_RN_traffic_s96_p720_M.npz,ols,dlinear_ols,linear,raw,2.8095773261282466,1.0967762917945094,-1.4710668800655955,0.7703196869221212,-1.024646632270539
NR,traffic,96,96,M,False,True,862,12089,3413,0.6548172086194494,0.3970714131223929,0.41,0.279,1.597115142974267,1.4231950291125195,3.73224433301948,checkpoints/reversal/ols_NR_traffic_s96_p96_M.npz,ols,dlinear_ols,linear,raw,2.72953654933593,1.0805259946875791,-1.4275309857420238,0.7600994905971272,-1.0010870872439832
NR,traffic,96,192,M,False,True,862,11993,3317,0.6023170376600553,0.3685749687767425,0.423,0.284,1.4239173467140789,1.2977991858336009,5.2865382499294356,checkpoints/reversal/ols_NR_traffic_s96_p192_M.npz,ols,dlinear_ols,linear,raw,2.736976839629787,1.0819361819898694,-1.5138252997364703,0.7799334547012364,-1.0768633421194376
NR,traffic,96,336,M,False,True,862,11849,3173,0.6141508529920391,0.3753494778253166,0.435,0.29,1.4118410413610094,1.2943085442252298,7.3157847909023985,checkpoints/reversal/ols_NR_traffic_s96_p336_M.npz,ols,dlinear_ols,linear,raw,2.772185682367222,1.0904205867978354,-1.5071507561646806,0.7784596981008848,-1.0664612273954883
NR,traffic,96,720,M,False,True,862,11465,2789,0.664711540934359,0.4015074408281461,0.464,0.307,1.4325679761516357,1.307841826801779,13.129210749990309,checkpoints/reversal/ols_NR_traffic_s96_p720_M.npz,ols,dlinear_ols,linear,raw,2.796803183317618,1.094672786428829,-1.436879150142439,0.762331670351624,-1.0029847066260031
RR,traffic,96,96,M,True,True,862,12089,3413,0.65466000975808,0.3963342281573914,0.41,0.279,1.5967317311172684,1.4205527890945926,4.963089083903469,checkpoints/reversal/ols_RR_traffic_s96_p96_M.npz,ols,dlinear_ols,linear,raw,2.72953654933593,1.0805259946875791,-1.4277710798191383,0.7601570823745326,-1.0029453678983788
RR,traffic,96,192,M,True,True,862,11993,3317,0.6024029247148405,0.3682229432342873,0.423,0.284,1.424120389396786,1.29655965927566,6.126416792045347,checkpoints/reversal/ols_RR_traffic_s96_p192_M.npz,ols,dlinear_ols,linear,raw,2.736976839629787,1.0819361819898694,-1.513682715471889,0.7799020744376033,-1.0778188974040073
RR,traffic,96,336,M,True,True,862,11849,3173,0.6143027170452885,0.3747267045781906,0.435,0.29,1.4121901541271,1.2921610502696228,8.178426458034664,checkpoints/reversal/ols_RR_traffic_s96_p336_M.npz,ols,dlinear_ols,linear,raw,2.772185682367222,1.0904205867978354,-1.5069035118931393,0.7784049167584173,-1.068121787762134
RR,traffic,96,720,M,True,True,862,11465,2789,0.664829196922981,0.4004566658166878,0.464,0.307,1.4328215450926314,1.3044191068947486,13.953599750064312,checkpoints/reversal/ols_RR_traffic_s96_p720_M.npz,ols,dlinear_ols,linear,raw,2.796803183317618,1.094672786428829,-1.436702162727794,0.7622896023257708,-1.0056052119679804
RN,weather,96,96,M,True,False,21,36696,10444,0.1942468881161027,0.2513892270677259,0.182,0.232,1.0672905940445208,1.0835742546022669,0.3091929999645799,checkpoints/reversal/ols_RN_weather_s96_p96_M.npz,ols,dlinear_ols,linear,raw,0.2591330203313892,0.254220276014315,-0.2882115527442739,0.25039700510690466,-0.01119867611732933
RN,weather,96,192,M,True,False,21,36600,10348,0.2343707042745374,0.289852430937258,0.225,0.269,1.0416475745534997,1.0775183306217768,0.4328165829647332,checkpoints/reversal/ols_RN_weather_s96_p192_M.npz,ols,dlinear_ols,linear,raw,0.3092152840046858,0.2917442116158218,-0.2771336781678255,0.24204683145291805,-0.006505496118986279
RN,weather,96,336,M,True,False,21,36456,10204,0.2797619322727223,0.3274345989650091,0.271,0.301,1.032331853404879,1.0878225879236183,0.697476000059396,checkpoints/reversal/ols_RN_weather_s96_p336_M.npz,ols,dlinear_ols,linear,raw,0.3764121635300358,0.3377075921891566,-0.2967457229994228,0.2567670246118423,-0.030892071875108885
RN,weather,96,720,M,True,False,21,36072,9820,0.3422565031222454,0.3763703304431792,0.338,0.348,1.0125932045036847,1.0815239380551127,1.0798091660253704,checkpoints/reversal/ols_RN_weather_s96_p720_M.npz,ols,dlinear_ols,linear,raw,0.4651866051375233,0.3935038636313216,-0.3068781613828329,0.2642597629803549,-0.04451730637581346
NR,weather,96,96,M,False,True,21,36696,10444,0.1943434650864698,0.2513551742508625,0.182,0.232,1.067821236738845,1.0834274752192352,0.2943052500486374,checkpoints/reversal/ols_NR_weather_s96_p96_M.npz,ols,dlinear_ols,linear,raw,0.2605437160525972,0.2553650544806981,-0.2931436307804632,0.2540850033503139,-0.01582713184804061
NR,weather,96,192,M,False,True,21,36600,10348,0.2337256266089449,0.2909818211339663,0.225,0.269,1.0387805627064215,1.0817168071894658,0.3798542500007897,checkpoints/reversal/ols_NR_weather_s96_p192_M.npz,ols,dlinear_ols,linear,raw,0.3097240178088002,0.2919481149193978,-0.28153374428443095,0.24537454905021572,-0.003315302957459677
NR,weather,96,336,M,False,True,21,36456,10204,0.2749141255043434,0.3298627735778339,0.271,0.301,1.0144432675437027,1.095889613215395,0.5128118329448625,checkpoints/reversal/ols_NR_weather_s96_p336_M.npz,ols,dlinear_ols,linear,raw,0.3736371148760989,0.3358922910602682,-0.3068262673006181,0.2642215814253165,-0.018113815918340912
NR,weather,96,720,M,False,True,21,36072,9820,0.3284954342946988,0.3779209325230208,0.338,0.348,0.9718799831204106,1.085979691158106,0.9208852499723434,checkpoints/reversal/ols_NR_weather_s96_p720_M.npz,ols,dlinear_ols,linear,raw,0.4641127553975938,0.3901181786138592,-0.3456045908453552,0.29220770066255775,-0.03176471478829386
RR,weather,96,96,M,True,True,21,36696,10444,0.1936322870333997,0.2495028987770713,0.182,0.232,1.0639136650186798,1.0754435292115143,0.361198415979743,checkpoints/reversal/ols_RR_weather_s96_p96_M.npz,ols,dlinear_ols,linear,raw,0.2605437160525972,0.2553650544806981,-0.29680973025044505,0.2568145953890124,-0.02322357414559777
RR,weather,96,192,M,True,True,21,36600,10348,0.2327570122780564,0.2886032196196126,0.225,0.269,1.034475610124695,1.0728744223777422,0.4888823749497533,checkpoints/reversal/ols_RR_weather_s96_p192_M.npz,ols,dlinear_ols,linear,raw,0.3097240178088002,0.2919481149193978,-0.2856865921814979,0.2485018955754904,-0.011523295576930648
RR,weather,96,336,M,True,True,21,36456,10204,0.2736733512229941,0.327061065617157,0.271,0.301,1.0098647646604946,1.0865816133460364,0.6326255829771981,checkpoints/reversal/ols_RR_weather_s96_p336_M.npz,ols,dlinear_ols,linear,raw,0.3736371148760989,0.3358922910602682,-0.31134979891498354,0.2675423818274949,-0.02664364778231872
RR,weather,96,720,M,True,True,21,36072,9820,0.3267928583390224,0.3741215511428444,0.338,0.348,0.9668427761509536,1.0750619285713925,1.1807412499329075,checkpoints/reversal/ols_RR_weather_s96_p720_M.npz,ols,dlinear_ols,linear,raw,0.4641127553975938,0.3901181786138592,-0.350801020587863,0.2958761539336122,-0.041868967640377994
RN,illness,104,24,M,True,False,7,549,170,2.2874501164990253,1.0470157095061086,1.683,0.858,1.3591503960184346,1.220298029727399,0.0061983329942449,checkpoints/reversal/ols_RN_illness_s104_p24_M.npz,ols,dlinear_ols,linear,raw,6.213324146402461,1.622230997974994,-0.9992583310701457,0.6318476128718525,-0.4378584249943867
RN,illness,104,36,M,True,False,7,537,158,2.355466011335429,1.0802279831097088,1.703,0.859,1.3831274288522777,1.2575413074618262,0.0046119589824229,checkpoints/reversal/ols_RN_illness_s104_p36_M.npz,ols,dlinear_ols,linear,raw,7.713821968534773,1.905885224752752,-1.1862751909485532,0.6946434567788131,-0.5677744712250811
RN,illness,104,48,M,True,False,7,525,146,2.4582414386703997,1.1193750933636102,1.719,0.884,1.4300415582724837,1.2662614178321383,0.0049812500365078,checkpoints/reversal/ols_RN_illness_s104_p48_M.npz,ols,dlinear_ols,linear,raw,7.8512745101044334,1.952148908599977,-1.1612296446115207,0.6868990588080073,-0.5561601929850221
RN,illness,104,60,M,True,False,7,513,134,2.654470007298234,1.1710540626607988,1.819,0.917,1.4593018181958406,1.277049141396727,0.0051292909774929,checkpoints/reversal/ols_RN_illness_s104_p60_M.npz,ols,dlinear_ols,linear,raw,6.8849038632361,1.7884297345248592,-0.953086154700218,0.6144506793373643,-0.42343374007491086
NR,illness,104,24,M,False,True,7,549,170,0.6480650432335563,0.5638163550725419,1.683,0.858,0.3850653851655117,0.6571286189656665,0.004431499983184,checkpoints/reversal/ols_NR_illness_s104_p24_M.npz,ols,dlinear_ols,linear,raw,3.030749722370647,1.1760959404008982,-1.542574234347082,0.786170056059053,-0.7352271202029038
NR,illness,104,36,M,False,True,7,537,158,0.6523722742391049,0.5776524154605897,1.703,0.859,0.3830723865173839,0.6724707979750753,0.0043390829814597,checkpoints/reversal/ols_NR_illness_s104_p36_M.npz,ols,dlinear_ols,linear,raw,3.829375007744921,1.3658587889884666,-1.7698415137593302,0.829640013600214,-0.8605663287797096
NR,illness,104,48,M,False,True,7,525,146,0.6513003638669457,0.5863676326226168,1.719,0.884,0.3788832832268444,0.663311801609295,0.0045310000423341,checkpoints/reversal/ols_NR_illness_s104_p48_M.npz,ols,dlinear_ols,linear,raw,3.8073911455103135,1.3609486299538385,-1.7657285706387744,0.828937889758198,-0.8419903053059392
NR,illness,104,60,M,False,True,7,513,134,0.7009904924048795,0.6126794281636629,1.819,0.917,0.3853713537135126,0.6681345999603739,0.0047885000240057,checkpoints/reversal/ols_NR_illness_s104_p60_M.npz,ols,dlinear_ols,linear,raw,3.555170744524058,1.2885433054850393,-1.6236640464465062,0.8028250841441025,-0.7434257952917187
RR,illness,104,24,M,True,True,7,549,170,0.661330867893932,0.5612086059463105,1.683,0.858,0.3929476339239049,0.6540892843197093,0.0044340000022202,checkpoints/reversal/ols_RR_illness_s104_p24_M.npz,ols,dlinear_ols,linear,raw,3.030749722370647,1.1760959404008982,-1.5223110298357199,0.7817929791389571,-0.7398630240930022
RR,illness,104,36,M,True,True,7,537,158,0.6512002886524757,0.5705719919231085,1.703,0.859,0.3823841976820174,0.6642281628906967,0.0045935419620946,checkpoints/reversal/ols_RR_illness_s104_p36_M.npz,ols,dlinear_ols,linear,raw,3.829375007744921,1.3658587889884666,-1.771639627551788,0.8299460650013588,-0.8728993069632033
RR,illness,104,48,M,True,True,7,525,146,0.6308531161309939,0.5689495468105507,1.719,0.884,0.3669884328859766,0.6436080846273198,0.0046170839341357,checkpoints/reversal/ols_RR_illness_s104_p48_M.npz,ols,dlinear_ols,linear,raw,3.8073911455103135,1.3609486299538385,-1.797626438932202,0.8343082987743726,-0.8721454973333688
RR,illness,104,60,M,True,True,7,513,134,0.6613957751166054,0.5830303764427566,1.819,0.917,0.3636040544896126,0.6358019372331042,0.0050162500701844,checkpoints/reversal/ols_RR_illness_s104_p60_M.npz,ols,dlinear_ols,linear,raw,3.555170744524058,1.2885433054850393,-1.6818059577472835,0.813962303741575,-0.7930283500830364
NN,ETTh1,96,96,M,False,False,7,8449,2785,0.3877805307048282,0.3951896230633527,0.375,0.399,1.0340814152128754,0.9904501831161724,0.1654150830581784,checkpoints/revin_ols/revin_ols_NN_ETTh1_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.29437059478451,0.7131813544413377,-1.2053402917168432,0.7004099658418254,-0.5903700340287668
NN,ETTh1,96,192,M,False,False,7,8353,2689,0.441069516182786,0.4260918135529075,0.405,0.416,1.0890605337846568,1.0242591671944892,0.1712357089854776,checkpoints/revin_ols/revin_ols_NN_ETTh1_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.3248802896757077,0.7331008428313128,-1.0998748908325873,0.6670872684725749,-0.5426284200907876
NN,ETTh1,96,336,M,False,False,7,8209,2545,0.4863167475362365,0.4512429967841456,0.439,0.443,1.1077830240005386,1.018607216217033,0.193229875061661,checkpoints/revin_ols/revin_ols_NN_ETTh1_s96_p336_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.3299273453322635,0.7459721343475545,-1.0060194366445392,0.6343283343687192,-0.5026822561498562
NN,ETTh1,96,720,M,False,False,7,7825,2161,0.487736560739837,0.476157852259817,0.472,0.49,1.033340171058977,0.9717507188975856,0.2697017500177026,checkpoints/revin_ols/revin_ols_NN_ETTh1_s96_p720_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.3351206768325183,0.7550452793740796,-1.0070015358395998,0.6346872839263051,-0.4610282984801948
RN,ETTh1,96,96,M,True,False,7,8449,2785,0.3849447390529718,0.394371059277312,0.375,0.399,1.026519304141258,0.9883986448052932,0.345931249903515,checkpoints/revin_ols/revin_ols_RN_ETTh1_s96_p96_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.29437059478451,0.7131813544413377,-1.2126800397323945,0.7026008311653138,-0.5924435012051787
RN,ETTh1,96,192,M,True,False,7,8353,2689,0.4341594132265543,0.4224134877952909,0.405,0.416,1.0719985511766772,1.0154170379694494,0.3053571659838781,checkpoints/revin_ols/revin_ols_RN_ETTh1_s96_p192_M.npz,revin_ols,dlinear_ols,linear,revin_current_no_floor,1.3248802896757077,0.7331008428313128,-1.1156656086842462,0.672302911734898,-0.551298604694308
