epoch,train_mse,val_mse
1,1.012139997280255,0.5843292474746704
2,0.5171336423209298,0.510312557220459
3,0.4923914126572997,0.4950988292694092
4,0.48748472989388564,0.49043041467666626
5,0.4850129809290971,0.4879211485385895
6,0.4840429328238277,0.4867584705352783
7,0.4822083617091983,0.4813191592693329
8,0.48170299293839985,0.4917489290237427
9,0.482497103419695,0.4823990762233734
10,0.47587011651691424,0.4790761172771454
11,0.47691157958446584,0.4743421971797943
12,0.47086186232066235,0.47855252027511597
13,0.47181845173382564,0.467369019985199
14,0.4672370927335807,0.4692726135253906
15,0.4647859490429922,0.467317134141922
16,0.4620883310739917,0.46803826093673706
17,0.46275299707627576,0.4646327793598175
18,0.45813651508319336,0.46749886870384216
