epoch,train_mse,val_mse
1,1.0143738209456998,0.6816557049751282
2,0.5150990018281362,0.5056161880493164
3,0.4900402592009857,0.4921007454395294
4,0.48659374834108754,0.49233707785606384
5,0.48444438844139665,0.4880775511264801
6,0.48283110083680364,0.4836774170398712
7,0.47909297943573786,0.4807795286178589
8,0.47664191021920943,0.47839054465293884
9,0.47542522086280525,0.4769326448440552
10,0.4705603048461106,0.4701787531375885
11,0.46625636552745653,0.46847307682037354
12,0.4636732176614663,0.4687545597553253
13,0.4618549919478328,0.46522045135498047
14,0.45947639492647596,0.4651545286178589
15,0.4568021006450976,0.45954930782318115
16,0.4539928413633906,0.4647473096847534
17,0.4533188067564443,0.4567810893058777
18,0.45024751610890806,0.46333932876586914
