case,dataset,seq_len,pred_len,features,train_reversed,test_reversed,channels,train_windows,test_windows,mse,mae,dlinear_mse,dlinear_mae,mse_ratio_vs_dlinear,mae_ratio_vs_dlinear,seconds,checkpoint
NR,traffic,336,720,M,False,True,862,11225,2789,0.4662161930989163,0.3142406216138301,0.464,0.307,1.004776278230423,1.0235850866900003,33.09625812503509,checkpoints/long_input/ols_NR_traffic_s336_p720_M.npz
RN,traffic,336,96,M,True,False,862,11849,3413,0.40979608565510567,0.2813535666685628,0.41,0.279,0.9995026479392822,1.0084357228263898,12.088351584039629,checkpoints/long_input/ols_RN_traffic_s336_p96_M.npz
RN,traffic,336,192,M,True,False,862,11753,3317,0.4224642619612414,0.2869332676336998,0.423,0.284,0.9987334798138096,1.0103284071609149,16.010311749996617,checkpoints/long_input/ols_RN_traffic_s336_p192_M.npz
RN,traffic,336,336,M,True,False,862,11609,3173,0.4357958074916019,0.29452164951574844,0.435,0.29,1.0018294425094296,1.0155918948818912,20.747327665798366,checkpoints/long_input/ols_RN_traffic_s336_p336_M.npz
RN,traffic,336,720,M,True,False,862,11225,2789,0.46561066000659695,0.3132276054648457,0.464,0.307,1.0034712500142176,1.0202853598203443,43.95827641710639,checkpoints/long_input/ols_RN_traffic_s336_p720_M.npz
RR,traffic,336,96,M,True,True,862,11849,3413,0.40268104214269695,0.274062124636672,0.41,0.279,0.9821488832748707,0.9823015219952401,15.409487874945626,checkpoints/long_input/ols_RR_traffic_s336_p96_M.npz
RR,traffic,336,192,M,True,True,862,11753,3317,0.40965691267345944,0.2785259993190175,0.423,0.284,0.9684560583296914,0.9807253497148505,16.954018332995474,checkpoints/long_input/ols_RR_traffic_s336_p192_M.npz
RR,traffic,336,336,M,True,True,862,11609,3173,0.4273505341313346,0.2894534418256788,0.435,0.29,0.9824150209915739,0.9981153166402718,22.95908625004813,checkpoints/long_input/ols_RR_traffic_s336_p336_M.npz
RR,traffic,336,720,M,True,True,862,11225,2789,0.46681409313322064,0.3134402163341218,0.464,0.307,1.0060648558905616,1.020977903368475,45.162077540997416,checkpoints/long_input/ols_RR_traffic_s336_p720_M.npz
NN,weather,336,96,M,False,False,21,36456,10444,0.17384085980484784,0.2336126603120524,0.182,0.232,0.9551695593672959,1.0069511220347087,1.4181766249239445,checkpoints/long_input/ols_NN_weather_s336_p96_M.npz
NN,weather,336,192,M,False,False,21,36360,10348,0.2150596271045161,0.27177732011486966,0.225,0.269,0.9558205649089604,1.0103246100924521,2.3511267909780145,checkpoints/long_input/ols_NN_weather_s336_p192_M.npz
NN,weather,336,336,M,False,False,21,36216,10204,0.260326730932712,0.30942084484466353,0.271,0.301,0.9606152432941403,1.0279762287198124,2.6889589577913284,checkpoints/long_input/ols_NN_weather_s336_p336_M.npz
NN,weather,336,720,M,False,False,21,35832,9820,0.3232805187785095,0.36124490379955576,0.338,0.348,0.956451238989673,1.038060068389528,4.047477166866884,checkpoints/long_input/ols_NN_weather_s336_p720_M.npz
NR,weather,336,96,M,False,True,21,36456,10444,0.17296748344591314,0.23318347336454343,0.182,0.232,0.9503707881643579,1.0051011782954458,1.4698162500280887,checkpoints/long_input/ols_NR_weather_s336_p96_M.npz
