epoch,train_mse,val_mse
1,0.740614665451946,0.5186638832092285
2,0.42801998396666324,0.3965098559856415
3,0.3689526668390955,0.37464672327041626
4,0.34982250468069764,0.3715690076351166
5,0.33309360803080135,0.3651638627052307
6,0.32134217006918353,0.348170667886734
7,0.316704697341718,0.3614177703857422
8,0.31178724013753073,0.34103941917419434
9,0.30358946178774676,0.33666813373565674
10,0.30267508714907915,0.33651578426361084
11,0.29647775371443774,0.3443644344806671
12,0.29632302850805836,0.35483914613723755
13,0.2919815902329575,0.34246811270713806
14,0.2912672516366394,0.3615778386592865
