epoch,train_mse,val_mse
1,1.1096604162851968,0.047386132180690765
2,1.0122963696320852,0.03518487140536308
3,0.9662080295880635,0.040286317467689514
4,0.938249724706014,0.03168781101703644
5,0.9299040792385737,0.030055811628699303
6,0.9250743687152863,0.028314732015132904
7,0.9244697230259578,0.02737390622496605
8,0.921746917406718,0.024450330063700676
9,0.9197532240947087,0.023975398391485214
10,0.9172421068350474,0.021926363930106163
11,0.9174160256385803,0.024658476933836937
12,0.9164343364636103,0.021447444334626198
13,0.9169212588866552,0.035748839378356934
14,0.91368199300766,0.020777443423867226
15,0.9135906646649042,0.02768431045114994
16,0.9139725974003474,0.021182792261242867
17,0.90948950167497,0.019765323027968407
18,0.9095268245339394,0.020528679713606834
