source,model,dataset,case,lr,seq_len,pred_len,mae,mse,result_dir
deep_ltsf,DLinear,illness,RR,0p005,96,96,0.6318171620368958,0.7710159420967102,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_DLinear_illness_RR_lr0p005_s96_p96_DLinear_custom_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p005_0
deep_ltsf,DLinear,weather,NN,0p005,336,336,0.32408615946769714,0.26749658584594727,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_DLinear_weather_NN_lr0p005_s336_p336_DLinear_custom_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p005_0
deep_ltsf,DLinear,weather,NN,0p005,336,96,0.23598751425743103,0.17500102519989014,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_DLinear_weather_NN_lr0p005_s336_p96_DLinear_custom_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p005_0
deep_ltsf,DLinear,weather,NN,0p005,96,336,0.3527434766292572,0.2942708432674408,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_DLinear_weather_NN_lr0p005_s96_p336_DLinear_custom_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p005_0
deep_ltsf,DLinear,weather,NN,0p005,96,96,0.25816580653190613,0.19737105071544647,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_DLinear_weather_NN_lr0p005_s96_p96_DLinear_custom_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p005_0
deep_ltsf,DLinear,weather,NR,0p005,336,336,0.3243418037891388,0.2550147473812103,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_DLinear_weather_NR_lr0p005_s336_p336_DLinear_custom_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p005_0
deep_ltsf,DLinear,weather,NR,0p005,336,96,0.2331777662038803,0.17289459705352783,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_DLinear_weather_NR_lr0p005_s336_p96_DLinear_custom_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p005_0
deep_ltsf,DLinear,weather,NR,0p005,96,336,0.33560118079185486,0.27823606133461,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_DLinear_weather_NR_lr0p005_s96_p336_DLinear_custom_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p005_0
deep_ltsf,DLinear,weather,NR,0p005,96,96,0.25497370958328247,0.19684307277202606,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_DLinear_weather_NR_lr0p005_s96_p96_DLinear_custom_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p005_0
deep_ltsf,DLinear,weather,RN,0p005,336,336,0.33196982741355896,0.27404898405075073,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_DLinear_weather_RN_lr0p005_s336_p336_DLinear_custom_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p005_0
deep_ltsf,DLinear,weather,RN,0p005,336,96,0.23243434727191925,0.17304538190364838,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_DLinear_weather_RN_lr0p005_s336_p96_DLinear_custom_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p005_0
deep_ltsf,DLinear,weather,RN,0p005,96,336,0.32839834690093994,0.2806474268436432,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_DLinear_weather_RN_lr0p005_s96_p336_DLinear_custom_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p005_0
deep_ltsf,DLinear,weather,RN,0p005,96,96,0.27096423506736755,0.2029055505990982,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_DLinear_weather_RN_lr0p005_s96_p96_DLinear_custom_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p005_0
deep_ltsf,DLinear,weather,RR,0p005,336,336,0.30732080340385437,0.2494676560163498,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_DLinear_weather_RR_lr0p005_s336_p336_DLinear_custom_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p005_0
deep_ltsf,DLinear,weather,RR,0p005,336,96,0.23466500639915466,0.1727963387966156,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_DLinear_weather_RR_lr0p005_s336_p96_DLinear_custom_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p005_0
deep_ltsf,DLinear,weather,RR,0p005,96,336,0.3273772895336151,0.2738189399242401,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_DLinear_weather_RR_lr0p005_s96_p336_DLinear_custom_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p005_0
deep_ltsf,DLinear,weather,RR,0p005,96,96,0.24882188439369202,0.19150501489639282,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_DLinear_weather_RR_lr0p005_s96_p96_DLinear_custom_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p005_0
deep_ltsf,GRU,ETTh1,NN,0p0001,96,336,0.509995698928833,0.5521144270896912,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_NN_lr0p0001_s96_p336_GRU_ETTh1_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
deep_ltsf,GRU,ETTh1,NN,0p0001,96,96,0.46838104724884033,0.47351184487342834,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_NN_lr0p0001_s96_p96_GRU_ETTh1_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
deep_ltsf,GRU,ETTh1,NN,0p001,336,336,0.5869525671005249,0.7138274908065796,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_NN_lr0p001_s336_p336_GRU_ETTh1_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
deep_ltsf,GRU,ETTh1,NN,0p001,336,96,0.46931591629981995,0.47397828102111816,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_NN_lr0p001_s336_p96_GRU_ETTh1_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
deep_ltsf,GRU,ETTh1,NN,0p001,96,336,0.5776183009147644,0.7130923867225647,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_NN_lr0p001_s96_p336_GRU_ETTh1_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
deep_ltsf,GRU,ETTh1,NN,0p001,96,96,0.4516957104206085,0.4432505965232849,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_NN_lr0p001_s96_p96_GRU_ETTh1_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
deep_ltsf,GRU,ETTh1,NR,0p0001,96,336,0.5629826188087463,0.6592150926589966,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_NR_lr0p0001_s96_p336_GRU_ETTh1_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
deep_ltsf,GRU,ETTh1,NR,0p0001,96,96,0.5322524309158325,0.601020336151123,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_NR_lr0p0001_s96_p96_GRU_ETTh1_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
deep_ltsf,GRU,ETTh1,NR,0p001,336,336,0.5613806843757629,0.6907813549041748,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_NR_lr0p001_s336_p336_GRU_ETTh1_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
deep_ltsf,GRU,ETTh1,NR,0p001,336,96,0.5378976464271545,0.579643726348877,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_NR_lr0p001_s336_p96_GRU_ETTh1_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
deep_ltsf,GRU,ETTh1,NR,0p001,96,336,0.5746508240699768,0.7245311141014099,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_NR_lr0p001_s96_p336_GRU_ETTh1_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
deep_ltsf,GRU,ETTh1,NR,0p001,96,96,0.5327944755554199,0.6094034314155579,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_NR_lr0p001_s96_p96_GRU_ETTh1_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
deep_ltsf,GRU,ETTh1,RN,0p001,336,336,0.5736209750175476,0.7071843147277832,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_RN_lr0p001_s336_p336_GRU_ETTh1_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p001_0
deep_ltsf,GRU,ETTh1,RN,0p001,336,96,0.5537298917770386,0.6522915959358215,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_RN_lr0p001_s336_p96_GRU_ETTh1_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p001_0
deep_ltsf,GRU,ETTh1,RN,0p001,96,336,0.5702186822891235,0.7154309749603271,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_RN_lr0p001_s96_p336_GRU_ETTh1_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p001_0
deep_ltsf,GRU,ETTh1,RN,0p001,96,96,0.503213107585907,0.509505569934845,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_RN_lr0p001_s96_p96_GRU_ETTh1_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p001_0
deep_ltsf,GRU,ETTh1,RR,0p001,336,336,0.5400710105895996,0.6828442811965942,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_RR_lr0p001_s336_p336_GRU_ETTh1_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p001_0
deep_ltsf,GRU,ETTh1,RR,0p001,336,96,0.4696263074874878,0.45725393295288086,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_RR_lr0p001_s336_p96_GRU_ETTh1_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p001_0
deep_ltsf,GRU,ETTh1,RR,0p001,96,336,0.5616509318351746,0.7175888419151306,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_RR_lr0p001_s96_p336_GRU_ETTh1_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p001_0
deep_ltsf,GRU,ETTh1,RR,0p001,96,96,0.4381454586982727,0.4230039715766907,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh1_RR_lr0p001_s96_p96_GRU_ETTh1_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p001_0
deep_ltsf,GRU,ETTh2,NN,0p001,336,336,0.4512985646724701,0.42046475410461426,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh2_NN_lr0p001_s336_p336_GRU_ETTh2_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
deep_ltsf,GRU,ETTh2,NN,0p001,336,96,0.4203399121761322,0.37112119793891907,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh2_NN_lr0p001_s336_p96_GRU_ETTh2_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
deep_ltsf,GRU,ETTh2,NN,0p001,96,336,0.4591156244277954,0.4614909589290619,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh2_NN_lr0p001_s96_p336_GRU_ETTh2_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
deep_ltsf,GRU,ETTh2,NN,0p001,96,96,0.3889482915401459,0.3592431843280792,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh2_NN_lr0p001_s96_p96_GRU_ETTh2_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
deep_ltsf,GRU,ETTh2,NR,0p001,336,336,0.4275636672973633,0.3805564343929291,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh2_NR_lr0p001_s336_p336_GRU_ETTh2_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
deep_ltsf,GRU,ETTh2,NR,0p001,336,96,0.3942824900150299,0.3105473518371582,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh2_NR_lr0p001_s336_p96_GRU_ETTh2_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
deep_ltsf,GRU,ETTh2,NR,0p001,96,336,0.4734213650226593,0.4815264344215393,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh2_NR_lr0p001_s96_p336_GRU_ETTh2_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
deep_ltsf,GRU,ETTh2,NR,0p001,96,96,0.3963564336299896,0.35215994715690613,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh2_NR_lr0p001_s96_p96_GRU_ETTh2_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
deep_ltsf,GRU,ETTh2,RN,0p001,336,336,0.4284789562225342,0.3934308588504791,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh2_RN_lr0p001_s336_p336_GRU_ETTh2_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p001_0
deep_ltsf,GRU,ETTh2,RN,0p001,336,96,0.41531065106391907,0.370779812335968,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh2_RN_lr0p001_s336_p96_GRU_ETTh2_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p001_0
deep_ltsf,GRU,ETTh2,RN,0p001,96,336,0.4587002694606781,0.45887911319732666,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh2_RN_lr0p001_s96_p336_GRU_ETTh2_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p001_0
deep_ltsf,GRU,ETTh2,RN,0p001,96,96,0.383762925863266,0.34300604462623596,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh2_RN_lr0p001_s96_p96_GRU_ETTh2_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p001_0
deep_ltsf,GRU,ETTh2,RR,0p001,336,336,0.44128185510635376,0.4001079499721527,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh2_RR_lr0p001_s336_p336_GRU_ETTh2_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p001_0
deep_ltsf,GRU,ETTh2,RR,0p001,336,96,0.40549764037132263,0.34039175510406494,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh2_RR_lr0p001_s336_p96_GRU_ETTh2_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p001_0
deep_ltsf,GRU,ETTh2,RR,0p001,96,336,0.47168487310409546,0.47217729687690735,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh2_RR_lr0p001_s96_p336_GRU_ETTh2_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p001_0
deep_ltsf,GRU,ETTh2,RR,0p001,96,96,0.3941985070705414,0.3497997224330902,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTh2_RR_lr0p001_s96_p96_GRU_ETTh2_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p001_0
deep_ltsf,GRU,ETTm1,NN,0p001,336,336,0.4566773474216461,0.4638032615184784,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm1_NN_lr0p001_s336_p336_GRU_ETTm1_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
deep_ltsf,GRU,ETTm1,NN,0p001,336,96,0.41885846853256226,0.3950065076351166,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm1_NN_lr0p001_s336_p96_GRU_ETTm1_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
deep_ltsf,GRU,ETTm1,NN,0p001,96,336,0.44058653712272644,0.4464535415172577,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm1_NN_lr0p001_s96_p336_GRU_ETTm1_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
deep_ltsf,GRU,ETTm1,NN,0p001,96,96,0.40190839767456055,0.38134267926216125,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm1_NN_lr0p001_s96_p96_GRU_ETTm1_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
deep_ltsf,GRU,ETTm1,NR,0p001,336,336,0.5331760048866272,0.6143184900283813,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm1_NR_lr0p001_s336_p336_GRU_ETTm1_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
deep_ltsf,GRU,ETTm1,NR,0p001,336,96,0.5018581748008728,0.5636236667633057,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm1_NR_lr0p001_s336_p96_GRU_ETTm1_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
deep_ltsf,GRU,ETTm1,NR,0p001,96,336,0.5273188948631287,0.6451717019081116,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm1_NR_lr0p001_s96_p336_GRU_ETTm1_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
deep_ltsf,GRU,ETTm1,NR,0p001,96,96,0.4951407313346863,0.5389611721038818,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm1_NR_lr0p001_s96_p96_GRU_ETTm1_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
deep_ltsf,GRU,ETTm1,RN,0p001,336,336,0.5260451436042786,0.6176576018333435,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm1_RN_lr0p001_s336_p336_GRU_ETTm1_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p001_0
deep_ltsf,GRU,ETTm1,RN,0p001,336,96,0.4973627030849457,0.5755872130393982,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm1_RN_lr0p001_s336_p96_GRU_ETTm1_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p001_0
deep_ltsf,GRU,ETTm1,RN,0p001,96,336,0.5313303470611572,0.6457016468048096,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm1_RN_lr0p001_s96_p336_GRU_ETTm1_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p001_0
deep_ltsf,GRU,ETTm1,RN,0p001,96,96,0.502575159072876,0.5688241124153137,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm1_RN_lr0p001_s96_p96_GRU_ETTm1_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p001_0
deep_ltsf,GRU,ETTm1,RR,0p001,336,336,0.4404258728027344,0.43903928995132446,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm1_RR_lr0p001_s336_p336_GRU_ETTm1_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p001_0
deep_ltsf,GRU,ETTm1,RR,0p001,336,96,0.41203442215919495,0.40173205733299255,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm1_RR_lr0p001_s336_p96_GRU_ETTm1_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p001_0
deep_ltsf,GRU,ETTm1,RR,0p001,96,336,0.4417252838611603,0.4542636275291443,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm1_RR_lr0p001_s96_p336_GRU_ETTm1_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p001_0
deep_ltsf,GRU,ETTm1,RR,0p001,96,96,0.3998468518257141,0.37668636441230774,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm1_RR_lr0p001_s96_p96_GRU_ETTm1_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p001_0
deep_ltsf,GRU,ETTm2,NN,0p001,336,336,0.37122026085853577,0.3222545087337494,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm2_NN_lr0p001_s336_p336_GRU_ETTm2_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
deep_ltsf,GRU,ETTm2,NN,0p001,336,96,0.31170716881752014,0.24220284819602966,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm2_NN_lr0p001_s336_p96_GRU_ETTm2_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
deep_ltsf,GRU,ETTm2,NN,0p001,96,336,0.36312851309776306,0.32843759655952454,analysis_input/extracted_bundle_20260718/server_extracted/tsl/results/long_term_forecast_GRU_ETTm2_NN_lr0p001_s96_p336_GRU_ETTm2_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
