family,metric,subgroup,comparison,n_blocks,median_delta_NN_minus_other,mean_delta_NN_minus_other,NN_better_rate,other_better_rate,p_value,p_holm,significant_holm_0.05,p_label_holm
deep_m4_official,smape,model=iTransformer,NN_vs_NR,6,-0.014163000000000814,-0.08589916666666693,0.6666666666666666,0.0,0.125,0.25,False,ns
deep_m4_official,smape,model=iTransformer,NN_vs_RN,6,-59.3412845,-57.174291833333335,1.0,0.0,0.03125,0.1875,False,ns
deep_m4_official,smape,model=iTransformer,NN_vs_RR,6,-59.3415465,-57.18192466666667,1.0,0.0,0.03125,0.1875,False,ns
shallow_ltsf,mae,ALL,NN_vs_NR,80,-0.0003628248032908066,-0.007179686634137458,0.5125,0.4875,0.414861224887195,1.0,False,ns
shallow_ltsf,mae,ALL,NN_vs_RN,80,7.767933989816234e-05,0.005500648819915644,0.5,0.5,0.6976465996775465,1.0,False,ns
shallow_ltsf,mae,ALL,NN_vs_RR,80,0.0011151372209028537,-0.0005144601035409549,0.3625,0.6375,0.18717614057899956,1.0,False,ns
shallow_ltsf,mae,model=KNN,NN_vs_NR,16,-0.006193281169809328,-0.01114415676221098,0.75,0.25,0.005157470703125,0.03094482421875,True,*
shallow_ltsf,mae,model=KNN,NN_vs_RN,16,-0.0028904893837341517,-0.006292311178832537,0.625,0.375,0.4637451171875,1.0,False,ns
shallow_ltsf,mae,model=KNN,NN_vs_RR,16,0.0033216183766451857,-0.011001233228317288,0.375,0.625,0.781951904296875,1.0,False,ns
shallow_ltsf,mae,model=OLS,NN_vs_NR,16,0.002098719103683644,-0.007841568350154279,0.3125,0.6875,0.2978515625,1.0,False,ns
shallow_ltsf,mae,model=OLS,NN_vs_RN,16,-0.00040003756568859905,-0.0030305287476408323,0.6875,0.3125,0.274444580078125,1.0,False,ns
shallow_ltsf,mae,model=OLS,NN_vs_RR,16,0.0017120845774909466,-0.01299793718955914,0.3125,0.6875,0.781951904296875,1.0,False,ns
shallow_ltsf,mae,model=RevIN-OLS,NN_vs_NR,32,0.0011853230759196198,-0.003342389511666667,0.46875,0.53125,0.5607573566958308,1.0,False,ns
shallow_ltsf,mae,model=RevIN-OLS,NN_vs_RN,32,0.0033023374629161384,0.019918624271046546,0.3125,0.6875,0.05696781584993005,0.3418068950995803,False,ns
shallow_ltsf,mae,model=RevIN-OLS,NN_vs_RR,32,0.0032690766891728396,0.018085127408507266,0.25,0.75,0.06498370366171002,0.3418068950995803,False,ns
shallow_ltsf,mae,model=Ridge,NN_vs_NR,16,-0.0004590551656498132,-0.010227929034988694,0.5625,0.4375,0.322509765625,1.0,False,ns
shallow_ltsf,mae,model=Ridge,NN_vs_RN,16,-0.00021213595411781472,-0.003011164516041505,0.5625,0.4375,0.4637451171875,1.0,False,ns
shallow_ltsf,mae,model=Ridge,NN_vs_RR,16,-0.0010616270085276047,-0.014743384916842888,0.625,0.375,0.21142578125,1.0,False,ns
shallow_ltsf,mse,ALL,NN_vs_NR,80,-0.00025724800183600516,-0.018466056157381,0.5,0.5,0.847858538655998,1.0,False,ns
shallow_ltsf,mse,ALL,NN_vs_RN,80,0.0001960646023939916,0.028159588225247167,0.45,0.55,0.6870305282254063,1.0,False,ns
shallow_ltsf,mse,ALL,NN_vs_RR,80,0.0029096822463116484,0.016251059705458613,0.4,0.6,0.2249537465429784,1.0,False,ns
shallow_ltsf,mse,model=KNN,NN_vs_NR,16,-0.009892590724537048,-0.02807398119553516,0.75,0.25,0.03863525390625,0.2318115234375,False,ns
shallow_ltsf,mse,model=KNN,NN_vs_RN,16,-0.00680424926209755,0.02593589608664569,0.6875,0.3125,0.348388671875,1.0,False,ns
shallow_ltsf,mse,model=KNN,NN_vs_RR,16,0.0044814803449400725,0.00983306369242092,0.3125,0.6875,0.781951904296875,1.0,False,ns
shallow_ltsf,mse,model=OLS,NN_vs_NR,16,0.008005478293455881,-0.011620211847538527,0.25,0.75,0.104583740234375,0.522918701171875,False,ns
shallow_ltsf,mse,model=OLS,NN_vs_RN,16,3.9408315454916854e-05,-0.005418125737638892,0.5,0.5,0.596588134765625,0.8074951171875,False,ns
shallow_ltsf,mse,model=OLS,NN_vs_RR,16,0.00580657813122637,-0.020192780642170123,0.3125,0.6875,0.40374755859375,0.8074951171875,False,ns
shallow_ltsf,mse,model=RevIN-OLS,NN_vs_NR,32,0.001321976287024712,-0.017783185254757687,0.4375,0.5625,0.2950702649541199,0.7603777516633272,False,ns
shallow_ltsf,mse,model=RevIN-OLS,NN_vs_RN,32,0.002844962873959765,0.06270520330317605,0.28125,0.71875,0.03248823946341872,0.19492943678051233,False,ns
shallow_ltsf,mse,model=RevIN-OLS,NN_vs_RR,32,0.004935066143099909,0.0585745495947827,0.34375,0.65625,0.08032503305003047,0.40162516525015235,False,ns
shallow_ltsf,mse,model=Ridge,NN_vs_NR,16,-0.001765210964291608,-0.017069717234315922,0.625,0.375,0.17535400390625,0.7952880859375,False,ns
shallow_ltsf,mse,model=Ridge,NN_vs_RN,16,-1.3243848131450076e-05,-0.005130235829123087,0.5,0.5,0.49542236328125,0.7952880859375,False,ns
shallow_ltsf,mse,model=Ridge,NN_vs_RR,16,-0.0035234281759790043,-0.025534083712523095,0.6875,0.3125,0.0443115234375,0.265869140625,False,ns
