block_definition,metric,subgroup,family,case_a,case_b,n_blocks,wilcoxon_statistic,p_value,median_delta_a_minus_b,mean_delta_a_minus_b,a_better_rate,b_better_rate,p_holm,significant_holm_0.05,p_label_holm
model+dataset+seq_len+pred_len,mae,ALL,shallow_ltsf,NN,RN,80,1539.0,0.6976465996775465,7.767933989816234e-05,0.005500648819915644,0.5,0.5,1.0,False,ns
model+dataset+seq_len+pred_len,mae,ALL,shallow_ltsf,NN,RR,80,1345.0,0.18717614057899956,0.0011151372209028537,-0.0005144601035409549,0.3625,0.6375,1.0,False,ns
model+dataset+seq_len+pred_len,mae,ALL,shallow_ltsf,NR,RN,80,1402.0,0.2957500874121701,0.0006537089710558774,0.012680335454053102,0.475,0.525,1.0,False,ns
model+dataset+seq_len+pred_len,mae,ALL,shallow_ltsf,NR,RR,80,1503.0,0.5746846503394725,8.749920081085882e-05,0.006665226530596502,0.475,0.525,1.0,False,ns
model+dataset+seq_len+pred_len,mae,ALL,shallow_ltsf,RN,RR,80,1484.0,0.5142108474461484,0.0005591711234098767,-0.006015108923456599,0.4375,0.5625,1.0,False,ns
model+dataset+seq_len+pred_len,mae,model=KNN,shallow_ltsf,NN,NR,16,16.0,0.005157470703125,-0.006193281169809328,-0.01114415676221098,0.75,0.25,0.03094482421875,True,*
model+dataset+seq_len+pred_len,mae,model=KNN,shallow_ltsf,NN,RN,16,53.0,0.4637451171875,-0.0028904893837341517,-0.006292311178832537,0.625,0.375,1.0,False,ns
model+dataset+seq_len+pred_len,mae,model=KNN,shallow_ltsf,NN,RR,16,62.0,0.781951904296875,0.0033216183766451857,-0.011001233228317288,0.375,0.625,1.0,False,ns
model+dataset+seq_len+pred_len,mae,model=KNN,shallow_ltsf,NR,RN,16,53.0,0.4637451171875,0.00323102259427388,0.004851845583378443,0.375,0.625,1.0,False,ns
model+dataset+seq_len+pred_len,mae,model=KNN,shallow_ltsf,NR,RR,16,55.0,0.528167724609375,0.010128388389412935,0.0001429235338936928,0.3125,0.6875,1.0,False,ns
model+dataset+seq_len+pred_len,mae,model=KNN,shallow_ltsf,RN,RR,16,54.0,0.49542236328125,0.002784272470534477,-0.00470892204948475,0.3125,0.6875,1.0,False,ns
model+dataset+seq_len+pred_len,mae,model=OLS,shallow_ltsf,NN,NR,16,47.0,0.2978515625,0.002098719103683644,-0.007841568350154279,0.3125,0.6875,1.0,False,ns
model+dataset+seq_len+pred_len,mae,model=OLS,shallow_ltsf,NN,RN,16,46.0,0.274444580078125,-0.00040003756568859905,-0.0030305287476408323,0.6875,0.3125,1.0,False,ns
model+dataset+seq_len+pred_len,mae,model=OLS,shallow_ltsf,NN,RR,16,62.0,0.781951904296875,0.0017120845774909466,-0.01299793718955914,0.3125,0.6875,1.0,False,ns
model+dataset+seq_len+pred_len,mae,model=OLS,shallow_ltsf,NR,RN,16,45.0,0.252227783203125,-0.002356587540403965,0.004811039602513447,0.625,0.375,1.0,False,ns
model+dataset+seq_len+pred_len,mae,model=OLS,shallow_ltsf,NR,RR,16,31.0,0.05767822265625,-0.0007109829864782868,-0.005156368839404861,0.75,0.25,0.3460693359375,False,ns
model+dataset+seq_len+pred_len,mae,model=OLS,shallow_ltsf,RN,RR,16,47.0,0.2978515625,0.0020760973063060073,-0.009967408441918308,0.3125,0.6875,1.0,False,ns
model+dataset+seq_len+pred_len,mae,model=RevIN-OLS,shallow_ltsf,NN,NR,32,232.0,0.5607573566958308,0.0011853230759196198,-0.003342389511666667,0.46875,0.53125,1.0,False,ns
model+dataset+seq_len+pred_len,mae,model=RevIN-OLS,shallow_ltsf,NN,RN,32,162.0,0.05696781584993005,0.0033023374629161384,0.019918624271046546,0.3125,0.6875,0.3418068950995803,False,ns
model+dataset+seq_len+pred_len,mae,model=RevIN-OLS,shallow_ltsf,NN,RR,32,165.0,0.06498370366171002,0.0032690766891728396,0.018085127408507266,0.25,0.75,0.3418068950995803,False,ns
model+dataset+seq_len+pred_len,mae,model=RevIN-OLS,shallow_ltsf,NR,RN,32,198.0,0.223978775087744,0.004700329496182931,0.023261013782713214,0.4375,0.5625,0.895915100350976,False,ns
model+dataset+seq_len+pred_len,mae,model=RevIN-OLS,shallow_ltsf,NR,RR,32,198.0,0.223978775087744,0.0017074980308433019,0.021427516920173934,0.40625,0.59375,0.895915100350976,False,ns
model+dataset+seq_len+pred_len,mae,model=RevIN-OLS,shallow_ltsf,RN,RR,32,253.0,0.8464598199352622,-0.00010655659149846897,-0.0018334968625392791,0.5,0.5,1.0,False,ns
model+dataset+seq_len+pred_len,mae,model=Ridge,shallow_ltsf,NN,NR,16,48.0,0.322509765625,-0.0004590551656498132,-0.010227929034988694,0.5625,0.4375,1.0,False,ns
model+dataset+seq_len+pred_len,mae,model=Ridge,shallow_ltsf,NN,RN,16,53.0,0.4637451171875,-0.00021213595411781472,-0.003011164516041505,0.5625,0.4375,1.0,False,ns
model+dataset+seq_len+pred_len,mae,model=Ridge,shallow_ltsf,NN,RR,16,43.0,0.21142578125,-0.0010616270085276047,-0.014743384916842888,0.625,0.375,1.0,False,ns
model+dataset+seq_len+pred_len,mae,model=Ridge,shallow_ltsf,NR,RN,16,58.0,0.632171630859375,0.0001128563355626,0.0072167645189471896,0.5,0.5,1.0,False,ns
model+dataset+seq_len+pred_len,mae,model=Ridge,shallow_ltsf,NR,RR,16,53.0,0.4637451171875,-6.589891000263748e-05,-0.004515455881854194,0.5,0.5,1.0,False,ns
model+dataset+seq_len+pred_len,mae,model=Ridge,shallow_ltsf,RN,RR,16,49.0,0.348388671875,-0.0004151038584040978,-0.011732220400801383,0.5625,0.4375,1.0,False,ns
model+dataset,owa,ALL,deep_m4_official,NN,NR,42,2.5,8.568689323510228e-05,0.0,-0.0461117619047619,0.47619047619047616,0.023809523809523808,0.00017137378647020455,True,***
model+dataset,owa,ALL,deep_m4_official,NN,RN,42,0.0,4.547473508864641e-13,-6.0180185,-8.609495166666667,1.0,0.0,2.7284841053187847e-12,True,***
model+dataset,owa,ALL,deep_m4_official,NN,RR,42,0.0,4.547473508864641e-13,-6.0180185,-8.615666357142857,1.0,0.0,2.7284841053187847e-12,True,***
model+dataset,owa,ALL,deep_m4_official,NR,RN,42,0.0,4.547473508864641e-13,-6.0095125,-8.563383404761904,1.0,0.0,2.7284841053187847e-12,True,***
model+dataset,owa,ALL,deep_m4_official,NR,RR,42,0.0,4.547473508864641e-13,-6.0095125,-8.569554595238094,1.0,0.0,2.7284841053187847e-12,True,***
model+dataset,owa,ALL,deep_m4_official,RN,RR,42,0.0,0.027707849358079868,0.0,-0.006171190476190504,0.14285714285714285,0.0,0.027707849358079868,True,*
model+dataset,owa,model=DLinear,deep_m4_official,NN,NR,6,0.0,0.25,-0.0014530000000000376,-0.03474950000000002,0.5,0.0,0.5,False,ns
model+dataset,owa,model=DLinear,deep_m4_official,NN,RN,6,0.0,0.03125,-6.2414760000000005,-8.90623,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=DLinear,deep_m4_official,NN,RR,6,0.0,0.03125,-6.2414760000000005,-8.90623,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=DLinear,deep_m4_official,NR,RN,6,0.0,0.03125,-6.2315305,-8.871480499999999,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=DLinear,deep_m4_official,NR,RR,6,0.0,0.03125,-6.2315305,-8.871480499999999,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=DLinear,deep_m4_official,RN,RR,6,,1.0,0.0,0.0,0.0,0.0,1.0,False,ns
model+dataset,owa,model=GRU,deep_m4_official,NN,NR,6,0.0,0.25,-0.0004609999999999892,-0.0042019999999999835,0.5,0.0,0.5,False,ns
model+dataset,owa,model=GRU,deep_m4_official,NN,RN,6,0.0,0.03125,-5.9971745,-8.512421333333334,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=GRU,deep_m4_official,NN,RR,6,0.0,0.03125,-5.9971745,-8.512843666666667,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=GRU,deep_m4_official,NR,RN,6,0.0,0.03125,-5.9885765,-8.508219333333333,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=GRU,deep_m4_official,NR,RR,6,0.0,0.03125,-5.9885765,-8.508641666666668,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=GRU,deep_m4_official,RN,RR,6,0.0,1.0,0.0,-0.0004223333333334504,0.16666666666666666,0.0,1.0,False,ns
model+dataset,owa,model=PatchTST,deep_m4_official,NN,NR,6,0.0,0.5,0.0,-0.2224508333333333,0.3333333333333333,0.0,1.0,False,ns
model+dataset,owa,model=PatchTST,deep_m4_official,NN,RN,6,0.0,0.03125,-5.794994,-8.759717499999999,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=PatchTST,deep_m4_official,NN,RR,6,0.0,0.03125,-5.794994,-8.797000666666666,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=PatchTST,deep_m4_official,NR,RN,6,0.0,0.03125,-5.793581,-8.537266666666666,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=PatchTST,deep_m4_official,NR,RR,6,0.0,0.03125,-5.793581,-8.574549833333332,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=PatchTST,deep_m4_official,RN,RR,6,0.0,1.0,0.0,-0.037283166666666645,0.16666666666666666,0.0,1.0,False,ns
model+dataset,owa,model=TimeFilter,deep_m4_official,NN,NR,6,0.0,1.0,0.0,-0.0001163333333333294,0.16666666666666666,0.0,1.0,False,ns
model+dataset,owa,model=TimeFilter,deep_m4_official,NN,RN,6,0.0,0.03125,-5.939038,-8.419114833333333,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=TimeFilter,deep_m4_official,NN,RR,6,0.0,0.03125,-5.939038,-8.421190666666668,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=TimeFilter,deep_m4_official,NR,RN,6,0.0,0.03125,-5.939038,-8.4189985,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=TimeFilter,deep_m4_official,NR,RR,6,0.0,0.03125,-5.939038,-8.421074333333335,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=TimeFilter,deep_m4_official,RN,RR,6,0.0,1.0,0.0,-0.002075833333333351,0.16666666666666666,0.0,1.0,False,ns
model+dataset,owa,model=TimeMixer,deep_m4_official,NN,NR,6,0.0,0.0625,-0.005336000000000063,-0.0539871666666667,0.8333333333333334,0.0,0.1875,False,ns
model+dataset,owa,model=TimeMixer,deep_m4_official,NN,RN,6,0.0,0.03125,-6.0935875,-8.832388166666666,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=TimeMixer,deep_m4_official,NN,RR,6,0.0,0.03125,-6.0935875,-8.832388166666666,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=TimeMixer,deep_m4_official,NR,RN,6,0.0,0.03125,-6.088343,-8.778401,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=TimeMixer,deep_m4_official,NR,RR,6,0.0,0.03125,-6.088343,-8.778401,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=TimeMixer,deep_m4_official,RN,RR,6,,1.0,0.0,0.0,0.0,0.0,1.0,False,ns
model+dataset,owa,model=TimesNet,deep_m4_official,NN,NR,6,2.5,1.0,0.0,-1.66666666689963e-07,0.3333333333333333,0.16666666666666666,1.0,False,ns
model+dataset,owa,model=TimesNet,deep_m4_official,NN,RN,6,0.0,0.03125,-5.713925,-8.324672999999999,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=TimesNet,deep_m4_official,NN,RR,6,0.0,0.03125,-5.713925,-8.324702833333333,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=TimesNet,deep_m4_official,NR,RN,6,0.0,0.03125,-5.7139115,-8.324672833333333,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=TimesNet,deep_m4_official,NR,RR,6,0.0,0.03125,-5.7139115,-8.324702666666667,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=TimesNet,deep_m4_official,RN,RR,6,0.0,1.0,0.0,-2.9833333333358542e-05,0.16666666666666666,0.0,1.0,False,ns
model+dataset,owa,model=iTransformer,deep_m4_official,NN,NR,6,0.0,0.125,-0.001616999999999924,-0.007276333333333292,0.6666666666666666,0.0,0.25,False,ns
model+dataset,owa,model=iTransformer,deep_m4_official,NN,RN,6,0.0,0.03125,-6.0772580000000005,-8.511921333333335,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=iTransformer,deep_m4_official,NN,RR,6,0.0,0.03125,-6.0772580000000005,-8.5153085,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=iTransformer,deep_m4_official,NR,RN,6,0.0,0.03125,-6.0668855,-8.504645,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=iTransformer,deep_m4_official,NR,RR,6,0.0,0.03125,-6.0668855,-8.508032166666666,1.0,0.0,0.1875,False,ns
model+dataset,owa,model=iTransformer,deep_m4_official,RN,RR,6,0.0,0.5,0.0,-0.003387166666666719,0.3333333333333333,0.0,0.5,False,ns
model+dataset,smape,ALL,deep_m4_official,NN,NR,42,4.0,6.977779907723859e-05,-4.999999987376214e-07,-0.3563229999999999,0.5,0.023809523809523808,0.00013955559815447718,True,***
model+dataset,smape,ALL,deep_m4_official,NN,RN,42,0.0,4.547473508864641e-13,-59.254776500000006,-57.31842571428571,1.0,0.0,2.7284841053187847e-12,True,***
model+dataset,smape,ALL,deep_m4_official,NN,RR,42,0.0,4.547473508864641e-13,-59.254776500000006,-57.317395238095244,1.0,0.0,2.7284841053187847e-12,True,***
model+dataset,smape,ALL,deep_m4_official,NR,RN,42,0.0,4.547473508864641e-13,-59.254776500000006,-56.962102714285706,1.0,0.0,2.7284841053187847e-12,True,***
model+dataset,smape,ALL,deep_m4_official,NR,RR,42,0.0,4.547473508864641e-13,-59.254776500000006,-56.961072238095234,1.0,0.0,2.7284841053187847e-12,True,***
model+dataset,smape,ALL,deep_m4_official,RN,RR,42,13.5,0.2858975599599568,0.0,0.001030476190476259,0.14285714285714285,0.07142857142857142,0.2858975599599568,False,ns
model+dataset,smape,model=DLinear,deep_m4_official,NN,NR,6,0.0,0.25,-0.011642000000000152,-0.2115524999999998,0.5,0.0,0.5,False,ns
model+dataset,smape,model=DLinear,deep_m4_official,NN,RN,6,0.0,0.03125,-59.2618825,-60.319851,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=DLinear,deep_m4_official,NN,RR,6,0.0,0.03125,-59.2618825,-60.319851,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=DLinear,deep_m4_official,NR,RN,6,0.0,0.03125,-59.2618825,-60.1082985,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=DLinear,deep_m4_official,NR,RR,6,0.0,0.03125,-59.2618825,-60.1082985,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=DLinear,deep_m4_official,RN,RR,6,,1.0,0.0,0.0,0.0,0.0,1.0,False,ns
model+dataset,smape,model=GRU,deep_m4_official,NN,NR,6,0.0,0.25,-0.03994949999999964,-0.04628783333333342,0.5,0.0,0.5,False,ns
model+dataset,smape,model=GRU,deep_m4_official,NN,RN,6,0.0,0.03125,-59.40041,-56.5343645,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=GRU,deep_m4_official,NN,RR,6,0.0,0.03125,-59.4048115,-56.53583166666667,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=GRU,deep_m4_official,NR,RN,6,0.0,0.03125,-59.40041,-56.48807666666667,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=GRU,deep_m4_official,NR,RR,6,0.0,0.03125,-59.4048115,-56.489543833333336,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=GRU,deep_m4_official,RN,RR,6,0.0,1.0,0.0,-0.0014671666666667231,0.16666666666666666,0.0,1.0,False,ns
model+dataset,smape,model=PatchTST,deep_m4_official,NN,NR,6,0.0,0.5,0.0,-1.801678,0.3333333333333333,0.0,1.0,False,ns
model+dataset,smape,model=PatchTST,deep_m4_official,NN,RN,6,0.0,0.03125,-59.8929485,-57.21812500000001,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=PatchTST,deep_m4_official,NN,RR,6,0.0,0.03125,-59.8929485,-57.201288999999996,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=PatchTST,deep_m4_official,NR,RN,6,0.0,0.03125,-59.8929485,-55.416447000000005,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=PatchTST,deep_m4_official,NR,RR,6,0.0,0.03125,-59.8929485,-55.39961099999999,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=PatchTST,deep_m4_official,RN,RR,6,0.0,1.0,0.0,0.016836000000000222,0.0,0.16666666666666666,1.0,False,ns
model+dataset,smape,model=TimeFilter,deep_m4_official,NN,NR,6,0.0,1.0,0.0,-0.0007196666666666,0.16666666666666666,0.0,1.0,False,ns
model+dataset,smape,model=TimeFilter,deep_m4_official,NN,RN,6,0.0,0.03125,-58.73745,-56.25453166666667,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=TimeFilter,deep_m4_official,NN,RR,6,0.0,0.03125,-58.73745,-56.25461733333333,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=TimeFilter,deep_m4_official,NR,RN,6,0.0,0.03125,-58.735291000000004,-56.253812,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=TimeFilter,deep_m4_official,NR,RR,6,0.0,0.03125,-58.735291000000004,-56.25389766666666,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=TimeFilter,deep_m4_official,RN,RR,6,0.0,1.0,0.0,-8.566666666709466e-05,0.16666666666666666,0.0,1.0,False,ns
model+dataset,smape,model=TimeMixer,deep_m4_official,NN,NR,6,0.0,0.0625,-0.03008650000000035,-0.3481014999999999,0.8333333333333334,0.0,0.1875,False,ns
model+dataset,smape,model=TimeMixer,deep_m4_official,NN,RN,6,0.0,0.03125,-59.22832150000001,-58.867018333333334,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=TimeMixer,deep_m4_official,NN,RR,6,0.0,0.03125,-59.22832150000001,-58.8670185,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=TimeMixer,deep_m4_official,NR,RN,6,0.0,0.03125,-59.228237500000006,-58.51891683333333,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=TimeMixer,deep_m4_official,NR,RR,6,0.0,0.03125,-59.228237500000006,-58.518916999999995,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=TimeMixer,deep_m4_official,RN,RR,6,0.0,1.0,0.0,-1.6666666624587378e-07,0.16666666666666666,0.0,1.0,False,ns
model+dataset,smape,model=TimesNet,deep_m4_official,NN,NR,6,3.0,0.625,-4.999999987376214e-07,-2.233333333260627e-05,0.5,0.16666666666666666,1.0,False,ns
model+dataset,smape,model=TimesNet,deep_m4_official,NN,RN,6,0.0,0.03125,-58.941017,-54.86079766666666,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=TimesNet,deep_m4_official,NN,RR,6,0.0,0.03125,-58.9423295,-54.8612345,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=TimesNet,deep_m4_official,NR,RN,6,0.0,0.03125,-58.941106500000004,-54.86077533333334,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=TimesNet,deep_m4_official,NR,RR,6,0.0,0.03125,-58.942419,-54.86121216666667,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=TimesNet,deep_m4_official,RN,RR,6,3.0,1.0,0.0,-0.00043683333333296065,0.16666666666666666,0.3333333333333333,1.0,False,ns
model+dataset,smape,model=iTransformer,deep_m4_official,NN,NR,6,0.0,0.125,-0.014163000000000814,-0.08589916666666693,0.6666666666666666,0.0,0.25,False,ns
model+dataset,smape,model=iTransformer,deep_m4_official,NN,RN,6,0.0,0.03125,-59.3412845,-57.174291833333335,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=iTransformer,deep_m4_official,NN,RR,6,0.0,0.03125,-59.3415465,-57.18192466666667,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=iTransformer,deep_m4_official,NR,RN,6,0.0,0.03125,-59.3290115,-57.088392666666664,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=iTransformer,deep_m4_official,NR,RR,6,0.0,0.03125,-59.3292735,-57.096025499999996,1.0,0.0,0.1875,False,ns
model+dataset,smape,model=iTransformer,deep_m4_official,RN,RR,6,0.0,0.5,0.0,-0.007632833333333385,0.3333333333333333,0.0,0.5,False,ns
model+dataset,mase,ALL,deep_m4_official,NN,NR,42,18.0,0.00042745986742092235,0.0,-0.17221307142857142,0.47619047619047616,0.047619047619047616,0.0008549197348418447,True,***
model+dataset,mase,ALL,deep_m4_official,NN,RN,42,0.0,4.547473508864641e-13,-15.3820975,-27.938937619047618,1.0,0.0,2.7284841053187847e-12,True,***
model+dataset,mase,ALL,deep_m4_official,NN,RR,42,0.0,4.547473508864641e-13,-15.3820975,-27.968651333333334,1.0,0.0,2.7284841053187847e-12,True,***
model+dataset,mase,ALL,deep_m4_official,NR,RN,42,0.0,4.547473508864641e-13,-14.994140000000002,-27.766724547619045,1.0,0.0,2.7284841053187847e-12,True,***
model+dataset,mase,ALL,deep_m4_official,NR,RR,42,0.0,4.547473508864641e-13,-14.994140000000002,-27.79643826190476,1.0,0.0,2.7284841053187847e-12,True,***
model+dataset,mase,ALL,deep_m4_official,RN,RR,42,0.0,0.027707849358079868,0.0,-0.029713714285714083,0.14285714285714285,0.0,0.027707849358079868,True,*
model+dataset,mase,model=DLinear,deep_m4_official,NN,NR,6,0.0,0.25,-0.002535000000000065,-0.14183333333333328,0.5,0.0,0.5,False,ns
model+dataset,mase,model=DLinear,deep_m4_official,NN,RN,6,0.0,0.03125,-16.628172,-28.972107500000003,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=DLinear,deep_m4_official,NN,RR,6,0.0,0.03125,-16.628172,-28.972107500000003,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=DLinear,deep_m4_official,NR,RN,6,0.0,0.03125,-16.205207,-28.83027416666667,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=DLinear,deep_m4_official,NR,RR,6,0.0,0.03125,-16.205207,-28.83027416666667,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=DLinear,deep_m4_official,RN,RR,6,,1.0,0.0,0.0,0.0,0.0,1.0,False,ns
model+dataset,mase,model=GRU,deep_m4_official,NN,NR,6,2.0,0.75,0.0,-0.004108666666666649,0.3333333333333333,0.16666666666666666,1.0,False,ns
model+dataset,mase,model=GRU,deep_m4_official,NN,RN,6,0.0,0.03125,-13.956465000000001,-27.59502,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=GRU,deep_m4_official,NN,RR,6,0.0,0.03125,-13.956465000000001,-27.59692083333333,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=GRU,deep_m4_official,NR,RN,6,0.0,0.03125,-13.9496845,-27.590911333333338,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=GRU,deep_m4_official,NR,RR,6,0.0,0.03125,-13.9496845,-27.592812166666665,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=GRU,deep_m4_official,RN,RR,6,0.0,1.0,0.0,-0.0019008333333327225,0.16666666666666666,0.0,1.0,False,ns
model+dataset,mase,model=PatchTST,deep_m4_official,NN,NR,6,0.0,0.5,0.0,-0.8299338333333331,0.3333333333333333,0.0,1.0,False,ns
model+dataset,mase,model=PatchTST,deep_m4_official,NN,RN,6,0.0,0.03125,-13.770691,-28.526173333333332,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=PatchTST,deep_m4_official,NN,RR,6,0.0,0.03125,-14.313040999999998,-28.706956666666667,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=PatchTST,deep_m4_official,NR,RN,6,0.0,0.03125,-13.217638,-27.6962395,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=PatchTST,deep_m4_official,NR,RR,6,0.0,0.03125,-13.217638,-27.87702283333333,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=PatchTST,deep_m4_official,RN,RR,6,0.0,1.0,0.0,-0.180783333333333,0.16666666666666666,0.0,1.0,False,ns
model+dataset,mase,model=TimeFilter,deep_m4_official,NN,NR,6,0.0,1.0,0.0,-0.00019433333333333339,0.16666666666666666,0.0,1.0,False,ns
model+dataset,mase,model=TimeFilter,deep_m4_official,NN,RN,6,0.0,0.03125,-13.7450835,-27.24896766666667,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=TimeFilter,deep_m4_official,NN,RR,6,0.0,0.03125,-13.7450835,-27.2588995,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=TimeFilter,deep_m4_official,NR,RN,6,0.0,0.03125,-13.7450835,-27.248773333333332,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=TimeFilter,deep_m4_official,NR,RR,6,0.0,0.03125,-13.7450835,-27.25870516666667,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=TimeFilter,deep_m4_official,RN,RR,6,0.0,1.0,0.0,-0.00993183333333351,0.16666666666666666,0.0,1.0,False,ns
model+dataset,mase,model=TimeMixer,deep_m4_official,NN,NR,6,0.0,0.0625,-0.012026500000000051,-0.20258383333333338,0.8333333333333334,0.0,0.1875,False,ns
model+dataset,mase,model=TimeMixer,deep_m4_official,NN,RN,6,0.0,0.03125,-14.8696135,-28.717956333333333,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=TimeMixer,deep_m4_official,NN,RR,6,0.0,0.03125,-14.8696135,-28.717956333333333,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=TimeMixer,deep_m4_official,NR,RN,6,0.0,0.03125,-14.288591,-28.5153725,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=TimeMixer,deep_m4_official,NR,RR,6,0.0,0.03125,-14.288591,-28.5153725,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=TimeMixer,deep_m4_official,RN,RR,6,,1.0,0.0,0.0,0.0,0.0,1.0,False,ns
model+dataset,mase,model=TimesNet,deep_m4_official,NN,NR,6,4.0,0.875,-4.999999996257998e-07,6.66666666759852e-07,0.5,0.16666666666666666,1.0,False,ns
model+dataset,mase,model=TimesNet,deep_m4_official,NN,RN,6,0.0,0.03125,-13.2457205,-26.998954999999995,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=TimesNet,deep_m4_official,NN,RR,6,0.0,0.03125,-13.2457205,-26.998986000000002,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=TimesNet,deep_m4_official,NR,RN,6,0.0,0.03125,-13.2457005,-26.99895566666667,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=TimesNet,deep_m4_official,NR,RR,6,0.0,0.03125,-13.2457005,-26.998986666666667,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=TimesNet,deep_m4_official,RN,RR,6,0.0,1.0,0.0,-3.100000000004025e-05,0.16666666666666666,0.0,1.0,False,ns
model+dataset,mase,model=iTransformer,deep_m4_official,NN,NR,6,0.0,0.125,-0.002478499999999939,-0.026838166666666868,0.6666666666666666,0.0,0.25,False,ns
model+dataset,mase,model=iTransformer,deep_m4_official,NN,RN,6,0.0,0.03125,-14.122508,-27.5133835,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=iTransformer,deep_m4_official,NN,RR,6,0.0,0.03125,-14.122508,-27.5287325,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=iTransformer,deep_m4_official,NR,RN,6,0.0,0.03125,-14.082502000000002,-27.48654533333333,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=iTransformer,deep_m4_official,NR,RR,6,0.0,0.03125,-14.082502000000002,-27.50189433333333,1.0,0.0,0.1875,False,ns
model+dataset,mase,model=iTransformer,deep_m4_official,RN,RR,6,0.0,0.5,0.0,-0.015348999999999316,0.3333333333333333,0.0,0.5,False,ns
