epoch,train_mse,val_mse
1,0.8020077001253764,0.2986530661582947
2,0.3368637616634369,0.29286709427833557
3,0.3298630243142446,0.29270869493484497
4,0.32834536306063333,0.2921132743358612
5,0.3276383542219798,0.2911209166049957
6,0.32717477655410765,0.29039493203163147
7,0.3265076571305593,0.2900138795375824
8,0.32601986702283225,0.2898305356502533
9,0.32551996445655823,0.28926151990890503
10,0.3254043455123901,0.28921055793762207
11,0.32360896722475685,0.2880115509033203
12,0.3227267506917318,0.28726404905319214
13,0.32262886508305866,0.2866509258747101
14,0.3209389861424764,0.2863404154777527
15,0.3207809669971466,0.2854870557785034
16,0.32034859506289165,0.2854399085044861
17,0.32056681521733604,0.28601691126823425
18,0.3199221966266632,0.2852115035057068
