dataset,architecture,capacity,condition,seed,run_id,status,duration_seconds,epochs_completed,best_val_mse,parameter_count,train_pairs,val_pairs,test_pairs,target_train_mean,target_train_std,mse,mae,none_mse,event_mse,separation_mse,predicted_separation_energy,true_separation_energy,ambiguity_floor,n_pairs
ETTm1,mlp,32,info100,0,ETTm1__mlp32__info100__seed0,completed,16.919641971588135,18,0.0859995111823082,5584,12000,2000,4000,17.124948501586914,9.173035621643066,0.1143159493803978,0.2636219561100006,0.08225847035646439,0.1463734656572342,0.06372778117656708,0.3908923268318176,0.4473574757575989,0.11183936893939972,4000
ETTm1,mlp,32,info100,1,ETTm1__mlp32__info100__seed1,completed,15.506718873977661,18,0.08862674236297607,5584,12000,2000,4000,17.124948501586914,9.173035621643066,0.13345876336097717,0.2904808521270752,0.10784561187028885,0.1590718775987625,0.07493644952774048,0.34240058064460754,0.4473574757575989,0.11183936893939972,4000
ETTm1,mlp,32,info100,2,ETTm1__mlp32__info100__seed2,completed,16.53830075263977,18,0.08114662766456604,5584,12000,2000,4000,17.124948501586914,9.173035621643066,0.10640095919370651,0.2526719570159912,0.0806826502084732,0.132119283080101,0.05255235359072685,0.3597763180732727,0.4473574757575989,0.11183936893939972,4000
ETTm1,mlp,32,info50,0,ETTm1__mlp32__info50__seed0,completed,14.766164779663086,18,0.1885092556476593,5584,12000,2000,4000,17.124948501586914,9.173035621643066,0.21700263023376465,0.3314547836780548,0.0835220068693161,0.350483238697052,0.2649761140346527,0.1572808176279068,0.4473574757575989,0.11183936893939972,4000
ETTm1,mlp,32,info50,1,ETTm1__mlp32__info50__seed1,completed,14.913935661315918,18,0.18982495367527008,5584,12000,2000,4000,17.124948501586914,9.173035621643066,0.24281683564186096,0.3653372526168823,0.10529592633247375,0.38033780455589294,0.2699124217033386,0.147629976272583,0.4473574757575989,0.11183936893939972,4000
ETTm1,mlp,32,info50,2,ETTm1__mlp32__info50__seed2,completed,14.83342456817627,18,0.1863907426595688,5584,12000,2000,4000,17.124948501586914,9.173035621643066,0.2379479706287384,0.3582226037979126,0.10329592972993851,0.3726000487804413,0.2636201083660126,0.1566062569618225,0.4473574757575989,0.11183936893939972,4000
ETTm1,mlp,512,info0,0,ETTm1__mlp512__info0__seed0,completed,7.449432849884033,10,0.2842685878276825,210784,12000,2000,4000,17.124948501586914,9.173035621643066,0.31372717022895813,0.39165544509887695,0.08750039339065552,0.5399540066719055,0.4473574757575989,0.0,0.4473574757575989,0.11183936893939972,4000
ETTm1,mlp,512,info0,1,ETTm1__mlp512__info0__seed1,completed,7.333202362060547,10,0.28345003724098206,210784,12000,2000,4000,17.124948501586914,9.173035621643066,0.3183306157588959,0.4042884111404419,0.09242997318506241,0.5442312955856323,0.4473574757575989,0.0,0.4473574757575989,0.11183936893939972,4000
ETTm1,mlp,512,info0,2,ETTm1__mlp512__info0__seed2,completed,7.565345525741577,10,0.28412413597106934,210784,12000,2000,4000,17.124948501586914,9.173035621643066,0.29030999541282654,0.36170870065689087,0.06414157897233963,0.5164784789085388,0.4473574757575989,0.0,0.4473574757575989,0.11183936893939972,4000
ETTm1,mlp,512,info100,0,ETTm1__mlp512__info100__seed0,completed,15.871251583099365,18,0.06548083573579788,210784,12000,2000,4000,17.124948501586914,9.173035621643066,0.1245662048459053,0.2817632257938385,0.11220484226942062,0.13692758977413177,0.025519028306007385,0.3950519263744354,0.4473574757575989,0.11183936893939972,4000
