epoch,train_mse,val_mse
1,1.0242397158940633,0.033675141632556915
2,0.9421638628641764,0.031903404742479324
3,0.9303843287626902,0.02879662811756134
4,0.922504013856252,0.02148648537695408
5,0.9175032309293747,0.022692590951919556
6,0.9195056887070338,0.024216944351792336
7,0.9178679133256277,0.02098844386637211
8,0.9151077754894892,0.022657988592982292
9,0.9096153526306152,0.02471241168677807
10,0.9081440426508586,0.022158024832606316
11,0.9070320193767547,0.0165522713214159
12,0.9073205289294323,0.016710495576262474
13,0.9027453768650691,0.020631104707717896
14,0.8997213825633128,0.019180694594979286
15,0.8987754198114077,0.01795564405620098
