epoch,train_mse,val_mse
1,1.1863161718050639,0.14299440383911133
2,1.0679811530113221,0.10084982961416245
3,1.024375718752543,0.09023728221654892
4,1.0018917555014293,0.08940233290195465
5,0.990051253636678,0.08089391887187958
6,0.9812496593793233,0.07363969087600708
7,0.9726626691023509,0.06274786591529846
8,0.9623737768332163,0.053521107882261276
9,0.9548523964087169,0.046150099486112595
10,0.9490162521799406,0.0408637635409832
11,0.9463502437273661,0.03961687162518501
12,0.9444629302819569,0.03747056424617767
13,0.9429288911819458,0.035714808851480484
14,0.9409322458902994,0.035498861223459244
15,0.9392554643452168,0.03362742066383362
16,0.9376800344785055,0.03064516931772232
17,0.9366613149642944,0.030543113127350807
18,0.9350299245119095,0.02934342436492443
