epoch,train_mse,val_mse
1,0.7863432718912761,0.24481965601444244
2,0.2609985115528107,0.18739274144172668
3,0.21202165047327678,0.15666116774082184
4,0.18934177633126575,0.14278922975063324
5,0.17892175952593486,0.1336142122745514
6,0.17101909999052683,0.12556472420692444
7,0.16214560929934183,0.1167856827378273
8,0.15208042148749035,0.10632043331861496
9,0.14274701988697053,0.09892919659614563
10,0.13546308362483978,0.09411375969648361
11,0.1305413657426834,0.09069512039422989
12,0.12744947789112726,0.08807043731212616
13,0.12476014999548594,0.08669205009937286
14,0.122542811135451,0.08479396253824234
15,0.12113763622442882,0.08381841331720352
16,0.11986368248860041,0.08323944360017776
17,0.11918873578310013,0.08288835734128952
18,0.11864030424753824,0.08229783177375793
