epoch,train_mse,val_mse
1,0.5864189725716908,0.30575448274612427
2,0.3414273420969645,0.29302719235420227
3,0.330133486588796,0.29264527559280396
4,0.32524158724149066,0.2909057140350342
5,0.3247492156823476,0.28648480772972107
6,0.31769945613543193,0.28867077827453613
7,0.3178396838506063,0.28630614280700684
8,0.31493184717496236,0.2843863070011139
9,0.3154683457215627,0.2834550440311432
10,0.31428219644228617,0.2846500277519226
11,0.3124668091138204,0.28450754284858704
12,0.31130161197980244,0.2835875153541565
13,0.3118736588160197,0.28523752093315125
