epoch,train_mse,val_mse
1,1.0431516863549444,0.9700490832328796
2,0.7273890809034198,0.6479997038841248
3,0.5479129025013098,0.5526348948478699
4,0.49165688537115004,0.502459704875946
5,0.4699270492976256,0.4892752170562744
6,0.46015647724085634,0.4881831109523773
7,0.4521099329523849,0.47170400619506836
8,0.4429184786665861,0.47472918033599854
9,0.4348486280325588,0.46487730741500854
10,0.42825517901049126,0.4795815348625183
11,0.42170082263014474,0.47206997871398926
12,0.4191814127518928,0.4561910331249237
13,0.41182987596004134,0.45447802543640137
14,0.4075891157906074,0.44565433263778687
15,0.4036309595276779,0.44490864872932434
16,0.4021452041134522,0.4478490352630615
17,0.40021560573129206,0.4382319748401642
18,0.39845050257442266,0.44344571232795715
