epoch,train_mse,val_mse
1,1.001057329114647,0.5593597292900085
2,0.4732479199049303,0.4401039183139801
3,0.41358614801224736,0.3919018507003784
4,0.37967438718414487,0.3653744161128998
5,0.3586374158929235,0.35305166244506836
6,0.3477002536492851,0.34656381607055664
7,0.3421175158126832,0.33571892976760864
8,0.3355943744902724,0.33298584818840027
9,0.32961451381547224,0.3255237638950348
10,0.32288515341678364,0.3157675862312317
11,0.3178574612298256,0.31276363134384155
12,0.30854258772282506,0.3046422004699707
13,0.3025587257520308,0.29980871081352234
14,0.29438851275857714,0.29548129439353943
15,0.288551923886236,0.2881980240345001
16,0.2828806891273727,0.28468087315559387
17,0.28053199257077743,0.282882958650589
18,0.27714244838098984,0.2826402485370636
