base_start,pair_mse,none_mse,event_mse,separation_mse,predicted_separation_energy,true_separation_energy,ambiguity_floor
11424,0.10292039,0.08205794,0.12378284,0.08446437,0.2561681,0.28535724,0.07133931
11425,0.10131081,0.074283384,0.12833823,0.08994922,0.01867476,0.08018756,0.02004689
11426,0.11790248,0.105628975,0.13017598,0.058105353,0.30636832,0.4641658,0.11604145
11427,0.19103944,0.14871408,0.23336482,0.050224945,0.62450033,0.49753729,0.12438432
11428,0.21396571,0.17335238,0.25457904,0.11687241,0.58186245,0.64418745,0.16104686
11429,0.28501374,0.15400769,0.4160198,0.14846574,0.77118474,1.1705914,0.29264784
11430,0.19253357,0.15264595,0.23242117,0.07821474,0.14531668,0.26761746,0.066904366
11431,0.1608542,0.1574744,0.16423403,0.08775973,0.0954398,0.25356597,0.06339149
11432,0.21953984,0.14000605,0.29907367,0.121510655,0.3057816,0.51484823,0.12871206
11433,0.1475879,0.13356243,0.16161336,0.047854185,0.079364054,0.16548602,0.041371506
11434,0.14672132,0.124501325,0.1689413,0.05635038,0.014232695,0.05684636,0.01421159
11435,0.12182174,0.11068594,0.13295756,0.031988945,0.18856092,0.22496699,0.056241747
11436,0.12523896,0.103841074,0.14663683,0.08490914,0.80362004,0.75096816,0.18774204
11437,0.111453295,0.08178796,0.14111863,0.07423782,0.7263627,0.65895087,0.16473772
11438,0.08256453,0.068777345,0.09635172,0.06361655,0.6502363,0.63676566,0.15919141
11439,0.07689456,0.059197728,0.0945914,0.03631585,0.032360777,0.043024767,0.010756192
11440,0.07752036,0.054368127,0.100672595,0.039694946,0.30893213,0.39493278,0.098733194
11441,0.09765477,0.056460958,0.13884859,0.084646456,0.040914297,0.089006566,0.022251641
11442,0.08423879,0.058276985,0.110200584,0.03930462,0.27650487,0.36645815,0.09161454
11443,0.06598026,0.05559999,0.07636053,0.04152304,0.009810588,0.037758037,0.009439509
11444,0.07162127,0.062496517,0.08074602,0.111466646,0.73691326,1.0529885,0.26324713
11445,0.14415567,0.07586644,0.21244489,0.12974976,0.026522398,0.12806688,0.03201672
11446,0.14111163,0.0808829,0.20134036,0.05664586,0.39588666,0.5536609,0.13841523
11447,0.06767828,0.075922966,0.059433606,0.06082912,0.0048727277,0.050815355,0.012703839
11448,0.15576828,0.07637033,0.23516624,0.1156443,0.9468089,1.1808769,0.2952192
11449,0.16312915,0.08542303,0.24083526,0.11243876,0.037905786,0.13180041,0.032950103
11450,0.13457137,0.10810449,0.16103825,0.05458465,0.109726645,0.20701618,0.051754046
11451,0.09278085,0.099690236,0.08587145,0.030085588,0.09361458,0.15489784,0.03872446
11452,0.09445792,0.10926905,0.07964677,0.08069246,0.09713175,0.28224784,0.07056196
11453,0.08989068,0.096405216,0.08337614,0.0856993,0.011426546,0.060838897,0.015209724
11454,0.0838435,0.07793715,0.08974985,0.12899886,0.22435568,0.59930795,0.14982699
11455,0.09388984,0.069614775,0.118164904,0.08402097,0.3164706,0.4617387,0.11543468
11456,0.13733836,0.068130046,0.20654666,0.13859394,0.03182714,0.120045744,0.030011436
11457,0.1443926,0.07533236,0.21345283,0.11046037,0.2412513,0.5719064,0.1429766
11458,0.107254155,0.071708106,0.14280021,0.09649661,0.045437496,0.043206453,0.010801613
