epoch,train_mse,val_mse
1,1.0011190511669854,0.5455303192138672
2,0.46516561273964696,0.43562808632850647
3,0.4121673656544864,0.39918577671051025
4,0.37614766686029555,0.3666766881942749
5,0.35346832490133834,0.3512505292892456
6,0.34326038774068096,0.3450278043746948
7,0.33840385169330495,0.33275336027145386
8,0.3297280005194447,0.3325769901275635
9,0.3241944649132318,0.3257419466972351
10,0.3147748953591495,0.30950096249580383
11,0.3068791459701318,0.30801501870155334
12,0.29859710193827443,0.30414289236068726
13,0.29183771613187687,0.2991737127304077
14,0.2857571370729484,0.2947462201118469
15,0.28240822147675443,0.30486613512039185
16,0.27888306955964426,0.2868978977203369
17,0.2727853426750997,0.2783772647380829
18,0.27064144174852856,0.2824521064758301
