epoch,train_mse,val_mse
1,0.392413032690684,0.22014962136745453
2,0.24247871351242065,0.19066546857357025
3,0.22372403637568156,0.18549731373786926
4,0.21904644989967345,0.18240930140018463
5,0.2182282687028249,0.18056805431842804
6,0.21455543744564057,0.17959477007389069
7,0.2123277092774709,0.18553641438484192
8,0.21072480686505635,0.17874938249588013
9,0.20869910252094268,0.18106737732887268
10,0.2079657239119212,0.1809912919998169
11,0.20606432274977365,0.1857096403837204
12,0.20612880555788676,0.17820404469966888
13,0.20343030003706614,0.17659303545951843
14,0.2053778584798177,0.17617687582969666
15,0.20485646776358288,0.17787937819957733
16,0.2038875520626704,0.17567622661590576
17,0.19982204242547352,0.1751558631658554
18,0.1992428968747457,0.1783432960510254
