epoch,train_mse,val_mse
1,0.5923485693931579,0.26906299591064453
2,0.2897577621936798,0.22789356112480164
3,0.2607575573126475,0.206706702709198
4,0.24112186177571615,0.19504131376743317
5,0.23092548553148906,0.190684512257576
6,0.2276000440120697,0.18612240254878998
7,0.2246204738219579,0.18367667496204376
8,0.22290318417549132,0.18468168377876282
9,0.21632925804456074,0.18058060109615326
10,0.21756085284550986,0.18362800776958466
11,0.21708457958698274,0.1804346740245819
12,0.2141827959616979,0.1790962666273117
13,0.21408020587762197,0.18035788834095
14,0.2132674704392751,0.1792459338903427
15,0.21141635088125865,0.17689435184001923
16,0.2134439236720403,0.17991670966148376
17,0.21156922900676728,0.17803555727005005
18,0.2097950942516327,0.17662467062473297
