epoch,train_mse,val_mse
1,0.7307860766596901,0.4684806168079376
2,0.3728427170423209,0.3302704691886902
3,0.2972335727916891,0.29225894808769226
4,0.26239534095061967,0.2748376727104187
5,0.23927574593462259,0.27631592750549316
6,0.2271645031027264,0.25849974155426025
7,0.2194921081518193,0.2497881054878235
8,0.21380265655143965,0.24682706594467163
9,0.20743947202516796,0.23845475912094116
10,0.20247514182691786,0.24107883870601654
11,0.1981868268713639,0.23965120315551758
12,0.1970968919613613,0.2476668357849121
13,0.19445964565628704,0.26247066259384155
