epoch,train_mse,val_mse
1,0.5962948075930278,0.3118358850479126
2,0.33826721739768983,0.29400634765625
3,0.32821897888183593,0.2902953028678894
4,0.3246449319521586,0.28912314772605896
5,0.3191548052628835,0.2862251102924347
6,0.3158595925966899,0.2846999168395996
7,0.31395578281084696,0.28679898381233215
8,0.31610570708910624,0.28317686915397644
9,0.3138205677668254,0.2845800220966339
10,0.31247382259368894,0.28304240107536316
11,0.31171243397394816,0.2832373082637787
12,0.31235148358345033,0.28361406922340393
13,0.31166413688659667,0.2846112847328186
14,0.3105782291889191,0.2828623950481415
15,0.3102206114927928,0.28524860739707947
16,0.3117519076665243,0.2838596701622009
17,0.31033736069997153,0.28310099244117737
18,0.31006455477078754,0.2843663692474365
