epoch,train_mse,val_mse
1,0.8115093317826589,0.30006372928619385
2,0.3374579573472341,0.2932591736316681
3,0.3296115247408549,0.29098111391067505
4,0.3280796241760254,0.29026785492897034
5,0.327361891190211,0.2910395562648773
6,0.32604447174072265,0.2898500859737396
7,0.3255431428750356,0.2890639901161194
8,0.32443519894282025,0.2887831926345825
9,0.32410321497917177,0.2887021601200104
10,0.32299814518292747,0.28760868310928345
11,0.3222542045911153,0.28756144642829895
12,0.32180393584569295,0.2866086959838867
13,0.32174440852801006,0.28657111525535583
14,0.3220689778327942,0.28703272342681885
15,0.3215780503749847,0.2863651216030121
16,0.3217195734182994,0.2861407995223999
17,0.320595063606898,0.2861899733543396
18,0.32098623689015704,0.28539133071899414
