model,dataset,seq_len,pred_len,selected_for_reversal,NN,NR,RN,RR,RN_over_NN,NR_over_NN,RR_over_NN,RN_over_NR,interaction,channel_group
DLinear,exchange_rate,336,96,False,0.08216311503201722,0.06356858811341223,0.06376054557040328,0.06448360858485097,0.7760239560727117,0.773687658855691,0.7848242920162299,1.0030196904271111,1.307168697132422,unselected
DLinear,exchange_rate,336,96,True,0.15132940374314785,0.13678460940718648,0.10795970633625983,0.16276523843407628,0.713408654668992,0.9038865284855789,1.0755691518506114,0.7892679359479735,1.667961609296142,selected
DLinear,exchange_rate,336,336,False,0.2370107304304838,0.2314719213172793,0.22392256557941434,0.22392256557941434,0.9447781759614962,0.9766305554894316,0.9447781759614962,0.9673854362338962,1.0239286436198558,unselected
DLinear,exchange_rate,336,336,True,0.45296358317136765,0.9694212079048157,0.4095415025949478,1.023580402135849,0.9041378110964118,2.1401747158514044,2.259741047987521,0.4224598133973972,1.167817055842054,selected
DLinear,illness,96,96,False,2.5818643271923065,2.6413013339042664,2.474788397550583,2.677593320608139,0.9585276699034898,1.023020964380648,1.037077468559293,0.9369579933132617,1.0576013854839152,unselected
DLinear,illness,96,96,True,3.288294871648153,1.3208382725715637,3.4243207772572837,1.1047990918159485,1.041366699435003,0.4016787800753208,0.3359793251333945,2.5925360041168495,0.8032116116257472,selected
DLinear,illness,336,96,False,5.813285857439041,5.813285857439041,6.132350206375122,6.132350206375122,1.0548853706424546,1.0,1.0548853706424546,1.0548853706424546,1.0,unselected
DLinear,illness,336,96,True,5.4739115834236145,2.5597774982452393,5.968606193860372,2.528871019681295,1.0903731459482862,0.4676322332273125,0.4619860918724655,2.331689452677793,0.9060440557277656,selected
DLinear,weather,96,96,False,0.13253328359199007,0.13253328359199007,0.12633024636571377,0.1268911662151698,0.9531963816321594,1.0,0.9574286758472702,0.9531963816321594,1.0044401073028246,unselected
DLinear,weather,96,96,True,0.27310246543493116,0.2716308441711589,0.26917169328080487,0.26835091316606846,0.9856069693553798,0.9946114684046201,0.9826015768063625,0.9909467170495392,1.002351924069463,selected
DLinear,weather,96,336,False,0.20150138262595807,0.20150138262595807,0.1929103683902543,0.1975566489801911,0.9573649861666158,1.0,0.9804232924143778,0.9573649861666158,1.0240851781514275,unselected
DLinear,weather,96,336,True,0.38004582679131993,0.37112265144241974,0.3741655559511855,0.36914073404623193,0.9845274689903035,0.9765207911260664,0.9713058479363966,1.0081991883193846,1.0102914356559085,selected
DLinear,weather,336,96,False,0.11476728947706177,0.11476728947706177,0.11067151125859126,0.11067151125859126,0.9643123207219325,1.0,0.9643123207219325,0.9643123207219325,1.0,unselected
DLinear,weather,336,96,True,0.24582765350351105,0.24171348158270117,0.24422271852381527,0.2409622365608811,0.9934713000884059,0.983263998731733,0.980208016171946,1.0103810384289864,1.0034431813910702,selected
DLinear,weather,336,336,False,0.17945914128689433,0.17945914128689433,0.17577645535030484,0.17577645535030484,0.9794789727055356,1.0,0.9794789727055356,0.9794789727055356,1.0,unselected
DLinear,weather,336,336,True,0.3541445358772762,0.3345812581828795,0.35167455349583177,0.33331306006293737,0.9930254962840924,0.9447590582022248,0.9411780397437569,1.051088621657371,1.003206463263837,selected
GRU,ETTh1,96,96,False,0.5337925218045712,0.5725376419723034,0.6131396852433681,0.5139348283410072,1.148647948777085,1.0725846065372893,0.9627988541382487,1.0709159368652112,0.7814785528106779,unselected
GRU,ETTh1,96,96,True,0.2913441260655721,0.3785031686226527,0.4142221038540204,0.27990764627854026,1.4217623311917829,1.2991618322089116,0.9607458027677626,1.094368919978521,0.5201375876644392,selected
GRU,ETTh1,96,336,False,0.961272057145834,0.9681014083325863,0.979433711618185,0.9763447605073452,1.0188933552549897,1.0071044936092595,1.0156799557934353,1.0117056985849415,0.9898140589978862,unselected
GRU,ETTh1,96,336,True,0.35819000254074734,0.36433009803295135,0.3621172805627187,0.36248819281657535,1.0109642312574723,1.017142006892014,1.0119997494216468,0.9939263391024243,0.9841539144532807,selected
GRU,ETTh1,336,96,False,0.5596465542912483,0.5959122478961943,0.5977866314351559,0.5601938217878342,1.068150293880053,1.064801066542568,1.0009778805790717,1.0031454019372463,0.8800830136960948,unselected
GRU,ETTh1,336,96,True,0.3041091163953145,0.370917871594429,0.39750460535287857,0.26756818592548365,1.3071117698298735,1.219686788712605,0.8798426995449523,1.0716782225783938,0.551879154030008,selected
GRU,ETTh1,336,336,False,0.97995251044631,0.9953055791556834,0.9804162606596947,0.9812672734260559,1.000473237435938,1.0156671558526658,1.0013416598924239,0.985040455104633,0.9854291397663854,unselected
GRU,ETTh1,336,336,True,0.3572697540124257,0.3487385039528211,0.3616480852166812,0.34624427060286206,1.0122549730423114,0.9761209843156554,0.9691396114959673,1.0370179407135571,0.9808278221357171,selected
GRU,ETTh2,96,96,False,0.3517368782777339,0.35638103471137583,0.3734754668548703,0.3431849558837712,1.0618035523701084,1.0132034959097318,0.9756865915344536,1.047966727963902,0.9069210520074142,unselected
GRU,ETTh2,96,96,True,0.3970592369635899,0.4078286786874135,0.3587276389201482,0.3654358486334483,0.9034612610033381,1.0271230101739484,0.9203559938008911,0.879603759291044,0.9917994221699052,selected
GRU,ETTh2,96,336,False,0.4411422261036932,0.45813343673944473,0.4490594249218702,0.43765941588208074,1.0179470437189932,1.0385164004494043,0.9921050173492261,0.980193517674338,0.9384672060191956,unselected
GRU,ETTh2,96,336,True,0.49875446160634357,0.539943257967631,0.49704261620839435,0.49950453639030457,0.9965677592287879,1.082583314099347,1.0015038958880593,0.9205460182599252,0.9282917295415355,selected
