model,dataset,case,lr_tag,seq_len,pred_len,mae,mse,rmse,mape,mspe,result_dir
TimesNet,weather,NR,0p0001,96,336,0.3256783187389374,0.3127284646034241,0.5592213273048401,20.158939361572266,44606380.0,long_term_forecast_TimesNet_weather_NR_lr0p0001_s96_p336_TimesNet_custom_ftM_sl96_ll48_pl336_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
TimeFilter,electricity,NR,0p0001,96,96,0.2752629816532135,0.1857668161392212,0.4310067594051361,2.6988165378570557,720728.9375,long_term_forecast_TimeFilter_electricity_NR_lr0p0001_s96_p96_TimeFilter_custom_ftM_sl96_ll48_pl96_dm64_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
GRU,ETTm1,NR,0p001,96,96,0.4951407313346863,0.5389611721038818,0.7341397404670715,2.9601786136627197,417.4798278808594,long_term_forecast_GRU_ETTm1_NR_lr0p001_s96_p96_GRU_ETTm1_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
TimeMixer,ETTh2,RN,0p01,96,336,0.42983579635620117,0.41812628507614136,0.6466268301010132,1.7734428644180298,477.702880859375,long_term_forecast_TimeMixer_ETTh2_RN_lr0p01_s96_p336_TimeMixer_ETTh2_ftM_sl96_ll0_pl336_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p01_0
DLinear,ETTm1,NN,0p005,96,336,0.4254196882247925,0.4225228726863861,0.6500176191329956,1.9955599308013916,273.4533386230469,long_term_forecast_DLinear_ETTm1_NN_lr0p005_s96_p336_DLinear_ETTm1_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p005_0
TimeMixer,electricity,RN,0p01,96,336,0.2850336730480194,0.19476842880249023,0.44132575392723083,2.6817984580993652,665757.4375,long_term_forecast_TimeMixer_electricity_RN_lr0p01_s96_p336_TimeMixer_custom_ftM_sl96_ll0_pl336_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p01_0
iTransformer,exchange_rate,RR,0p0001,96,96,0.20752553641796112,0.08704908192157745,0.2950408160686493,0.9317203760147095,386.4860534667969,long_term_forecast_iTransformer_exchange_rate_RR_lr0p0001_s96_p96_iTransformer_custom_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
PatchTST,ETTh1,RR,0p0001,336,96,0.39412108063697815,0.36916399002075195,0.6075886487960815,8.294245719909668,28791.8125,long_term_forecast_PatchTST_ETTh1_RR_lr0p0001_s336_p96_PatchTST_ETTh1_ftM_sl336_ll168_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
DLinear,ETTh2,NR,0p005,336,336,0.4614790380001068,0.4260081648826599,0.6526930332183838,1.4326372146606445,483.6484680175781,long_term_forecast_DLinear_ETTh2_NR_lr0p005_s336_p336_DLinear_ETTh2_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p005_0
GRU,electricity,RN,0p001,96,336,0.7648130655288696,0.8630397319793701,0.9289993047714233,3.7732129096984863,891912.5625,long_term_forecast_GRU_electricity_RN_lr0p001_s96_p336_GRU_custom_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p001_0
iTransformer,illness,NN,0p0001,336,96,1.5111438035964966,4.565611362457275,2.1367292404174805,2.858530044555664,769.0140380859375,long_term_forecast_iTransformer_illness_NN_lr0p0001_s336_p96_iTransformer_custom_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
TimesNet,exchange_rate,NR,0p0001,336,96,0.32948756217956543,0.19315800070762634,0.4394974410533905,0.8528186082839966,106.9555892944336,long_term_forecast_TimesNet_exchange_rate_NR_lr0p0001_s336_p96_TimesNet_custom_ftM_sl336_ll168_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
TimeMixer,ETTh2,NN,0p01,96,336,0.43715760111808777,0.42481744289398193,0.6517801880836487,1.8589977025985718,511.04833984375,long_term_forecast_TimeMixer_ETTh2_NN_lr0p01_s96_p336_TimeMixer_ETTh2_ftM_sl96_ll0_pl336_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p01_0
GRU,electricity,NN,0p001,336,336,0.7378606796264648,0.8175690174102783,0.904195249080658,3.2277443408966064,301765.5625,long_term_forecast_GRU_electricity_NN_lr0p001_s336_p336_GRU_custom_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
PatchTST,ETTm2,RR,0p0001,96,336,0.34851765632629395,0.3056351840496063,0.5528427958488464,1.4428962469100952,374.50531005859375,long_term_forecast_PatchTST_ETTm2_RR_lr0p0001_s96_p336_PatchTST_ETTm2_ftM_sl96_ll48_pl336_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
GRU,weather,RN,0p001,96,96,0.2665274739265442,0.22001026570796967,0.4690525233745575,17.988454818725586,32270092.0,long_term_forecast_GRU_weather_RN_lr0p001_s96_p96_GRU_custom_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p001_0
GRU,weather,NN,0p001,336,336,0.30252179503440857,0.2678135335445404,0.517507016658783,12.040552139282227,15412860.0,long_term_forecast_GRU_weather_NN_lr0p001_s336_p336_GRU_custom_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
iTransformer,ETTm1,NR,0p0001,336,336,0.40071433782577515,0.3777536153793335,0.6146166324615479,2.2560007572174072,335.333251953125,long_term_forecast_iTransformer_ETTm1_NR_lr0p0001_s336_p336_iTransformer_ETTm1_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
GRU,ETTm2,NR,0p001,336,96,0.32578301429748535,0.23513157665729523,0.4849036633968353,1.3767368793487549,209.999755859375,long_term_forecast_GRU_ETTm2_NR_lr0p001_s336_p96_GRU_ETTm2_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
PatchTST,ETTm1,RN,0p0001,96,336,0.42073267698287964,0.4184879660606384,0.6469064354896545,2.4122841358184814,369.30718994140625,long_term_forecast_PatchTST_ETTm1_RN_lr0p0001_s96_p336_PatchTST_ETTm1_ftM_sl96_ll48_pl336_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
TimeFilter,weather,NR,0p0001,96,96,0.2138414978981018,0.16652975976467133,0.4080805778503418,6.399759292602539,3872583.5,long_term_forecast_TimeFilter_weather_NR_lr0p0001_s96_p96_TimeFilter_custom_ftM_sl96_ll48_pl96_dm64_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
GRU,ETTm2,RN,0p001,96,96,0.29969894886016846,0.21586938202381134,0.46461746096611023,1.307608723640442,281.549072265625,long_term_forecast_GRU_ETTm2_RN_lr0p001_s96_p96_GRU_ETTm2_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p001_0
TimeMixer,ETTm2,RR,0p01,336,96,0.26959967613220215,0.18310628831386566,0.4279091954231262,1.1476483345031738,225.38800048828125,long_term_forecast_TimeMixer_ETTm2_RR_lr0p01_s336_p96_TimeMixer_ETTm2_ftM_sl336_ll0_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p01_0
TimeMixer,weather,NR,0p01,336,96,0.7932793498039246,2.5845534801483154,1.6076546907424927,37.25358200073242,146981488.0,long_term_forecast_TimeMixer_weather_NR_lr0p01_s336_p96_TimeMixer_custom_ftM_sl336_ll0_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p01_0
TimesNet,exchange_rate,RR,0p0001,96,96,0.23232197761535645,0.10405760258436203,0.32257959246635437,1.044812560081482,444.79962158203125,long_term_forecast_TimesNet_exchange_rate_RR_lr0p0001_s96_p96_TimesNet_custom_ftM_sl96_ll48_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
TimeMixer,ETTm2,RR,0p01,96,96,0.2613781690597534,0.17607378959655762,0.41961148381233215,1.0974715948104858,229.9529266357422,long_term_forecast_TimeMixer_ETTm2_RR_lr0p01_s96_p96_TimeMixer_ETTm2_ftM_sl96_ll0_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p01_0
TimeFilter,ETTm2,RR,0p0001,96,336,0.3487606346607208,0.3050040006637573,0.5522716641426086,1.3992899656295776,330.4172668457031,long_term_forecast_TimeFilter_ETTm2_RR_lr0p0001_s96_p336_TimeFilter_ETTm2_ftM_sl96_ll48_pl336_dm64_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
DLinear,exchange_rate,NN,0p005,336,96,0.22940392792224884,0.0997546911239624,0.31583964824676514,1.2996007204055786,1045.602783203125,long_term_forecast_DLinear_exchange_rate_NN_lr0p005_s336_p96_DLinear_custom_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p005_0
TimeFilter,exchange_rate,RR,0p0001,336,96,0.21629692614078522,0.09580528736114502,0.3095242977142334,0.5092388987541199,106.53099060058594,long_term_forecast_TimeFilter_exchange_rate_RR_lr0p0001_s336_p96_TimeFilter_custom_ftM_sl336_ll168_pl96_dm64_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
TimeMixer,ETTm2,NR,0p01,336,96,0.266284316778183,0.17546452581882477,0.41888487339019775,1.1661570072174072,243.78916931152344,long_term_forecast_TimeMixer_ETTm2_NR_lr0p01_s336_p96_TimeMixer_ETTm2_ftM_sl336_ll0_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p01_0
PatchTST,illness,RR,0p0001,96,96,0.8936002254486084,1.4227362871170044,1.1927851438522339,2.937103748321533,172.4276580810547,long_term_forecast_PatchTST_illness_RR_lr0p0001_s96_p96_PatchTST_custom_ftM_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
TimesNet,ETTh2,RN,0p0001,96,96,0.389187216758728,0.34702596068382263,0.5890890955924988,1.597327470779419,350.1552429199219,long_term_forecast_TimesNet_ETTh2_RN_lr0p0001_s96_p96_TimesNet_ETTh2_ftM_sl96_ll48_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
TimeFilter,weather,NN,0p0001,96,336,0.2957935631275177,0.27049893140792847,0.5200951099395752,15.776933670043945,25274736.0,long_term_forecast_TimeFilter_weather_NN_lr0p0001_s96_p336_TimeFilter_custom_ftM_sl96_ll48_pl336_dm64_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
GRU,illness,NN,0p001,336,96,1.5605305433273315,4.841673374176025,2.200380325317383,2.8337416648864746,519.1390991210938,long_term_forecast_GRU_illness_NN_lr0p001_s336_p96_GRU_custom_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
PatchTST,ETTm1,RR,0p0001,96,336,0.4075268507003784,0.39999833703041077,0.6324542164802551,2.3135271072387695,367.74749755859375,long_term_forecast_PatchTST_ETTm1_RR_lr0p0001_s96_p336_PatchTST_ETTm1_ftM_sl96_ll48_pl336_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
PatchTST,ETTh2,RN,0p0001,96,96,0.354221373796463,0.30463066697120667,0.5519335865974426,1.4564796686172485,415.146240234375,long_term_forecast_PatchTST_ETTh2_RN_lr0p0001_s96_p96_PatchTST_ETTh2_ftM_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
GRU,ETTh2,NR,0p001,96,336,0.4734213650226593,0.4815264344215393,0.6939210295677185,2.107442855834961,691.6793212890625,long_term_forecast_GRU_ETTh2_NR_lr0p001_s96_p336_GRU_ETTh2_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
DLinear,exchange_rate,RN,0p005,336,96,0.23432163894176483,0.10734862089157104,0.32764098048210144,1.370248794555664,1108.104736328125,long_term_forecast_DLinear_exchange_rate_RN_lr0p005_s336_p96_DLinear_custom_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p005_0
iTransformer,electricity,RN,0p0001,336,96,0.27051842212677,0.1654956340789795,0.40681153535842896,2.520437240600586,387674.53125,long_term_forecast_iTransformer_electricity_RN_lr0p0001_s336_p96_iTransformer_custom_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
TimeFilter,ETTm2,RN,0p0001,96,336,0.34271910786628723,0.3024846017360687,0.5499860048294067,1.369899868965149,290.0792541503906,long_term_forecast_TimeFilter_ETTm2_RN_lr0p0001_s96_p336_TimeFilter_ETTm2_ftM_sl96_ll48_pl336_dm64_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
GRU,illness,NR,0p001,336,96,1.0051226615905762,1.344730257987976,1.1596250534057617,5.899683475494385,404.6518859863281,long_term_forecast_GRU_illness_NR_lr0p001_s336_p96_GRU_custom_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
PatchTST,weather,RN,0p0001,96,336,0.2972099184989929,0.27842870354652405,0.5276634097099304,15.520655632019043,24131776.0,long_term_forecast_PatchTST_weather_RN_lr0p0001_s96_p336_PatchTST_custom_ftM_sl96_ll48_pl336_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
PatchTST,ETTh1,NR,0p0001,336,336,0.45406976342201233,0.4529702067375183,0.6730306148529053,9.48266887664795,32568.796875,long_term_forecast_PatchTST_ETTh1_NR_lr0p0001_s336_p336_PatchTST_ETTh1_ftM_sl336_ll168_pl336_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
TimeMixer,ETTm2,NR,0p01,336,336,0.3357850909233093,0.279182493686676,0.5283772349357605,1.3430464267730713,230.21807861328125,long_term_forecast_TimeMixer_ETTm2_NR_lr0p01_s336_p336_TimeMixer_ETTm2_ftM_sl336_ll0_pl336_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p01_0
TimesNet,weather,NN,0p0001,336,96,0.2304752767086029,0.17261114716529846,0.41546496748924255,8.904787063598633,6851734.0,long_term_forecast_TimesNet_weather_NN_lr0p0001_s336_p96_TimesNet_custom_ftM_sl336_ll168_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
PatchTST,exchange_rate,RN,0p0001,96,336,0.39649495482444763,0.2990376353263855,0.5468433499336243,2.843806028366089,3177.221923828125,long_term_forecast_PatchTST_exchange_rate_RN_lr0p0001_s96_p336_PatchTST_custom_ftM_sl96_ll48_pl336_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
DLinear,electricity,NR,0p005,96,336,0.29753661155700684,0.2060059905052185,0.45387881994247437,2.4420242309570312,216798.90625,long_term_forecast_DLinear_electricity_NR_lr0p005_s96_p336_DLinear_custom_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p005_0
iTransformer,ETTm2,NR,0p0001,336,336,0.3469580113887787,0.28576669096946716,0.5345715284347534,1.397430658340454,254.89120483398438,long_term_forecast_iTransformer_ETTm2_NR_lr0p0001_s336_p336_iTransformer_ETTm2_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
DLinear,ETTh2,NR,0p005,336,96,0.3430618345737457,0.2559303641319275,0.5058956146240234,1.4072937965393066,591.861572265625,long_term_forecast_DLinear_ETTh2_NR_lr0p005_s336_p96_DLinear_ETTh2_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p005_0
iTransformer,electricity,NN,0p0001,96,336,0.3275899291038513,0.2399751991033554,0.48987263441085815,2.809995651245117,385486.65625,long_term_forecast_iTransformer_electricity_NN_lr0p0001_s96_p336_iTransformer_custom_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
PatchTST,electricity,NN,0p0001,336,336,0.27283650636672974,0.17201727628707886,0.4147496521472931,2.303793430328369,349237.75,long_term_forecast_PatchTST_electricity_NN_lr0p0001_s336_p336_PatchTST_custom_ftM_sl336_ll168_pl336_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
TimesNet,ETTm2,NN,0p0001,96,336,0.3460349142551422,0.31377774477005005,0.5601586699485779,1.3529881238937378,294.4718933105469,long_term_forecast_TimesNet_ETTm2_NN_lr0p0001_s96_p336_TimesNet_ETTm2_ftM_sl96_ll48_pl336_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
TimeFilter,ETTm1,RN,0p0001,336,336,0.3900143504142761,0.3759276568889618,0.6131293773651123,2.2429652214050293,365.94195556640625,long_term_forecast_TimeFilter_ETTm1_RN_lr0p0001_s336_p336_TimeFilter_ETTm1_ftM_sl336_ll168_pl336_dm64_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
DLinear,weather,RR,0p005,336,96,0.23466500639915466,0.1727963387966156,0.41568779945373535,7.935667514801025,5479281.0,long_term_forecast_DLinear_weather_RR_lr0p005_s336_p96_DLinear_custom_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p005_0
PatchTST,ETTm2,RR,0p0001,96,96,0.2693346440792084,0.1848432421684265,0.42993399500846863,1.1107193231582642,223.3908233642578,long_term_forecast_PatchTST_ETTm2_RR_lr0p0001_s96_p96_PatchTST_ETTm2_ftM_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
GRU,ETTm1,NN,0p001,96,96,0.40190839767456055,0.38134267926216125,0.6175295114517212,2.4697275161743164,434.1714172363281,long_term_forecast_GRU_ETTm1_NN_lr0p001_s96_p96_GRU_ETTm1_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
TimeMixer,weather,RN,0p01,336,336,0.27919134497642517,0.24400067329406738,0.4939642548561096,13.350908279418945,21585196.0,long_term_forecast_TimeMixer_weather_RN_lr0p01_s336_p336_TimeMixer_custom_ftM_sl336_ll0_pl336_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p01_0
TimeMixer,electricity,NN,0p01,96,96,0.2548598349094391,0.16387124359607697,0.4048101305961609,2.6772921085357666,895317.0625,long_term_forecast_TimeMixer_electricity_NN_lr0p01_s96_p96_TimeMixer_custom_ftM_sl96_ll0_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p01_0
TimeFilter,ETTm2,RR,0p0001,336,336,0.3412807881832123,0.2861083745956421,0.5348910093307495,1.3678178787231445,246.92852783203125,long_term_forecast_TimeFilter_ETTm2_RR_lr0p0001_s336_p336_TimeFilter_ETTm2_ftM_sl336_ll168_pl336_dm64_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
iTransformer,illness,NR,0p0001,336,96,0.8719967603683472,1.207853078842163,1.099023699760437,5.0265913009643555,407.5294494628906,long_term_forecast_iTransformer_illness_NR_lr0p0001_s336_p96_iTransformer_custom_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
TimeFilter,exchange_rate,NN,0p0001,336,96,0.20971666276454926,0.08864886313676834,0.29773959517478943,1.2998913526535034,991.6094970703125,long_term_forecast_TimeFilter_exchange_rate_NN_lr0p0001_s336_p96_TimeFilter_custom_ftM_sl336_ll168_pl96_dm64_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
TimesNet,ETTh1,NN,0p0001,336,96,0.4473973214626312,0.4313322603702545,0.6567589044570923,11.180709838867188,44942.0703125,long_term_forecast_TimesNet_ETTh1_NN_lr0p0001_s336_p96_TimesNet_ETTh1_ftM_sl336_ll168_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
TimesNet,ETTm1,NR,0p0001,336,96,0.4180768132209778,0.37718984484672546,0.6141578555107117,2.538878917694092,396.1756896972656,long_term_forecast_TimesNet_ETTm1_NR_lr0p0001_s336_p96_TimesNet_ETTm1_ftM_sl336_ll168_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
DLinear,weather,NR,0p005,336,96,0.2331777662038803,0.17289459705352783,0.41580596566200256,8.126946449279785,5700719.0,long_term_forecast_DLinear_weather_NR_lr0p005_s336_p96_DLinear_custom_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p005_0
PatchTST,ETTm1,RN,0p0001,336,336,0.40830129384994507,0.38245609402656555,0.6184303760528564,2.4390037059783936,378.4384460449219,long_term_forecast_PatchTST_ETTm1_RN_lr0p0001_s336_p336_PatchTST_ETTm1_ftM_sl336_ll168_pl336_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
GRU,weather,RR,0p001,336,336,0.3165570795536041,0.2898833751678467,0.5384081602096558,11.08694076538086,12181872.0,long_term_forecast_GRU_weather_RR_lr0p001_s336_p336_GRU_custom_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p001_0
TimesNet,ETTm2,RR,0p0001,336,96,0.2809953987598419,0.189410999417305,0.43521374464035034,1.0875507593154907,180.39266967773438,long_term_forecast_TimesNet_ETTm2_RR_lr0p0001_s336_p96_TimesNet_ETTm2_ftM_sl336_ll168_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
DLinear,ETTm2,NN,0p005,96,96,0.28259584307670593,0.1880241483449936,0.433617502450943,1.1142587661743164,231.56524658203125,long_term_forecast_DLinear_ETTm2_NN_lr0p005_s96_p96_DLinear_ETTm2_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p005_0
TimesNet,ETTh2,RN,0p0001,336,96,0.4262089431285858,0.40011540055274963,0.6325467824935913,1.697018027305603,384.2367248535156,long_term_forecast_TimesNet_ETTh2_RN_lr0p0001_s336_p96_TimesNet_ETTh2_ftM_sl336_ll168_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
iTransformer,weather,RR,0p0001,336,336,0.2905820608139038,0.2605959177017212,0.5104859471321106,15.687348365783691,24392894.0,long_term_forecast_iTransformer_weather_RR_lr0p0001_s336_p336_iTransformer_custom_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
DLinear,weather,NN,0p005,336,336,0.32408615946769714,0.26749658584594727,0.5172007083892822,11.070195198059082,12826653.0,long_term_forecast_DLinear_weather_NN_lr0p005_s336_p336_DLinear_custom_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p005_0
DLinear,ETTh1,RR,0p005,96,96,0.3939683437347412,0.38065075874328613,0.6169689893722534,7.991910457611084,26905.974609375,long_term_forecast_DLinear_ETTh1_RR_lr0p005_s96_p96_DLinear_ETTh1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p005_0
PatchTST,electricity,NN,0p0001,96,336,0.2989489436149597,0.20975854992866516,0.4579940438270569,2.635099172592163,670500.5625,long_term_forecast_PatchTST_electricity_NN_lr0p0001_s96_p336_PatchTST_custom_ftM_sl96_ll48_pl336_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
DLinear,exchange_rate,RR,0p005,96,336,0.599672794342041,0.6319664716720581,0.7949631810188293,1.3710440397262573,418.1472473144531,long_term_forecast_DLinear_exchange_rate_RR_lr0p005_s96_p336_DLinear_custom_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p005_0
iTransformer,ETTh1,RN,0p0001,96,336,0.4637269079685211,0.49157631397247314,0.7011250257492065,10.325943946838379,47168.54296875,long_term_forecast_iTransformer_ETTh1_RN_lr0p0001_s96_p336_iTransformer_ETTh1_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
