model,case,seasonal_pattern,frequency,horizon,series_count,lr_tag,target_mode,mse,mae,smape,mase,owa_naive2,owa_context,naive2_smape,naive2_mase,context_naive_smape,context_naive_mase
TimeMixer,NN,Hourly,24,48,414,0p01,corrected_target_order,9575791.673188418,544.5499558321849,23.13672373436147,4.97358130991301,1.6676095143735332,2.9156398824147223,18.38287811786554,2.3950400069486575,13.912272896330165,1.1932102074200355
TimeMixer,NR,Yearly,1,6,23000,0p01,corrected_target_order,4303144.346835143,1050.2692891344313,16.375919382791352,4.082426523509043,1.0146279068651305,1.0146279068628576,16.342173488084814,3.974360265173671,16.342173488117087,3.974360265183603
TimeMixer,NR,Quarterly,4,8,24000,0p01,corrected_target_order,2073291.9969843158,632.6582325151962,11.251233757040072,1.3994895679147017,0.9272839689710966,0.8137374216429495,11.96423231426962,1.5308986751077838,13.50497592468908,1.7617887436505335
TimeMixer,NR,Monthly,12,18,48000,0p01,corrected_target_order,2070332.9652491715,620.3451398569213,14.33762909138687,1.1639269054485841,0.9195673390782019,0.7961340548493592,15.550790003469528,1.2690727646806907,17.662953110153197,1.4911939068277227
TimeMixer,NR,Weekly,1,13,359,0p01,corrected_target_order,893826.1189020515,523.1102176089138,13.320227984997695,4.8788088063446144,1.605322786794396,1.605322786794396,9.161286913982,2.777294993197484,9.161286913982,2.777294993197484
TimeMixer,NR,Daily,1,14,4227,0p01,corrected_target_order,486784.42143474036,198.98927229055727,3.321351663019287,3.6059265368306073,1.0952809668121253,1.0952809668129984,3.0452517800791794,3.2784242959595575,3.0452517800636603,3.27842429597092
TimeMixer,NR,Hourly,24,48,414,0p01,corrected_target_order,103279435.4689877,1615.8885950575313,35.64722569490387,12.435442481251673,0.8005815541010175,0.8288016737118467,42.743468896500396,16.209237115149428,41.95339841711752,15.391978324543457
TimeMixer,RN,Yearly,1,6,23000,0p01,corrected_target_order,42792681.29156349,4558.065536045764,108.74066410322168,21.253747491871007,6.000852844114565,1.0306489243656585,16.342173488084814,3.974360265173671,104.49287210063716,20.823811813717906
TimeMixer,RN,Quarterly,4,8,24000,0p01,corrected_target_order,30987451.313186433,3708.991874581364,83.43506862516406,11.312037681783403,7.912837956320745,1.038844061214776,11.011569928824954,1.371382270977276,79.51623197600479,10.999598035603645
TimeMixer,RN,Monthly,12,18,48000,0p01,corrected_target_order,18501535.270433888,2691.4589352112657,62.55260782857708,7.305519226787383,5.603039232644833,1.0137503701513764,14.42682875988102,1.0633594479711004,61.761637434184024,7.1997270372477145
TimeMixer,RN,Weekly,1,13,359,0p01,corrected_target_order,40445744.87034618,3814.355110316434,81.20444464552267,77.23611050775203,18.33685096725104,0.9790633738735502,9.161286913981998,2.777294993197484,84.04982421357094,77.86053376970602
TimeMixer,RN,Daily,1,14,4227,0p01,corrected_target_order,31994294.291656196,3304.9643248893412,53.8452799474573,57.40100637703374,17.595217447552372,0.9941190699251694,3.0452517800791794,3.2784242959595575,54.108774197020836,57.79936807521924
TimeMixer,RN,Hourly,24,48,414,0p01,corrected_target_order,99506161.76851149,1523.7531536266067,40.144765485877045,16.505134598358662,4.537597218192349,0.8702998255196293,18.38287811786554,2.3950400069486575,46.209194265980074,18.93141883042938
TimeMixer,RR,Yearly,1,6,23000,0p01,corrected_target_order,42679711.11474888,4557.616609992189,108.88406838903632,21.253086676984083,6.005157261789851,1.031319249269759,16.342173488084814,3.974360265173671,104.49287210063716,20.823811813717906
TimeMixer,RR,Quarterly,4,8,24000,0p01,corrected_target_order,30972387.07123983,3708.4770878916124,83.42930699623986,11.310583975470918,7.180712938288168,1.0386925004768695,11.96423231426962,1.5308986751077838,79.51958255994295,11.000178859604093
TimeMixer,RR,Monthly,12,18,48000,0p01,corrected_target_order,18456415.520583052,2688.0959730926897,62.48957603353112,7.295798236230084,4.883669222987779,1.0150820767379791,15.550790003469528,1.2690727646806907,61.642684180483265,7.177898179217246
