model,case,seasonal_pattern,frequency,horizon,series_count,lr_tag,target_mode,mse,mae,smape,mase,owa_naive2,owa_context,naive2_smape,naive2_mase,context_naive_smape,context_naive_mase
TimeMixer,RR,Weekly,1,13,359,0p01,corrected_target_order,40468328.7443467,3819.066254399572,81.3102619169093,77.24188236764529,18.343665323184535,0.9797299305801295,9.161286913982,2.777294993197484,84.04982421357096,77.86053376970602
TimeMixer,RR,Daily,1,14,4227,0p01,corrected_target_order,31994333.67537941,3304.735518353717,53.84733678019339,57.400016304250435,17.595404160725394,0.9941295116502142,3.0452517800791794,3.2784242959595575,54.108774197020836,57.79936807521924
TimeMixer,RR,Hourly,24,48,414,0p01,corrected_target_order,70850076.13649215,1315.2913810036648,35.0252976108211,13.99294585311638,0.8413501275474449,0.9837756939970903,42.743468896500396,16.209237115149428,36.839002452974555,13.761956020447949
TimesNet,NN,Yearly,1,6,23000,0p0001,corrected_target_order,3724891.567790514,925.1769636032885,15.133508174433908,3.458700920811414,0.8981468049350724,0.8981468049330705,16.342173488084814,3.974360265173671,16.342173488117087,3.974360265183603
TimesNet,NN,Quarterly,4,8,24000,0p0001,corrected_target_order,2266578.710120711,665.6591338713857,11.915628454486772,1.4671764172746558,1.0759765203681912,0.9336613982959505,11.011569928824954,1.371382270977276,12.52136683379731,1.602247176187081
TimesNet,NN,Monthly,12,18,48000,0p0001,corrected_target_order,1995511.0113308046,595.231335599347,13.796981010117028,1.0656370994137148,0.9792419260134708,0.8544385191116399,14.42682875988102,1.0633594479711004,15.98828156281687,1.2597170382819949
TimesNet,NN,Weekly,1,13,359,0p0001,corrected_target_order,748495.2351913222,477.5661938981787,12.040564849283939,4.889748536727648,1.5374514848499867,1.5374514848499867,9.161286913981998,2.777294993197484,9.161286913981998,2.777294993197484
TimesNet,NN,Daily,1,14,4227,0p0001,corrected_target_order,599251.0594039803,273.0786269503861,4.551440767975058,5.086389939732763,1.5230382066870662,1.5230382066881862,3.0452517800791794,3.2784242959595575,3.0452517800636603,3.27842429597092
TimesNet,NN,Hourly,24,48,414,0p0001,corrected_target_order,63199505.32362322,1289.7882671193252,35.48836528676373,11.057375204608608,3.2736464601246102,5.908890277235173,18.38287811786554,2.3950400069486575,13.912272896330165,1.1932102074200355
TimesNet,NR,Yearly,1,6,23000,0p0001,corrected_target_order,3836672.707631752,953.6912676118349,15.579257344753627,3.583683592351718,0.9275084276631699,0.9275084276611019,16.342173488084814,3.974360265173671,16.342173488117087,3.974360265183603
TimesNet,NR,Quarterly,4,8,24000,0p0001,corrected_target_order,2312824.128056977,681.9816059036488,12.183039310258918,1.5061500052217107,1.0010611609011122,0.8785065184291079,11.96423231426962,1.5308986751077838,13.50497592468908,1.7617887436505335
TimesNet,NR,Monthly,12,18,48000,0p0001,corrected_target_order,2100547.880486158,622.5510072823358,14.41903124455418,1.1497274308914802,0.9165902098434602,0.7936772643763204,15.550790003469528,1.2690727646806907,17.662953110153197,1.4911939068277227
TimesNet,NR,Weekly,1,13,359,0p0001,corrected_target_order,782896.5825525312,488.15292662905506,12.286632209013321,4.9059785001807,1.553803123763156,1.553803123763156,9.161286913982,2.777294993197484,9.161286913982,2.777294993197484
TimesNet,NR,Daily,1,14,4227,0p0001,corrected_target_order,674035.2605654657,276.9553442561085,4.586683788404227,5.122213630476887,1.5342883126317854,1.534288312632916,3.0452517800791794,3.2784242959595575,3.0452517800636603,3.27842429597092
TimesNet,NR,Hourly,24,48,414,0p0001,corrected_target_order,56295236.85904482,1240.5802516778172,34.58754392177876,10.610028078804433,0.731877877074876,0.756874812772282,42.743468896500396,16.209237115149428,41.95339841711752,15.391978324543457
TimesNet,RN,Yearly,1,6,23000,0p0001,corrected_target_order,40326980.03409604,4374.208293897918,102.26530275993007,20.36346973304263,5.690732075714665,0.978287784805985,16.342173488084814,3.974360265173671,104.49287210063716,20.823811813717906
TimesNet,RN,Quarterly,4,8,24000,0p0001,corrected_target_order,30190099.662806503,3637.5164030384503,81.06843773504883,11.053847992293916,7.711242018109392,1.0122263047880482,11.011569928824954,1.371382270977276,79.51623197600479,10.999598035603645
TimesNet,RN,Monthly,12,18,48000,0p0001,corrected_target_order,18701653.855156958,2709.2250672647306,62.971190703807245,7.319221837460413,5.623989407581362,1.018090672800602,14.42682875988102,1.0633594479711004,61.761637434184024,7.1997270372477145
TimesNet,RN,Weekly,1,13,359,0p0001,corrected_target_order,40361067.20295175,3814.328806397,80.74838895024253,77.15739182521618,18.297788768384834,0.9758448550408596,9.161286913981998,2.777294993197484,84.04982421357094,77.86053376970602
TimesNet,RN,Daily,1,14,4227,0p0001,corrected_target_order,31883961.207181953,3279.4785492940023,53.013976540649836,56.912817799908844,17.384270952797422,0.9822141591036193,3.0452517800791794,3.2784242959595575,54.108774197020836,57.79936807521924
TimesNet,RN,Hourly,24,48,414,0p0001,corrected_target_order,100896383.01477729,1592.0893144374481,42.023976317908485,16.2120082808652,4.527515841376534,0.882891763727825,18.38287811786554,2.3950400069486575,46.209194265980074,18.93141883042938
TimesNet,RR,Yearly,1,6,23000,0p0001,corrected_target_order,40551067.77547091,4373.212630068215,101.95925997337206,20.362384634335832,5.681231974501991,0.9767973110890394,16.342173488084814,3.974360265173671,104.49287210063716,20.823811813717906
TimesNet,RR,Quarterly,4,8,24000,0p0001,corrected_target_order,30201737.30044948,3636.8614316434723,81.02311021558089,11.053288506922444,6.996120884685972,1.0118678557243417,11.96423231426962,1.5308986751077838,79.51958255994295,11.000178859604093
TimesNet,RR,Monthly,12,18,48000,0p0001,corrected_target_order,18681727.97410205,2708.4125775801604,62.97110512746957,7.315271305718607,4.906823851312527,1.02034434609334,15.550790003469528,1.2690727646806907,61.642684180483265,7.177898179217246
TimesNet,RR,Weekly,1,13,359,0p0001,corrected_target_order,40432678.899914265,3827.2170062581527,81.08467944108534,77.18186231423799,18.320548111339004,0.978002540625883,9.161286913982,2.777294993197484,84.04982421357096,77.86053376970602
TimesNet,RR,Daily,1,14,4227,0p0001,corrected_target_order,31883492.228599656,3279.309552568124,53.0141767053008,56.90858598829355,17.3836584145545,0.9821794009870521,3.0452517800791794,3.2784242959595575,54.108774197020836,57.79936807521924
TimesNet,RR,Hourly,24,48,414,0p0001,corrected_target_order,81228289.14168149,1378.1689910593684,40.10246160808996,15.296069200968669,0.9409381724730999,1.1000310016876602,42.743468896500396,16.209237115149428,36.839002452974555,13.761956020447949
iTransformer,NN,Yearly,1,6,23000,0p0001,corrected_target_order,3578022.8377532098,862.1283792172965,14.003328924202192,3.11796270348446,0.8207011439377404,0.820701143935914,16.342173488084814,3.974360265173671,16.342173488117087,3.974360265183603
iTransformer,NN,Quarterly,4,8,24000,0p0001,corrected_target_order,2031400.5653529307,602.3194871661012,10.781883532040718,1.2886310141797341,0.9593999312914248,0.8326718031332679,11.011569928824954,1.371382270977276,12.52136683379731,1.602247176187081
iTransformer,NN,Monthly,12,18,48000,0p0001,corrected_target_order,1971979.75388762,585.8517648268632,13.598122514804318,1.0354365855957264,0.9581494378193584,0.8362326135696322,14.42682875988102,1.0633594479711004,15.98828156281687,1.2597170382819949
iTransformer,NN,Weekly,1,13,359,0p0001,corrected_target_order,783037.0551836933,477.72831093910435,12.06212960398127,4.668492312370302,1.4987953914632364,1.4987953914632364,9.161286913981998,2.777294993197484,9.161286913981998,2.777294993197484
iTransformer,NN,Daily,1,14,4227,0p0001,corrected_target_order,516449.08361648896,223.09976745586926,3.7547818652017515,4.118887609969936,1.244678755816985,1.2446787558179495,3.0452517800791794,3.2784242959595575,3.0452517800636603,3.27842429597092
iTransformer,NN,Hourly,24,48,414,0p0001,corrected_target_order,63984831.896716796,1187.58240767919,34.16446540100947,10.322887314570261,3.0843022092636008,5.553531911217906,18.38287811786554,2.3950400069486575,13.912272896330165,1.1932102074200355
iTransformer,NR,Yearly,1,6,23000,0p0001,corrected_target_order,4045100.9404415106,992.7750117688205,15.97269809711132,3.739776796584722,0.9591835429423441,0.9591835429402032,16.342173488084814,3.974360265173671,16.342173488117087,3.974360265183603
iTransformer,NR,Quarterly,4,8,24000,0p0001,corrected_target_order,2200509.4212358873,648.0805685366028,11.55313183205962,1.4203929884984219,0.9467278343789983,0.8308471544526898,11.96423231426962,1.5308986751077838,13.50497592468908,1.7617887436505335
iTransformer,NR,Monthly,12,18,48000,0p0001,corrected_target_order,2125998.7332268427,627.4786929108915,14.550809081315698,1.1584231543777883,0.9242532386029496,0.8003233016484246,15.550790003469528,1.2690727646806907,17.662953110153197,1.4911939068277227
iTransformer,NR,Weekly,1,13,359,0p0001,corrected_target_order,766199.625391903,485.9019151739447,12.340715100585841,4.6996516821821075,1.5196095487909278,1.5196095487909278,9.161286913982,2.777294993197484,9.161286913982,2.777294993197484
iTransformer,NR,Daily,1,14,4227,0p0001,corrected_target_order,528044.7488869672,228.03963108435667,3.839734639468445,4.203693297617629,1.2715610646054585,1.2715610646064492,3.0452517800791794,3.2784242959595575,3.0452517800636603,3.27842429597092
iTransformer,NR,Hourly,24,48,414,0p0001,corrected_target_order,59561276.63081091,1233.7026979826762,34.72375417446986,10.445808662088984,0.7284056107249965,0.7531635866465083,42.743468896500396,16.209237115149428,41.95339841711752,15.391978324543457
iTransformer,RN,Yearly,1,6,23000,0p0001,corrected_target_order,43459767.149570376,4598.386523554987,110.22153125946099,21.400196232361626,6.064585180255761,1.041251273354396,16.342173488084814,3.974360265173671,104.49287210063716,20.823811813717906
iTransformer,RN,Quarterly,4,8,24000,0p0001,corrected_target_order,30958493.477795538,3701.6188109539685,82.97912898037512,11.251414373017454,7.870032208210024,1.0332213959992544,11.011569928824954,1.371382270977276,79.51623197600479,10.999598035603645
iTransformer,RN,Monthly,12,18,48000,0p0001,corrected_target_order,18809999.456087444,2721.340392597276,63.207699541623995,7.321876041107845,5.6334342758940235,1.0201896899613225,14.42682875988102,1.0633594479711004,61.761637434184024,7.1997270372477145
iTransformer,RN,Weekly,1,13,359,0p0001,corrected_target_order,40530412.78374717,3832.077624072595,81.13512197927258,77.25948308547214,18.33727530578177,0.9788010761488006,9.161286913981998,2.777294993197484,84.04982421357094,77.86053376970602
iTransformer,RN,Daily,1,14,4227,0p0001,corrected_target_order,31662815.780947834,3277.0154367384866,53.04988500755259,56.93474923366401,17.393511578483228,0.9827356968754724,3.0452517800791794,3.2784242959595575,54.108774197020836,57.79936807521924
iTransformer,RN,Hourly,24,48,414,0p0001,corrected_target_order,82406242.6697183,1381.3092215206527,40.817097429919315,15.464880555053167,4.338715718187301,0.850100421718075,18.38287811786554,2.3950400069486575,46.209194265980074,18.93141883042938
iTransformer,RR,Yearly,1,6,23000,0p0001,corrected_target_order,43331503.8909374,4597.700355820411,110.37017582957186,21.3988029338125,6.068957776880691,1.0419290854534182,16.342173488084814,3.974360265173671,104.49287210063716,20.823811813717906
iTransformer,RR,Quarterly,4,8,24000,0p0001,corrected_target_order,30938706.32104357,3701.9863231097725,82.99635886881825,11.25211988302928,7.143524806030319,1.033312811295934,11.96423231426962,1.5308986751077838,79.51958255994295,11.000178859604093
iTransformer,RR,Monthly,12,18,48000,0p0001,corrected_target_order,18757783.589078825,2719.73641633642,63.21234737424622,7.3166442918112855,4.915121383323019,1.0223967651538282,15.550790003469528,1.2690727646806907,61.642684180483265,7.177898179217246
iTransformer,RR,Weekly,1,13,359,0p0001,corrected_target_order,40570615.72633534,3852.9540967076923,81.74140040861585,77.3171684781518,18.380749633374045,0.9827781775655802,9.161286913982,2.777294993197484,84.04982421357096,77.86053376970602
iTransformer,RR,Daily,1,14,4227,0p0001,corrected_target_order,31661394.070011616,3276.4431404992883,53.0337707783804,56.92950985355956,17.3900667127494,0.9825414671435944,3.0452517800791794,3.2784242959595575,54.108774197020836,57.79936807521924
iTransformer,RR,Hourly,24,48,414,0p0001,corrected_target_order,90252448.48422438,1445.8430692708664,41.13051632822709,16.096917385842016,0.9776674923847823,1.1430808000036705,42.743468896500396,16.209237115149428,36.839002452974555,13.761956020447949
