model,dataset,case,lr_tag,seq_len,pred_len,mae,mse,rmse,mape,mspe,result_dir
TimeMixer,ETTh1,NN,0p01,96,96,0.397956520318985,0.37776997685432434,0.6146299242973328,9.93018913269043,47430.59375,long_term_forecast_TimeMixer_ETTh1_NN_lr0p01_s96_p96_TimeMixer_ETTh1_ftM_sl96_ll0_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p01_0
TimesNet,illness,NN,0p0001,96,96,1.530949354171753,4.611230850219727,2.1473777294158936,3.686690330505371,1413.5435791015625,long_term_forecast_TimesNet_illness_NN_lr0p0001_s96_p96_TimesNet_custom_ftM_sl96_ll48_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
iTransformer,ETTm1,NN,0p0001,336,336,0.40261635184288025,0.37930646538734436,0.6158786416053772,2.389174222946167,377.9535827636719,long_term_forecast_iTransformer_ETTm1_NN_lr0p0001_s336_p336_iTransformer_ETTm1_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
iTransformer,ETTh1,NN,0p0001,96,336,0.46977898478507996,0.4983285963535309,0.7059239149093628,9.952776908874512,43466.50390625,long_term_forecast_iTransformer_ETTh1_NN_lr0p0001_s96_p336_iTransformer_ETTh1_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
TimesNet,ETTh1,NR,0p01,96,96,0.5875827670097351,0.7684553265571594,0.8766158223152161,13.628702163696289,73624.6953125,long_term_forecast_TimesNet_ETTh1_NR_lr0p01_s96_p96_TimesNet_ETTh1_ftM_sl96_ll48_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p01_0
PatchTST,weather,RR,0p0001,96,96,0.21772269904613495,0.17760008573532104,0.42142626643180847,6.3569488525390625,3767310.25,long_term_forecast_PatchTST_weather_RR_lr0p0001_s96_p96_PatchTST_custom_ftM_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
DLinear,ETTh2,NN,0p01,96,720,0.5785040855407715,0.6367716193199158,0.7979797124862671,1.586100697517395,304.42279052734375,long_term_forecast_DLinear_ETTh2_NN_lr0p01_s96_p720_DLinear_ETTh2_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p01_0
DLinear,ETTm1,NR,0p0001,96,192,0.429047554731369,0.4354519844055176,0.6598878502845764,2.081084728240967,254.40292358398438,long_term_forecast_DLinear_ETTm1_NR_lr0p0001_s96_p192_DLinear_ETTm1_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
DLinear,ETTm2,NR,0p005,96,96,0.28433671593666077,0.1885557770729065,0.43423008918762207,1.0827317237854004,204.76470947265625,long_term_forecast_DLinear_ETTm2_NR_lr0p005_s96_p96_DLinear_ETTm2_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p005_0
GRU,ETTh1,NR,0p001,336,96,0.5378976464271545,0.579643726348877,0.7613433599472046,15.466140747070312,85376.5078125,long_term_forecast_GRU_ETTh1_NR_lr0p001_s336_p96_GRU_ETTh1_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
