model,dataset,case,lr_tag,seq_len,pred_len,mae,mse,rmse,mape,mspe,result_dir
PatchTST,ETTh1,NR,0p001,96,336,0.4692761301994324,0.4834575355052948,0.6953111290931702,8.405069351196289,24758.669921875,long_term_forecast_PatchTST_ETTh1_NR_lr0p001_s96_p336_PatchTST_ETTh1_ftM_sl96_ll48_pl336_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p001_0
PatchTST,electricity,RR,0p0001,336,96,0.23583343625068665,0.1263912320137024,0.3555154502391815,2.1324424743652344,270509.875,long_term_forecast_PatchTST_electricity_RR_lr0p0001_s336_p96_PatchTST_custom_ftM_sl336_ll168_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
DLinear,ETTh2,RN,0p005,336,96,0.3694536089897156,0.3078176975250244,0.5548132061958313,1.2866519689559937,276.73699951171875,long_term_forecast_DLinear_ETTh2_RN_lr0p005_s336_p96_DLinear_ETTh2_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p005_0
iTransformer,electricity,RN,0p0001,336,336,0.31392702460289,0.21274712681770325,0.46124517917633057,2.60758638381958,271361.84375,long_term_forecast_iTransformer_electricity_RN_lr0p0001_s336_p336_iTransformer_custom_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
DLinear,ETTm2,RN,0p005,96,96,0.2853802740573883,0.18844673037528992,0.4341045022010803,1.1086047887802124,227.93850708007812,long_term_forecast_DLinear_ETTm2_RN_lr0p005_s96_p96_DLinear_ETTm2_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p005_0
TimeMixer,ETTh1,RR,0p001,96,192,0.43948307633399963,0.45453551411628723,0.674192488193512,9.078431129455566,32035.609375,long_term_forecast_TimeMixer_ETTh1_RR_lr0p001_s96_p192_TimeMixer_ETTh1_ftM_sl96_ll0_pl192_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p001_0
DLinear,electricity,RN,0p005,96,336,0.29821550846099854,0.20764806866645813,0.45568418502807617,2.5725088119506836,385281.84375,long_term_forecast_DLinear_electricity_RN_lr0p005_s96_p336_DLinear_custom_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p005_0
GRU,ETTm2,NN,0p001,96,336,0.36312851309776306,0.32843759655952454,0.5730947256088257,1.479038119316101,309.75933837890625,long_term_forecast_GRU_ETTm2_NN_lr0p001_s96_p336_GRU_ETTm2_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
PatchTST,weather,RR,0p0001,336,336,0.2834770679473877,0.25011950731277466,0.5001195073127747,14.551904678344727,22052616.0,long_term_forecast_PatchTST_weather_RR_lr0p0001_s336_p336_PatchTST_custom_ftM_sl336_ll168_pl336_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
TimesNet,ETTh1,NR,0p003,96,192,0.5284719467163086,0.6192159652709961,0.7869027853012085,11.98106575012207,55658.53515625,long_term_forecast_TimesNet_ETTh1_NR_lr0p003_s96_p192_TimesNet_ETTh1_ftM_sl96_ll48_pl192_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p003_0
iTransformer,ETTh2,RR,0p0001,336,96,0.3456503748893738,0.26543232798576355,0.5152012705802917,1.4946883916854858,524.2564697265625,long_term_forecast_iTransformer_ETTh2_RR_lr0p0001_s336_p96_iTransformer_ETTh2_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
iTransformer,ETTh1,RN,0p0001,96,96,0.4149412214756012,0.4021506905555725,0.6341535449028015,10.002943992614746,48582.63671875,long_term_forecast_iTransformer_ETTh1_RN_lr0p0001_s96_p96_iTransformer_ETTh1_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
TimesNet,ETTh2,NN,0p0001,336,336,0.45098942518234253,0.41893234848976135,0.6472498178482056,1.8288823366165161,437.4989318847656,long_term_forecast_TimesNet_ETTh2_NN_lr0p0001_s336_p336_TimesNet_ETTh2_ftM_sl336_ll168_pl336_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
DLinear,exchange_rate,NR,0p005,336,336,0.6509019732475281,0.7272779941558838,0.8528059720993042,0.8838539123535156,124.29203033447266,long_term_forecast_DLinear_exchange_rate_NR_lr0p005_s336_p336_DLinear_custom_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p005_0
TimesNet,ETTh1,NN,0p0001,336,336,0.4723801016807556,0.4715431332588196,0.6866899728775024,10.885662078857422,44334.93359375,long_term_forecast_TimesNet_ETTh1_NN_lr0p0001_s336_p336_TimesNet_ETTh1_ftM_sl336_ll168_pl336_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
PatchTST,ETTm2,NR,0p0001,96,96,0.2715408205986023,0.18354441225528717,0.4284208416938782,1.1330815553665161,223.90577697753906,long_term_forecast_PatchTST_ETTm2_NR_lr0p0001_s96_p96_PatchTST_ETTm2_ftM_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
DLinear,ETTh2,NN,0p001,96,336,0.543483555316925,0.598949670791626,0.7739183902740479,1.4244775772094727,249.07154846191406,long_term_forecast_DLinear_ETTh2_NN_lr0p001_s96_p336_DLinear_ETTh2_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p001_0
iTransformer,ETTm1,RN,0p0001,336,336,0.4098965525627136,0.3935808539390564,0.6273602247238159,2.4151248931884766,380.376708984375,long_term_forecast_iTransformer_ETTm1_RN_lr0p0001_s336_p336_iTransformer_ETTm1_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
DLinear,ETTh1,NR,0p005,96,96,0.41456618905067444,0.39987173676490784,0.6323541402816772,7.476726531982422,22823.443359375,long_term_forecast_DLinear_ETTh1_NR_lr0p005_s96_p96_DLinear_ETTh1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p005_0
DLinear,ETTh2,RR,0p0003,96,336,0.5804013013839722,0.642877995967865,0.8017967343330383,1.6738171577453613,466.8552551269531,long_term_forecast_DLinear_ETTh2_RR_lr0p0003_s96_p336_DLinear_ETTh2_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0003_0
DLinear,ETTh1,RN,0p01,96,720,0.4842761754989624,0.4845148026943207,0.6960709691047668,8.5182523727417,34126.484375,long_term_forecast_DLinear_ETTh1_RN_lr0p01_s96_p720_DLinear_ETTh1_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p01_0
iTransformer,ETTh2,NN,0p0001,96,336,0.43354716897010803,0.4238449037075043,0.6510336995124817,1.793636679649353,487.94732666015625,long_term_forecast_iTransformer_ETTh2_NN_lr0p0001_s96_p336_iTransformer_ETTh2_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
TimeMixer,ETTh1,NR,0p0001,96,336,0.5741305947303772,0.6994544863700867,0.8363339304924011,9.008136749267578,26682.466796875,long_term_forecast_TimeMixer_ETTh1_NR_lr0p0001_s96_p336_TimeMixer_ETTh1_ftM_sl96_ll0_pl336_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
DLinear,ETTh1,NN,0p0003,96,336,0.4920041263103485,0.5261525511741638,0.7253637313842773,8.448433876037598,26667.18359375,long_term_forecast_DLinear_ETTh1_NN_lr0p0003_s96_p336_DLinear_ETTh1_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0003_0
iTransformer,ETTh2,RR,0p0001,96,96,0.35701224207878113,0.30278652906417847,0.5502604246139526,1.5227711200714111,480.1659851074219,long_term_forecast_iTransformer_ETTh2_RR_lr0p0001_s96_p96_iTransformer_ETTh2_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
TimesNet,ETTm1,NR,0p0001,96,96,0.4657365679740906,0.48258042335510254,0.6946800947189331,2.704596519470215,425.8026428222656,long_term_forecast_TimesNet_ETTm1_NR_lr0p0001_s96_p96_TimesNet_ETTm1_ftM_sl96_ll48_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
TimeFilter,ETTm2,RN,0p0001,336,96,0.26437702775001526,0.17375074326992035,0.4168342053890228,1.0962698459625244,217.79991149902344,long_term_forecast_TimeFilter_ETTm2_RN_lr0p0001_s336_p96_TimeFilter_ETTm2_ftM_sl336_ll168_pl96_dm64_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
TimesNet,ETTm2,NR,0p0001,336,96,0.3002365231513977,0.20397379994392395,0.45163458585739136,1.2924901247024536,287.8044128417969,long_term_forecast_TimesNet_ETTm2_NR_lr0p0001_s336_p96_TimesNet_ETTm2_ftM_sl336_ll168_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
DLinear,ETTm1,NR,0p0003,96,336,0.41939622163772583,0.42717280983924866,0.6535845994949341,2.0070114135742188,278.3749084472656,long_term_forecast_DLinear_ETTm1_NR_lr0p0003_s96_p336_DLinear_ETTm1_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p0003_0
TimesNet,ETTh2,NN,0p0001,336,96,0.43075403571128845,0.3999362587928772,0.632405161857605,1.7571853399276733,344.3617248535156,long_term_forecast_TimesNet_ETTh2_NN_lr0p0001_s336_p96_TimesNet_ETTh2_ftM_sl336_ll168_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
iTransformer,ETTh1,RN,0p0001,96,192,0.44289466738700867,0.4516117572784424,0.672020673751831,10.199386596679688,44175.25,long_term_forecast_iTransformer_ETTh1_RN_lr0p0001_s96_p192_iTransformer_ETTh1_ftM_sl96_ll48_pl192_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
TimesNet,weather,RR,0p0001,336,96,0.222782701253891,0.16417266428470612,0.40518227219581604,5.677986145019531,2529009.5,long_term_forecast_TimesNet_weather_RR_lr0p0001_s336_p96_TimesNet_custom_ftM_sl336_ll168_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
TimesNet,ETTh1,RN,0p0001,336,96,0.4905695617198944,0.5002764463424683,0.7073022127151489,12.072355270385742,47966.28515625,long_term_forecast_TimesNet_ETTh1_RN_lr0p0001_s336_p96_TimesNet_ETTh1_ftM_sl336_ll168_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
TimesNet,ETTh1,NR,0p0001,336,336,0.549466073513031,0.6575246453285217,0.8108789324760437,9.281779289245605,32856.2734375,long_term_forecast_TimesNet_ETTh1_NR_lr0p0001_s336_p336_TimesNet_ETTh1_ftM_sl336_ll168_pl336_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
DLinear,exchange_rate,NN,0p005,96,336,0.39006999135017395,0.27928295731544495,0.5284723043441772,2.2745521068573,2087.173095703125,long_term_forecast_DLinear_exchange_rate_NN_lr0p005_s96_p336_DLinear_custom_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p005_0
TimesNet,ETTm1,RR,0p0001,336,96,0.36502954363822937,0.3183191120624542,0.5641977787017822,2.0675604343414307,273.5630798339844,long_term_forecast_TimesNet_ETTm1_RR_lr0p0001_s336_p96_TimesNet_ETTm1_ftM_sl336_ll168_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
TimesNet,ETTh2,NR,0p0001,336,336,0.4648827016353607,0.44092509150505066,0.664021909236908,1.8745771646499634,348.42535400390625,long_term_forecast_TimesNet_ETTh2_NR_lr0p0001_s336_p336_TimesNet_ETTh2_ftM_sl336_ll168_pl336_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
TimeMixer,weather,NR,0p01,96,336,0.2878102660179138,0.26068124175071716,0.5105695128440857,17.877273559570312,38427372.0,long_term_forecast_TimeMixer_weather_NR_lr0p01_s96_p336_TimeMixer_custom_ftM_sl96_ll0_pl336_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p01_0
TimeMixer,illness,NR,0p01,336,96,0.8416226506233215,1.2181886434555054,1.1037157773971558,4.882173538208008,478.36236572265625,long_term_forecast_TimeMixer_illness_NR_lr0p01_s336_p96_TimeMixer_custom_ftM_sl336_ll0_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p01_0
DLinear,ETTh1,RR,0p003,96,336,0.44919613003730774,0.4811757802963257,0.6936683654785156,6.846915245056152,17280.130859375,long_term_forecast_DLinear_ETTh1_RR_lr0p003_s96_p336_DLinear_ETTh1_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p003_0
TimeFilter,ETTm1,NR,0p0001,336,96,0.3469252288341522,0.29139089584350586,0.5398063659667969,2.0294389724731445,297.44873046875,long_term_forecast_TimeFilter_ETTm1_NR_lr0p0001_s336_p96_TimeFilter_ETTm1_ftM_sl336_ll168_pl96_dm64_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
GRU,ETTm1,NN,0p001,336,96,0.41885846853256226,0.3950065076351166,0.628495454788208,2.5072569847106934,380.5269470214844,long_term_forecast_GRU_ETTm1_NN_lr0p001_s336_p96_GRU_ETTm1_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
GRU,weather,RN,0p001,96,336,0.3271217942237854,0.30985695123672485,0.5566479563713074,18.577129364013672,37071464.0,long_term_forecast_GRU_weather_RN_lr0p001_s96_p336_GRU_custom_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p001_0
DLinear,ETTh1,NR,0p0001,96,96,0.5085996389389038,0.5785605311393738,0.7606316804885864,10.465603828430176,35607.75390625,long_term_forecast_DLinear_ETTh1_NR_lr0p0001_s96_p96_DLinear_ETTh1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
TimesNet,ETTm2,RR,0p0001,96,336,0.3499358296394348,0.31163275241851807,0.5582407712936401,1.425297498703003,363.00726318359375,long_term_forecast_TimesNet_ETTm2_RR_lr0p0001_s96_p336_TimesNet_ETTm2_ftM_sl96_ll48_pl336_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
TimeMixer,weather,NN,0p01,336,336,0.27976861596107483,0.24251747131347656,0.4924606382846832,13.026721000671387,17939238.0,long_term_forecast_TimeMixer_weather_NN_lr0p01_s336_p336_TimeMixer_custom_ftM_sl336_ll0_pl336_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p01_0
iTransformer,ETTm2,RN,0p0001,336,336,0.34065523743629456,0.28467121720314026,0.5335459113121033,1.3693840503692627,266.84320068359375,long_term_forecast_iTransformer_ETTm2_RN_lr0p0001_s336_p336_iTransformer_ETTm2_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
TimeMixer,ETTh1,NR,0p01,336,336,0.4394892752170563,0.4301283061504364,0.6558416485786438,8.26724910736084,27547.15625,long_term_forecast_TimeMixer_ETTh1_NR_lr0p01_s336_p336_TimeMixer_ETTh1_ftM_sl336_ll0_pl336_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p01_0
TimeMixer,ETTh1,RR,0p0001,96,96,0.47992363572120667,0.5294301509857178,0.7276195287704468,11.316389083862305,44910.8828125,long_term_forecast_TimeMixer_ETTh1_RR_lr0p0001_s96_p96_TimeMixer_ETTh1_ftM_sl96_ll0_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
PatchTST,ETTh1,NR,0p003,96,720,0.4963393807411194,0.521047055721283,0.7218359112739563,10.524274826049805,36652.296875,long_term_forecast_PatchTST_ETTh1_NR_lr0p003_s96_p720_PatchTST_ETTh1_ftM_sl96_ll48_pl720_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p003_0
iTransformer,exchange_rate,NR,0p0001,96,336,0.40532320737838745,0.30984267592430115,0.5566351413726807,1.6266555786132812,734.2183837890625,long_term_forecast_iTransformer_exchange_rate_NR_lr0p0001_s96_p336_iTransformer_custom_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NR_lr_0p0001_0
iTransformer,ETTh1,NN,0p0001,96,720,0.5079764127731323,0.5267600417137146,0.7257823944091797,10.494397163391113,45918.4140625,long_term_forecast_iTransformer_ETTh1_NN_lr0p0001_s96_p720_iTransformer_ETTh1_ftM_sl96_ll48_pl720_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
TimeMixer,ETTm1,NR,0p01,96,96,0.37898749113082886,0.34708985686302185,0.5891433358192444,2.3142924308776855,344.0718078613281,long_term_forecast_TimeMixer_ETTm1_NR_lr0p01_s96_p96_TimeMixer_ETTm1_ftM_sl96_ll0_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p01_0
TimeMixer,ETTm2,NN,0p01,336,96,0.2637614905834198,0.17944130301475525,0.4236051142215729,1.1269348859786987,232.66519165039062,long_term_forecast_TimeMixer_ETTm2_NN_lr0p01_s336_p96_TimeMixer_ETTm2_ftM_sl336_ll0_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p01_0
TimeMixer,ETTh1,NR,0p001,96,720,0.4844319820404053,0.5238394141197205,0.7237675189971924,8.589859008789062,25634.888671875,long_term_forecast_TimeMixer_ETTh1_NR_lr0p001_s96_p720_TimeMixer_ETTh1_ftM_sl96_ll0_pl720_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
PatchTST,ETTh1,NN,0p003,96,96,0.41323697566986084,0.3952515721321106,0.6286903619766235,10.485740661621094,45324.08203125,long_term_forecast_PatchTST_ETTh1_NN_lr0p003_s96_p96_PatchTST_ETTh1_ftM_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p003_0
PatchTST,illness,NN,0p0001,96,96,0.9797180891036987,2.1048831939697266,1.4508215188980103,2.934173822402954,684.9541625976562,long_term_forecast_PatchTST_illness_NN_lr0p0001_s96_p96_PatchTST_custom_ftM_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
TimesNet,weather,RR,0p0001,336,336,0.3060297667980194,0.2750665247440338,0.5244678258895874,8.315556526184082,6111687.0,long_term_forecast_TimesNet_weather_RR_lr0p0001_s336_p336_TimesNet_custom_ftM_sl336_ll168_pl336_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
GRU,weather,NR,0p001,336,96,0.28507426381111145,0.23426032066345215,0.4840044677257538,15.219260215759277,26463834.0,long_term_forecast_GRU_weather_NR_lr0p001_s336_p96_GRU_custom_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
TimeMixer,weather,RR,0p01,96,96,0.2126898318529129,0.1658198982477188,0.4072099030017853,6.414500713348389,3678668.25,long_term_forecast_TimeMixer_weather_RR_lr0p01_s96_p96_TimeMixer_custom_ftM_sl96_ll0_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RR_lr_0p01_0
TimeMixer,ETTh1,NR,0p0003,96,96,0.42466649413108826,0.41956138610839844,0.647735595703125,9.236577033996582,34210.609375,long_term_forecast_TimeMixer_ETTh1_NR_lr0p0003_s96_p96_TimeMixer_ETTh1_ftM_sl96_ll0_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p0003_0
PatchTST,ETTh2,NN,0p0001,96,96,0.34465542435646057,0.2865363359451294,0.5352908968925476,1.5355911254882812,442.7009582519531,long_term_forecast_PatchTST_ETTh2_NN_lr0p0001_s96_p96_PatchTST_ETTh2_ftM_sl96_ll48_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
TimeMixer,ETTm2,RN,0p01,336,96,0.27051064372062683,0.18542622029781342,0.4306114614009857,1.1730685234069824,243.9616241455078,long_term_forecast_TimeMixer_ETTm2_RN_lr0p01_s336_p96_TimeMixer_ETTm2_ftM_sl336_ll0_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p01_0
GRU,ETTh1,NN,0p0001,96,96,0.46838104724884033,0.47351184487342834,0.6881219744682312,10.172751426696777,38692.33203125,long_term_forecast_GRU_ETTh1_NN_lr0p0001_s96_p96_GRU_ETTh1_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
TimesNet,exchange_rate,RN,0p0001,96,96,0.2279442548751831,0.10216065496206284,0.3196257948875427,1.3360536098480225,1104.9002685546875,long_term_forecast_TimesNet_exchange_rate_RN_lr0p0001_s96_p96_TimesNet_custom_ftM_sl96_ll48_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
GRU,weather,NR,0p001,96,96,0.2690785527229309,0.22099827229976654,0.47010454535484314,9.612724304199219,9261558.0,long_term_forecast_GRU_weather_NR_lr0p001_s96_p96_GRU_custom_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NR_lr_0p001_0
iTransformer,ETTm2,RR,0p0001,336,96,0.26939526200294495,0.1738891750574112,0.4170002043247223,1.1074339151382446,190.38766479492188,long_term_forecast_iTransformer_ETTm2_RR_lr0p0001_s336_p96_iTransformer_ETTm2_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p0001_0
TimeFilter,exchange_rate,RN,0p0001,96,336,0.40248924493789673,0.30803099274635315,0.5550053715705872,2.9167871475219727,3360.345703125,long_term_forecast_TimeFilter_exchange_rate_RN_lr0p0001_s96_p336_TimeFilter_custom_ftM_sl96_ll48_pl336_dm64_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
TimeFilter,weather,RN,0p0001,96,96,0.21389985084533691,0.1666647493839264,0.4082459509372711,15.19345474243164,25133348.0,long_term_forecast_TimeFilter_weather_RN_lr0p0001_s96_p96_TimeFilter_custom_ftM_sl96_ll48_pl96_dm64_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
GRU,weather,NN,0p001,336,96,0.23481735587120056,0.17858771979808807,0.42259639501571655,16.349470138549805,31310184.0,long_term_forecast_GRU_weather_NN_lr0p001_s336_p96_GRU_custom_ftM_sl336_ll168_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_rev_NN_lr_0p001_0
iTransformer,ETTh1,NN,0p0001,336,336,0.46198782324790955,0.46273279190063477,0.6802446842193604,10.363682746887207,41609.74609375,long_term_forecast_iTransformer_ETTh1_NN_lr0p0001_s336_p336_iTransformer_ETTh1_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_rev_NN_lr_0p0001_0
DLinear,ETTh1,RR,0p001,96,192,0.441970556974411,0.45073071122169495,0.6713647842407227,7.856974124908447,23975.119140625,long_term_forecast_DLinear_ETTh1_RR_lr0p001_s96_p192_DLinear_ETTh1_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RR_lr_0p001_0
TimesNet,exchange_rate,RN,0p0001,336,96,0.32318463921546936,0.18796607851982117,0.43355053663253784,1.979364275932312,1906.7943115234375,long_term_forecast_TimesNet_exchange_rate_RN_lr0p0001_s336_p96_TimesNet_custom_ftM_sl336_ll168_pl96_dm16_nh8_el2_dl1_df32_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
PatchTST,exchange_rate,RN,0p0001,336,96,0.22687017917633057,0.10083721578121185,0.3175487518310547,1.4071929454803467,1035.536865234375,long_term_forecast_PatchTST_exchange_rate_RN_lr0p0001_s336_p96_PatchTST_custom_ftM_sl336_ll168_pl96_dm512_nh8_el1_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p0001_0
DLinear,ETTh1,RN,0p01,96,336,0.48859813809394836,0.5157501101493835,0.7181574702262878,9.268135070800781,36857.61328125,long_term_forecast_DLinear_ETTh1_RN_lr0p01_s96_p336_DLinear_ETTh1_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_rev_RN_lr_0p01_0
