model,case,dataset,seq_len,pred_len,features,mse,mae
RevIN-OLS,NR,ETTh2,336,96,M,0.4805755720918658,0.4845266851260421
RevIN-OLS,NR,ETTh2,336,192,M,0.8205043745572568,0.6581460168730863
RevIN-OLS,NR,ETTh2,336,336,M,2.4349567590726493,1.1328078231934755
RevIN-OLS,NR,ETTh2,336,720,M,10.194698536023784,2.176332907632138
RevIN-OLS,RN,ETTh2,336,96,M,0.3809795237617134,0.4092502055147672
RevIN-OLS,RN,ETTh2,336,192,M,0.8568526647128923,0.6497810799815769
RevIN-OLS,RN,ETTh2,336,336,M,1.676466605809107,0.9505547844553304
RevIN-OLS,RN,ETTh2,336,720,M,3.8566350785468457,1.4678065800629592
RevIN-OLS,RR,ETTh2,336,96,M,0.3611698984277831,0.4020828956109509
RevIN-OLS,RR,ETTh2,336,192,M,0.8679508809792127,0.6559773512909124
RevIN-OLS,RR,ETTh2,336,336,M,1.8668317431362036,1.008975613772865
RevIN-OLS,RR,ETTh2,336,720,M,5.396303303342424,1.7735300527277813
RevIN-OLS,NN,ETTm1,336,96,M,0.3078971966160901,0.3485664945194731
RevIN-OLS,NN,ETTm1,336,192,M,0.3420692302567247,0.3686208054531564
RevIN-OLS,NN,ETTm1,336,336,M,0.3762307654699949,0.3879110128936555
RevIN-OLS,NN,ETTm1,336,720,M,0.4340979772709986,0.4208951509669569
RevIN-OLS,NR,ETTm1,336,96,M,0.3034963238073767,0.3470235986254055
RevIN-OLS,NR,ETTm1,336,192,M,0.3373686006265573,0.3663959326879963
RevIN-OLS,NR,ETTm1,336,336,M,0.3745688155433846,0.3863112864086682
RevIN-OLS,NR,ETTm1,336,720,M,0.4349228989626758,0.4194309761413059
RevIN-OLS,RN,ETTm1,336,96,M,0.309346284950528,0.3497516604475016
RevIN-OLS,RN,ETTm1,336,192,M,0.3417555895685054,0.3687552388817542
RevIN-OLS,RN,ETTm1,336,336,M,0.3737836209482228,0.3871462355830842
RevIN-OLS,RN,ETTm1,336,720,M,0.4274981888443663,0.4175965909098875
RevIN-OLS,RR,ETTm1,336,96,M,0.305131705765806,0.3484598255397542
RevIN-OLS,RR,ETTm1,336,192,M,0.3374911848501465,0.3668185603892029
RevIN-OLS,RR,ETTm1,336,336,M,0.3731526794707091,0.3861171512648366
RevIN-OLS,RR,ETTm1,336,720,M,0.4301485796807042,0.418681281407654
RevIN-OLS,NN,ETTm2,336,96,M,0.1700401494741986,0.2567602821142163
RevIN-OLS,NN,ETTm2,336,192,M,0.2431747809906808,0.3080769872349516
RevIN-OLS,NN,ETTm2,336,336,M,0.3347296713184887,0.3698516730012547
RevIN-OLS,NN,ETTm2,336,720,M,0.7217528337675582,0.5670422880621491
RevIN-OLS,NR,ETTm2,336,96,M,0.1720259488422111,0.2616840804328031
RevIN-OLS,NR,ETTm2,336,192,M,0.2454607831195607,0.3152194752913874
RevIN-OLS,NR,ETTm2,336,336,M,0.3374986358246884,0.3750870606570392
RevIN-OLS,NR,ETTm2,336,720,M,0.75737611383342,0.5748273294394823
RevIN-OLS,RN,ETTm2,336,96,M,0.1692585782182311,0.2554471123512334
RevIN-OLS,RN,ETTm2,336,192,M,0.2429589560757679,0.3088490661258626
RevIN-OLS,RN,ETTm2,336,336,M,0.3159919919427367,0.3560910356616031
RevIN-OLS,RN,ETTm2,336,720,M,0.4834813089864679,0.4497719315265931
RevIN-OLS,RR,ETTm2,336,96,M,0.1703586999353493,0.2594843513719647
RevIN-OLS,RR,ETTm2,336,192,M,0.2425957022032821,0.3100408640946643
RevIN-OLS,RR,ETTm2,336,336,M,0.3138670409370713,0.3565905513028575
RevIN-OLS,RR,ETTm2,336,720,M,0.4695270289966081,0.4522394033944342
RevIN-OLS,NN,electricity,336,96,M,0.1408051331843056,0.236972628616684
RevIN-OLS,NN,electricity,336,192,M,0.155088568962911,0.2493670339541525
RevIN-OLS,NN,electricity,336,336,M,0.1717584735296436,0.2662840670276108
RevIN-OLS,NN,electricity,336,720,M,0.2120073449744704,0.3004818373295464
RevIN-OLS,NR,electricity,336,96,M,0.1302212000487726,0.2334158854106752
RevIN-OLS,NR,electricity,336,192,M,0.1464002278574105,0.2479645562744452
RevIN-OLS,NR,electricity,336,336,M,0.1663859238588304,0.2667433966872369
RevIN-OLS,NR,electricity,336,720,M,0.2110058408820135,0.3025487801423951
RevIN-OLS,RN,electricity,336,96,M,0.1418478264910772,0.2392781032819211
RevIN-OLS,RN,electricity,336,192,M,0.1577663709878965,0.2552040114068155
RevIN-OLS,RN,electricity,336,336,M,0.1782742784486335,0.2784176450084073
RevIN-OLS,RN,electricity,336,720,M,0.2388566768121878,0.3356553619587187
RevIN-OLS,RR,electricity,336,96,M,0.1314998665986892,0.2358105968604978
RevIN-OLS,RR,electricity,336,192,M,0.1498358602037518,0.2540593338762516
RevIN-OLS,RR,electricity,336,336,M,0.1754075961566914,0.2804156871401232
RevIN-OLS,RR,electricity,336,720,M,0.2409716174566783,0.337722084583433
RevIN-OLS,NN,exchange_rate,336,96,M,0.0876956971499426,0.2055071178600564
RevIN-OLS,NN,exchange_rate,336,192,M,0.1839711381465707,0.3025756807766551
RevIN-OLS,NN,exchange_rate,336,336,M,0.3463177717456161,0.423836882628272
RevIN-OLS,NN,exchange_rate,336,720,M,1.189398575180915,0.7959500069355278
RevIN-OLS,NR,exchange_rate,336,96,M,0.0901938574200013,0.2138349093788501
RevIN-OLS,NR,exchange_rate,336,192,M,0.1843226309964779,0.3078417323417139
RevIN-OLS,NR,exchange_rate,336,336,M,0.3331138855551483,0.4164042810084918
RevIN-OLS,NR,exchange_rate,336,720,M,0.6954682536533637,0.618150265691198
RevIN-OLS,RN,exchange_rate,336,96,M,0.083310760508161,0.1999137889859805
RevIN-OLS,RN,exchange_rate,336,192,M,0.1675460237006116,0.2887706508885879
RevIN-OLS,RN,exchange_rate,336,336,M,0.2972885596688311,0.3925085122256045
RevIN-OLS,RN,exchange_rate,336,720,M,1.5503736707690228,0.8414376030313672
RevIN-OLS,RR,exchange_rate,336,96,M,0.087723458076736,0.2054834217129505
RevIN-OLS,RR,exchange_rate,336,192,M,0.1743196494841697,0.2918580071127042
RevIN-OLS,RR,exchange_rate,336,336,M,0.3589696795165278,0.4145218205336909
RevIN-OLS,RR,exchange_rate,336,720,M,0.9359139711464992,0.7023280011865068
RevIN-OLS,NN,traffic,336,96,M,0.4120417467143909,0.2791112579309976
RevIN-OLS,NN,traffic,336,192,M,0.4260714518057457,0.2842185628699353
RevIN-OLS,NN,traffic,336,336,M,0.4389687561202336,0.2914787159701549
RevIN-OLS,NN,traffic,336,720,M,0.4685997936632009,0.3100616673243563
RevIN-OLS,NR,traffic,336,96,M,0.4011995296937642,0.271018433184819
RevIN-OLS,NR,traffic,336,192,M,0.4082521974561305,0.2741597650277349
RevIN-OLS,NR,traffic,336,336,M,0.4256179215595413,0.2844291769362534
RevIN-OLS,NR,traffic,336,720,M,0.4634130367806509,0.3071583185869186
RevIN-OLS,RN,traffic,336,96,M,0.4109039127696501,0.2781332108610125
RevIN-OLS,RN,traffic,336,192,M,0.4247306880840506,0.2827257568991982
RevIN-OLS,RN,traffic,336,336,M,0.4375280759672075,0.2889888680362901
RevIN-OLS,RN,traffic,336,720,M,0.4661423337727485,0.3053204850093746
RevIN-OLS,RR,traffic,336,96,M,0.4012590864336534,0.2706856123904472
RevIN-OLS,RR,traffic,336,192,M,0.4082141170562698,0.2734819538368698
RevIN-OLS,RR,traffic,336,336,M,0.4254517027356218,0.2828966413493677
RevIN-OLS,RR,traffic,336,720,M,0.4632535497224476,0.3042132074868831
RevIN-OLS,NN,weather,336,96,M,0.2867538557562164,0.3048751263910836
RevIN-OLS,NN,weather,336,192,M,0.4095619291067853,0.3791697933411961
RevIN-OLS,NN,weather,336,336,M,0.5087255877561526,0.4404168503222458
RevIN-OLS,NN,weather,336,720,M,0.6194130424532017,0.5090831476110289
RevIN-OLS,NR,weather,336,96,M,0.281111558029668,0.3004930724963289
RevIN-OLS,NR,weather,336,192,M,0.3943310301791366,0.3704545799405213
RevIN-OLS,NR,weather,336,336,M,0.48469971937091,0.4297066558720995
RevIN-OLS,NR,weather,336,720,M,0.5777008394304731,0.4869489209094967
RevIN-OLS,RN,weather,336,96,M,0.2462053398197063,0.2761971296072479
RevIN-OLS,RN,weather,336,192,M,0.3279120861704857,0.3352959919185765
RevIN-OLS,RN,weather,336,336,M,0.453134482677437,0.4100815174811028
RevIN-OLS,RN,weather,336,720,M,0.6369369065575883,0.5055968762303106
RevIN-OLS,RR,weather,336,96,M,0.2415736191963984,0.2739736795791482
RevIN-OLS,RR,weather,336,192,M,0.3158697839351849,0.330638363111091
RevIN-OLS,RR,weather,336,336,M,0.4327370755063331,0.4037525346858599
RevIN-OLS,RR,weather,336,720,M,0.5972796621854856,0.4856997696569995
RevIN-OLS,NN,illness,336,24,M,3.319957348796682,1.287076633818744
RevIN-OLS,NN,illness,336,36,M,3.6406727538688712,1.3644317762042926
RevIN-OLS,NN,illness,336,48,M,3.3260195010692732,1.3145922559433376
RevIN-OLS,NN,illness,336,60,M,3.1087906246925727,1.283564693593133
RevIN-OLS,NR,illness,336,24,M,4.311811746455661,1.338230231819365
RevIN-OLS,NR,illness,336,36,M,5.29295697049367,1.469907849794384
RevIN-OLS,NR,illness,336,48,M,4.5017431717251615,1.3815624868390897
RevIN-OLS,NR,illness,336,60,M,4.333820329069469,1.355919536328283
RevIN-OLS,RN,illness,336,24,M,2.4984432369930025,1.0426346551012005
RevIN-OLS,RN,illness,336,36,M,2.7358318403263686,1.0910979092002495
RevIN-OLS,RN,illness,336,48,M,2.698050008166773,1.0655518621739513
RevIN-OLS,RN,illness,336,60,M,2.4864873716484683,1.0353975865904188
RevIN-OLS,RR,illness,336,24,M,1.071597641856164,0.7266804229359355
RevIN-OLS,RR,illness,336,36,M,1.1029471766044447,0.7478033858831916
RevIN-OLS,RR,illness,336,48,M,1.0829332348876852,0.7233872519254598
RevIN-OLS,RR,illness,336,60,M,1.3597399527557572,0.7879603423999553
