model,case,dataset,seq_len,pred_len,features,mse,mae
Ridge,RR,electricity,96,192,M,0.1902302519451294,0.2791424379060782
Ridge,RR,electricity,96,336,M,0.2048917083877137,0.295167155076716
Ridge,RR,electricity,96,720,M,0.2363799627233379,0.3228251104979496
Ridge,NN,exchange_rate,96,96,M,0.0802331952856773,0.202159362039098
Ridge,NN,exchange_rate,96,192,M,0.1659473272118691,0.3002969354957021
Ridge,NN,exchange_rate,96,336,M,0.3024451687764409,0.4120869214647901
Ridge,NN,exchange_rate,96,720,M,0.829740115691997,0.6821377073259481
Ridge,NR,exchange_rate,96,96,M,0.1007077491526116,0.2204564254300491
Ridge,NR,exchange_rate,96,192,M,0.2552381273252584,0.3609683818692619
Ridge,NR,exchange_rate,96,336,M,0.5408273944423213,0.5508787051605621
Ridge,NR,exchange_rate,96,720,M,1.7450922026936322,1.0215898286032508
Ridge,RN,exchange_rate,96,96,M,0.0824950538374029,0.2067792576735077
Ridge,RN,exchange_rate,96,192,M,0.1774676689819472,0.3128679702316358
Ridge,RN,exchange_rate,96,336,M,0.3388188779085019,0.4381258725010498
Ridge,RN,exchange_rate,96,720,M,0.9045006673323294,0.7199305054610167
Ridge,RR,exchange_rate,96,96,M,0.1094979670213023,0.2318128372217679
Ridge,RR,exchange_rate,96,192,M,0.2903915303146766,0.3886743833574463
Ridge,RR,exchange_rate,96,336,M,0.625784192902305,0.5948318034904367
Ridge,RR,exchange_rate,96,720,M,1.9609527093638803,1.0954101204523228
Ridge,NN,traffic,96,96,M,0.6486319431334849,0.3960947111021324
Ridge,NN,traffic,96,192,M,0.5983423411500765,0.3704324476520452
Ridge,NN,traffic,96,336,M,0.605166773332087,0.3732005631143251
Ridge,NN,traffic,96,720,M,0.6456079487447398,0.394964356676095
Ridge,NR,traffic,96,96,M,0.6548172098255512,0.3970714181953381
Ridge,NR,traffic,96,192,M,0.6023170381788384,0.3685749746704187
Ridge,NR,traffic,96,336,M,0.6141508534163713,0.3753494834388505
Ridge,NR,traffic,96,720,M,0.6647115411066027,0.4015074455429631
Ridge,RN,traffic,96,96,M,0.648196739517073,0.395356713589382
Ridge,RN,traffic,96,192,M,0.5980168431694778,0.3698641608475615
Ridge,RN,traffic,96,336,M,0.6047808933985326,0.3723322031912
Ridge,RN,traffic,96,720,M,0.6453046014395979,0.3936585438695462
Ridge,RR,traffic,96,96,M,0.6546600110603256,0.3963342332348629
Ridge,RR,traffic,96,192,M,0.6024029254701666,0.3682229491260799
Ridge,RR,traffic,96,336,M,0.6143027176014068,0.3747267101834252
Ridge,RR,traffic,96,720,M,0.6648291972877491,0.4004566705714776
Ridge,NN,weather,96,96,M,0.1950376537699409,0.2533440423192725
Ridge,NN,weather,96,192,M,0.2354719997679341,0.2923500824177978
Ridge,NN,weather,96,336,M,0.2812729162114087,0.3303265126853047
Ridge,NN,weather,96,720,M,0.3450693850560022,0.3806315625174999
Ridge,NR,weather,96,96,M,0.19434347317355,0.2513552053943417
Ridge,NR,weather,96,192,M,0.2337256337387012,0.2909818447050837
Ridge,NR,weather,96,336,M,0.2749141310965399,0.3298627912721427
Ridge,NR,weather,96,720,M,0.3284954373351879,0.3779209445568501
Ridge,RN,weather,96,96,M,0.1942468963606202,0.251389259139521
Ridge,RN,weather,96,192,M,0.2343707116369114,0.2898524556938165
Ridge,RN,weather,96,336,M,0.279761938253923,0.327434617751882
Ridge,RN,weather,96,720,M,0.3422565070656406,0.3763703434544458
Ridge,RR,weather,96,96,M,0.1936322949541722,0.2495029297835595
Ridge,RR,weather,96,192,M,0.2327570191525749,0.2886032431704058
Ridge,RR,weather,96,336,M,0.273673356624776,0.3270610834368535
Ridge,RR,weather,96,720,M,0.3267928613036687,0.3741215634930361
Ridge,NN,illness,104,24,M,2.195701314423366,1.0239712744348617
Ridge,NN,illness,104,36,M,2.221553536717422,1.046982790639962
Ridge,NN,illness,104,48,M,2.262576520620385,1.0687599996986197
Ridge,NN,illness,104,60,M,2.385450682068132,1.10384429530786
Ridge,NR,illness,104,24,M,0.6478284050846439,0.5637400731020102
Ridge,NR,illness,104,36,M,0.6521857440415261,0.5776071897328143
Ridge,NR,illness,104,48,M,0.65110153321347,0.5862958205224051
Ridge,NR,illness,104,60,M,0.7007556240604246,0.6125938477066597
Ridge,RN,illness,104,24,M,2.2879557350178383,1.0472237547213727
Ridge,RN,illness,104,36,M,2.3558574065016233,1.0803705244171735
Ridge,RN,illness,104,48,M,2.458561135362449,1.1194767970235877
Ridge,RN,illness,104,60,M,2.6548197815476873,1.1711472515706145
Ridge,RR,illness,104,24,M,0.6610900880922149,0.5611255259369448
Ridge,RR,illness,104,36,M,0.6510262486449523,0.5705322194230205
Ridge,RR,illness,104,48,M,0.6306582929074536,0.5688836042916481
Ridge,RR,illness,104,60,M,0.6611658656599194,0.5829359870831954
KNN-fast,NN,ETTh1,96,96,M,0.6923220093332867,0.5665372566313229
KNN-fast,NN,ETTh1,96,192,M,0.7592222180609871,0.6003456987561443
KNN-fast,NN,ETTh1,96,336,M,0.851141982673751,0.6478112464660968
KNN-fast,NN,ETTh1,96,720,M,0.9386576796637456,0.701317431876567
KNN-fast,NR,ETTh1,96,96,M,0.7046812578167766,0.5733013945473914
KNN-fast,NR,ETTh1,96,192,M,0.7656203881688421,0.6032873633908531
KNN-fast,NR,ETTh1,96,336,M,0.8579443463813913,0.6444254893932053
KNN-fast,NR,ETTh1,96,720,M,0.9213644133651896,0.6809503988418188
KNN-fast,RN,ETTh1,96,96,M,0.7058104660924285,0.5712092029166131
KNN-fast,RN,ETTh1,96,192,M,0.766548884964692,0.6006204325944844
KNN-fast,RN,ETTh1,96,336,M,0.8593109691169026,0.6441029393791933
KNN-fast,RN,ETTh1,96,720,M,0.9048862176042244,0.6822995493695396
KNN-fast,RR,ETTh1,96,96,M,0.6882069081441582,0.5634119847269309
KNN-fast,RR,ETTh1,96,192,M,0.7527935963864556,0.5938656755948762
KNN-fast,RR,ETTh1,96,336,M,0.8469853481659838,0.6300696186890798
KNN-fast,RR,ETTh1,96,720,M,0.9047147131797796,0.6647665671730757
KNN-fast,NN,ETTh2,96,96,M,1.4620696785089669,0.623141382530102
KNN-fast,NN,ETTh2,96,192,M,1.272806990739093,0.6459274018201623
KNN-fast,NN,ETTh2,96,336,M,1.1259980772063627,0.6640373745063161
KNN-fast,NN,ETTh2,96,720,M,1.0969547663662331,0.7282996043252746
KNN-fast,NR,ETTh2,96,96,M,1.4334888786812687,0.6204733117736785
KNN-fast,NR,ETTh2,96,192,M,1.262402767268514,0.6456375206849062
KNN-fast,NR,ETTh2,96,336,M,1.137383321563652,0.673736852011889
KNN-fast,NR,ETTh2,96,720,M,1.1648377075717526,0.7574487282693224
KNN-fast,RN,ETTh2,96,96,M,0.7363718337943803,0.5646271251562534
KNN-fast,RN,ETTh2,96,192,M,0.9163839565684354,0.6445000679768209
KNN-fast,RN,ETTh2,96,336,M,1.1953003751724751,0.7676520070395002
KNN-fast,RN,ETTh2,96,720,M,1.3922869222430525,0.8706103246062253
KNN-fast,RR,ETTh2,96,96,M,0.7498073435682229,0.5704410324389954
KNN-fast,RR,ETTh2,96,192,M,0.942843170360002,0.6566803035644057
KNN-fast,RR,ETTh2,96,336,M,1.243519047599202,0.7910415033257224
KNN-fast,RR,ETTh2,96,720,M,1.5121968306855194,0.9175940492681646
KNN-fast,NN,ETTm1,96,96,M,0.6143335633391674,0.5155550445816475
KNN-fast,NN,ETTm1,96,192,M,0.6515163261736696,0.5388216316198193
KNN-fast,NN,ETTm1,96,336,M,0.6852028841034479,0.5629612186150423
KNN-fast,NN,ETTm1,96,720,M,0.7582471964921476,0.6029496711270387
KNN-fast,NR,ETTm1,96,96,M,0.6267571515206999,0.5229488990774378
KNN-fast,NR,ETTm1,96,192,M,0.6607824627938688,0.544952080801335
KNN-fast,NR,ETTm1,96,336,M,0.6983612707721681,0.5689388836090582
KNN-fast,NR,ETTm1,96,720,M,0.7680195936808487,0.6037241437783845
KNN-fast,RN,ETTm1,96,96,M,0.6197730754202109,0.5185790455196683
KNN-fast,RN,ETTm1,96,192,M,0.6577529558045614,0.5436083555309021
KNN-fast,RN,ETTm1,96,336,M,0.6890855737554974,0.5637441767960185
KNN-fast,RN,ETTm1,96,720,M,0.7673523622876552,0.6028256939989393
KNN-fast,RR,ETTm1,96,96,M,0.6092596677037917,0.5120370797327491
KNN-fast,RR,ETTm1,96,192,M,0.647848073578267,0.5379653177918591
KNN-fast,RR,ETTm1,96,336,M,0.6771257706150507,0.5566943369692264
KNN-fast,RR,ETTm1,96,720,M,0.7594726447140512,0.596133332772015
KNN-fast,NN,ETTm2,96,96,M,0.346713406168794,0.3898662334205514
KNN-fast,NN,ETTm2,96,192,M,0.5066972745583694,0.470430737874595
KNN-fast,NN,ETTm2,96,336,M,0.615064178945998,0.5160906143750703
KNN-fast,NN,ETTm2,96,720,M,1.246577246790249,0.6880914706625483
KNN-fast,NR,ETTm2,96,96,M,0.3512810869237514,0.3919508395762383
KNN-fast,NR,ETTm2,96,192,M,0.5167028144669218,0.4729587996814066
KNN-fast,NR,ETTm2,96,336,M,0.631723674239106,0.5224995117206731
KNN-fast,NR,ETTm2,96,720,M,1.2662177498982246,0.697734122682474
KNN-fast,RN,ETTm2,96,96,M,0.3833690642920535,0.42465880044089
KNN-fast,RN,ETTm2,96,192,M,0.5836408289351862,0.5219678574536254
KNN-fast,RN,ETTm2,96,336,M,0.788699794701117,0.5863873424941298
KNN-fast,RN,ETTm2,96,720,M,1.1543885438425558,0.7538082067964439
KNN-fast,RR,ETTm2,96,96,M,0.3861210508967767,0.4244421464953872
KNN-fast,RR,ETTm2,96,192,M,0.5891310737465072,0.5221181871823002
KNN-fast,RR,ETTm2,96,336,M,0.8025994238071215,0.5875332219715513
KNN-fast,RR,ETTm2,96,720,M,1.1770677936202412,0.7582444827252893
KNN-fast,NN,electricity,96,96,M,0.4850055284216553,0.5060950186410632
KNN-fast,NN,electricity,96,192,M,0.6039850164909614,0.5940721005382479
KNN-fast,NN,electricity,96,336,M,0.9301426422522552,0.7562435013381862
KNN-fast,NN,electricity,96,720,M,1.1792229741797438,0.8669127621007916
KNN-fast,NR,electricity,96,96,M,0.4934054655134401,0.5146939629000497
KNN-fast,NR,electricity,96,192,M,0.6047255383093363,0.5980388263335348
KNN-fast,NR,electricity,96,336,M,0.9260363421445594,0.7581028082069885
KNN-fast,NR,electricity,96,720,M,1.168669962712857,0.8657211395883281
KNN-fast,RN,electricity,96,96,M,0.494499075326015,0.5161696366074516
KNN-fast,RN,electricity,96,192,M,0.6028020672893749,0.5947440147133715
KNN-fast,RN,electricity,96,336,M,0.9319697282221224,0.7590004791676337
KNN-fast,RN,electricity,96,720,M,1.176477288369313,0.8667460486765272
KNN-fast,RR,electricity,96,96,M,0.4753561399775663,0.5043265959416843
KNN-fast,RR,electricity,96,192,M,0.5915666534724143,0.5898801776386281
KNN-fast,RR,electricity,96,336,M,0.925612863543506,0.7563526090350077
KNN-fast,RR,electricity,96,720,M,1.1705975389823493,0.8666706398053698
KNN-fast,NN,exchange_rate,96,96,M,0.3139230163068213,0.3894930280714138
KNN-fast,NN,exchange_rate,96,192,M,0.5279835041706925,0.5364519304482824
KNN-fast,NN,exchange_rate,96,336,M,0.854205298584022,0.6933620508694829
KNN-fast,NN,exchange_rate,96,720,M,1.286335903805872,0.8820811716611726
KNN-fast,NR,exchange_rate,96,96,M,0.3756653441570291,0.4222400950714455
KNN-fast,NR,exchange_rate,96,192,M,0.6737609485764371,0.580261939730775
KNN-fast,NR,exchange_rate,96,336,M,1.169214827135927,0.7797763473101283
KNN-fast,NR,exchange_rate,96,720,M,2.526972141580465,1.1870154642652246
KNN-fast,RN,exchange_rate,96,96,M,0.1564149306185857,0.2847137762083803
KNN-fast,RN,exchange_rate,96,192,M,0.3234597394292747,0.4224512440822567
KNN-fast,RN,exchange_rate,96,336,M,1.019995921830568,0.7415924263905602
KNN-fast,RN,exchange_rate,96,720,M,1.6997541320082887,0.9991075736570753
KNN-fast,RR,exchange_rate,96,96,M,0.2130177432256388,0.3191854553395126
KNN-fast,RR,exchange_rate,96,192,M,0.4575762466378806,0.4922649607964128
KNN-fast,RR,exchange_rate,96,336,M,1.2382075349132695,0.8307459287592986
KNN-fast,RR,exchange_rate,96,720,M,2.409685823212922,1.2314221917840258
KNN-fast,NN,traffic,96,96,M,1.483337299719133,0.7986104801618543
KNN-fast,NN,traffic,96,192,M,1.2632440682375223,0.6857880871286172
KNN-fast,NN,traffic,96,336,M,1.6159316471146157,0.8369794551301499
KNN-fast,NN,traffic,96,720,M,1.8088808458818348,0.9249140878411024
KNN-fast,NR,traffic,96,96,M,1.5089104413529566,0.8144656867463396
KNN-fast,NR,traffic,96,192,M,1.3142513205731057,0.7145394582382848
KNN-fast,NR,traffic,96,336,M,1.6234182069153205,0.8413394640141308
KNN-fast,NR,traffic,96,720,M,1.8049393034034371,0.9229147210652842
KNN-fast,RN,traffic,96,96,M,1.5129398080996144,0.7971153792047087
KNN-fast,RN,traffic,96,192,M,1.2728099959104318,0.6875832289494759
KNN-fast,RN,traffic,96,336,M,1.5959263926457457,0.8307245391887579
KNN-fast,RN,traffic,96,720,M,1.7960501000710272,0.9177622084891413
KNN-fast,RR,traffic,96,96,M,1.5066552475585409,0.7782186544550203
KNN-fast,RR,traffic,96,192,M,1.2677385144993203,0.6717442325716765
KNN-fast,RR,traffic,96,336,M,1.595967858857019,0.8244717804294086
KNN-fast,RR,traffic,96,720,M,1.804060261730984,0.918549093995722
KNN-fast,NN,weather,96,96,M,0.231725765656835,0.2681033945401499
KNN-fast,NN,weather,96,192,M,0.2978066896852012,0.3222544958048082
KNN-fast,NN,weather,96,336,M,0.3711012795322892,0.3743681545796972
KNN-fast,NN,weather,96,720,M,0.4305065364403694,0.4145939208075229
KNN-fast,NR,weather,96,96,M,0.2315919556096807,0.267820305481795
KNN-fast,NR,weather,96,192,M,0.2930860963854237,0.321089742213365
KNN-fast,NR,weather,96,336,M,0.3575383862682362,0.3708481112130734
KNN-fast,NR,weather,96,720,M,0.4039868824938579,0.4075009093510168
KNN-fast,RN,weather,96,96,M,0.2270737524357469,0.2743482357773966
KNN-fast,RN,weather,96,192,M,0.2879681839361455,0.3239257155822362
KNN-fast,RN,weather,96,336,M,0.3467031589576068,0.3653073210323117
KNN-fast,RN,weather,96,720,M,0.4335973391490059,0.4190958113723845
KNN-fast,RR,weather,96,96,M,0.227292583675704,0.2739165915777798
KNN-fast,RR,weather,96,192,M,0.284088190270959,0.3224479312465941
KNN-fast,RR,weather,96,336,M,0.3351547065371145,0.3623866462238688
KNN-fast,RR,weather,96,720,M,0.4019837377256222,0.4088080043880624
KNN-fast,NN,illness,104,24,M,4.815227406242141,1.4591526423039232
KNN-fast,NN,illness,104,36,M,5.369307124228076,1.567845567298827
KNN-fast,NN,illness,104,48,M,5.562743035611479,1.6082138883953885
KNN-fast,NN,illness,104,60,M,5.499792217957937,1.5983752290670104
KNN-fast,NR,illness,104,24,M,1.298611841506851,0.6911543959293098
KNN-fast,NR,illness,104,36,M,1.4403979696315343,0.739189872101511
KNN-fast,NR,illness,104,48,M,1.5769520842649167,0.7760628189109865
KNN-fast,NR,illness,104,60,M,1.6503540022041674,0.785312027573359
KNN-fast,RN,illness,104,24,M,5.220983289305136,1.5342682427047578
KNN-fast,RN,illness,104,36,M,5.595452372411697,1.615236423943897
KNN-fast,RN,illness,104,48,M,5.720811887155869,1.6459751656804318
KNN-fast,RN,illness,104,60,M,6.040707552598855,1.696298590363677
KNN-fast,RR,illness,104,24,M,1.6193319071276282,0.7828350342497002
KNN-fast,RR,illness,104,36,M,1.75068444318781,0.8354457233126409
KNN-fast,RR,illness,104,48,M,1.810727966335196,0.8464213766740026
KNN-fast,RR,illness,104,60,M,1.964147491361487,0.8696203874613427
OLS,NN,ETTh1,336,96,M,0.3702352706781428,0.3915381623525798
OLS,NN,ETTh1,336,192,M,0.4041513939541894,0.4126811481704286
OLS,NN,ETTh1,336,336,M,0.4334472972109285,0.434189617256726
OLS,NN,ETTh1,336,720,M,0.4714460876293218,0.4877612750956127
OLS,NR,ETTh1,336,96,M,0.3519175442030848,0.3843189365224125
OLS,NR,ETTh1,336,192,M,0.389443799632489,0.4032048383384318
OLS,NR,ETTh1,336,336,M,0.4077756554699139,0.4126044863907696
OLS,NR,ETTh1,336,720,M,0.4321839181741292,0.4355493363059037
OLS,RN,ETTh1,336,96,M,0.3702500521711376,0.3928676480229718
OLS,RN,ETTh1,336,192,M,0.4038372277430495,0.4138107645609652
OLS,RN,ETTh1,336,336,M,0.4293367707217665,0.4317593474947836
OLS,RN,ETTh1,336,720,M,0.4438614217722136,0.4675444297658979
OLS,RR,ETTh1,336,96,M,0.3514239191380748,0.3864000145366435
OLS,RR,ETTh1,336,192,M,0.3884872246862427,0.4058920583443725
OLS,RR,ETTh1,336,336,M,0.4066404774825936,0.4145230162792228
OLS,RR,ETTh1,336,720,M,0.4344700413958209,0.4353103256630068
OLS,NN,ETTh2,336,96,M,0.3018558119437219,0.3654603864364265
OLS,NN,ETTh2,336,192,M,0.3971685761867506,0.4275685021971559
OLS,NN,ETTh2,336,336,M,0.485814102982662,0.4836554232019869
OLS,NN,ETTh2,336,720,M,0.7406606244392101,0.6116146307730296
OLS,NR,ETTh2,336,96,M,0.2697817704707513,0.3546811544684852
OLS,NR,ETTh2,336,192,M,0.3449312211838859,0.4104611824969758
OLS,NR,ETTh2,336,336,M,0.4313320892811716,0.4649704744323624
OLS,NR,ETTh2,336,720,M,0.7093845806456144,0.6009496200949219
OLS,RN,ETTh2,336,96,M,0.3151457346735386,0.3756409903052944
OLS,RN,ETTh2,336,192,M,0.4307396638512397,0.4481601267264358
OLS,RN,ETTh2,336,336,M,0.5572061650596792,0.520397145522143
OLS,RN,ETTh2,336,720,M,0.9288089127422255,0.6862627045121836
OLS,RR,ETTh2,336,96,M,0.2832032488396186,0.3647269681957703
OLS,RR,ETTh2,336,192,M,0.37944545812446,0.4320287391983514
OLS,RR,ETTh2,336,336,M,0.5046814345458392,0.50463635827195
OLS,RR,ETTh2,336,720,M,0.9045795299896324,0.6839115000879582
OLS,NN,ETTm1,336,96,M,0.2992891608722617,0.3427992491164316
OLS,NN,ETTm1,336,192,M,0.3339970511365642,0.3637390722177865
OLS,NN,ETTm1,336,336,M,0.3683715701110567,0.3843609975516293
OLS,NN,ETTm1,336,720,M,0.4232985784772411,0.4180952621879093
OLS,NR,ETTm1,336,96,M,0.2949058947022086,0.3420231100999899
OLS,NR,ETTm1,336,192,M,0.3295828099024448,0.3621811746523108
OLS,NR,ETTm1,336,336,M,0.3670069194722185,0.3831184415637469
OLS,NR,ETTm1,336,720,M,0.4249134428200307,0.4158133907479808
OLS,RN,ETTm1,336,96,M,0.2993566938899034,0.3432538956693308
OLS,RN,ETTm1,336,192,M,0.3338923138882987,0.3641951229694739
OLS,RN,ETTm1,336,336,M,0.3679123416372462,0.3847064261301073
OLS,RN,ETTm1,336,720,M,0.4219765873776138,0.4178392576561556
OLS,RR,ETTm1,336,96,M,0.2950407320783633,0.3424885593128695
OLS,RR,ETTm1,336,192,M,0.3295479555294053,0.3625688615587625
OLS,RR,ETTm1,336,336,M,0.3665926495061832,0.3833137324430106
OLS,RR,ETTm1,336,720,M,0.4230568202461233,0.4153237227942232
OLS,NN,ETTm2,336,96,M,0.1723400045386296,0.2694501152892422
OLS,NN,ETTm2,336,192,M,0.2409788286341926,0.3227626756151672
OLS,NN,ETTm2,336,336,M,0.318876283687788,0.3783551262255729
OLS,NN,ETTm2,336,720,M,0.4580594709563769,0.4633035930037652
OLS,NR,ETTm2,336,96,M,0.1746923639084038,0.2729113646886619
OLS,NR,ETTm2,336,192,M,0.2430891786465447,0.3258294492437766
OLS,NR,ETTm2,336,336,M,0.3205916063883541,0.3814401866175144
OLS,NR,ETTm2,336,720,M,0.4587657037232218,0.4707326761315004
OLS,RN,ETTm2,336,96,M,0.1730647813392127,0.2704418905752858
OLS,RN,ETTm2,336,192,M,0.2422289910108409,0.3239925854187669
OLS,RN,ETTm2,336,336,M,0.3209317093684585,0.3799260180608162
OLS,RN,ETTm2,336,720,M,0.467625266204079,0.468707029276933
OLS,RR,ETTm2,336,96,M,0.1754391603290995,0.2738678814487389
OLS,RR,ETTm2,336,192,M,0.244347698633591,0.3269669108096388
OLS,RR,ETTm2,336,336,M,0.3226386948023987,0.3829234759839433
OLS,RR,ETTm2,336,720,M,0.468209660144407,0.4759164157234577
OLS,NN,electricity,336,96,M,0.1398997415101851,0.2370138359064149
OLS,NN,electricity,336,192,M,0.1535873464610638,0.2500969428189885
OLS,NN,electricity,336,336,M,0.1691194328174865,0.2675710842369583
OLS,NN,electricity,336,720,M,0.2035810252020905,0.3007864921377109
OLS,NR,electricity,336,96,M,0.128873124949294,0.2327646213146312
OLS,NR,electricity,336,192,M,0.1432226207164938,0.2466676904794014
OLS,NR,electricity,336,336,M,0.1608399634305858,0.2646162020174734
OLS,NR,electricity,336,720,M,0.1979034582780809,0.2973086211605056
OLS,RN,electricity,336,96,M,0.1398061433862805,0.237110142335704
OLS,RN,electricity,336,192,M,0.1535081280803102,0.2502994243860326
OLS,RN,electricity,336,336,M,0.1688985345927603,0.2677413925319209
OLS,RN,electricity,336,720,M,0.2032336236633621,0.3010508082591264
OLS,RR,electricity,336,96,M,0.1288299915066101,0.2328954564958646
OLS,RR,electricity,336,192,M,0.1432667054727357,0.2469325335368651
OLS,RR,electricity,336,336,M,0.1609444138857874,0.2649818916064056
OLS,RR,electricity,336,720,M,0.1978637050743759,0.2975210368428613
OLS,NN,exchange_rate,336,96,M,0.0826139573964489,0.2056740268907657
OLS,NN,exchange_rate,336,192,M,0.1745778445542715,0.3080572775726928
OLS,NN,exchange_rate,336,336,M,0.3698542351772079,0.4567226778290769
OLS,NN,exchange_rate,336,720,M,1.0995604346904082,0.7866606237840498
OLS,NR,exchange_rate,336,96,M,0.1102133540701174,0.2282176644174108
OLS,NR,exchange_rate,336,192,M,0.2784916193119247,0.3768071114723286
OLS,NR,exchange_rate,336,336,M,0.7072738676954219,0.6330678710878649
OLS,NR,exchange_rate,336,720,M,2.170278779917706,1.1706094345353797
OLS,RN,exchange_rate,336,96,M,0.084341677306762,0.2093095644675697
OLS,RN,exchange_rate,336,192,M,0.1781703444579028,0.3136066772014458
OLS,RN,exchange_rate,336,336,M,0.3749063161830928,0.4589515940791731
OLS,RN,exchange_rate,336,720,M,1.2012632553959846,0.815037122914899
OLS,RR,exchange_rate,336,96,M,0.1196891529325044,0.2399621012036966
OLS,RR,exchange_rate,336,192,M,0.2999739624053722,0.395409634507992
OLS,RR,exchange_rate,336,336,M,0.7481088625291366,0.6527272203856522
OLS,RR,exchange_rate,336,720,M,2.578444240689641,1.2813173691591275
OLS,NN,traffic,336,96,M,0.4100457696112512,0.2819679168082865
OLS,NN,traffic,336,192,M,0.4227057467765787,0.2875244949607562
OLS,NN,traffic,336,336,M,0.4359670384716637,0.2954631596735965
OLS,NN,traffic,336,720,M,0.4657294595934278,0.3146269572458742
OLS,NR,traffic,336,96,M,0.4023142824112402,0.2744238793095014
OLS,NR,traffic,336,192,M,0.4092652022135504,0.2788128940525283
OLS,NR,traffic,336,336,M,0.4270858825840777,0.2900842263218945
OLS,NR,traffic,336,720,M,0.4662161930989163,0.3142406216138301
OLS,RN,traffic,336,96,M,0.4097960856551056,0.2813535666685628
OLS,RN,traffic,336,192,M,0.4224642619612414,0.2869332676336998
OLS,RN,traffic,336,336,M,0.4357958074916019,0.2945216495157484
OLS,RN,traffic,336,720,M,0.4656106600065969,0.3132276054648457
OLS,RR,traffic,336,96,M,0.4026810421426969,0.274062124636672
OLS,RR,traffic,336,192,M,0.4096569126734594,0.2785259993190175
OLS,RR,traffic,336,336,M,0.4273505341313346,0.2894534418256788
OLS,RR,traffic,336,720,M,0.4668140931332206,0.3134402163341218
OLS,NN,weather,336,96,M,0.1738408598048478,0.2336126603120524
OLS,NN,weather,336,192,M,0.2150596271045161,0.2717773201148696
OLS,NN,weather,336,336,M,0.260326730932712,0.3094208448446635
OLS,NN,weather,336,720,M,0.3232805187785095,0.3612449037995557
OLS,NR,weather,336,96,M,0.1729674834459131,0.2331834733645434
OLS,NR,weather,336,192,M,0.2105922923291707,0.2718320845845099
OLS,NR,weather,336,336,M,0.2502488548248541,0.3102942849176159
OLS,NR,weather,336,720,M,0.3010670001802972,0.3556083356025465
OLS,RN,weather,336,96,M,0.1730211853283595,0.2316596610264834
OLS,RN,weather,336,192,M,0.2140224062202869,0.2692340205237998
OLS,RN,weather,336,336,M,0.2588172807443113,0.3061028114887679
OLS,RN,weather,336,720,M,0.3199544139267567,0.3556036652887307
OLS,RR,weather,336,96,M,0.1723106942374574,0.2312160955409371
OLS,RR,weather,336,192,M,0.2098672752407102,0.2692497544522527
OLS,RR,weather,336,336,M,0.2494067499340181,0.3070439407983003
OLS,RR,weather,336,720,M,0.2998794202922481,0.3507455758615987
OLS,NN,illness,336,24,M,4.60935490940739,1.5622029404697444
OLS,NN,illness,336,36,M,5.440831021492317,1.7453323712817483
OLS,NN,illness,336,48,M,5.617617831086587,1.800856115257033
OLS,NN,illness,336,60,M,5.772332860729407,1.8460044544885252
OLS,NR,illness,336,24,M,4.833865971266934,1.7332127644971915
OLS,NR,illness,336,36,M,6.234645777136875,2.0412374856392455
OLS,NR,illness,336,48,M,6.06053813613576,2.051290853741165
OLS,NR,illness,336,60,M,6.152041305778122,2.077877963784793
OLS,RN,illness,336,24,M,3.5045378005551933,1.3617180187185476
OLS,RN,illness,336,36,M,4.140067403279224,1.532724721846509
OLS,RN,illness,336,48,M,4.376342535832151,1.5924301529772804
OLS,RN,illness,336,60,M,4.33454585002591,1.600830878897877
OLS,RR,illness,336,24,M,1.3776302125524618,0.9777091027798492
OLS,RR,illness,336,36,M,1.9107857024322772,1.1598200722626255
OLS,RR,illness,336,48,M,2.2664684839213503,1.2436194155584424
OLS,RR,illness,336,60,M,2.646417504447339,1.3319412508315769
RevIN-OLS,NN,ETTh1,336,96,M,0.3713105402887792,0.3929001535451106
RevIN-OLS,NN,ETTh1,336,192,M,0.4077820563253582,0.4149408622459378
RevIN-OLS,NN,ETTh1,336,336,M,0.4374602488995869,0.4342796764697145
RevIN-OLS,NN,ETTh1,336,720,M,0.4577394940131719,0.4678165576119271
RevIN-OLS,NR,ETTh1,336,96,M,0.3526338539886132,0.3844986414078262
RevIN-OLS,NR,ETTh1,336,192,M,0.3940351368820796,0.4058759522850965
RevIN-OLS,NR,ETTh1,336,336,M,0.4105882710509581,0.4157986696530007
RevIN-OLS,NR,ETTh1,336,720,M,0.4237639186194205,0.4318815254753774
RevIN-OLS,RN,ETTh1,336,96,M,0.3714071363991281,0.393897471538586
RevIN-OLS,RN,ETTh1,336,192,M,0.4050153362579005,0.4129202468624984
RevIN-OLS,RN,ETTh1,336,336,M,0.4273271600846958,0.4257955706789066
RevIN-OLS,RN,ETTh1,336,720,M,0.41493619873528,0.439192012474983
RevIN-OLS,RR,ETTh1,336,96,M,0.3529612909367123,0.3887947022936094
RevIN-OLS,RR,ETTh1,336,192,M,0.3931338669394534,0.4113816578066234
RevIN-OLS,RR,ETTh1,336,336,M,0.417354789257698,0.4245338510294176
RevIN-OLS,RR,ETTh1,336,720,M,0.4726189266039828,0.462194182375775
RevIN-OLS,NN,ETTh2,336,96,M,0.4897857205453565,0.4858282152770059
RevIN-OLS,NN,ETTh2,336,192,M,0.8106261273273218,0.6505230468547459
RevIN-OLS,NN,ETTh2,336,336,M,2.1525821413213855,1.061993219134877
RevIN-OLS,NN,ETTh2,336,720,M,7.018521961261518,1.792817530429446
