model,dataset,seq_len,pred_len,lr_tag,NN,NR,RN,RR,RN_vs_NN,NR_vs_NN,RR_vs_NN,RN_vs_NR,train_main,test_main,interaction,abs_log_interaction,formal_lr
DLinear,ETTh2,96,336,0p0003,0.6223798394203186,0.6164900660514832,0.6499571204185486,0.642877995967865,1.0443094060114726,0.990536689982887,1.0329351229735177,1.0542864454920033,1.0435561792369377,0.9898222477383191,0.998557984576062,0.0014430561287746648,False
DLinear,ETTh2,96,336,0p001,0.598949670791626,0.5921986103057861,0.5731871724128723,0.5709919333457947,0.9569872067135397,0.9887285012162758,0.9533220589154348,0.9678968549367295,0.9605818146134439,0.9924423348562655,1.0075264514639082,0.007498269048803777,False
DLinear,ETTh2,96,336,0p003,0.5803921818733215,0.5743210911750793,0.6222261786460876,0.6137472987174988,1.0720788426848538,0.9895396752612231,1.057469962356346,1.083411680690662,1.0703622327027331,0.9879552267891278,0.9968001687972807,0.0032049616097966334,False
DLinear,ETTh2,96,336,0p005,0.554714024066925,0.5499181747436523,0.5649270415306091,0.5592554807662964,1.0184113201047391,0.9913543752001949,1.00818702340726,1.027292909156809,1.0176951312894191,0.9906572139437158,0.9985940121158522,0.0014069772125442177,True
DLinear,ETTh2,96,336,0p01,0.4765489995479584,0.47897645831108093,0.6061045527458191,0.6002328991889954,1.2718619770910309,1.0050938282640929,1.259540781238362,1.2654161644666306,1.2624750549551274,0.9976757768755522,0.9852935579196561,0.014815653866845045,False
DLinear,ETTh2,96,720,0p0001,0.48431557416915894,0.7347518801689148,0.48595452308654785,0.751098096370697,1.0033840516489698,1.5170932329181819,1.5508444006972153,0.6613858857698057,1.0127717401499072,1.531287198503055,1.018799589688552,0.018625061383146607,False
DLinear,ETTh2,96,720,0p0003,0.7835041284561157,0.9203165769577026,0.8027303218841553,0.9882066249847412,1.0245387263828776,1.1746161169197333,1.2612653706522121,0.8722328185565742,1.0488646476985395,1.2025053694199064,1.0480503262559766,0.04693160598248665,False
DLinear,ETTh2,96,720,0p001,0.8428181409835815,0.8664777278900146,0.9421728253364563,0.9657431244850159,1.1178838939524087,1.0280719953165958,1.1458499497388357,1.0873595419824222,1.1162216968544385,1.026543340778889,0.9970283831174725,0.0029760409024777584,False
DLinear,ETTh2,96,720,0p003,0.8124480247497559,0.8399344682693481,0.8940451145172119,0.9212843179702759,1.1004336120979419,1.0338316331411581,1.1339609303057177,1.0644224618610505,1.098641654539941,1.0321481309395344,0.9967458308849554,0.003259475438268572,False
DLinear,ETTh2,96,720,0p01,0.6367716193199158,0.8091053366661072,0.7292362451553345,0.7715224027633667,1.1452084594068006,1.2706366177723925,1.2116155609877326,0.901287152745932,1.0449945163422143,1.1594468124375814,0.8326431779933552,0.18315008633775828,False
DLinear,ETTh2,336,96,0p005,0.286091685295105,0.2559303641319275,0.3078176975250244,0.275701105594635,1.0759407328021748,0.8945746321426086,0.9636809448350376,1.2027400444222005,1.0765954032967637,0.895118948013378,1.001217296912595,0.0012165566074281633,True
