model,n,RN_vs_NN_gmean,RN_vs_NN_median,RN_vs_NN_better_share,NR_vs_NN_gmean,NR_vs_NN_median,NR_vs_NN_better_share,RR_vs_NN_gmean,RR_vs_NN_median,RR_vs_NN_better_share,RN_vs_NR_gmean,RN_vs_NR_median,RN_vs_NR_better_share,train_main_gmean,train_main_median,train_main_better_share,test_main_gmean,test_main_median,test_main_better_share,interaction_gmean,interaction_median,interaction_better_share,median_abs_log_interaction,p90_abs_log_interaction
DLinear,30,1.029615595682336,1.0009820282613344,0.5,0.9659574440771133,0.993664681459064,0.6,1.0060229996428216,0.9890490464010716,0.5666666666666667,1.0659016108789787,1.0119123786269817,0.3333333333333333,1.0355295919965715,1.000592872771154,0.4666666666666667,0.9715057951199065,0.992320910493218,0.6333333333333333,1.0115207675647708,1.0004107563142086,0.36666666666666664,0.0017932910996085285,0.05549229855728943
GRU,30,1.1957890133390636,1.0906755845820082,0.3333333333333333,1.1362464940236126,1.0703818161760335,0.3333333333333333,0.9118773078411371,0.9650822832136987,0.7,1.0524028189557728,1.0031284373616054,0.4666666666666667,0.9796235242754299,0.986602668481857,0.7,0.9308446410733137,0.9891172809301383,0.6666666666666666,0.6711340808886103,0.8346194172687302,0.7333333333333333,0.18883640612652267,0.7643372264492749
PatchTST,30,1.027313870879936,1.0145715458731588,0.36666666666666664,0.9445745285372565,0.9963412956259268,0.6,0.9119787916046773,0.9808744250792438,0.6333333333333333,1.0875942975837043,1.0049474112895531,0.3333333333333333,0.9959231563060096,0.9993796792393782,0.5333333333333333,0.9157120063231672,0.9909932684345284,0.5666666666666667,0.9398214578762856,0.9759007355793458,0.6,0.0395366328615017,0.29640378897296277
TimeFilter,26,1.0334559180607596,1.0030932681596916,0.34615384615384615,0.9582481486748246,1.0003661072041292,0.5,0.9093677587817625,1.0006427238016724,0.5,1.078484648772806,1.0080199821347826,0.4230769230769231,0.9903227594754463,0.9984708354915601,0.5769230769230769,0.9182539228558535,0.9995693105883616,0.5,0.9182683314990661,0.9941177599491287,0.6923076923076923,0.013421349175249396,0.24411259209067743
TimeMixer,30,1.3075257796062196,1.0085435400465848,0.3333333333333333,2.0532019990911348,0.9820855651957208,0.6,1.8155979891950103,0.9806490929118481,0.6,0.6368227676502387,1.0341731046568636,0.3,1.0752739820247557,0.9906054609107062,0.6666666666666666,1.688498019617488,0.9775361788835337,0.6333333333333333,0.6762974568845901,0.9858987783716243,0.6666666666666666,0.03778067648458488,0.7725018454675115
TimesNet,30,1.1436602328328276,1.132135563153879,0.16666666666666666,1.0907134931202904,1.1374565783544912,0.2,0.9103938750506465,0.9775022810331413,0.7666666666666667,1.048543215103233,0.992443377843357,0.5333333333333333,0.9770298463997381,0.9851454090328714,0.7333333333333333,0.9317974045576614,0.9931690431333036,0.6333333333333333,0.7298298487570937,0.778222182837031,0.9,0.2507742573082109,0.6990397146224119
iTransformer,30,1.0144754204114221,1.011212335650204,0.26666666666666666,0.9316560386028256,0.9969852232247913,0.6333333333333333,0.9238334159904359,0.9904382793887028,0.6666666666666666,1.0888948049247855,1.0194353487262284,0.3,1.0029742804717894,1.0021712799069613,0.3333333333333333,0.9210938246151971,0.9855064405548613,0.6666666666666666,0.9774544650055759,0.9866031283116848,0.7666666666666667,0.021751459524794077,0.1074513631992139
