model,dataset,seq_len,pred_len,NN,NR,RN,RR,RN_vs_NN,NR_vs_NN,RR_vs_NN,RN_vs_NR,train_main,test_main,interaction,abs_log_interaction
OLS,ETTm2,336,720,0.4580594709563769,0.4587657037232218,0.467625266204079,0.468209660144407,1.0208833041433023,1.001541792740079,1.0221591077831829,1.019311736707769,1.0207344293919647,1.001395738548828,0.9997083625609725,0.00029167997349537674
OLS,electricity,96,96,0.1945653911502309,0.1915120745164011,0.1944807603122161,0.1915115183658456,0.9995650262489414,0.9843069899750454,0.984304131550162,1.0155012983035738,0.9997810377851548,0.9845197041651448,1.0004322577745015,0.00043216437802296814
OLS,electricity,96,192,0.1938402293569773,0.1902178328031109,0.1937740137194246,0.1902302513284864,0.9996584009533399,0.9813124625064522,0.981376528285866,1.0186953077106846,0.9998618226846215,0.9815121509999025,1.0004070238960792,0.0004069410843233189
OLS,electricity,96,336,0.2067783432583612,0.2048988961129787,0.2065540840081695,0.204891707660944,0.9989154606490318,0.9909108124392205,0.9908760483922636,1.0080780713151238,0.9994400511164361,0.9914311991853779,1.001050595841283,0.0010500443517000913
OLS,electricity,96,720,0.2423158813166889,0.2366602223832742,0.2419093556011839,0.2363799619324365,0.998322331523233,0.9766599741515778,0.9755033828076064,1.022180040080452,0.9985690196160182,0.9769013094184703,1.0004942663579393,0.0004941442485576755
OLS,electricity,336,96,0.1398997415101851,0.128873124949294,0.1398061433862805,0.1288299915066101,0.999330962853153,0.9211820090454682,0.9208736922307387,1.084835518974869,0.9994981189684337,0.9213360933396832,1.0003345640261958,0.0003345080721317895
OLS,electricity,336,192,0.1535873464610638,0.1432226207164938,0.1535081280803102,0.1432667054727357,0.9994842128431869,0.9325157574279884,0.93280279120556,1.0718148244485508,0.9998959245347016,0.9328998831949803,1.0008240179949193,0.0008236786784803997
OLS,electricity,336,336,0.1691194328174865,0.1608399634305858,0.1688985345927603,0.1609444138857874,0.9986938329850916,0.9510436544815289,0.9516612680429127,1.0501030402537512,0.999671141357798,0.9519743330294839,1.0019581307720866,0.0019562161330280064
OLS,electricity,336,720,0.2035810252020905,0.1979034582780809,0.2032336236633621,0.1978637050743759,0.9982935465700521,0.9721115122670514,0.9719162425769339,1.0269331593882083,0.9990460538184649,0.972844283666566,1.0015081553287786,0.001507019204688328
OLS,exchange_rate,96,96,0.0802464999170322,0.1007151774739254,0.0825076328318847,0.1095029644860694,1.0281773400358933,1.2550725275003396,1.3645824378544336,0.8192174695144182,1.0573030652007611,1.2906256330537793,1.0574575103954729,0.055867451836025366
OLS,exchange_rate,96,192,0.1659577851668483,0.2552397343854352,0.1774759108616186,0.2903883206969996,1.06940394922233,1.5379798792134147,1.7497722110779743,0.6953302599571501,1.1030274549595966,1.5863360455901503,1.063871262113232,0.06191438934457616
OLS,exchange_rate,96,336,0.3024518382614224,0.5408210633540828,0.3388239579434019,0.6257735268602578,1.1202575586614272,1.7881229172316266,2.0690022267921355,0.6264991896618667,1.1385201880045301,1.8172732012933819,1.0328701010697086,0.03234143302392947
OLS,exchange_rate,96,720,0.8297614958058462,1.745060766959535,0.9044981758716064,1.9609136524765456,1.0900700748872152,2.103087183220969,2.363225652658357,0.5183190138688049,1.1067541686550553,2.1352760347224944,1.0308453072045745,0.030379152268812482
