model,dataset,seq_len,pred_len,mse_RN_vs_NN,mse_NR_vs_NN,mse_RR_vs_NN,mse_RN_vs_NR,mse_train_main,mse_test_main,mse_interaction,mse_abs_log_interaction,mae_RN_vs_NN,mae_NR_vs_NN,mae_RR_vs_NN,mae_RN_vs_NR,mae_train_main,mae_test_main,mae_interaction,mae_abs_log_interaction
DLinear,exchange_rate,96,336,1.2578812638449732,1.661708593612694,2.2628178881615884,0.7569806575473222,1.308781636825029,1.728949906151613,1.0825677597243222,0.07933577452377416,1.1677118910634823,1.2738275520707867,1.5373466496778068,0.9166954264454413,1.187130423593325,1.2950107411318903,1.033535658042761,0.03298560176294125
DLinear,exchange_rate,336,96,1.0761260416131395,1.2019383594466082,1.26913338623308,0.8953254825052804,1.0659678519508422,1.1905925529652905,0.9812099239426441,0.018968852561461004,1.0214369085309767,1.0562719011328132,1.0997077824496297,0.9670208091643095,1.0312324227004936,1.0664014806379143,1.0192718380593597,0.019088488103947466
DLinear,exchange_rate,336,336,0.9376066165786325,1.9926720712271215,1.9810815615244464,0.47052730357245304,0.9654806913145402,2.051912150440964,1.060341742343727,0.05859125460224516,0.9584560513265791,1.4078740634594646,1.3971713139962652,0.6807825189786053,0.9752793479752482,1.4325857682692613,1.0354130834781146,0.03480046156394556
DLinear,illness,96,96,0.9864489329889602,0.21685154110834215,0.22226964134578256,4.548959753512271,1.0055325220546434,0.22104669562711948,1.0390657469248752,0.03832198915728449,0.9864175793625009,0.45320927333240607,0.46104015966055345,2.1765167603686995,1.0017293220747088,0.4602442491207911,1.031286104154581,0.030806668143205585
DLinear,illness,336,96,1.3873371307251525,0.5480720465620781,0.9829612838901394,2.531304304657716,1.5773947284123226,0.6231549187941742,1.2927565604499225,0.25677680708303624,1.1681065235185806,0.8374303744147175,1.1312954371309056,1.3948700204897317,1.2561887157472504,0.9005776146125852,1.1564979759320237,0.14539645252096298
DLinear,weather,96,96,1.0280410924681702,0.9973249473947342,0.9702791478396149,1.0307985327687574,1.0000811576913122,0.9702004086143416,0.9463451068052703,0.0551479701078499,1.0495744525868482,0.9876354774030497,0.9638065076714204,1.0627144089099196,1.0120528954079266,0.9523281955365984,0.9297794028939989,0.07280792216073552
DLinear,weather,96,336,0.9537044979634075,0.9455101234128792,0.930499729038349,1.0086666174667174,0.968795135331928,0.960471099722793,1.031896731811988,0.031398595978772426,0.930983472859784,0.9514029401728119,0.9280888555671218,0.9785375192246948,0.9529794154895148,0.9738813246982806,1.0478113469800525,0.046703557271055414
DLinear,weather,336,96,0.9888249609166119,0.9879633382492685,0.9874018657847502,1.0008721200817736,0.994114177939678,0.9932479464593903,1.0107265961581384,0.010669474344261007,0.9849434111093024,0.9880936579954579,0.9943958566518325,0.9968117932337037,0.9956030921272182,0.998787432979134,1.0217623952900436,0.021528974820074886
DLinear,weather,336,336,1.0244952591977268,0.9533383260752146,0.9326012712551762,1.0746397487400483,1.0011045878509957,0.9315722678457892,0.9548584532045068,0.04619216602634706,1.0243258396434163,1.0007888159181544,0.9482688304512004,1.023518471980193,0.9851754485216618,0.9625380249519586,0.9250195336375275,0.07794042424670626
GRU,ETTh1,96,96,1.1494752041649638,1.374850786881106,0.9543223966185218,0.8360726961306005,0.8932429115972115,1.0683794791185006,0.6038651163501944,0.5044044232873462,1.11405332390101,1.179542916312608,0.9700013716983982,0.9444788387892434,0.9571550392520934,1.0134213705402864,0.7381635952573113,0.3035898051572741
