model,case,seasonal_pattern,frequency,horizon,series_count,lr_tag,target_mode,mse,mae,smape,mase,owa_naive2,owa_context,naive2_smape,naive2_mase,context_naive_smape,context_naive_mase
PatchTST,RN,Monthly,12,18,48000,0p0001,official_normal_target,18331715.240421195,2670.9366767442843,62.119412927168554,7.276347914627818,5.574309133747805,1.008217517686732,14.42682875988102,1.0633594479711004,61.761637434184024,7.1997270372477145
PatchTST,RN,Weekly,1,13,359,0p0001,official_normal_target,40434997.13093356,3814.914502738119,80.9789770018856,77.19827757426175,18.31773439847484,0.9774791469248192,9.161286913981998,2.777294993197484,84.04982421357094,77.86053376970602
PatchTST,RN,Daily,1,14,4227,0p0001,official_normal_target,41915714.447557926,3354.42206094934,53.76956677020577,57.396737471217456,17.582135037633073,0.9933825026408756,3.0452517800791794,3.2784242959595575,54.108774197020836,57.79936807521924
PatchTST,RN,Hourly,24,48,414,0p0001,official_normal_target,112395228.16813591,1626.2180629204665,43.40932830644241,16.633409168738204,4.653170002571122,0.9090114374401046,18.38287811786554,2.3950400069486575,46.209194265980074,18.93141883042938
PatchTST,RR,Yearly,1,6,23000,0p0001,official_normal_target,61079492.50456525,5008.910989507216,110.09256703848635,22.7602239578512,6.231739638181567,1.0732897676658357,16.342173488084814,3.974360265173671,104.49287210063716,20.823811813717906
PatchTST,RR,Quarterly,4,8,24000,0p0001,official_normal_target,30659536.784915537,3681.689833910364,82.55775686327746,11.226589240772611,7.8418479195978,1.0294433415434878,11.011569928824954,1.371382270977276,79.51623197600479,10.999598035603645
PatchTST,RR,Monthly,12,18,48000,0p0001,official_normal_target,18331715.240421195,2670.9366767442843,62.119412927168554,7.276347914627818,5.574309133747805,1.008217517686732,14.42682875988102,1.0633594479711004,61.761637434184024,7.1997270372477145
PatchTST,RR,Weekly,1,13,359,0p0001,official_normal_target,40434997.13093356,3814.914502738119,80.9789770018856,77.19827757426175,18.31773439847484,0.9774791469248192,9.161286913981998,2.777294993197484,84.04982421357094,77.86053376970602
PatchTST,RR,Daily,1,14,4227,0p0001,official_normal_target,41915714.447557926,3354.42206094934,53.76956677020577,57.396737471217456,17.582135037633073,0.9933825026408756,3.0452517800791794,3.2784242959595575,54.108774197020836,57.79936807521924
PatchTST,RR,Hourly,24,48,414,0p0001,official_normal_target,126008979.38250078,1692.159743534628,43.30831168503781,17.71810851722959,4.87686944975574,0.9365665276048194,18.38287811786554,2.3950400069486575,46.209194265980074,18.93141883042938
TimeFilter,NN,Yearly,1,6,23000,0p0001,official_normal_target,3599830.6850128393,898.2929969140611,14.72356625876725,3.3003751108562778,0.8656859491408173,0.8656859491388901,16.342173488084814,3.974360265173671,16.342173488117087,3.974360265183603
TimeFilter,NN,Quarterly,4,8,24000,0p0001,official_normal_target,2227667.2773709437,656.6368728462464,11.655411174403833,1.4479640976980537,1.0571561620038568,0.9172750394173673,11.011569928824954,1.371382270977276,12.52136683379731,1.602247176187081
TimeFilter,NN,Monthly,12,18,48000,0p0001,official_normal_target,1942627.700695748,586.7052451894427,13.572533426038348,1.047291938224754,0.9628370604235429,0.840137930196966,14.42682875988102,1.0633594479711004,15.98828156281687,1.2597170382819949
TimeFilter,NN,Weekly,1,13,359,0p0001,official_normal_target,877094.3485883928,521.3222245429183,13.090116446647542,5.213751344605796,1.6530640149384017,1.6530640149384017,9.161286913981998,2.777294993197484,9.161286913981998,2.777294993197484
TimeFilter,NN,Daily,1,14,4227,0p0001,official_normal_target,605779.3062041911,236.24174003952245,4.0008861396412945,4.363846424758209,1.322445855570995,1.3224458555720362,3.0452517800791794,3.2784242959595575,3.0452517800636603,3.27842429597092
TimeFilter,NN,Hourly,24,48,414,0p0001,official_normal_target,61799855.24979185,1223.2437479986997,34.18708741553648,10.356987539528701,3.092036436439198,5.568634212989422,18.38287811786554,2.3950400069486575,13.912272896330165,1.1932102074200355
TimeFilter,NR,Yearly,1,6,23000,0p0001,official_normal_target,3599830.6850128393,898.2929969140611,14.72356625876725,3.3003751108562778,0.8656859491408173,0.8656859491388901,16.342173488084814,3.974360265173671,16.342173488117087,3.974360265183603
TimeFilter,NR,Quarterly,4,8,24000,0p0001,official_normal_target,2227667.2773709437,656.6368728462464,11.655411174403833,1.4479640976980537,1.0571561620038568,0.9172750394173673,11.011569928824954,1.371382270977276,12.52136683379731,1.602247176187081
TimeFilter,NR,Monthly,12,18,48000,0p0001,official_normal_target,1943688.0240373043,586.9163756217098,13.576851025682723,1.0484581955570877,0.9635350816831786,0.8407358585621132,14.42682875988102,1.0633594479711004,15.98828156281687,1.2597170382819949
TimeFilter,NR,Weekly,1,13,359,0p0001,official_normal_target,877094.3485883928,521.3222245429183,13.090116446647542,5.213751344605796,1.6530640149384017,1.6530640149384017,9.161286913981998,2.777294993197484,9.161286913981998,2.777294993197484
TimeFilter,NR,Daily,1,14,4227,0p0001,official_normal_target,605779.3062041911,236.24174003952245,4.0008861396412945,4.363846424758209,1.322445855570995,1.3224458555720362,3.0452517800791794,3.2784242959595575,3.0452517800636603,3.27842429597092
TimeFilter,NR,Hourly,24,48,414,0p0001,official_normal_target,61799855.24979185,1223.2437479986997,34.18708741553648,10.356987539528701,3.092036436439198,5.568634212989422,18.38287811786554,2.3950400069486575,13.912272896330165,1.1932102074200355
TimeFilter,RN,Yearly,1,6,23000,0p0001,official_normal_target,42422198.716436766,4520.128598597336,107.95973539297418,21.015883495886147,5.947034979336188,1.021200822300222,16.342173488084814,3.974360265173671,104.49287210063716,20.823811813717906
TimeFilter,RN,Quarterly,4,8,24000,0p0001,official_normal_target,30686832.698757544,3686.01362564887,82.8546579939722,11.222622715772806,7.853883067991551,1.031129959892487,11.011569928824954,1.371382270977276,79.51623197600479,10.999598035603645
TimeFilter,RN,Monthly,12,18,48000,0p0001,official_normal_target,18711474.951372582,2719.526294190626,62.89361096203182,7.294029984803105,5.60945526811809,1.015713114579394,14.42682875988102,1.0633594479711004,61.761637434184024,7.1997270372477145
TimeFilter,RN,Weekly,1,13,359,0p0001,official_normal_target,40470300.31113155,3830.9647353980718,81.24393804275385,77.17534973601535,18.328067577439977,0.9789081244681304,9.161286913981998,2.777294993197484,84.04982421357094,77.86053376970602
TimeFilter,RN,Daily,1,14,4227,0p0001,official_normal_target,31588185.138661,3268.3422301658406,52.79804382180314,56.77272656883419,17.327451317284222,0.9790069262901923,3.0452517800791794,3.2784242959595575,54.108774197020836,57.79936807521924
TimeFilter,RN,Hourly,24,48,414,0p0001,official_normal_target,106249272.13367912,1609.696057741495,41.00680299828682,15.743408531309326,4.402022393902624,0.8595093399598046,18.38287811786554,2.3950400069486575,46.209194265980074,18.93141883042938
TimeFilter,RR,Yearly,1,6,23000,0p0001,official_normal_target,42422198.716436766,4520.128598597336,107.95973539297418,21.015883495886147,5.947034979336188,1.021200822300222,16.342173488084814,3.974360265173671,104.49287210063716,20.823811813717906
TimeFilter,RR,Quarterly,4,8,24000,0p0001,official_normal_target,30686832.698757544,3686.01362564887,82.8546579939722,11.222622715772806,7.853883067991551,1.031129959892487,11.011569928824954,1.371382270977276,79.51623197600479,10.999598035603645
TimeFilter,RR,Monthly,12,18,48000,0p0001,official_normal_target,18711474.951372582,2719.526294190626,62.89361096203182,7.294029984803105,5.60945526811809,1.015713114579394,14.42682875988102,1.0633594479711004,61.761637434184024,7.1997270372477145
TimeFilter,RR,Weekly,1,13,359,0p0001,official_normal_target,40470300.31113155,3830.9647353980718,81.24393804275385,77.17534973601535,18.328067577439977,0.9789081244681304,9.161286913981998,2.777294993197484,84.04982421357094,77.86053376970602
TimeFilter,RR,Daily,1,14,4227,0p0001,official_normal_target,31588185.138661,3268.3422301658406,52.79804382180314,56.77272656883419,17.327451317284222,0.9790069262901923,3.0452517800791794,3.2784242959595575,54.108774197020836,57.79936807521924
TimeFilter,RR,Hourly,24,48,414,0p0001,official_normal_target,107168440.05169079,1613.4359084731466,41.00731664643718,15.803000129170895,4.414476991547062,0.8610887787387806,18.38287811786554,2.3950400069486575,46.209194265980074,18.93141883042938
TimeMixer,NN,Yearly,1,6,23000,0p01,official_normal_target,3428457.711589393,836.9815126560467,13.575647276156879,3.0460741643443736,0.7985718916677464,0.7985718916659685,16.342173488084814,3.974360265173671,16.342173488117087,3.974360265183603
TimeMixer,NN,Quarterly,4,8,24000,0p01,official_normal_target,1969720.8951288522,585.4779042291641,10.471465703166716,1.241013380835473,0.9279436737283897,0.8054166379514761,11.011569928824954,1.371382270977276,12.52136683379731,1.602247176187081
TimeMixer,NN,Monthly,12,18,48000,0p01,official_normal_target,1864662.8890141519,557.1061601412738,12.943802424100811,0.9625295656364828,0.9011907844403267,0.7868322681784506,14.42682875988102,1.0633594479711004,15.98828156281687,1.2597170382819949
TimeMixer,NN,Weekly,1,13,359,0p01,official_normal_target,866438.3935074068,519.2501343614313,13.28242506624498,4.889259651311052,1.6051410776592516,1.6051410776592516,9.161286913981998,2.777294993197484,9.161286913981998,2.777294993197484
TimeMixer,NN,Daily,1,14,4227,0p01,official_normal_target,469740.4911936873,197.93076145373902,3.3106565085562107,3.5933595603237647,1.0916083106366454,1.091608310637516,3.0452517800791794,3.2784242959595575,3.0452517800636603,3.27842429597092
TimeMixer,NN,Hourly,24,48,414,0p01,official_normal_target,9575791.673188418,544.5499558321849,23.13672373436147,4.97358130991301,1.6676095143735332,2.9156398824147223,18.38287811786554,2.3950400069486575,13.912272896330165,1.1932102074200355
TimeMixer,NR,Yearly,1,6,23000,0p01,official_normal_target,3420011.9790110816,837.0543216824849,13.576978498911325,3.0490728269880707,0.7989898723246991,0.7989898723229202,16.342173488084814,3.974360265173671,16.342173488117087,3.974360265183603
TimeMixer,NR,Quarterly,4,8,24000,0p01,official_normal_target,1946811.1719095726,588.8237546755645,10.530307787837065,1.2613083345225893,0.938014955354747,0.8140995829752493,11.011569928824954,1.371382270977276,12.52136683379731,1.602247176187081
TimeMixer,NR,Monthly,12,18,48000,0p01,official_normal_target,1881178.3537625899,567.4477991203897,13.194792326292971,0.991934924733008,0.923716136731898,0.8063528657563603,14.42682875988102,1.0633594479711004,15.98828156281687,1.2597170382819949
TimeMixer,NR,Weekly,1,13,359,0p01,official_normal_target,866438.3935074068,519.2501343614313,13.28242506624498,4.889259651311052,1.6051410776592516,1.6051410776592516,9.161286913981998,2.777294993197484,9.161286913981998,2.777294993197484
TimeMixer,NR,Daily,1,14,4227,0p01,official_normal_target,468854.73857578833,198.0592383076704,3.31082496170381,3.5971184890484786,1.092209251796276,1.092209251797145,3.0452517800791794,3.2784242959595575,3.0452517800636603,3.27842429597092
TimeMixer,NR,Hourly,24,48,414,0p01,official_normal_target,15560864.516005991,683.2261508004357,24.914002347683542,6.132627201457117,1.9579180720732632,3.465198235704256,18.38287811786554,2.3950400069486575,13.912272896330165,1.1932102074200355
TimeMixer,RN,Yearly,1,6,23000,0p01,official_normal_target,42792681.29156349,4558.065536045764,108.74066410322168,21.253747491871007,6.000852844114565,1.0306489243656585,16.342173488084814,3.974360265173671,104.49287210063716,20.823811813717906
TimeMixer,RN,Quarterly,4,8,24000,0p01,official_normal_target,30987451.313186433,3708.991874581364,83.43506862516406,11.312037681783403,7.912837956320745,1.038844061214776,11.011569928824954,1.371382270977276,79.51623197600479,10.999598035603645
TimeMixer,RN,Monthly,12,18,48000,0p01,official_normal_target,18501535.270433888,2691.4589352112657,62.55260782857708,7.305519226787383,5.603039232644833,1.0137503701513764,14.42682875988102,1.0633594479711004,61.761637434184024,7.1997270372477145
TimeMixer,RN,Weekly,1,13,359,0p01,official_normal_target,40445744.87034618,3814.355110316434,81.20444464552267,77.23611050775203,18.33685096725104,0.9790633738735502,9.161286913981998,2.777294993197484,84.04982421357094,77.86053376970602
TimeMixer,RN,Daily,1,14,4227,0p01,official_normal_target,31994294.291656196,3304.9643248893412,53.8452799474573,57.40100637703374,17.595217447552372,0.9941190699251694,3.0452517800791794,3.2784242959595575,54.108774197020836,57.79936807521924
TimeMixer,RN,Hourly,24,48,414,0p01,official_normal_target,99506161.76851149,1523.7531536266067,40.144765485877045,16.505134598358662,4.537597218192349,0.8702998255196293,18.38287811786554,2.3950400069486575,46.209194265980074,18.93141883042938
TimeMixer,RR,Yearly,1,6,23000,0p01,official_normal_target,42792681.29156349,4558.065536045764,108.74066410322168,21.253747491871007,6.000852844114565,1.0306489243656585,16.342173488084814,3.974360265173671,104.49287210063716,20.823811813717906
TimeMixer,RR,Quarterly,4,8,24000,0p01,official_normal_target,30987451.313186433,3708.991874581364,83.43506862516406,11.312037681783403,7.912837956320745,1.038844061214776,11.011569928824954,1.371382270977276,79.51623197600479,10.999598035603645
TimeMixer,RR,Monthly,12,18,48000,0p01,official_normal_target,18501535.270433888,2691.4589352112657,62.55260782857708,7.305519226787383,5.603039232644833,1.0137503701513764,14.42682875988102,1.0633594479711004,61.761637434184024,7.1997270372477145
TimeMixer,RR,Weekly,1,13,359,0p01,official_normal_target,40445744.87034618,3814.355110316434,81.20444464552267,77.23611050775203,18.33685096725104,0.9790633738735502,9.161286913981998,2.777294993197484,84.04982421357094,77.86053376970602
TimeMixer,RR,Daily,1,14,4227,0p01,official_normal_target,31994294.291656196,3304.9643248893412,53.8452799474573,57.40100637703374,17.595217447552372,0.9941190699251694,3.0452517800791794,3.2784242959595575,54.108774197020836,57.79936807521924
TimeMixer,RR,Hourly,24,48,414,0p01,official_normal_target,99506162.71001998,1523.7531624910846,40.1447658412995,16.505134600513593,4.537597228309437,0.8702998294223414,18.38287811786554,2.3950400069486575,46.209194265980074,18.93141883042938
