epoch,train_mse,val_mse
1,0.7980025118986765,0.26048967242240906
2,0.2692481805086136,0.19268959760665894
3,0.21288760109742483,0.15595562756061554
4,0.18963081188996633,0.14307399094104767
5,0.18039244123299916,0.13616085052490234
6,0.17300974893569945,0.12802952527999878
7,0.16479473940531414,0.11927051842212677
8,0.15504942890008291,0.10979317128658295
9,0.14530291072527568,0.10184367001056671
10,0.13794553240140278,0.09661460667848587
11,0.1334457202355067,0.0938928946852684
12,0.13089620834589005,0.09217723459005356
13,0.12908804976940155,0.09034013003110886
14,0.12739487592379253,0.08860216289758682
15,0.12552197790145875,0.08730513602495193
16,0.12329946202039718,0.0853746235370636
17,0.12163321042060853,0.0841185599565506
18,0.12041245770454406,0.08335725963115692
