epoch,train_mse,val_mse
1,0.7064843960683972,0.47868815064430237
2,0.3653004159217248,0.3420169949531555
3,0.2933835905869341,0.28052788972854614
4,0.2542018603503965,0.25746116042137146
5,0.23220956560450484,0.24756868183612823
6,0.22010110808605413,0.2628874182701111
7,0.21555604944851062,0.23668737709522247
8,0.20914779978258988,0.2407585084438324
9,0.20438709204289204,0.24484141170978546
10,0.20204009421250005,0.24626260995864868
11,0.198490131256185,0.23529887199401855
12,0.19419714581657407,0.2718312442302704
13,0.1940897220845109,0.23173287510871887
14,0.1901836026482419,0.2290961891412735
15,0.1869603558988568,0.25952082872390747
16,0.18762042841582288,0.22348591685295105
17,0.18422401766901764,0.23299731314182281
18,0.18247792867248983,0.22163157165050507
