dataset,condition,base_start,mse
ETTm1,target_history,46978,0.16691696094870564
ETTm1,target_history,46980,0.17161992922323463
ETTm1,target_history,46983,0.16594212150699914
ETTm1,target_history,46986,0.14355935614311202
ETTm1,target_history,46989,0.16360703320999864
ETTm1,target_history,46992,0.1632639435376021
ETTm1,target_history,46995,0.1724585334640523
ETTm1,target_history,46998,0.23760383053086573
ETTm1,target_history,47000,0.1904000511609226
ETTm1,target_history,47003,0.18545536740099008
ETTm1,target_history,47006,0.13814621183574896
ETTm1,target_history,47009,0.13290672054170352
ETTm1,target_history,47012,0.13142545061959962
ETTm1,target_history,47015,0.10729996174213552
ETTm1,target_history,47018,0.09531589061175812
ETTm1,target_history,47020,0.08148464812968496
ETTm1,target_history,47023,0.07522588188987805
ETTm1,target_history,47026,0.052936981679046015
ETTm1,target_history,47029,0.04464367634810476
ETTm1,target_history,47032,0.04264087606499909
ETTm1,target_history,47035,0.04001800046708331
ETTm1,target_history,47038,0.031753615790251884
ETTm1,target_history,47040,0.025370305354672457
ETTm1,target_history,47043,0.02065789533236861
ETTm1,target_history,47046,0.020864807244095892
ETTm1,target_history,47049,0.02535695758251139
ETTm1,target_history,47052,0.020688614516430184
ETTm1,target_history,47055,0.017355722686853103
ETTm1,target_history,47058,0.021065115963168474
ETTm1,target_history,47060,0.01823048460363218
ETTm1,target_history,47063,0.015808530709737586
ETTm1,target_history,47066,0.016504544480681446
ETTm1,target_history,47069,0.021441194176483103
ETTm1,target_history,47072,0.02544673505116313
ETTm1,target_history,47075,0.027073460396083087
ETTm1,target_history,47078,0.025274405430814256
ETTm1,target_history,47080,0.02093182676593111
ETTm1,target_history,47083,0.0182651550514981
ETTm1,target_history,47086,0.020654459662314602
ETTm1,target_history,47089,0.025978927895138004
ETTm1,target_history,47092,0.024883250867199558
ETTm1,target_history,47095,0.03076980097788085
ETTm1,target_history,47098,0.03372629089420754
ETTm1,target_history,47100,0.021009477512111
ETTm1,target_history,47103,0.026748426958006027
ETTm1,target_history,47106,0.024473167236675808
ETTm1,target_history,47109,0.0352633874789837
ETTm1,target_history,47112,0.01946497397018347
ETTm1,target_history,47115,0.01784060629222721
ETTm1,target_history,47118,0.016593576742853607
ETTm1,target_history,47120,0.02127768572274701
ETTm1,target_history,47123,0.026653440287581025
