dataset,condition,base_start,mse
ETTm1,target_history,52288,0.0060997958172738865
ETTm1,target_history,52291,0.006722894312010762
ETTm1,target_history,52294,0.006330951818325226
ETTm1,target_history,52297,0.010495266047679053
ETTm1,target_history,52300,0.010110888080759127
ETTm1,target_history,52303,0.01468051284857314
ETTm1,target_history,52305,0.011147238960150211
ETTm1,target_history,52308,0.011652766066011922
ETTm1,target_history,52311,0.009670931594006926
ETTm1,target_history,52314,0.006215804090391207
ETTm1,target_history,52317,0.006249061605895673
ETTm1,target_history,52320,0.004112905935548517
ETTm1,target_history,52323,0.005012314145320659
ETTm1,target_history,52325,0.004312309962657007
ETTm1,target_history,52328,0.003657926091181416
ETTm1,target_history,52331,0.003503423360020711
ETTm1,target_history,52334,0.005471916919950749
ETTm1,target_history,52337,0.007474727889340216
ETTm1,target_history,52340,0.012507006791503761
ETTm1,target_history,52343,0.021650708306716202
ETTm1,target_history,52345,0.02439875093737549
ETTm1,target_history,52348,0.03178319681256464
ETTm1,target_history,52351,0.03829178185217739
ETTm1,target_history,52354,0.04662528325898069
ETTm1,target_history,52357,0.05045204097831043
ETTm1,target_history,52360,0.06996639871068139
ETTm1,target_history,52363,0.08500896245789191
ETTm1,target_history,52365,0.08609969391630169
ETTm1,target_history,52368,0.0747071351520859
ETTm1,target_history,52371,0.07403915729104492
ETTm1,target_history,52374,0.0864404582311511
ETTm1,target_history,52377,0.1005507515757655
ETTm1,target_history,52380,0.1089809164270078
ETTm1,target_history,52383,0.11992944514581594
ETTm1,target_history,52385,0.1255719659184277
ETTm1,target_history,52388,0.15893535114950116
ETTm1,target_history,52391,0.13929028983845831
ETTm1,target_history,52394,0.11883329882353366
ETTm1,target_history,52397,0.12458680616992633
ETTm1,target_history,52400,0.15113005831348433
ETTm1,target_history,52403,0.14180796577524266
ETTm1,target_history,52405,0.12338377051112585
ETTm1,target_history,52408,0.11369608972954166
ETTm1,target_history,52411,0.11092006547301565
ETTm1,target_history,52414,0.15010187468655828
ETTm1,target_history,52417,0.1553795107326862
ETTm1,target_history,52420,0.17925774808246944
ETTm1,target_history,52423,0.15289668876641613
ETTm1,target_history,52425,0.14729136501526585
ETTm1,target_history,52428,0.10522714411016727
ETTm1,target_history,52431,0.07575928019094287
ETTm1,target_history,52434,0.04505336965788875
ETTm1,target_history,52437,0.021104538661847732
ETTm1,target_history,52440,0.013162384639899343
ETTm1,target_history,52443,0.02014797846259124
ETTm1,target_history,52445,0.025157678485089808
ETTm1,target_history,52448,0.02352492645469365
ETTm1,target_history,52451,0.020197234455784217
ETTm1,target_history,52454,0.01026421239699801
ETTm1,target_history,52457,0.006392527542149755
ETTm1,target_history,52460,0.01119008127229478
ETTm1,target_history,52463,0.006116834004105163
ETTm1,target_history,52465,0.0024219352229561397
ETTm1,target_history,52468,0.001782092091887038
ETTm1,target_history,52471,0.002740749825154758
ETTm1,target_history,52474,0.0016368310832857202
ETTm1,target_history,52477,0.0028712123243510115
ETTm1,target_history,52480,0.0030962617889466783
ETTm1,target_history,52483,0.002105803291770951
ETTm1,target_history,52485,0.0016171017380198674
ETTm1,target_history,52488,0.004110928206538917
ETTm1,target_history,52491,0.004313309205452949
ETTm1,target_history,52494,0.0025180336753791105
ETTm1,target_history,52497,0.002932131352806447
ETTm1,target_history,52500,0.0032284436709253284
ETTm1,target_history,52503,0.0040373666246595295
ETTm1,target_history,52505,0.003110352104556404
ETTm1,target_history,52508,0.0049754268985975495
ETTm1,target_history,52511,0.005602932092649604
ETTm1,target_history,52514,0.006570373685760002
ETTm1,target_history,52517,0.007189951456353046
ETTm1,target_history,52520,0.00627185863051687
ETTm1,target_history,52523,0.004152216394552342
ETTm1,target_history,52525,0.003119618686510693
ETTm1,target_history,52528,0.003104345881609729
ETTm1,target_history,52531,0.0029910370622144335
ETTm1,target_history,52534,0.0031820101664147885
ETTm1,target_history,52537,0.003764100196522209
ETTm1,target_history,52540,0.004754911309014031
ETTm1,target_history,52543,0.006011602668327322
ETTm1,target_history,52545,0.0058231156139609145
ETTm1,target_history,52548,0.0071787829862597595
ETTm1,target_history,52551,0.008035282093344207
ETTm1,target_history,52554,0.008729489986713794
ETTm1,target_history,52557,0.00942476711871053
ETTm1,target_history,52560,0.00917181478502763
ETTm1,target_history,52563,0.009337734832773593
ETTm1,target_history,52565,0.009381386407319578
ETTm1,target_history,52568,0.009126335508913402
ETTm1,target_history,52571,0.008679642318499017
ETTm1,target_history,52574,0.008060367026011787
ETTm1,target_history,52577,0.007806872786942441
ETTm1,target_history,52580,0.007659383761943322
ETTm1,target_history,52583,0.008110461647003507
ETTm1,target_history,52585,0.008588104846807238
ETTm1,target_history,52588,0.008921439774812629
ETTm1,target_history,52591,0.00937847312407207
ETTm1,target_history,52594,0.010181332426262917
ETTm1,target_history,52597,0.011297639889518152
ETTm1,target_history,52600,0.012626202497027478
ETTm1,target_history,52603,0.014455790521253266
ETTm1,target_history,52605,0.015308710287150981
ETTm1,target_history,52608,0.01671266374783124
ETTm1,target_history,52611,0.022992920011180796
ETTm1,target_history,52614,0.022433795625497698
ETTm1,target_history,52617,0.032884561711082665
ETTm1,target_history,52620,0.02670415582984822
ETTm1,target_history,52623,0.02148890552799132
ETTm1,target_history,52625,0.01789050477760919
ETTm1,target_history,52628,0.014913519020249266
ETTm1,target_history,52631,0.012861787824953641
ETTm1,target_history,52634,0.012419083066806646
ETTm1,target_history,52637,0.011446050297376026
ETTm1,target_history,52640,0.00939074517795779
ETTm1,target_history,52643,0.00945053099680966
ETTm1,target_history,52645,0.009196472913551504
ETTm1,target_history,52648,0.009235190451542847
ETTm1,target_history,52651,0.013589163924062042
ETTm1,target_history,52654,0.011906296035669265
ETTm1,target_history,52657,0.012236541357008556
ETTm1,target_history,52660,0.012244407402307637
ETTm1,target_history,52662,0.015116892734666258
ETTm1,target_history,52665,0.022681693759193197
ETTm1,target_history,52668,0.015036922919834448
ETTm1,target_history,52671,0.014182245838384793
ETTm1,target_history,52674,0.013918992082507265
ETTm1,target_history,52677,0.014815352975995968
ETTm1,target_history,52680,0.01455813885742529
ETTm1,target_history,52682,0.014694334491519953
ETTm1,target_history,52685,0.01536803538985735
ETTm1,target_history,52688,0.015927933664078162
ETTm1,target_history,52691,0.020048750906578903
ETTm1,target_history,52694,0.020175290535563176
ETTm1,target_history,52697,0.022541135083958126
ETTm1,target_history,52700,0.02766527055095576
ETTm1,target_history,52702,0.025534605846123996
ETTm1,target_history,52705,0.026445617805756393
ETTm1,target_history,52708,0.019113368032942536
ETTm1,target_history,52711,0.02121923932360567
ETTm1,target_history,52714,0.01905706679041694
ETTm1,target_history,52717,0.02024876494563008
ETTm1,target_history,52720,0.021095751360999348
ETTm1,target_history,52722,0.026527869029205297
ETTm1,target_history,52725,0.03082833285910581
ETTm1,target_history,52728,0.034065031178485056
ETTm1,target_history,52731,0.03654132527741453
ETTm1,target_history,52734,0.03750358003354256
ETTm1,target_history,52737,0.04579052849518576
ETTm1,target_history,52740,0.053312412871375704
ETTm1,target_history,52742,0.05916940850426814
ETTm1,target_history,52745,0.06851548107667525
ETTm1,target_history,52748,0.09120899016550721
ETTm1,target_history,52751,0.11195940940686562
ETTm1,target_history,52754,0.12568994434382927
ETTm1,target_history,52757,0.12823444857329355
ETTm1,target_history,52760,0.15345813669764607
ETTm1,target_history,52762,0.17745506556200122
ETTm1,target_history,52765,0.2390448748875336
ETTm1,target_history,52768,0.26806195540887096
ETTm1,target_history,52771,0.28666874687616367
ETTm1,target_history,52774,0.30503365898383433
ETTm1,target_history,52777,0.26398484757961377
ETTm1,target_history,52780,0.24869490933487795
ETTm1,target_history,52782,0.27244873093467165
ETTm1,target_history,52785,0.28936675747158125
ETTm1,target_history,52788,0.2812086683367809
ETTm1,target_history,52791,0.31660545169116344
ETTm1,target_history,52794,0.3402428066250019
ETTm1,target_history,52797,0.32693531219359584
ETTm1,target_history,52800,0.3268828829908389
ETTm1,target_history,52802,0.35437235762924146
ETTm1,target_history,52805,0.3148542528843618
ETTm1,target_history,52808,0.34360914349754906
ETTm1,target_history,52811,0.2999937077081905
ETTm1,target_history,52814,0.2594057626994772
ETTm1,target_history,52817,0.22714718282417326
ETTm1,target_history,52820,0.2650502882984756
ETTm1,target_history,52822,0.26142889791314555
ETTm1,target_history,52825,0.3046626353491003
ETTm1,target_history,52828,0.30406006192006757
ETTm1,target_history,52831,0.2870798851569422
ETTm1,target_history,52834,0.24125633937903265
ETTm1,target_history,52837,0.1647776651471623
ETTm1,target_history,52840,0.23719158854627162
ETTm1,target_history,52842,0.2540138352866357
ETTm1,target_history,52845,0.15756140407984767
ETTm1,target_history,52848,0.15262154658652696
ETTm1,target_history,52851,0.13601959289684387
ETTm1,target_history,52854,0.1217990022446737
ETTm1,target_history,52857,0.12280283417572439
ETTm1,target_history,52860,0.07495811714907859
ETTm1,target_history,52862,0.07358293817258817
ETTm1,target_history,52865,0.06740203996839421
ETTm1,target_history,52868,0.05086181997088344
ETTm1,target_history,52871,0.03837908734697276
ETTm1,target_history,52874,0.03309034823147559
ETTm1,target_history,52877,0.03356148686122811
ETTm1,target_history,52880,0.027911397587310927
ETTm1,target_history,52882,0.027699063721627573
ETTm1,target_history,52885,0.022243504741605774
ETTm1,target_history,52888,0.018933526238386462
ETTm1,target_history,52891,0.017359670781046443
ETTm1,target_history,52894,0.011866606896976014
ETTm1,target_history,52897,0.014604327448984994
ETTm1,target_history,52900,0.00633329871711549
ETTm1,target_history,52902,0.005724196542694466
ETTm1,target_history,52905,0.005482045060952498
ETTm1,target_history,52908,0.005782505621378958
ETTm1,target_history,52911,0.0069538152617139234
ETTm1,target_history,52914,0.006661401033246879
ETTm1,target_history,52917,0.006908173112722816
ETTm1,target_history,52920,0.007063999157696482
ETTm1,target_history,52922,0.00772609213708704
ETTm1,target_history,52925,0.009174443507492932
ETTm1,target_history,52928,0.011001412334066476
ETTm1,target_history,52931,0.009635226592703943
ETTm1,target_history,52934,0.013209826902655326
ETTm1,target_history,52937,0.013995942330607187
ETTm1,target_history,52940,0.01607969803632477
ETTm1,target_history,52942,0.019425632378986323
ETTm1,target_history,52945,0.019839504714387154
ETTm1,target_history,52948,0.02410521197288611
ETTm1,target_history,52951,0.026815407505293255
ETTm1,target_history,52954,0.034135073931715415
ETTm1,target_history,52957,0.04248256066959761
ETTm1,target_history,52960,0.045018624726324806
ETTm1,target_history,52962,0.053865735321292185
ETTm1,target_history,52965,0.05926875213178904
ETTm1,target_history,52968,0.07232748986516511
ETTm1,target_history,52971,0.08623356310312469
ETTm1,target_history,52974,0.09323723569719711
ETTm1,target_history,52977,0.0914679708028525
ETTm1,target_history,52980,0.0821593124857448
ETTm1,target_history,52982,0.08043846903605187
ETTm1,target_history,52985,0.08269333292178115
ETTm1,target_history,52988,0.07835228404925633
ETTm1,target_history,52991,0.07051471510217709
ETTm1,target_history,52994,0.05327014748569644
ETTm1,target_history,52997,0.05405642846293226
ETTm1,target_history,53000,0.043715397353120355
ETTm1,target_history,53002,0.055672749473177054
ETTm1,target_history,53005,0.05351192779711908
ETTm1,target_history,53008,0.053999900873971336
ETTm1,target_history,53011,0.056704982359783745
ETTm1,target_history,53014,0.05683667506876566
ETTm1,target_history,53017,0.05467849696172611
ETTm1,target_history,53020,0.056598625227188004
ETTm1,target_history,53022,0.059679224312967384
ETTm1,target_history,53025,0.05805910659235256
ETTm1,target_history,53028,0.03618947250517345
ETTm1,target_history,53031,0.02878951951372548
ETTm1,target_history,53034,0.028847449555767058
ETTm1,target_history,53037,0.03246002134378139
ETTm1,target_history,53040,0.026483081306705025
ETTm1,target_history,53042,0.015709829187348274
ETTm1,target_history,53045,0.01400752667400055
ETTm1,target_history,53048,0.016767068977078598
ETTm1,target_history,53051,0.026205983917540546
ETTm1,target_history,53054,0.01607290764367812
ETTm1,target_history,53057,0.018519765256444158
ETTm1,target_history,53060,0.028097302767654833
ETTm1,target_history,53062,0.029833854377436284
ETTm1,target_history,53065,0.03454230782771974
ETTm1,target_history,53068,0.0458896405421916
ETTm1,target_history,53071,0.05679610053394277
ETTm1,target_history,53074,0.05637971528993322
ETTm1,target_history,53077,0.05594525032263344
ETTm1,target_history,53080,0.06326878027102177
ETTm1,target_history,53082,0.07082598516248302
ETTm1,target_history,53085,0.06588945815466977
ETTm1,target_history,53088,0.06891873182091945
ETTm1,target_history,53091,0.06880021744612393
ETTm1,target_history,53094,0.06987815281433307
ETTm1,target_history,53097,0.07076813114180762
ETTm1,target_history,53100,0.0810585367794892
ETTm1,target_history,53102,0.08545315880844988
ETTm1,target_history,53105,0.061933258229856035
ETTm1,target_history,53108,0.0743172082496861
ETTm1,target_history,53111,0.059856201299521926
ETTm1,target_history,53114,0.04341239916435685
ETTm1,target_history,53117,0.04101469332960901
ETTm1,target_history,53120,0.04283883721090156
ETTm1,target_history,53122,0.03350210884230104
ETTm1,target_history,53125,0.03121335744250824
ETTm1,target_history,53128,0.035594918640716074
ETTm1,target_history,53131,0.04253566114279505
ETTm1,target_history,53134,0.05153472213075038
ETTm1,target_history,53137,0.0349388851733157
ETTm1,target_history,53140,0.03495093448631866
ETTm1,target_history,53142,0.03539095692334463
ETTm1,target_history,53145,0.031745918611480024
ETTm1,target_history,53148,0.03475524327893572
ETTm1,target_history,53151,0.03313576111958738
ETTm1,target_history,53154,0.018284558599166445
ETTm1,target_history,53157,0.017076572535768348
ETTm1,target_history,53160,0.01653866971528374
ETTm1,target_history,53162,0.02433640776884689
ETTm1,target_history,53165,0.01887834107202425
ETTm1,target_history,53168,0.02014268052786111
ETTm1,target_history,53171,0.017114667255168598
ETTm1,target_history,53174,0.019116920710409258
ETTm1,target_history,53177,0.020807764520467432
ETTm1,target_history,53180,0.019653446465294225
ETTm1,target_history,53182,0.02068428881128914
ETTm1,target_history,53185,0.022042866033742364
ETTm1,target_history,53188,0.02774064883609513
ETTm1,target_history,53191,0.023827958592197912
ETTm1,target_history,53194,0.04027013471311342
ETTm1,target_history,53197,0.04175724522953955
ETTm1,target_history,53200,0.02411402111353232
ETTm1,target_history,53202,0.052557815030084526
ETTm1,target_history,53205,0.06585852330235226
ETTm1,target_history,53208,0.09040987223975389
ETTm1,target_history,53211,0.050810120139755784
ETTm1,target_history,53214,0.009399225061478868
ETTm1,target_history,53217,0.014837468347739934
ETTm1,target_history,53220,0.013994150916869794
ETTm1,target_history,53222,0.012311001445965482
ETTm1,target_history,53225,0.010926141160567235
ETTm1,target_history,53228,0.009647594518716439
ETTm1,target_history,53231,0.010492946112439514
ETTm1,target_history,53234,0.009787212706434215
ETTm1,target_history,53237,0.010918765462237417
ETTm1,target_history,53240,0.011204525158497347
ETTm1,target_history,53242,0.010637182226255587
ETTm1,target_history,53245,0.011279806235476456
ETTm1,target_history,53248,0.01937334383175179
ETTm1,target_history,53251,0.0176600931444528
ETTm1,target_history,53254,0.017970799143145758
ETTm1,target_history,53257,0.01212376148816828
ETTm1,target_history,53260,0.025474340992850505
ETTm1,target_history,53262,0.03387066169952362
ETTm1,target_history,53265,0.019681715199654105
ETTm1,target_history,53268,0.02113679810171105
ETTm1,target_history,53271,0.00968309201876529
ETTm1,target_history,53274,0.009652978610372547
ETTm1,target_history,53277,0.00952731641526728
ETTm1,target_history,53280,0.010112877508010211
ETTm1,target_history,53282,0.012870867912402379
ETTm1,target_history,53285,0.013685821306878865
ETTm1,target_history,53288,0.017197353368042387
ETTm1,target_history,53291,0.017355334751858766
ETTm1,target_history,53294,0.020412926743499444
ETTm1,target_history,53297,0.01426678005940083
ETTm1,target_history,53300,0.012568994680278419
ETTm1,target_history,53302,0.014986228806003884
ETTm1,target_history,53305,0.01390026814970187
ETTm1,target_history,53308,0.013628619618253067
ETTm1,target_history,53311,0.015226799587115564
ETTm1,target_history,53314,0.026125023538894874
ETTm1,target_history,53317,0.01727808563612285
ETTm1,target_history,53320,0.01742278022347618
ETTm1,target_history,53322,0.019094376238231365
ETTm1,target_history,53325,0.026095958676915842
ETTm1,target_history,53328,0.020203718963898037
ETTm1,target_history,53331,0.017685213829175758
ETTm1,target_history,53334,0.017812604180265524
ETTm1,target_history,53337,0.019986074008007833
ETTm1,target_history,53340,0.020008110714713517
ETTm1,target_history,53342,0.021304632144499357
ETTm1,target_history,53345,0.0253094522015949
ETTm1,target_history,53348,0.027125093088892768
ETTm1,target_history,53351,0.031562899577563724
ETTm1,target_history,53354,0.03480645578883531
ETTm1,target_history,53357,0.053188554652188906
ETTm1,target_history,53360,0.06413738500583854
ETTm1,target_history,53362,0.06684277638541121
ETTm1,target_history,53365,0.05301263826096634
ETTm1,target_history,53368,0.07825355787464838
ETTm1,target_history,53371,0.05254530893514122
ETTm1,target_history,53374,0.06355484815399742
ETTm1,target_history,53377,0.07170537423781222
ETTm1,target_history,53380,0.05298805464914345
ETTm1,target_history,53382,0.03981218572479687
ETTm1,target_history,53385,0.024616982055478426
ETTm1,target_history,53388,0.02474006016660428
ETTm1,target_history,53391,0.02523163273698507
ETTm1,target_history,53394,0.02184287442429875
ETTm1,target_history,53397,0.021021562500525684
ETTm1,target_history,53400,0.021762242119396525
ETTm1,target_history,53402,0.020512736147786228
ETTm1,target_history,53405,0.019257722457406114
ETTm1,target_history,53408,0.021814822284906634
ETTm1,target_history,53411,0.02093147870500214
ETTm1,target_history,53414,0.02797008509457766
ETTm1,target_history,53417,0.02712344581902244
ETTm1,target_history,53420,0.029542563549014467
ETTm1,target_history,53422,0.03668120014348895
ETTm1,target_history,53425,0.03342331661752435
ETTm1,target_history,53428,0.02519122941630103
ETTm1,target_history,53431,0.022985487278824168
ETTm1,target_history,53434,0.028067886122272373
ETTm1,target_history,53437,0.02345771499714699
ETTm1,target_history,53440,0.024884127053329385
ETTm1,target_history,53442,0.026459343497993743
ETTm1,target_history,53445,0.038045374554560384
ETTm1,target_history,53448,0.0449503153244862
ETTm1,target_history,53451,0.04168063283014836
ETTm1,target_history,53454,0.043457184535432174
ETTm1,target_history,53457,0.0639866668389141
ETTm1,target_history,53460,0.04739587801772951
ETTm1,target_history,53462,0.046054551621480457
ETTm1,target_history,53465,0.06237800394998783
ETTm1,target_history,53468,0.027949741308257007
ETTm1,target_history,53471,0.018632525978150002
ETTm1,target_history,53474,0.013075556727314997
ETTm1,target_history,53477,0.006504712390517369
ETTm1,target_history,53480,0.006227366437412656
ETTm1,target_history,53482,0.0058551341102119
ETTm1,target_history,53485,0.006256477065185037
ETTm1,target_history,53488,0.006210074538306111
ETTm1,target_history,53491,0.007117570370194869
ETTm1,target_history,53494,0.006631598017532663
ETTm1,target_history,53497,0.008867871238843382
ETTm1,target_history,53500,0.007302981678464743
ETTm1,target_history,53502,0.005973359325430634
ETTm1,target_history,53505,0.004967520429326737
ETTm1,target_history,53508,0.00813845925647528
ETTm1,target_history,53511,0.006834217199148587
ETTm1,target_history,53514,0.010430499091188011
ETTm1,target_history,53517,0.02262021712977356
ETTm1,target_history,53520,0.013320699690620436
ETTm1,target_history,53522,0.007486372677733773
ETTm1,target_history,53525,0.005133734519107012
ETTm1,target_history,53528,0.005688512904799399
ETTm1,target_history,53531,0.005465635722275969
ETTm1,target_history,53534,0.005941203460045087
ETTm1,target_history,53537,0.005880310419771905
ETTm1,target_history,53540,0.006995596507010277
ETTm1,target_history,53542,0.014257748170342976
ETTm1,target_history,53545,0.006038013405263522
ETTm1,target_history,53548,0.008430271265526574
ETTm1,target_history,53551,0.009920761862158291
ETTm1,target_history,53554,0.006538025518418974
ETTm1,target_history,53557,0.008092890034520699
ETTm1,target_history,53560,0.008473776917028289
ETTm1,target_history,53562,0.008913123674036943
ETTm1,target_history,53565,0.010970779030126068
ETTm1,target_history,53568,0.01011626448583331
ETTm1,target_history,53571,0.009437661923161669
ETTm1,target_history,53574,0.010564021713322427
ETTm1,target_history,53577,0.010503496545332393
ETTm1,target_history,53580,0.01131201094451118
ETTm1,target_history,53582,0.014462535963977887
ETTm1,target_history,53585,0.01186437843523278
ETTm1,target_history,53588,0.01666274515102546
ETTm1,target_history,53591,0.014758318334215717
ETTm1,target_history,53594,0.016988889452050928
ETTm1,target_history,53597,0.016002143163632517
ETTm1,target_history,53600,0.01677375664959696
ETTm1,target_history,53602,0.02450938196696136
ETTm1,target_history,53605,0.025379350681385835
ETTm1,target_history,53608,0.03732118982451512
ETTm1,target_history,53611,0.03325956649079048
ETTm1,target_history,53614,0.05508355373319015
ETTm1,target_history,53617,0.03302258885322398
ETTm1,target_history,53619,0.023525795123193204
ETTm1,target_history,53622,0.03648905352457892
ETTm1,target_history,53625,0.03839171779409797
ETTm1,target_history,53628,0.022982429517935842
ETTm1,target_history,53631,0.013612699539937323
ETTm1,target_history,53634,0.024540484420070254
ETTm1,target_history,53637,0.021893998296794764
ETTm1,target_history,53639,0.030827517762890316
ETTm1,target_history,53642,0.015511230219978042
ETTm1,target_history,53645,0.010532374026676797
ETTm1,target_history,53648,0.012219788690291064
ETTm1,target_history,53651,0.006011307088887444
ETTm1,target_history,53654,0.006652723624036874
ETTm1,target_history,53657,0.005710975110103433
ETTm1,target_history,53659,0.006085861321737068
ETTm1,target_history,53662,0.00623343654655254
ETTm1,target_history,53665,0.008005170872408254
ETTm1,target_history,53668,0.009215239750887911
ETTm1,target_history,53671,0.010161948838673539
ETTm1,target_history,53674,0.009394064736147711
ETTm1,target_history,53677,0.013115088639269246
ETTm1,target_history,53679,0.01161526223088955
ETTm1,target_history,53682,0.010471530596366485
ETTm1,target_history,53685,0.010338920244144125
ETTm1,target_history,53688,0.010987677485051117
ETTm1,target_history,53691,0.012782909994274894
ETTm1,target_history,53694,0.013339611820552716
ETTm1,target_history,53697,0.01738431277241667
ETTm1,target_history,53699,0.016824566697581016
ETTm1,target_history,53702,0.021106224610063378
ETTm1,target_history,53705,0.021791477363473716
ETTm1,target_history,53708,0.0337055668435815
ETTm1,target_history,53711,0.03541303582680322
ETTm1,target_history,53714,0.03655607068777356
ETTm1,target_history,53717,0.034462747253165865
ETTm1,target_history,53719,0.07861656142066471
ETTm1,target_history,53722,0.06559654612470545
ETTm1,target_history,53725,0.0398733592201627
ETTm1,target_history,53728,0.053501273201606615
ETTm1,target_history,53731,0.05582955016774244
ETTm1,target_history,53734,0.046930793963013216
ETTm1,target_history,53737,0.04315172941768378
ETTm1,target_history,53739,0.04999290519642813
ETTm1,target_history,53742,0.03122226814330223
ETTm1,target_history,53745,0.03370391252625519
ETTm1,target_history,53748,0.023077808156800477
ETTm1,target_history,53751,0.018708250023024838
ETTm1,target_history,53754,0.021700535439125045
ETTm1,target_history,53757,0.030289405810039315
ETTm1,target_history,53759,0.021728805400521526
ETTm1,target_history,53762,0.01781229464094462
ETTm1,target_history,53765,0.01225507322574864
ETTm1,target_history,53768,0.017376634375405875
ETTm1,target_history,53771,0.020486586105797525
ETTm1,target_history,53774,0.01550644356068579
ETTm1,target_history,53777,0.010827320165917836
ETTm1,target_history,53779,0.013684289189833923
ETTm1,target_history,53782,0.013491970624689395
ETTm1,target_history,53785,0.013140621104676597
ETTm1,target_history,53788,0.005147194833400496
ETTm1,target_history,53791,0.002822559750841943
ETTm1,target_history,53794,0.003480974334873674
ETTm1,target_history,53797,0.004022442498583706
ETTm1,target_history,53799,0.0030580981086577286
ETTm1,target_history,53802,0.0023907702220539837
ETTm1,target_history,53805,0.0039011023153150575
ETTm1,target_history,53808,0.005969810083700314
ETTm1,target_history,53811,0.009149945963281295
ETTm1,target_history,53814,0.009001673002278275
ETTm1,target_history,53817,0.01203633869517693
ETTm1,target_history,53819,0.017188282658117268
ETTm1,target_history,53822,0.020551542420627945
ETTm1,target_history,53825,0.027691360455201278
ETTm1,target_history,53828,0.032642804535680504
ETTm1,target_history,53831,0.03827828443385091
ETTm1,target_history,53834,0.04956073152261075
ETTm1,target_history,53837,0.05588594936181273
ETTm1,target_history,53839,0.05283326326243817
ETTm1,target_history,53842,0.0570774826798812
ETTm1,target_history,53845,0.0624693182136332
ETTm1,target_history,53848,0.06605355430374742
ETTm1,target_history,53851,0.06905659355601851
ETTm1,target_history,53854,0.06462289498090888
ETTm1,target_history,53857,0.07705917041184197
ETTm1,target_history,53859,0.07620207509099522
ETTm1,target_history,53862,0.06248903530975355
ETTm1,target_history,53865,0.07527523088660303
ETTm1,target_history,53868,0.06540195259887929
ETTm1,target_history,53871,0.06586296515747338
ETTm1,target_history,53874,0.06824376552758409
ETTm1,target_history,53877,0.07216543862017816
ETTm1,target_history,53879,0.07330690385704822
ETTm1,target_history,53882,0.06287225164704963
ETTm1,target_history,53885,0.07622933007044753
ETTm1,target_history,53888,0.06614144909918895
ETTm1,target_history,53891,0.06889717678983372
ETTm1,target_history,53894,0.07134336988094399
ETTm1,target_history,53897,0.03428706167506035
ETTm1,target_history,53899,0.02023664970674226
ETTm1,target_history,53902,0.019300013315727154
ETTm1,target_history,53905,0.013507402136192498
ETTm1,target_history,53908,0.012117605489867097
ETTm1,target_history,53911,0.0069165026093570324
ETTm1,target_history,53914,0.006129575153414536
ETTm1,target_history,53917,0.006895310306639896
ETTm1,target_history,53919,0.007385095954278091
ETTm1,target_history,53922,0.01081590001836157
ETTm1,target_history,53925,0.024436273261856656
ETTm1,target_history,53928,0.00907089005756774
ETTm1,target_history,53931,0.009086852123613006
ETTm1,target_history,53934,0.0073808723426880855
ETTm1,target_history,53937,0.005862725239260941
ETTm1,target_history,53939,0.006681641882903156
ETTm1,target_history,53942,0.006888946424443783
ETTm1,target_history,53945,0.008514348008040936
ETTm1,target_history,53948,0.009073073135599394
ETTm1,target_history,53951,0.01084472180392068
ETTm1,target_history,53954,0.01165052733729291
ETTm1,target_history,53957,0.013237488148531026
ETTm1,target_history,53959,0.013621948404507816
ETTm1,target_history,53962,0.016288959461182057
ETTm1,target_history,53965,0.015895233487355078
ETTm1,target_history,53968,0.014239867215054066
ETTm1,target_history,53971,0.017472059558124833
ETTm1,target_history,53974,0.012396059808426398
ETTm1,target_history,53977,0.00955556005687966
ETTm1,target_history,53979,0.01001887234999429
ETTm1,target_history,53982,0.012556435522069006
ETTm1,target_history,53985,0.01087367081468802
ETTm1,target_history,53988,0.010995087256526412
ETTm1,target_history,53991,0.010774627590576768
ETTm1,target_history,53994,0.012320733833136954
ETTm1,target_history,53997,0.013078345590155546
ETTm1,target_history,53999,0.012113836350682528
ETTm1,target_history,54002,0.013094722894941178
ETTm1,target_history,54005,0.01801604306895041
ETTm1,target_history,54008,0.03580881617747924
ETTm1,target_history,54011,0.03946163196355981
ETTm1,target_history,54014,0.03839826889672224
ETTm1,target_history,54017,0.042715550156835674
ETTm1,target_history,54019,0.04795497384109124
ETTm1,target_history,54022,0.05169010922420849
ETTm1,target_history,54025,0.05156102844826527
ETTm1,target_history,54028,0.058346155812356935
ETTm1,target_history,54031,0.055548516805952214
ETTm1,target_history,54034,0.05066750922888016
ETTm1,target_history,54037,0.04997194496619441
ETTm1,target_history,54039,0.0490016721175523
ETTm1,target_history,54042,0.0540761247464876
ETTm1,target_history,54045,0.05304972854723312
ETTm1,target_history,54048,0.06573125973449946
ETTm1,target_history,54051,0.08456695666389859
ETTm1,target_history,54054,0.08636159032121866
ETTm1,target_history,54057,0.10807033269627682
ETTm1,target_history,54059,0.13420941330851902
ETTm1,target_history,54062,0.13477551656073122
ETTm1,target_history,54065,0.12625118928852733
ETTm1,target_history,54068,0.14895410195899253
ETTm1,target_history,54071,0.10608277697334277
ETTm1,target_history,54074,0.06268164805816281
ETTm1,target_history,54077,0.06599243212612994
ETTm1,target_history,54079,0.07226357029049323
ETTm1,target_history,54082,0.04710474155884512
ETTm1,target_history,54085,0.045776276391434056
ETTm1,target_history,54088,0.020734015661865893
ETTm1,target_history,54091,0.03202744348533399
ETTm1,target_history,54094,0.045451534460104116
ETTm1,target_history,54097,0.03155406525269109
