dataset,seed,condition,base_alpha,residual_alpha,mse,residual_mse,none_mse,event_mse,separation_mse,n_test_pairs
ETTh1,5,shuffled,100.0,100.0,0.20767103241414794,0.1514935562876785,0.06077009853522335,0.3545719662930725,0.30294713962248887,2785
ETTh1,5,misleading_test,100.0,,0.407436954344962,0.35324363885132015,0.06086164678268679,0.7540122619072374,0.7064868424248153,2785
ETTh1,5,latent_oracle_upper_bound,100.0,,0.060862648089844436,0.0,0.06086264808984446,0.06086264808984446,0.0,2785
ETTh1,6,history,100.0,0.1,0.21402550210721188,0.15240423359420258,0.060551010889633834,0.3674999933247899,0.30487318568662564,2785
ETTh1,6,clean,100.0,10.0,0.14047488009450568,0.07888401491053451,0.06086267632316061,0.22008708386585074,0.1577680264660078,2785
ETTh1,6,noisy,100.0,0.1,0.16859095512440667,0.10604322240758879,0.06086265067610648,0.2763192595727067,0.21208644445811214,2785
ETTh1,6,delayed50,100.0,10.0,0.17798143991920254,0.11493243083318234,0.06086274907619151,0.2951001307622136,0.22986483752449724,2785
ETTh1,6,shuffled,100.0,100.0,0.21409721155025369,0.15252950832230325,0.06061825821715511,0.3675761648833524,0.3049810217661134,2785
ETTh1,6,misleading_test,100.0,,0.42701328824437473,0.36529319475610944,0.06086267632316061,0.7931639001655887,0.7305863777094412,2785
ETTh1,6,latent_oracle_upper_bound,100.0,,0.060862648089844436,0.0,0.06086264808984446,0.06086264808984446,0.0,2785
ETTh1,7,history,100.0,0.1,0.21913655996632117,0.15646781531596027,0.06132141516724332,0.37695170476539896,0.31288845350642697,2785
ETTh1,7,clean,100.0,10.0,0.14500068546883801,0.08479659086180857,0.060862725343462064,0.22913864559421393,0.16959318008406635,2785
ETTh1,7,noisy,100.0,100.0,0.1758339884687528,0.11414976660694992,0.060860839895071656,0.29080713704243394,0.22829965047700457,2785
ETTh1,7,delayed50,100.0,100.0,0.18020544626678126,0.11918277582713323,0.06086718371105139,0.299543708822511,0.23836526919582032,2785
ETTh1,7,shuffled,100.0,100.0,0.2193107246692874,0.1567187803498084,0.061374824130043054,0.37724662520853175,0.31348365434423514,2785
ETTh1,7,misleading_test,100.0,,0.43376443687899574,0.36990812742673806,0.060862725343462064,0.8066661484145295,0.7398162462637854,2785
ETTh1,7,latent_oracle_upper_bound,100.0,,0.060862648089844436,0.0,0.06086264808984446,0.06086264808984446,0.0,2785
ETTh1,8,history,100.0,0.1,0.21763550482918376,0.15687969396326493,0.06066725125123066,0.3746037584071369,0.31375653286627914,2785
ETTh1,8,clean,100.0,100.0,0.14207414062779386,0.08285181706710895,0.060862628212285046,0.22328565304330267,0.165703601601975,2785
ETTh1,8,noisy,100.0,100.0,0.17156327018522222,0.11222375514789625,0.06086107816057711,0.2822654622098674,0.22444733919875023,2785
ETTh1,8,delayed50,100.0,100.0,0.17511715456510185,0.11528852168730681,0.06085454832022716,0.2893797608099766,0.2305762300834685,2785
ETTh1,8,shuffled,100.0,100.0,0.21771328753858746,0.15696112303122137,0.06072854148563792,0.374698033591537,0.3137198085975829,2785
ETTh1,8,misleading_test,100.0,,0.43999058303784117,0.3779084692323114,0.060862628212285046,0.8191185378633974,0.7558168994335884,2785
ETTh1,8,latent_oracle_upper_bound,100.0,,0.060862648089844436,0.0,0.06086264808984446,0.06086264808984446,0.0,2785
ETTh1,9,history,100.0,0.1,0.21293939137492152,0.15378112550600367,0.0610549764858318,0.3648238062640111,0.30755970047867615,2785
ETTh1,9,clean,100.0,0.1,0.14333919854409471,0.08311357259505357,0.06086264802071048,0.22581574906747898,0.1662271452039595,2785
ETTh1,9,noisy,100.0,10.0,0.17194010254922693,0.11212015521582062,0.06086279536477217,0.2830174097336817,0.22424031597247585,2785
ETTh1,9,delayed50,100.0,10.0,0.1782325735607341,0.11899858099629555,0.06086264375337251,0.2956025033680956,0.2379971628141408,2785
ETTh1,9,shuffled,100.0,100.0,0.21300654773866998,0.1537362898934359,0.061256115324212906,0.3647569801531272,0.3075630169129689,2785
ETTh1,9,misleading_test,100.0,,0.42353390041933714,0.366926830264694,0.06086264802071048,0.7862051528179637,0.7338536605401955,2785
ETTh1,9,latent_oracle_upper_bound,100.0,,0.060862648089844436,0.0,0.06086264808984446,0.06086264808984446,0.0,2785
ETTm2,0,history,10.0,0.1,0.22510787079279346,0.15704069232745685,0.07072743776137186,0.37948830382421506,0.31409679094419823,4000
ETTm2,0,clean,10.0,100.0,0.1534442948680178,0.0844397965470838,0.07053854541181541,0.2363500443242202,0.1688795906346164,4000
ETTm2,0,noisy,10.0,0.1,0.181582343008463,0.11315820322531679,0.07053843714537288,0.2926262488715531,0.22631640632706584,4000
ETTm2,0,delayed50,10.0,0.1,0.19080799779058563,0.12196720196162521,0.07053844057871723,0.31107755500245404,0.2439344038234104,4000
ETTm2,0,shuffled,10.0,100.0,0.2251337234651575,0.15709499506452923,0.07074992417096099,0.3795175227593543,0.3139808449099188,4000
ETTm2,0,misleading_test,10.0,,0.43771666794516956,0.37081224838850585,0.07053854541181541,0.8048947904785233,0.741624520950683,4000
ETTm2,0,latent_oracle_upper_bound,10.0,,0.07053843827317985,0.0,0.07053843827317986,0.07053843827317986,0.0,4000
ETTm2,1,history,10.0,0.1,0.2175142686919628,0.1481645182088981,0.07039771312482598,0.36463082425909965,0.2963196113171428,4000
ETTm2,1,clean,10.0,10.0,0.1474627247569496,0.0777188717361264,0.07053843089962135,0.2243870186142779,0.1554377413677886,4000
ETTm2,1,noisy,10.0,0.1,0.17674408464519706,0.1076943492837052,0.07053843658703157,0.2829497327033626,0.21538869833103175,4000
ETTm2,1,delayed50,10.0,10.0,0.18086109591905142,0.11132358739150919,0.07053842561477978,0.29118376622332315,0.2226471688327932,4000
ETTm2,1,shuffled,10.0,100.0,0.21753199430380377,0.14830158024133316,0.07044005733358642,0.364623931274021,0.29631238280215483,4000
ETTm2,1,misleading_test,10.0,,0.42771763770025617,0.358720553409894,0.07053843089962135,0.7848968445008917,0.717441105749924,4000
ETTm2,1,latent_oracle_upper_bound,10.0,,0.07053843827317985,0.0,0.07053843827317986,0.07053843827317986,0.0,4000
ETTm2,2,history,10.0,0.1,0.21805957411413163,0.14773263715546614,0.07043362481618312,0.36568552341208016,0.29543792806699604,4000
ETTm2,2,clean,10.0,100.0,0.1517637049044687,0.08241034125002906,0.0705382248732721,0.23298918493566526,0.16482064114502828,4000
ETTm2,2,noisy,10.0,100.0,0.17768021536398682,0.10787897048351645,0.07053739739224711,0.2848230333357265,0.21575767821910816,4000
ETTm2,2,delayed50,10.0,10.0,0.1902999325074188,0.11969028967911342,0.07053831619875561,0.31006154881608217,0.23938055629154945,4000
ETTm2,2,shuffled,10.0,100.0,0.21814899334844431,0.14780212783873792,0.07060101118621054,0.36569697551067826,0.29544836596880986,4000
ETTm2,2,misleading_test,10.0,,0.4205130178158439,0.3491139804310457,0.0705382248732721,0.7704878107584155,0.6982278664080614,4000
ETTm2,2,latent_oracle_upper_bound,10.0,,0.07053843827317985,0.0,0.07053843827317986,0.07053843827317986,0.0,4000
ETTm2,3,history,10.0,0.1,0.22309721458434095,0.1530669230425425,0.07045972523493788,0.3757347039337442,0.3061356955117095,4000
ETTm2,3,clean,10.0,100.0,0.15340312754473254,0.08306094690688866,0.07053853148313201,0.23626772360633302,0.16612190263899837,4000
ETTm2,3,noisy,10.0,100.0,0.17969292308430973,0.11005554448126098,0.07053725146864633,0.2888485946999732,0.2201109786604652,4000
ETTm2,3,delayed50,10.0,100.0,0.18989314474111227,0.11910048495730981,0.07053802101345659,0.30924826846876796,0.23820093389899297,4000
ETTm2,3,shuffled,10.0,100.0,0.22311758616633676,0.15308428472911098,0.07065384863629016,0.37558132369638314,0.30611373221964233,4000
ETTm2,3,misleading_test,10.0,,0.4316460852844215,0.36165086678157005,0.07053853148313201,0.7927536390857106,0.7233017107823523,4000
ETTm2,3,latent_oracle_upper_bound,10.0,,0.07053843827317985,0.0,0.07053843827317986,0.07053843827317986,0.0,4000
ETTm2,4,history,10.0,0.1,0.2282888404523783,0.15775606467891065,0.07094588933484229,0.385631791569914,0.31546033518210465,4000
ETTm2,4,clean,10.0,10.0,0.15754839829529635,0.08669480350330548,0.07053846272924556,0.24455833386134695,0.17338960069628695,4000
ETTm2,4,noisy,10.0,10.0,0.1850615720698363,0.11453476706682769,0.07053848525346225,0.29958465888621033,0.22906952435770833,4000
ETTm2,4,delayed50,10.0,10.0,0.19280897767757116,0.12250415666750729,0.07053853202904267,0.3150794233260998,0.2450082920101955,4000
ETTm2,4,shuffled,10.0,100.0,0.22827201820296117,0.15785274124447457,0.07101886061002409,0.3855251757958983,0.3157566113355463,4000
ETTm2,4,misleading_test,10.0,,0.437321600132848,0.36745753551209814,0.07053846272924556,0.8041047375364504,0.7349150662797369,4000
ETTm2,4,latent_oracle_upper_bound,10.0,,0.07053843827317985,0.0,0.07053843827317986,0.07053843827317986,0.0,4000
ETTm2,5,history,10.0,0.1,0.22527741591975656,0.15242051336499343,0.07093196967747888,0.379622862162034,0.3047910257370849,4000
ETTm2,5,clean,10.0,0.1,0.15619618410722616,0.08335702510479305,0.07053843826417257,0.24185392995027982,0.16671405019793373,4000
ETTm2,5,noisy,10.0,0.1,0.18319542845012848,0.11107352200954021,0.07053843932696466,0.29585241757329234,0.2221470437077063,4000
ETTm2,5,delayed50,10.0,100.0,0.19035726431269392,0.11863384310080687,0.0705413033365703,0.31017322528881747,0.23726701926148222,4000
ETTm2,5,shuffled,10.0,100.0,0.22531758259779142,0.15246507076246996,0.07100285920663439,0.37963230598894826,0.3049483045521257,4000
ETTm2,5,misleading_test,10.0,,0.438456955307899,0.36572909330817854,0.07053843826417257,0.8063754723516257,0.7314581866030603,4000
ETTm2,5,latent_oracle_upper_bound,10.0,,0.07053843827317985,0.0,0.07053843827317986,0.07053843827317986,0.0,4000
ETTm2,6,history,10.0,0.1,0.22431725077153544,0.15361905285434216,0.070797061318785,0.3778374402242857,0.3072174536249491,4000
ETTm2,6,clean,10.0,100.0,0.1526532428241966,0.08257379985492186,0.07053795456811716,0.23476853108027587,0.1651475818609393,4000
ETTm2,6,noisy,10.0,100.0,0.18284719477413894,0.11146308218025666,0.07053821398999373,0.2951561755582842,0.2229261858097993,4000
ETTm2,6,delayed50,10.0,100.0,0.18866369261319796,0.11845704748861716,0.07053937707993044,0.30678800814646545,0.23691391856320584,4000
ETTm2,6,shuffled,10.0,100.0,0.22417820572426486,0.15356574936978354,0.07079244184839277,0.37756396960013716,0.3070181950500012,4000
ETTm2,6,misleading_test,10.0,,0.43354584209235114,0.3624973042751872,0.07053795456811716,0.7965537296165849,0.7249946751946852,4000
ETTm2,6,latent_oracle_upper_bound,10.0,,0.07053843827317985,0.0,0.07053843827317986,0.07053843827317986,0.0,4000
ETTm2,7,history,10.0,0.1,0.222593976276333,0.1523218985096533,0.07068119686342993,0.3745067556892359,0.30460702712490517,4000
ETTm2,7,clean,10.0,10.0,0.15337498376760678,0.08286033927445383,0.07053848333921148,0.236211484196002,0.16572066529846577,4000
ETTm2,7,noisy,10.0,0.1,0.17924072808742797,0.10858429952389298,0.07053843864429078,0.2879430175305651,0.21716859893733123,4000
ETTm2,7,delayed50,10.0,10.0,0.18450552319208444,0.11404370550088506,0.07053856016235577,0.29847248622181316,0.2280873853944678,4000
ETTm2,7,shuffled,10.0,100.0,0.22261543759038724,0.15236777814016061,0.07069152351491265,0.3745393516658621,0.3046489486878158,4000
ETTm2,7,misleading_test,10.0,,0.43494027362577437,0.3644713973512465,0.07053848333921148,0.7993420639123371,0.7289427755046685,4000
ETTm2,7,latent_oracle_upper_bound,10.0,,0.07053843827317985,0.0,0.07053843827317986,0.07053843827317986,0.0,4000
ETTm2,8,history,10.0,0.1,0.2199548201774177,0.1510247716533689,0.06996233393406043,0.36994730642077495,0.3018690111616583,4000
ETTm2,8,clean,10.0,0.1,0.15224185658651843,0.08538101700746137,0.07053843842621277,0.23394527474682397,0.170762034053012,4000
ETTm2,8,noisy,10.0,100.0,0.17814765297799462,0.11001596833050756,0.07053936704571101,0.28575593891027806,0.22003213638130736,4000
ETTm2,8,delayed50,10.0,100.0,0.18714614134380517,0.11915567864975393,0.07053449179751993,0.3037577908900904,0.23831005377471554,4000
ETTm2,8,shuffled,10.0,100.0,0.22003243658774785,0.1510287405130899,0.07010350189824434,0.36996137127725137,0.30189329329766923,4000
ETTm2,8,misleading_test,10.0,,0.4279653187213093,0.35645936519492616,0.07053843842621277,0.785392199016406,0.7129187304198634,4000
ETTm2,8,latent_oracle_upper_bound,10.0,,0.07053843827317985,0.0,0.07053843827317986,0.07053843827317986,0.0,4000
ETTm2,9,history,10.0,0.1,0.22005186371964847,0.15120116120471933,0.0704815233487399,0.36962220409055696,0.3024167301970261,4000
ETTm2,9,clean,10.0,100.0,0.14938867411012843,0.08052029759918711,0.07053736578743594,0.2282399824328209,0.1610406255353557,4000
ETTm2,9,noisy,10.0,100.0,0.18177068445122657,0.11235910262498777,0.07053766953831737,0.2930036993641357,0.22471835827676317,4000
ETTm2,9,delayed50,10.0,10.0,0.18523849656992109,0.11658270464836448,0.07053838052527847,0.2999386126145635,0.23316541940322216,4000
ETTm2,9,shuffled,10.0,100.0,0.22023144111066684,0.15139548524417296,0.07053393844084406,0.36992894378048957,0.302838818547349,4000
ETTm2,9,misleading_test,10.0,,0.43192868928289924,0.3635059236248209,0.07053736578743594,0.7933200127783627,0.7270121837602447,4000
ETTm2,9,latent_oracle_upper_bound,10.0,,0.07053843827317985,0.0,0.07053843827317986,0.07053843827317986,0.0,4000
exchange_rate,0,history,0.1,0.1,0.25979421217512566,0.16369781558015753,0.09483386278478115,0.42475456156547026,0.3273648328783705,1422
exchange_rate,0,clean,0.1,0.1,0.17807737720293085,0.08315156388490394,0.09434822176998152,0.26180653263588,0.1663031280495318,1422
exchange_rate,0,noisy,0.1,0.1,0.210903833059576,0.11495367988349534,0.09434821878392435,0.32745944733522764,0.22990735990680333,1422
exchange_rate,0,delayed50,0.1,0.1,0.22284582194628688,0.12645797645118476,0.0943482349377792,0.35134340895479454,0.25291595177036275,1422
exchange_rate,0,shuffled,0.1,100.0,0.2597921553715103,0.16375300035587753,0.09514361314781465,0.424440697595206,0.32722162868740046,1422
exchange_rate,0,misleading_test,0.1,,0.46788348466350416,0.37193824654549373,0.09434822176998152,0.8414187475570266,0.7438764926899027,1422
exchange_rate,0,latent_oracle_upper_bound,0.1,,0.09434821881360755,0.0,0.09434821881360755,0.09434821881360755,0.0,1422
exchange_rate,1,history,0.1,0.1,0.2510286157612268,0.1555783779662362,0.09465888993820895,0.4073983415842447,0.3111605413654408,1422
exchange_rate,1,clean,0.1,0.1,0.18324870251342346,0.08729242293846028,0.09434821950907783,0.27214918551776907,0.1745848457856059,1422
exchange_rate,1,noisy,0.1,100.0,0.20660095777583395,0.11106431754533393,0.09434932445033575,0.31885259110133213,0.22212857568388802,1422
exchange_rate,1,delayed50,0.1,0.1,0.21759941532741595,0.12103927275353021,0.0943482307833993,0.3408505998714327,0.24207854498328923,1422
exchange_rate,1,shuffled,0.1,100.0,0.2509309760375586,0.15568003760310212,0.09471754531051564,0.40714440676460156,0.3108692702617282,1422
exchange_rate,1,misleading_test,0.1,,0.45957703943494493,0.36354618265603084,0.09434821950907783,0.8248058593608117,0.7270923652648712,1422
exchange_rate,1,latent_oracle_upper_bound,0.1,,0.09434821881360755,0.0,0.09434821881360755,0.09434821881360755,0.0,1422
exchange_rate,2,history,0.1,0.1,0.2343175887611243,0.143635883774309,0.0944108455447196,0.374224331977529,0.28726242020497783,1422
exchange_rate,2,clean,0.1,10.0,0.17001398301344398,0.07814368193208011,0.09434823988203997,0.2456797261448479,0.15628736291441525,1422
exchange_rate,2,noisy,0.1,0.1,0.19635118005219104,0.10491458632697367,0.09434822493793608,0.2983541351664459,0.2098291729638084,1422
exchange_rate,2,delayed50,0.1,10.0,0.2062687039399744,0.11273527187342133,0.09434857835257024,0.3181888295273784,0.2254705194070903,1422
exchange_rate,2,shuffled,0.1,100.0,0.2343936874141517,0.1437168680821408,0.09457714253975318,0.3742102322885503,0.28728775134547624,1422
exchange_rate,2,misleading_test,0.1,,0.4422205555770327,0.35249826087690206,0.09434823988203997,0.7900928712720255,0.7049965152407154,1422
exchange_rate,2,latent_oracle_upper_bound,0.1,,0.09434821881360754,0.0,0.09434821881360755,0.09434821881360755,0.0,1422
exchange_rate,3,history,0.1,0.1,0.25984613628294045,0.16019206321930946,0.09367312018532342,0.4260191523805574,0.3204905173539097,1422
exchange_rate,3,clean,0.1,1.0,0.1866653320776312,0.09061384536249498,0.09434812537121932,0.278982538784043,0.18122769164109817,1422
exchange_rate,3,noisy,0.1,100.0,0.21609810505984184,0.11623338969877688,0.09433369722239732,0.3378625128972864,0.2324683259831074,1422
exchange_rate,3,delayed50,0.1,0.1,0.21919317007848269,0.12297650011924073,0.09434819641233486,0.34403814374463043,0.24595300083149008,1422
exchange_rate,3,shuffled,0.1,100.0,0.26006989975696954,0.1603755806803876,0.09383463105393743,0.4263051684600016,0.32090198978672163,1422
exchange_rate,3,misleading_test,0.1,,0.4752777418913961,0.3705285136663528,0.09434812537121932,0.8562073584115729,0.7410570602782532,1422
exchange_rate,3,latent_oracle_upper_bound,0.1,,0.09434821881360755,0.0,0.09434821881360755,0.09434821881360755,0.0,1422
exchange_rate,4,history,0.1,0.1,0.25480963409439406,0.1576196754651105,0.094574416363918,0.41504485182487016,0.3152409452277543,1422
exchange_rate,4,clean,0.1,100.0,0.17649984379548453,0.08231534738563188,0.09434955378521921,0.2586501338057499,0.16463063635230749,1422
exchange_rate,4,noisy,0.1,100.0,0.2112820703244073,0.11738052741623817,0.09434829903566307,0.32821584161315154,0.23476104549909882,1422
exchange_rate,4,delayed50,0.1,100.0,0.2140345348650659,0.11816516339624117,0.09433659206219407,0.3337324776679378,0.23633092714996398,1422
exchange_rate,4,shuffled,0.1,100.0,0.2551151237314168,0.15763483235966058,0.09498495857229534,0.41524528889053813,0.3149706664139256,1422
exchange_rate,4,misleading_test,0.1,,0.46874569521070003,0.36857842425208687,0.09434955378521921,0.8431418366361805,0.7371569828729669,1422
exchange_rate,4,latent_oracle_upper_bound,0.1,,0.09434821881360755,0.0,0.09434821881360755,0.09434821881360755,0.0,1422
exchange_rate,5,history,0.1,0.1,0.24533487455928488,0.14731361447202043,0.09355354616900691,0.39711620294956296,0.2945184012902929,1422
exchange_rate,5,clean,0.1,100.0,0.17544191035917836,0.07823813617399901,0.09434530189073348,0.2565385188276234,0.15647606944692788,1422
exchange_rate,5,noisy,0.1,100.0,0.21066357761386376,0.11237942644211392,0.09434358264328602,0.3269835725844416,0.22475866225485608,1422
exchange_rate,5,delayed50,0.1,100.0,0.2116583628767201,0.11360417881521132,0.09433803755821603,0.3289786881952242,0.22720756160345304,1422
exchange_rate,5,shuffled,0.1,0.1,0.2451584373299872,0.14723921038966145,0.09376974158448452,0.39654713307548994,0.2943588521337696,1422
exchange_rate,5,misleading_test,0.1,,0.45046387801618504,0.3500080672104035,0.09434530189073348,0.8065824541416363,0.7000157065453556,1422
exchange_rate,5,latent_oracle_upper_bound,0.1,,0.09434821881360754,0.0,0.09434821881360755,0.09434821881360755,0.0,1422
exchange_rate,6,history,0.1,0.1,0.25181602439923745,0.16273385596351714,0.09373949437838977,0.40989255442008526,0.3253797756253617,1422
exchange_rate,6,clean,0.1,0.1,0.17498388727116027,0.08096471118004558,0.09434821973739932,0.25561955480492116,0.16192942235101745,1422
exchange_rate,6,noisy,0.1,0.1,0.2095621877740965,0.11715056510463155,0.09434822243481737,0.32477615311337577,0.23430113105012648,1422
exchange_rate,6,delayed50,0.1,0.1,0.2089190593192731,0.11923247766492719,0.094348206785491,0.32348991185305526,0.23846495341902654,1422
exchange_rate,6,shuffled,0.1,100.0,0.2517496036434322,0.1628288557082099,0.0936266249816286,0.4098725823052358,0.3254549936687914,1422
exchange_rate,6,misleading_test,0.1,,0.4728765103990423,0.38745233497710335,0.09434821973739932,0.8514048010606853,0.7749046700970869,1422
exchange_rate,6,latent_oracle_upper_bound,0.1,,0.09434821881360754,0.0,0.09434821881360755,0.09434821881360755,0.0,1422
exchange_rate,7,history,0.1,0.1,0.23753869629586485,0.14936621609176287,0.09439093172527657,0.38068646086645314,0.29873739314101355,1422
exchange_rate,7,clean,0.1,0.1,0.1678310276185606,0.07863252757905095,0.0943482153841965,0.24131383985292482,0.1572650552498153,1422
exchange_rate,7,noisy,0.1,10.0,0.1975702168547314,0.10818534576390289,0.09434867135776834,0.3007917623516943,0.2163706872585098,1422
exchange_rate,7,delayed50,0.1,0.1,0.1956987650356563,0.11057133791161511,0.0943482146502524,0.29704931542106017,0.22114267558286096,1422
exchange_rate,7,shuffled,0.1,100.0,0.23787460128768814,0.14962285918691626,0.09444799059514598,0.38130121198023015,0.29908434666566236,1422
exchange_rate,7,misleading_test,0.1,,0.43675773441041543,0.3496044480795667,0.0943482153841965,0.7791672534366342,0.6992088965814139,1422
exchange_rate,7,latent_oracle_upper_bound,0.1,,0.09434821881360755,0.0,0.09434821881360755,0.09434821881360755,0.0,1422
exchange_rate,8,history,0.1,0.1,0.25785226573826986,0.15952775252063872,0.0942465252703496,0.4214580062061901,0.3190625475719942,1422
exchange_rate,8,clean,0.1,100.0,0.18724429486198668,0.09265173124890536,0.09434412428288314,0.28014446544109023,0.1853037941102135,1422
exchange_rate,8,noisy,0.1,100.0,0.21675080464486837,0.12111559876186728,0.09433423126292134,0.3391673780268154,0.24223285811820497,1422
exchange_rate,8,delayed50,0.1,10.0,0.22199440506975066,0.12725715223055523,0.09434788255791071,0.3496409275815905,0.2545143502890813,1422
exchange_rate,8,shuffled,0.1,0.1,0.2576757949944281,0.1593392217835764,0.09460396822469441,0.4207476217641619,0.3187617199131134,1422
exchange_rate,8,misleading_test,0.1,,0.4660951402759589,0.3634505090353624,0.09434412428288314,0.8378461562690345,0.7269015312455313,1422
exchange_rate,8,latent_oracle_upper_bound,0.1,,0.09434821881360755,0.0,0.09434821881360755,0.09434821881360755,0.0,1422
exchange_rate,9,history,0.1,0.1,0.24329951316664403,0.14696847282866116,0.09518122671483258,0.3914177996184556,0.29368900751783644,1422
exchange_rate,9,clean,0.1,0.1,0.17154300551655774,0.07448530855624565,0.09434822390176567,0.2487377871313499,0.14897061582486945,1422
exchange_rate,9,noisy,0.1,10.0,0.20683677898760158,0.11025636341348183,0.09434786258405749,0.3193256953911457,0.22051279984370545,1422
exchange_rate,9,delayed50,0.1,100.0,0.20750090086837122,0.11328326469776927,0.09434877329798877,0.32065302843875365,0.2265658083336043,1422
exchange_rate,9,shuffled,0.1,10.0,0.24366641163160005,0.1472571215340247,0.09538523314991675,0.39194759011328356,0.29414471607524245,1422
exchange_rate,9,misleading_test,0.1,,0.4545769713701935,0.358834118615069,0.09434822390176567,0.8148057188386212,0.7176682350691634,1422
exchange_rate,9,latent_oracle_upper_bound,0.1,,0.09434821881360755,0.0,0.09434821881360755,0.09434821881360755,0.0,1422
electricity,0,history,100.0,0.1,0.5272832371952353,0.16017599761926588,0.37174753692253215,0.6828189374679391,0.32039289607278865,4000
electricity,0,clean,100.0,100.0,0.45561018576191037,0.08653772785411933,0.3717858285454461,0.5394345429783743,0.17307560634797167,4000
electricity,0,noisy,100.0,10.0,0.48364116329944523,0.11470063858540526,0.3717857267720216,0.5954965998268692,0.2294012833624561,4000
electricity,0,delayed50,100.0,100.0,0.489841348434924,0.1228023430057533,0.3717856698950816,0.6078970269747666,0.24560467231425062,4000
electricity,0,shuffled,100.0,100.0,0.5274371889982776,0.16044295349431037,0.37170284680928545,0.6831715311872698,0.3208617308951855,4000
electricity,0,misleading_test,100.0,,0.735429411367312,0.37033015917318085,0.3717858285454461,1.099072994189179,0.7406599954527823,4000
electricity,0,latent_oracle_upper_bound,100.0,,0.37178568659858874,0.0,0.3717856865985885,0.3717856865985885,0.0,4000
electricity,1,history,100.0,0.1,0.5267814279527661,0.15087112759116056,0.3717883638010357,0.6817744921044966,0.30173596125040747,4000
electricity,1,clean,100.0,10.0,0.45549086827666757,0.08260733734667101,0.371785694090679,0.5391960424626557,0.16521468467947656,4000
electricity,1,noisy,100.0,0.1,0.4848588127045848,0.1092859538220422,0.37178568658661243,0.5979319388225575,0.21857190763461345,4000
electricity,1,delayed50,100.0,0.1,0.4930886173488413,0.11838394061297347,0.371785686557313,0.6143915481403693,0.23676788127616333,4000
electricity,1,shuffled,100.0,0.1,0.5269995473495518,0.1510337493050457,0.37201249996967395,0.6819865947294296,0.3018897172276447,4000
electricity,1,misleading_test,100.0,,0.7362358740787138,0.3573336687252792,0.371785694090679,1.1006860540667478,0.7146673355512076,4000
electricity,1,latent_oracle_upper_bound,100.0,,0.37178568659858857,0.0,0.3717856865985885,0.3717856865985885,0.0,4000
electricity,2,history,100.0,0.1,0.5175404139777825,0.1472341305977434,0.3718616867127711,0.6632191412427941,0.2943854234199907,4000
electricity,2,clean,100.0,100.0,0.4495160640873487,0.07910358798807374,0.37178582990934184,0.5272462982653557,0.15820707485169003,4000
electricity,2,noisy,100.0,100.0,0.4788581352537167,0.10673197381537712,0.37178588341103036,0.5859303870964033,0.21346375038167298,4000
electricity,2,delayed50,100.0,100.0,0.479682448766655,0.10992549030075119,0.37178616411039334,0.5875787334229166,0.2198503469749647,4000
electricity,2,shuffled,100.0,100.0,0.5175757391758142,0.14726852752755293,0.37190571948774825,0.6632457588638803,0.29425619261851843,4000
electricity,2,misleading_test,100.0,,0.7206006605461672,0.35042567172307737,0.37178582990934184,1.0694154911829925,0.7008510842841318,4000
electricity,2,latent_oracle_upper_bound,100.0,,0.37178568659858857,0.0,0.3717856865985885,0.3717856865985885,0.0,4000
electricity,3,history,100.0,0.1,0.5259390372005799,0.1530143507643006,0.3718162053004333,0.6800618691007265,0.306035587140945,4000
electricity,3,clean,100.0,100.0,0.454435114339621,0.08304753373932262,0.371785738524909,0.5370844901543326,0.1660951060987679,4000
electricity,3,noisy,100.0,100.0,0.47938171619781345,0.10843917094374807,0.37178568751911106,0.5869777448765159,0.2168783377342433,4000
electricity,3,delayed50,100.0,10.0,0.49289442392716265,0.1192963715420571,0.371785706494233,0.6140031413600923,0.23859274970052347,4000
electricity,3,shuffled,100.0,100.0,0.5259266707334918,0.1530696941676517,0.371919677961717,0.6799336635052667,0.3061287426252497,4000
electricity,3,misleading_test,100.0,,0.7411629366606148,0.36674516525138257,0.371785738524909,1.1105401347963209,0.7334903596127587,4000
electricity,3,latent_oracle_upper_bound,100.0,,0.37178568659858874,0.0,0.3717856865985885,0.3717856865985885,0.0,4000
electricity,4,history,100.0,0.1,0.5271862809667761,0.15589232958237212,0.3718022998045858,0.6825702621289661,0.3117888525987913,4000
electricity,4,clean,100.0,10.0,0.4549815167989503,0.08340263868689901,0.3717856837237335,0.5381773498741668,0.16680527758315405,4000
electricity,4,noisy,100.0,100.0,0.4878987237487103,0.11434810649990108,0.37178579388516847,0.604011653612252,0.22869625788024417,4000
electricity,4,delayed50,100.0,0.1,0.4889994421854093,0.1173914115689416,0.37178568630835224,0.6062131980624667,0.2347828229080761,4000
electricity,4,shuffled,100.0,100.0,0.5273221272246554,0.15598331161672901,0.3718141765590679,0.6828300778902435,0.3120857279984658,4000
electricity,4,misleading_test,100.0,,0.7383911979718323,0.3677473729710635,0.3717856837237335,1.104996712219931,0.7354947488709613,4000
electricity,4,latent_oracle_upper_bound,100.0,,0.37178568659858857,0.0,0.3717856865985885,0.3717856865985885,0.0,4000
electricity,5,history,100.0,0.1,0.5250010670595927,0.15346316087936426,0.3717717058838181,0.6782304282353672,0.3068520198444374,4000
electricity,5,clean,100.0,0.1,0.45599748509591237,0.08484893484498149,0.37178568659232203,0.5402092835995028,0.16969786968314043,4000
