dataset,seed,condition,base_alpha,residual_alpha,mse,residual_mse,none_mse,event_mse,separation_mse,n_test_pairs
ETTm1,5,shuffled,10.0,100.0,0.1881261435600171,0.15416049035905954,0.032014704127167566,0.34423758299286683,0.30830464091671544,4000
ETTm1,5,misleading_test,10.0,,0.399366287775878,0.36496709590040016,0.0317919052378537,0.7669406703139022,0.7299341916040918,4000
ETTm1,5,latent_oracle_upper_bound,10.0,,0.03179190425153853,0.0,0.03179190425153852,0.03179190425153852,0.0,4000
ETTm1,6,history,10.0,0.1,0.18450551698730946,0.15223602631276775,0.03179541127750867,0.3372156226971102,0.30446639028350636,4000
ETTm1,6,clean,10.0,100.0,0.11164730554900143,0.079450306444305,0.03179109693196303,0.19150351416603986,0.15890050280357604,4000
ETTm1,6,noisy,10.0,100.0,0.14188301768444003,0.10952301522164927,0.0317916308470228,0.2519744045218574,0.2190460262880605,4000
ETTm1,6,delayed50,10.0,100.0,0.14709826653861102,0.11482875883481826,0.031789256608949414,0.2624072764682728,0.22965731538456194,4000
ETTm1,6,shuffled,10.0,100.0,0.1846090980061881,0.1523516632348334,0.03187186926418539,0.3373463267481908,0.30439067491533944,4000
ETTm1,6,misleading_test,10.0,,0.390026202135448,0.35802241146853914,0.03179109693196303,0.7482613073389334,0.7160447242845849,4000
ETTm1,6,latent_oracle_upper_bound,10.0,,0.03179190425153853,0.0,0.03179190425153852,0.03179190425153852,0.0,4000
ETTm1,7,history,10.0,0.1,0.18100274051545118,0.14995018699528903,0.031761719984383235,0.3302437610465193,0.29989924783833205,4000
ETTm1,7,clean,10.0,0.1,0.10874673921635997,0.0776233440391372,0.03179190268116706,0.18570157575155286,0.15524668815784975,4000
ETTm1,7,noisy,10.0,0.1,0.13855144752467063,0.10724126942429472,0.03179190305862591,0.2453109919907153,0.21448253880162543,4000
ETTm1,7,delayed50,10.0,10.0,0.14621982695061897,0.11511130449001865,0.03179173443700985,0.26064791946422816,0.23022262525860068,4000
ETTm1,7,shuffled,10.0,100.0,0.18100996153928828,0.1499823877288322,0.031819034026280175,0.33020088905229633,0.3000410240565073,4000
ETTm1,7,misleading_test,10.0,,0.39146209436277773,0.3605514295740854,0.03179190268116706,0.7511322860443885,0.7211028593800688,4000
ETTm1,7,latent_oracle_upper_bound,10.0,,0.03179190425153853,0.0,0.03179190425153852,0.03179190425153852,0.0,4000
ETTm1,8,history,10.0,0.1,0.18511063053043889,0.15428294218697283,0.03147888952232672,0.338742371538551,0.3084968912273672,4000
ETTm1,8,clean,10.0,10.0,0.11298635831349259,0.0816130804406647,0.03179186300590316,0.19418085362108195,0.16322616018701822,4000
ETTm1,8,noisy,10.0,100.0,0.14137069971047195,0.11024252834789229,0.03179114612265454,0.25095025329828935,0.22048502689510924,4000
ETTm1,8,delayed50,10.0,100.0,0.14671762704944716,0.11633635081361775,0.03178777756783928,0.261647476531055,0.2326717823107566,4000
ETTm1,8,shuffled,10.0,100.0,0.1852672958534312,0.15438588286707575,0.031566788833109934,0.33896780287375244,0.30868360379692966,4000
ETTm1,8,misleading_test,10.0,,0.40565275749276497,0.3753763657539479,0.03179186300590316,0.7795136519796269,0.7507527198053231,4000
ETTm1,8,latent_oracle_upper_bound,10.0,,0.03179190425153852,0.0,0.03179190425153852,0.03179190425153852,0.0,4000
ETTm1,9,history,10.0,0.1,0.19016056096636327,0.15548782261471267,0.0320088270068049,0.3483122949259215,0.31094241974651476,4000
ETTm1,9,clean,10.0,100.0,0.11896795845839216,0.0852866428383219,0.0317928205369339,0.20614309637985037,0.17057322381427265,4000
ETTm1,9,noisy,10.0,10.0,0.14608864550973036,0.11235600877186044,0.031792120498618424,0.26038517052084226,0.2247119891570639,4000
ETTm1,9,delayed50,10.0,100.0,0.15384985896273046,0.12051893167852958,0.031792645760946155,0.2759070721645148,0.24103779315826734,4000
ETTm1,9,shuffled,10.0,100.0,0.19027353361526014,0.15557781392885323,0.03214212716383766,0.34840494006668277,0.31099947270050105,4000
ETTm1,9,misleading_test,10.0,,0.4032635012050982,0.367781695341397,0.0317928205369339,0.7747341818732627,0.7355631465162723,4000
ETTm1,9,latent_oracle_upper_bound,10.0,,0.03179190425153852,0.0,0.03179190425153852,0.03179190425153852,0.0,4000
weather,0,history,1.0,0.1,0.16150134622878007,0.15572241382152976,0.0058367791655210294,0.3171659132920391,0.31143807803041884,4000
weather,0,clean,1.0,100.0,0.08825925722300634,0.08261271945975393,0.005706191141444507,0.1708123233045682,0.16522543067700388,4000
weather,0,noisy,1.0,100.0,0.11769312731904627,0.11180081371507085,0.005706408115412545,0.2296798465226799,0.22360159055396792,4000
weather,0,delayed50,1.0,10.0,0.12438861048348555,0.11892593301671013,0.005705998912299338,0.2430712220546718,0.2378518610698049,4000
weather,0,shuffled,1.0,100.0,0.16148079023354603,0.15571436674694605,0.00593914127724851,0.3170224391898436,0.31140945368183276,4000
weather,0,misleading_test,1.0,,0.37215472848215153,0.366532068776288,0.005706191141444507,0.7386032658228584,0.7330641320734297,4000
weather,0,latent_oracle_upper_bound,1.0,,0.0057060417997329,0.0,0.005706041799732901,0.005706041799732901,0.0,4000
weather,1,history,1.0,0.1,0.16800840456236799,0.16158670753111115,0.006279432898381858,0.3297373762263543,0.32307905102812123,4000
weather,1,clean,1.0,100.0,0.09584790054210113,0.08955981868308148,0.005706087052019685,0.1859897140321826,0.17911962664480155,4000
weather,1,noisy,1.0,10.0,0.12398138554097568,0.11760560683330495,0.00570613240796123,0.24225663867399005,0.23521119579827515,4000
weather,1,delayed50,1.0,10.0,0.1284769932500256,0.12245719101936654,0.005706233618044722,0.25124775288200657,0.24491435415041962,4000
