epoch,train_mse,val_mse
1,0.5019142508351573,0.42736515402793884
2,0.35885131148519367,0.3609848916530609
3,0.3210332983184784,0.3636900782585144
4,0.3075867977201875,0.35050708055496216
5,0.3005507544295042,0.35712993144989014
6,0.28769995890498684,0.36429837346076965
7,0.29110640528491577,0.3492347002029419
8,0.2849832647803592,0.34186649322509766
9,0.27715560273597023,0.3399229049682617
10,0.2732203442579981,0.3579154312610626
11,0.26908608537719775,0.3552747368812561
12,0.2635210084183595,0.3680512011051178
13,0.2607153618472584,0.3588169813156128
