case,dataset,seq_len,pred_len,features,train_reversed,test_reversed,channels,train_windows,test_windows,mse,mae,dlinear_mse,dlinear_mae,mse_ratio_vs_dlinear,mae_ratio_vs_dlinear,seconds,checkpoint
NN,weather,96,192,M,False,False,21,36600,10348,0.23547199976793415,0.2923500824177978,0.225,0.269,1.0465422211908184,1.0868032803635606,1.4342415831051767,<project-root>/checkpoints/extra_models/ridge_NN_weather_s96_p192_M.npz
NN,weather,96,336,M,False,False,21,36456,10204,0.2812729162114087,0.3303265126853047,0.271,0.301,1.037907439894497,1.097430274702009,2.021934707881883,<project-root>/checkpoints/extra_models/ridge_NN_weather_s96_p336_M.npz
NN,weather,96,720,M,False,False,21,36072,9820,0.34506938505600226,0.3806315625174999,0.338,0.348,1.0209153404023734,1.0937688578089078,4.183459334075451,<project-root>/checkpoints/extra_models/ridge_NN_weather_s96_p720_M.npz
NR,weather,96,96,M,False,True,21,36696,10444,0.19434347317355005,0.25135520539434175,0.182,0.232,1.067821281173352,1.0834276094583695,1.0381567501462996,<project-root>/checkpoints/extra_models/ridge_NR_weather_s96_p96_M.npz
NR,weather,96,192,M,False,True,21,36600,10348,0.23372563373870128,0.29098184470508376,0.225,0.269,1.0387805943942279,1.0817168948144378,1.4636742919683456,<project-root>/checkpoints/extra_models/ridge_NR_weather_s96_p192_M.npz
NR,weather,96,336,M,False,True,21,36456,10204,0.2749141310965399,0.32986279127214274,0.271,0.301,1.0144432881791139,1.0958896720004743,2.0894709997810423,<project-root>/checkpoints/extra_models/ridge_NR_weather_s96_p336_M.npz
NR,weather,96,720,M,False,True,21,36072,9820,0.32849543733518793,0.37792094455685016,0.338,0.348,0.9718799921159406,1.0859797257380752,4.466743416851386,<project-root>/checkpoints/extra_models/ridge_NR_weather_s96_p720_M.npz
RN,weather,96,96,M,True,False,21,36696,10444,0.19424689636062026,0.251389259139521,0.182,0.232,1.0672906393440673,1.0835743928427628,1.1087836250662804,<project-root>/checkpoints/extra_models/ridge_RN_weather_s96_p96_M.npz
RN,weather,96,192,M,True,False,21,36600,10348,0.23437071163691142,0.28985245569381657,0.225,0.269,1.041647607275162,1.0775184226535932,1.6875337909441441,<project-root>/checkpoints/extra_models/ridge_RN_weather_s96_p192_M.npz
RN,weather,96,336,M,True,False,21,36456,10204,0.279761938253923,0.32743461775188204,0.271,0.301,1.0323318754757305,1.0878226503384785,2.271800332935527,<project-root>/checkpoints/extra_models/ridge_RN_weather_s96_p336_M.npz
RN,weather,96,720,M,True,False,21,36072,9820,0.34225650706564065,0.37637034345444587,0.338,0.348,1.0125932161705344,1.08152397544381,4.655081958975643,<project-root>/checkpoints/extra_models/ridge_RN_weather_s96_p720_M.npz
RR,weather,96,96,M,True,True,21,36696,10444,0.19363229495417222,0.24950292978355956,0.182,0.232,1.063913708539408,1.0754436628601705,1.1309529591817409,<project-root>/checkpoints/extra_models/ridge_RR_weather_s96_p96_M.npz
RR,weather,96,192,M,True,True,21,36600,10348,0.2327570191525749,0.2886032431704058,0.225,0.269,1.0344756406781106,1.072874509927159,1.6183460000902414,<project-root>/checkpoints/extra_models/ridge_RR_weather_s96_p192_M.npz
RR,weather,96,336,M,True,True,21,36456,10204,0.273673356624776,0.32706108343685353,0.271,0.301,1.0098647845932693,1.0865816725476862,2.411044209031388,<project-root>/checkpoints/extra_models/ridge_RR_weather_s96_p336_M.npz
RR,weather,96,720,M,True,True,21,36072,9820,0.3267928613036687,0.3741215634930361,0.338,0.348,0.9668427849220966,1.0750619640604486,4.748532749945298,<project-root>/checkpoints/extra_models/ridge_RR_weather_s96_p720_M.npz
NN,illness,104,24,M,False,False,7,549,170,2.195701314423366,1.0239712744348617,1.683,0.858,1.3046353621053868,1.193439713793545,0.018584542209282517,<project-root>/checkpoints/extra_models/ridge_NN_illness_s104_p24_M.npz
NN,illness,104,36,M,False,False,7,537,158,2.221553536717422,1.046982790639962,1.703,0.859,1.304494149569831,1.2188391043538558,0.013466584030538797,<project-root>/checkpoints/extra_models/ridge_NN_illness_s104_p36_M.npz
NN,illness,104,48,M,False,False,7,525,146,2.262576520620385,1.0687599996986197,1.719,0.884,1.316216707748915,1.2090045245459498,0.012509915977716446,<project-root>/checkpoints/extra_models/ridge_NN_illness_s104_p48_M.npz
NN,illness,104,60,M,False,False,7,513,134,2.385450682068132,1.10384429530786,1.819,0.917,1.3114077416537284,1.2037560472277644,0.012749666115269065,<project-root>/checkpoints/extra_models/ridge_NN_illness_s104_p60_M.npz
NR,illness,104,24,M,False,True,7,549,170,0.6478284050846439,0.5637400731020102,1.683,0.858,0.3849247802047795,0.6570397122401052,0.011773667065426707,<project-root>/checkpoints/extra_models/ridge_NR_illness_s104_p24_M.npz
NR,illness,104,36,M,False,True,7,537,158,0.6521857440415261,0.5776071897328143,1.703,0.859,0.38296285616061426,0.6724181486994346,0.017859040992334485,<project-root>/checkpoints/extra_models/ridge_NR_illness_s104_p36_M.npz
NR,illness,104,48,M,False,True,7,525,146,0.65110153321347,0.5862958205224051,1.719,0.884,0.3787676167617626,0.6632305662018158,0.01205558399669826,<project-root>/checkpoints/extra_models/ridge_NR_illness_s104_p48_M.npz
NR,illness,104,60,M,False,True,7,513,134,0.7007556240604246,0.6125938477066597,1.819,0.917,0.385242234227831,0.6680412733987564,0.012756208190694451,<project-root>/checkpoints/extra_models/ridge_NR_illness_s104_p60_M.npz
RN,illness,104,24,M,True,False,7,549,170,2.2879557350178383,1.0472237547213727,1.683,0.858,1.3594508229458337,1.2205405066682666,0.01338050002232194,<project-root>/checkpoints/extra_models/ridge_RN_illness_s104_p24_M.npz
RN,illness,104,36,M,True,False,7,537,158,2.3558574065016233,1.0803705244171735,1.703,0.859,1.383357255726144,1.2577072461201089,0.01836758409626782,<project-root>/checkpoints/extra_models/ridge_RN_illness_s104_p36_M.npz
RN,illness,104,48,M,True,False,7,525,146,2.458561135362449,1.1194767970235877,1.719,0.884,1.4302275365691965,1.266376467221253,0.015698750037699938,<project-root>/checkpoints/extra_models/ridge_RN_illness_s104_p48_M.npz
RN,illness,104,60,M,True,False,7,513,134,2.6548197815476873,1.1711472515706145,1.819,0.917,1.4594941075028518,1.2771507650715535,0.01495787501335144,<project-root>/checkpoints/extra_models/ridge_RN_illness_s104_p60_M.npz
RR,illness,104,24,M,True,True,7,549,170,0.6610900880922149,0.5611255259369448,1.683,0.858,0.3928045680880659,0.6539924544719636,0.015531584154814482,<project-root>/checkpoints/extra_models/ridge_RR_illness_s104_p24_M.npz
RR,illness,104,36,M,True,True,7,537,158,0.6510262486449523,0.5705322194230205,1.703,0.859,0.3822820015531135,0.6641818619592788,0.013543542008846998,<project-root>/checkpoints/extra_models/ridge_RR_illness_s104_p36_M.npz
RR,illness,104,48,M,True,True,7,525,146,0.6306582929074536,0.5688836042916481,1.719,0.884,0.36687509767740173,0.6435334890177015,0.012163082836195827,<project-root>/checkpoints/extra_models/ridge_RR_illness_s104_p48_M.npz
RR,illness,104,60,M,True,True,7,513,134,0.6611658656599194,0.5829359870831954,1.819,0.917,0.36347766116543123,0.6356990044527757,0.011611042078584433,<project-root>/checkpoints/extra_models/ridge_RR_illness_s104_p60_M.npz
