epoch,train_mse,val_mse
1,1.1896085720856984,0.12967552244663239
2,1.0773672434488932,0.05757628381252289
3,1.0399071997801463,0.046861134469509125
4,1.0262821465333303,0.0430094413459301
5,1.0121416444778442,0.04150361567735672
6,0.9958905472755432,0.04079467058181763
7,0.9778156236012777,0.038827892392873764
8,0.9620007267793019,0.03609771654009819
9,0.9488164486686389,0.03711461275815964
10,0.9389071171283722,0.03528448939323425
11,0.9331141302585602,0.030787622556090355
12,0.9281942798693975,0.028430527076125145
13,0.9264876459439596,0.02829280123114586
14,0.9262867579460144,0.026546327397227287
15,0.924345532099406,0.03136501833796501
16,0.9241152169704437,0.028519300743937492
17,0.923860327243805,0.02664494514465332
18,0.9218133860429129,0.025761403143405914
