epoch,train_mse,val_mse
1,0.8030643273194631,0.30168530344963074
2,0.33717614380518596,0.29384687542915344
3,0.32989134661356606,0.29218223690986633
4,0.3286398371060689,0.2909724712371826
5,0.32747510480880737,0.2907266914844513
6,0.32717339475949603,0.29044872522354126
7,0.32650370844205223,0.289888471364975
8,0.32595290915171304,0.28913435339927673
9,0.3259937405586243,0.2890017032623291
10,0.32445702266693116,0.2881276309490204
11,0.32311525448163353,0.28983473777770996
12,0.3233414152463277,0.2865599989891052
13,0.32224990518887836,0.28634113073349
14,0.32136127734184267,0.2863346338272095
15,0.32126958680152895,0.2858152389526367
16,0.32097592639923095,0.2858518660068512
17,0.32091166122754416,0.2859838008880615
18,0.3206656045913696,0.2858361005783081
