epoch,train_mse,val_mse
1,1.0135198914714785,0.6401517987251282
2,0.4782208302469984,0.43774503469467163
3,0.4160955515764552,0.3899367153644562
4,0.3783412360273066,0.3654026985168457
5,0.35546083484673474,0.3554855287075043
6,0.34699560690383285,0.3414061665534973
7,0.33921952904018515,0.3420875370502472
8,0.33395371268537427,0.3428924083709717
9,0.33056899346477364,0.33368223905563354
10,0.3229205240468497,0.31697317957878113
11,0.31446772687695324,0.3096688687801361
12,0.3074386781567666,0.31413522362709045
13,0.30204634956600174,0.2969021499156952
14,0.2934540553493096,0.2899818420410156
15,0.28763158045332593,0.28737837076187134
16,0.28338491010664485,0.2841159403324127
17,0.27579099988920447,0.2801947295665741
18,0.273419410755739,0.2838435173034668
