epoch,train_mse,val_mse
1,1.0247169392108917,0.03241732716560364
2,0.9380493172009786,0.027908366173505783
3,0.9308127096096674,0.024299871176481247
4,0.9217818403244018,0.026171071454882622
5,0.9285797253449758,0.02292816713452339
6,0.9228514610131582,0.030288642272353172
7,0.9159542796214422,0.02691863477230072
8,0.9124383547306061,0.026600344106554985
9,0.9109785242080688,0.020217375829815865
10,0.9082211453119914,0.018282750621438026
11,0.9098008818626404,0.023340612649917603
12,0.9087598802248636,0.023394502699375153
13,0.9009760985374451,0.019811857491731644
14,0.8993105165362358,0.021309159696102142
