epoch,train_mse,val_mse
1,1.127792240049814,1.153602123260498
2,0.7934404558078088,0.7540071606636047
3,0.5177059067023663,0.48878443241119385
4,0.40289231395140135,0.4067835807800293
5,0.3625112051603455,0.3695316016674042
6,0.3392081406712179,0.3534427583217621
7,0.3196235253960723,0.3275754749774933
8,0.3004309942070401,0.3180820047855377
9,0.2829182257661736,0.3000091016292572
10,0.2697591043101329,0.2881552278995514
11,0.25843778652952387,0.3202628493309021
12,0.2548850763054314,0.2683555781841278
13,0.24299911822401035,0.3077583312988281
14,0.24159760197876107,0.25880593061447144
15,0.2325490636638402,0.2550603449344635
16,0.22594144660218932,0.2514376938343048
17,0.22321323352899053,0.25914832949638367
18,0.22325038261238056,0.28055280447006226
