epoch,train_mse,val_mse
1,1.0406220184513657,0.950232744216919
2,0.6983587303547086,0.5637043714523315
3,0.470611770694983,0.41904133558273315
4,0.38613186727431925,0.4114440083503723
5,0.35565660657763043,0.3538443148136139
6,0.33236086427467026,0.33526769280433655
7,0.3109201614793793,0.31432294845581055
8,0.28778376263166294,0.29509058594703674
9,0.2687531394293385,0.27955400943756104
10,0.25582289961699634,0.27739590406417847
11,0.24599481577639862,0.25697457790374756
12,0.23807048711188095,0.2632317543029785
13,0.23292868885715723,0.2565162479877472
14,0.22758693663463578,0.2510674297809601
15,0.22501600751623993,0.24922306835651398
16,0.221494988017935,0.2531672716140747
17,0.22134341407998917,0.249013751745224
18,0.21815704202733813,0.24282707273960114
