model,dataset,case,seq_len,pred_len,channel_count,selected_count,mean_mse_normalized,mean_mae_normalized,result_relative_path
iTransformer,ETTm2,RR,96,96,7,3,0.18112195376306772,0.2645313596086843,long_term/iTransformer/ETTm2/RR/seq96_pred96/channel_metrics.csv
iTransformer,ETTm2,RR,96,336,7,3,0.30946484114974737,0.34989492701632635,long_term/iTransformer/ETTm2/RR/seq96_pred336/channel_metrics.csv
iTransformer,ETTm2,RR,336,96,7,3,0.1802027206202703,0.27440183875816204,long_term/iTransformer/ETTm2/RR/seq336_pred96/channel_metrics.csv
iTransformer,ETTm2,RR,336,336,7,3,0.2890831967815757,0.3468028668846403,long_term/iTransformer/ETTm2/RR/seq336_pred336/channel_metrics.csv
iTransformer,electricity,NN,96,96,321,160,0.19619337562506264,0.2814224241867174,long_term/iTransformer/electricity/NN/seq96_pred96/channel_metrics.csv
iTransformer,electricity,NN,96,336,321,160,0.22518988932691278,0.3125545025398415,long_term/iTransformer/electricity/NN/seq96_pred336/channel_metrics.csv
iTransformer,electricity,NN,336,96,321,160,0.15219198114103147,0.2541448544363442,long_term/iTransformer/electricity/NN/seq336_pred96/channel_metrics.csv
iTransformer,electricity,NN,336,336,321,160,0.19471663628015756,0.2948882840639067,long_term/iTransformer/electricity/NN/seq336_pred336/channel_metrics.csv
iTransformer,electricity,RN,96,96,321,160,0.20053535593406954,0.2846932596214423,long_term/iTransformer/electricity/RN/seq96_pred96/channel_metrics.csv
iTransformer,electricity,RN,96,336,321,160,0.22688652685086555,0.31429957900873773,long_term/iTransformer/electricity/RN/seq96_pred336/channel_metrics.csv
iTransformer,electricity,RN,336,96,321,160,0.15313433738552493,0.2553481075795211,long_term/iTransformer/electricity/RN/seq336_pred96/channel_metrics.csv
iTransformer,electricity,RN,336,336,321,160,0.19630881881631831,0.29692110472041067,long_term/iTransformer/electricity/RN/seq336_pred336/channel_metrics.csv
iTransformer,electricity,NR,96,96,321,160,0.20237509978306836,0.2899562645264005,long_term/iTransformer/electricity/NR/seq96_pred96/channel_metrics.csv
iTransformer,electricity,NR,96,336,321,160,0.23002838954966354,0.318742586128962,long_term/iTransformer/electricity/NR/seq96_pred336/channel_metrics.csv
iTransformer,electricity,NR,336,96,321,160,0.15263688562257854,0.26065614727681874,long_term/iTransformer/electricity/NR/seq336_pred96/channel_metrics.csv
iTransformer,electricity,NR,336,336,321,160,0.19522179367941261,0.2992959101760551,long_term/iTransformer/electricity/NR/seq336_pred336/channel_metrics.csv
iTransformer,electricity,RR,96,96,321,160,0.20417292678298984,0.2920394418532655,long_term/iTransformer/electricity/RR/seq96_pred96/channel_metrics.csv
iTransformer,electricity,RR,96,336,321,160,0.23065034566097384,0.3195872488097981,long_term/iTransformer/electricity/RR/seq96_pred336/channel_metrics.csv
iTransformer,electricity,RR,336,96,321,160,0.15281243252504445,0.26098762851696594,long_term/iTransformer/electricity/RR/seq336_pred96/channel_metrics.csv
iTransformer,electricity,RR,336,336,321,160,0.19852849536102304,0.30327429165345593,long_term/iTransformer/electricity/RR/seq336_pred336/channel_metrics.csv
iTransformer,exchange_rate,NN,96,96,8,4,0.08693479094654318,0.20714839082211253,long_term/iTransformer/exchange_rate/NN/seq96_pred96/channel_metrics.csv
iTransformer,exchange_rate,NN,96,336,8,4,0.3324346370063722,0.41848414298146963,long_term/iTransformer/exchange_rate/NN/seq96_pred336/channel_metrics.csv
iTransformer,exchange_rate,NN,336,96,8,4,0.09618237498216325,0.2232443150132894,long_term/iTransformer/exchange_rate/NN/seq336_pred96/channel_metrics.csv
iTransformer,exchange_rate,NN,336,336,8,4,0.36260739993304014,0.4414432365447283,long_term/iTransformer/exchange_rate/NN/seq336_pred336/channel_metrics.csv
iTransformer,exchange_rate,RN,96,96,8,4,0.08530442207120353,0.20545623358339066,long_term/iTransformer/exchange_rate/RN/seq96_pred96/channel_metrics.csv
iTransformer,exchange_rate,RN,96,336,8,4,0.30065670516341925,0.39967069681733847,long_term/iTransformer/exchange_rate/RN/seq96_pred336/channel_metrics.csv
iTransformer,exchange_rate,RN,336,96,8,4,0.09719771496020252,0.22446913737803692,long_term/iTransformer/exchange_rate/RN/seq336_pred96/channel_metrics.csv
iTransformer,exchange_rate,RN,336,336,8,4,0.35382084059529006,0.4312386913225055,long_term/iTransformer/exchange_rate/RN/seq336_pred336/channel_metrics.csv
iTransformer,exchange_rate,NR,96,96,8,4,0.08934079750906673,0.210050125606358,long_term/iTransformer/exchange_rate/NR/seq96_pred96/channel_metrics.csv
iTransformer,exchange_rate,NR,96,336,8,4,0.3178221886046231,0.4100082637742162,long_term/iTransformer/exchange_rate/NR/seq96_pred336/channel_metrics.csv
iTransformer,exchange_rate,NR,336,96,8,4,0.1020889410283416,0.22987527586519715,long_term/iTransformer/exchange_rate/NR/seq336_pred96/channel_metrics.csv
iTransformer,exchange_rate,NR,336,336,8,4,0.3718735824804753,0.4421820007264614,long_term/iTransformer/exchange_rate/NR/seq336_pred336/channel_metrics.csv
iTransformer,exchange_rate,RR,96,96,8,4,0.085120758973062,0.20459380280226463,long_term/iTransformer/exchange_rate/RR/seq96_pred96/channel_metrics.csv
iTransformer,exchange_rate,RR,96,336,8,4,0.32198010105639696,0.4124000696465373,long_term/iTransformer/exchange_rate/RR/seq96_pred336/channel_metrics.csv
iTransformer,exchange_rate,RR,336,96,8,4,0.10653404658660288,0.23298376239836216,long_term/iTransformer/exchange_rate/RR/seq336_pred96/channel_metrics.csv
iTransformer,exchange_rate,RR,336,336,8,4,0.41050037275999784,0.45803732331842184,long_term/iTransformer/exchange_rate/RR/seq336_pred336/channel_metrics.csv
iTransformer,weather,NN,96,96,21,10,0.18400724204478874,0.2247616262840373,long_term/iTransformer/weather/NN/seq96_pred96/channel_metrics.csv
iTransformer,weather,NN,96,336,21,10,0.2864504188487661,0.3034302236601001,long_term/iTransformer/weather/NN/seq96_pred336/channel_metrics.csv
iTransformer,weather,NN,336,96,21,10,0.15758548267850914,0.2078036011329719,long_term/iTransformer/weather/NN/seq336_pred96/channel_metrics.csv
iTransformer,weather,NN,336,336,21,10,0.24922753577231474,0.285920422346819,long_term/iTransformer/weather/NN/seq336_pred336/channel_metrics.csv
iTransformer,weather,RN,96,96,21,10,0.18918967880918422,0.22841314785182476,long_term/iTransformer/weather/RN/seq96_pred96/channel_metrics.csv
iTransformer,weather,RN,96,336,21,10,0.2887977529483448,0.30493304319679737,long_term/iTransformer/weather/RN/seq96_pred336/channel_metrics.csv
iTransformer,weather,RN,336,96,21,10,0.1601083935959087,0.21122690024120466,long_term/iTransformer/weather/RN/seq336_pred96/channel_metrics.csv
iTransformer,weather,RN,336,336,21,10,0.254984393896025,0.29161514226524604,long_term/iTransformer/weather/RN/seq336_pred336/channel_metrics.csv
iTransformer,weather,NR,96,96,21,10,0.18375238090742468,0.2257920437093292,long_term/iTransformer/weather/NR/seq96_pred96/channel_metrics.csv
iTransformer,weather,NR,96,336,21,10,0.2858673977648972,0.3028566696281944,long_term/iTransformer/weather/NR/seq96_pred336/channel_metrics.csv
iTransformer,weather,NR,336,96,21,10,0.16178879042577352,0.21129721057202136,long_term/iTransformer/weather/NR/seq336_pred96/channel_metrics.csv
iTransformer,weather,NR,336,336,21,10,0.2509303732908198,0.2862153112710941,long_term/iTransformer/weather/NR/seq336_pred336/channel_metrics.csv
iTransformer,weather,RR,96,96,21,10,0.19018562707406955,0.22909069371720156,long_term/iTransformer/weather/RR/seq96_pred96/channel_metrics.csv
iTransformer,weather,RR,96,336,21,10,0.28773530031875927,0.3038888220630941,long_term/iTransformer/weather/RR/seq96_pred336/channel_metrics.csv
iTransformer,weather,RR,336,96,21,10,0.16091396842828196,0.2118710404528039,long_term/iTransformer/weather/RR/seq336_pred96/channel_metrics.csv
iTransformer,weather,RR,336,336,21,10,0.2515420073759742,0.2889182482446943,long_term/iTransformer/weather/RR/seq336_pred336/channel_metrics.csv
iTransformer,illness,NN,96,96,7,3,3.121242880821228,1.2399153198514665,long_term/iTransformer/illness/NN/seq96_pred96/channel_metrics.csv
iTransformer,illness,NN,336,96,7,3,4.088635155132839,1.4177651149885995,long_term/iTransformer/illness/NN/seq336_pred96/channel_metrics.csv
iTransformer,illness,RN,96,96,7,3,3.3172370195388794,1.2718225802694048,long_term/iTransformer/illness/RN/seq96_pred96/channel_metrics.csv
iTransformer,illness,RN,336,96,7,3,4.278720600264413,1.4433675834110804,long_term/iTransformer/illness/RN/seq336_pred96/channel_metrics.csv
iTransformer,illness,NR,96,96,7,3,2.5684313092912947,1.2465987035206385,long_term/iTransformer/illness/NR/seq96_pred96/channel_metrics.csv
iTransformer,illness,NR,336,96,7,3,2.4384104864937917,1.1710233432906014,long_term/iTransformer/illness/NR/seq336_pred96/channel_metrics.csv
iTransformer,illness,RR,96,96,7,3,2.5003799540655955,1.2188099878174918,long_term/iTransformer/illness/RR/seq96_pred96/channel_metrics.csv
iTransformer,illness,RR,336,96,7,3,2.3913926652499606,1.1419405681746346,long_term/iTransformer/illness/RR/seq336_pred96/channel_metrics.csv
PatchTST,ETTh1,NN,96,96,7,3,0.38049555303794996,0.40239158272743225,long_term/PatchTST/ETTh1/NN/seq96_pred96/channel_metrics.csv
PatchTST,ETTh1,NN,96,336,7,3,0.46740590780973434,0.45699770748615265,long_term/PatchTST/ETTh1/NN/seq96_pred336/channel_metrics.csv
PatchTST,ETTh1,NN,336,96,7,3,0.3948499123964991,0.41742532168115887,long_term/PatchTST/ETTh1/NN/seq336_pred96/channel_metrics.csv
PatchTST,ETTh1,NN,336,336,7,3,0.5653889317597661,0.5256584414413997,long_term/PatchTST/ETTh1/NN/seq336_pred336/channel_metrics.csv
PatchTST,ETTh1,RN,96,96,7,3,0.38206362245338304,0.403216085263661,long_term/PatchTST/ETTh1/RN/seq96_pred96/channel_metrics.csv
PatchTST,ETTh1,RN,96,336,7,3,0.4674098332013403,0.45595417065279825,long_term/PatchTST/ETTh1/RN/seq96_pred336/channel_metrics.csv
PatchTST,ETTh1,RN,336,96,7,3,0.390642593481711,0.41435942479542326,long_term/PatchTST/ETTh1/RN/seq336_pred96/channel_metrics.csv
PatchTST,ETTh1,RN,336,336,7,3,0.5536920055747032,0.51298374576228,long_term/PatchTST/ETTh1/RN/seq336_pred336/channel_metrics.csv
PatchTST,ETTh1,NR,96,96,7,3,0.38334073019879206,0.4044724064213889,long_term/PatchTST/ETTh1/NR/seq96_pred96/channel_metrics.csv
PatchTST,ETTh1,NR,96,336,7,3,0.4757858578647886,0.46616819500923157,long_term/PatchTST/ETTh1/NR/seq96_pred336/channel_metrics.csv
PatchTST,ETTh1,NR,336,96,7,3,0.3952975773385593,0.4201287499495915,long_term/PatchTST/ETTh1/NR/seq336_pred96/channel_metrics.csv
PatchTST,ETTh1,NR,336,336,7,3,0.584550638284002,0.5399034512894494,long_term/PatchTST/ETTh1/NR/seq336_pred336/channel_metrics.csv
PatchTST,ETTh1,RR,96,96,7,3,0.3810541384986469,0.40271104659352985,long_term/PatchTST/ETTh1/RR/seq96_pred96/channel_metrics.csv
PatchTST,ETTh1,RR,96,336,7,3,0.4633086227944919,0.45417810550757814,long_term/PatchTST/ETTh1/RR/seq96_pred336/channel_metrics.csv
PatchTST,ETTh1,RR,336,96,7,3,0.38677777190293583,0.41368153052670614,long_term/PatchTST/ETTh1/RR/seq336_pred96/channel_metrics.csv
PatchTST,ETTh1,RR,336,336,7,3,0.5353173805134637,0.5044356690985816,long_term/PatchTST/ETTh1/RR/seq336_pred336/channel_metrics.csv
PatchTST,ETTh2,NN,96,96,7,3,0.29218763392418623,0.345274133341653,long_term/PatchTST/ETTh2/NN/seq96_pred96/channel_metrics.csv
PatchTST,ETTh2,NN,96,336,7,3,0.4208697857601302,0.43475464625017984,long_term/PatchTST/ETTh2/NN/seq96_pred336/channel_metrics.csv
PatchTST,ETTh2,NN,336,96,7,3,0.320784224995545,0.3705423293369157,long_term/PatchTST/ETTh2/NN/seq336_pred96/channel_metrics.csv
PatchTST,ETTh2,NN,336,336,7,3,0.4088095471795116,0.4351467660495213,long_term/PatchTST/ETTh2/NN/seq336_pred336/channel_metrics.csv
PatchTST,ETTh2,RN,96,96,7,3,0.3023794908076525,0.3526653189744268,long_term/PatchTST/ETTh2/RN/seq96_pred96/channel_metrics.csv
PatchTST,ETTh2,RN,96,336,7,3,0.4187597595155239,0.4297702206032617,long_term/PatchTST/ETTh2/RN/seq96_pred336/channel_metrics.csv
PatchTST,ETTh2,RN,336,96,7,3,0.30319517997226547,0.3584568351507187,long_term/PatchTST/ETTh2/RN/seq336_pred96/channel_metrics.csv
PatchTST,ETTh2,RN,336,336,7,3,0.40610211555446896,0.42966904810496737,long_term/PatchTST/ETTh2/RN/seq336_pred336/channel_metrics.csv
PatchTST,ETTh2,NR,96,96,7,3,0.29267206255878714,0.34697604711566654,long_term/PatchTST/ETTh2/NR/seq96_pred96/channel_metrics.csv
PatchTST,ETTh2,NR,96,336,7,3,0.4103769561541932,0.43029881375176565,long_term/PatchTST/ETTh2/NR/seq96_pred336/channel_metrics.csv
PatchTST,ETTh2,NR,336,96,7,3,0.3055625483393669,0.3635020841445242,long_term/PatchTST/ETTh2/NR/seq336_pred96/channel_metrics.csv
PatchTST,ETTh2,NR,336,336,7,3,0.4125339785324676,0.4367073178291321,long_term/PatchTST/ETTh2/NR/seq336_pred336/channel_metrics.csv
PatchTST,ETTh2,RR,96,96,7,3,0.3011929922338043,0.3521862466420446,long_term/PatchTST/ETTh2/RR/seq96_pred96/channel_metrics.csv
PatchTST,ETTh2,RR,96,336,7,3,0.41004725279552595,0.4273564964532852,long_term/PatchTST/ETTh2/RR/seq96_pred336/channel_metrics.csv
PatchTST,ETTh2,RR,336,96,7,3,0.2819186570122838,0.3467568691287722,long_term/PatchTST/ETTh2/RR/seq336_pred96/channel_metrics.csv
PatchTST,ETTh2,RR,336,336,7,3,0.3757220919110945,0.4119907798511641,long_term/PatchTST/ETTh2/RR/seq336_pred336/channel_metrics.csv
PatchTST,ETTm1,NN,96,96,7,3,0.3262595811060497,0.3673998202596392,long_term/PatchTST/ETTm1/NN/seq96_pred96/channel_metrics.csv
PatchTST,ETTm1,NN,96,336,7,3,0.3947639305676733,0.4092354817049844,long_term/PatchTST/ETTm1/NN/seq96_pred336/channel_metrics.csv
PatchTST,ETTm1,NN,336,96,7,3,0.2979803311505488,0.34884996499334064,long_term/PatchTST/ETTm1/NN/seq336_pred96/channel_metrics.csv
PatchTST,ETTm1,NN,336,336,7,3,0.38092147771801266,0.4041141016142709,long_term/PatchTST/ETTm1/NN/seq336_pred336/channel_metrics.csv
PatchTST,ETTm1,RN,96,96,7,3,0.3462748958596161,0.37619684849466595,long_term/PatchTST/ETTm1/RN/seq96_pred96/channel_metrics.csv
PatchTST,ETTm1,RN,96,336,7,3,0.40879771592361586,0.4173103464501245,long_term/PatchTST/ETTm1/RN/seq96_pred336/channel_metrics.csv
PatchTST,ETTm1,RN,336,96,7,3,0.29705652967095375,0.35225302619593485,long_term/PatchTST/ETTm1/RN/seq336_pred96/channel_metrics.csv
PatchTST,ETTm1,RN,336,336,7,3,0.3856532850435802,0.40755463923726765,long_term/PatchTST/ETTm1/RN/seq336_pred336/channel_metrics.csv
PatchTST,ETTm1,NR,96,96,7,3,0.3372157620532172,0.37337355954306467,long_term/PatchTST/ETTm1/NR/seq96_pred96/channel_metrics.csv
PatchTST,ETTm1,NR,96,336,7,3,0.4227587559393474,0.41838502671037403,long_term/PatchTST/ETTm1/NR/seq96_pred336/channel_metrics.csv
PatchTST,ETTm1,NR,336,96,7,3,0.28123578668705057,0.3425711350781577,long_term/PatchTST/ETTm1/NR/seq336_pred96/channel_metrics.csv
PatchTST,ETTm1,NR,336,336,7,3,0.35499888179557665,0.3955112653119223,long_term/PatchTST/ETTm1/NR/seq336_pred336/channel_metrics.csv
PatchTST,ETTm1,RR,96,96,7,3,0.3205508850514889,0.3618866928986141,long_term/PatchTST/ETTm1/RR/seq96_pred96/channel_metrics.csv
PatchTST,ETTm1,RR,96,336,7,3,0.39233452347772463,0.4058556024517332,long_term/PatchTST/ETTm1/RR/seq96_pred336/channel_metrics.csv
PatchTST,ETTm1,RR,336,96,7,3,0.2793808989226818,0.3421408640486853,long_term/PatchTST/ETTm1/RR/seq336_pred96/channel_metrics.csv
PatchTST,ETTm1,RR,336,336,7,3,0.3637927195855549,0.39751940539905,long_term/PatchTST/ETTm1/RR/seq336_pred336/channel_metrics.csv
PatchTST,ETTm2,NN,96,96,7,3,0.17920038955552234,0.26202473470142906,long_term/PatchTST/ETTm2/NN/seq96_pred96/channel_metrics.csv
PatchTST,ETTm2,NN,96,336,7,3,0.31067748993102995,0.3489583879709244,long_term/PatchTST/ETTm2/NN/seq96_pred336/channel_metrics.csv
PatchTST,ETTm2,NN,336,96,7,3,0.1797384577138083,0.26583332461970194,long_term/PatchTST/ETTm2/NN/seq336_pred96/channel_metrics.csv
PatchTST,ETTm2,NN,336,336,7,3,0.29102965391107966,0.3487024466906275,long_term/PatchTST/ETTm2/NN/seq336_pred336/channel_metrics.csv
PatchTST,ETTm2,RN,96,96,7,3,0.1795771466568112,0.2656416584338461,long_term/PatchTST/ETTm2/RN/seq96_pred96/channel_metrics.csv
PatchTST,ETTm2,RN,96,336,7,3,0.3150932416319847,0.35542459040880203,long_term/PatchTST/ETTm2/RN/seq96_pred336/channel_metrics.csv
PatchTST,ETTm2,RN,336,96,7,3,0.17723270758454288,0.26344133115240503,long_term/PatchTST/ETTm2/RN/seq336_pred96/channel_metrics.csv
PatchTST,ETTm2,RN,336,336,7,3,0.3006068394918527,0.34982909900801523,long_term/PatchTST/ETTm2/RN/seq336_pred336/channel_metrics.csv
PatchTST,ETTm2,NR,96,96,7,3,0.18387924434084976,0.26804929758821217,long_term/PatchTST/ETTm2/NR/seq96_pred96/channel_metrics.csv
PatchTST,ETTm2,NR,96,336,7,3,0.3088346931285092,0.35074660394872936,long_term/PatchTST/ETTm2/NR/seq96_pred336/channel_metrics.csv
PatchTST,ETTm2,NR,336,96,7,3,0.1783655903169087,0.2678401108298983,long_term/PatchTST/ETTm2/NR/seq336_pred96/channel_metrics.csv
PatchTST,ETTm2,NR,336,336,7,3,0.2937967889010906,0.35177453394447056,long_term/PatchTST/ETTm2/NR/seq336_pred336/channel_metrics.csv
PatchTST,ETTm2,RR,96,96,7,3,0.17892795308892212,0.2646737684096609,long_term/PatchTST/ETTm2/RR/seq96_pred96/channel_metrics.csv
PatchTST,ETTm2,RR,96,336,7,3,0.313557147447552,0.35407510825565885,long_term/PatchTST/ETTm2/RR/seq96_pred336/channel_metrics.csv
PatchTST,ETTm2,RR,336,96,7,3,0.17694615878696948,0.26719061711004805,long_term/PatchTST/ETTm2/RR/seq336_pred96/channel_metrics.csv
PatchTST,ETTm2,RR,336,336,7,3,0.29708287452480625,0.3495161533355713,long_term/PatchTST/ETTm2/RR/seq336_pred336/channel_metrics.csv
PatchTST,electricity,NN,96,96,321,160,0.18640747363503568,0.27562767430317425,long_term/PatchTST/electricity/NN/seq96_pred96/channel_metrics.csv
PatchTST,electricity,NN,96,336,321,160,0.20756377591289263,0.29753143306576063,long_term/PatchTST/electricity/NN/seq96_pred336/channel_metrics.csv
PatchTST,electricity,NN,336,96,321,160,0.13980682921627544,0.24202239920506313,long_term/PatchTST/electricity/NN/seq336_pred96/channel_metrics.csv
PatchTST,electricity,NN,336,336,321,160,0.17286484625275836,0.2732198919585581,long_term/PatchTST/electricity/NN/seq336_pred336/channel_metrics.csv
PatchTST,electricity,RN,96,96,321,160,0.187988091098398,0.27738253527006856,long_term/PatchTST/electricity/RN/seq96_pred96/channel_metrics.csv
PatchTST,electricity,RN,96,336,321,160,0.2082326533663444,0.29727824258282953,long_term/PatchTST/electricity/RN/seq96_pred336/channel_metrics.csv
PatchTST,electricity,RN,336,96,321,160,0.13963340338749677,0.2416780746651714,long_term/PatchTST/electricity/RN/seq336_pred96/channel_metrics.csv
PatchTST,electricity,RN,336,336,321,160,0.17267820256136854,0.2727294347578634,long_term/PatchTST/electricity/RN/seq336_pred336/channel_metrics.csv
PatchTST,electricity,NR,96,96,321,160,0.18951993541325635,0.2805862984104326,long_term/PatchTST/electricity/NR/seq96_pred96/channel_metrics.csv
PatchTST,electricity,NR,96,336,321,160,0.21041705536016486,0.30167935200416734,long_term/PatchTST/electricity/NR/seq96_pred336/channel_metrics.csv
PatchTST,electricity,NR,336,96,321,160,0.1348839708705472,0.2413267783663414,long_term/PatchTST/electricity/NR/seq336_pred96/channel_metrics.csv
PatchTST,electricity,NR,336,336,321,160,0.16896222868864574,0.2736566454863736,long_term/PatchTST/electricity/NR/seq336_pred336/channel_metrics.csv
PatchTST,electricity,RR,96,96,321,160,0.18593643009955177,0.2766196833815748,long_term/PatchTST/electricity/RR/seq96_pred96/channel_metrics.csv
PatchTST,electricity,RR,96,336,321,160,0.2076475365979174,0.29770841116101604,long_term/PatchTST/electricity/RR/seq96_pred336/channel_metrics.csv
PatchTST,electricity,RR,336,96,321,160,0.13325323730052896,0.23914290719856984,long_term/PatchTST/electricity/RR/seq336_pred96/channel_metrics.csv
PatchTST,electricity,RR,336,336,321,160,0.1672865309538524,0.27158676113605473,long_term/PatchTST/electricity/RR/seq336_pred336/channel_metrics.csv
PatchTST,exchange_rate,NN,96,96,8,4,0.08684194670058783,0.20485043479129666,long_term/PatchTST/exchange_rate/NN/seq96_pred96/channel_metrics.csv
PatchTST,exchange_rate,NN,96,336,8,4,0.3427419913932681,0.4248649477958679,long_term/PatchTST/exchange_rate/NN/seq96_pred336/channel_metrics.csv
PatchTST,exchange_rate,NN,336,96,8,4,0.10406861407682297,0.2276971163228154,long_term/PatchTST/exchange_rate/NN/seq336_pred96/channel_metrics.csv
PatchTST,exchange_rate,NN,336,336,8,4,0.34312196797691286,0.43047342356294394,long_term/PatchTST/exchange_rate/NN/seq336_pred336/channel_metrics.csv
PatchTST,exchange_rate,RN,96,96,8,4,0.08055789303034538,0.19886112492531532,long_term/PatchTST/exchange_rate/RN/seq96_pred96/channel_metrics.csv
PatchTST,exchange_rate,RN,96,336,8,4,0.3150125970132649,0.4078235328197479,long_term/PatchTST/exchange_rate/RN/seq96_pred336/channel_metrics.csv
PatchTST,exchange_rate,RN,336,96,8,4,0.10220763483084734,0.22761942911893127,long_term/PatchTST/exchange_rate/RN/seq336_pred96/channel_metrics.csv
PatchTST,exchange_rate,RN,336,336,8,4,0.36305335117504,0.442929501645267,long_term/PatchTST/exchange_rate/RN/seq336_pred336/channel_metrics.csv
PatchTST,exchange_rate,NR,96,96,8,4,0.08665965963155026,0.20573139470070598,long_term/PatchTST/exchange_rate/NR/seq96_pred96/channel_metrics.csv
PatchTST,exchange_rate,NR,96,336,8,4,0.32582151237875223,0.4130382761359215,long_term/PatchTST/exchange_rate/NR/seq96_pred336/channel_metrics.csv
PatchTST,exchange_rate,NR,336,96,8,4,0.11161191249266264,0.23554898146539924,long_term/PatchTST/exchange_rate/NR/seq336_pred96/channel_metrics.csv
PatchTST,exchange_rate,NR,336,336,8,4,0.3786440712865442,0.43734345491975546,long_term/PatchTST/exchange_rate/NR/seq336_pred336/channel_metrics.csv
PatchTST,exchange_rate,RR,96,96,8,4,0.08664070116356012,0.2040544780902564,long_term/PatchTST/exchange_rate/RR/seq96_pred96/channel_metrics.csv
PatchTST,exchange_rate,RR,96,336,8,4,0.32968153478577733,0.41319633461534977,long_term/PatchTST/exchange_rate/RR/seq96_pred336/channel_metrics.csv
PatchTST,exchange_rate,RR,336,96,8,4,0.10722319572232661,0.22896235901862383,long_term/PatchTST/exchange_rate/RR/seq336_pred96/channel_metrics.csv
PatchTST,exchange_rate,RR,336,336,8,4,0.41733967093750834,0.4597102729603648,long_term/PatchTST/exchange_rate/RR/seq336_pred336/channel_metrics.csv
PatchTST,weather,NN,96,96,21,10,0.1760680790397427,0.21743961281719656,long_term/PatchTST/weather/NN/seq96_pred96/channel_metrics.csv
PatchTST,weather,NN,96,336,21,10,0.27856578846140545,0.2988364405575253,long_term/PatchTST/weather/NN/seq96_pred336/channel_metrics.csv
PatchTST,weather,NN,336,96,21,10,0.1512167684379078,0.20002231720302785,long_term/PatchTST/weather/NN/seq336_pred96/channel_metrics.csv
PatchTST,weather,NN,336,336,21,10,0.2484867357610104,0.284229053627877,long_term/PatchTST/weather/NN/seq336_pred336/channel_metrics.csv
PatchTST,weather,RN,96,96,21,10,0.1755486499501525,0.2169536015994492,long_term/PatchTST/weather/RN/seq96_pred96/channel_metrics.csv
PatchTST,weather,RN,96,336,21,10,0.27810797816796584,0.29738881651844296,long_term/PatchTST/weather/RN/seq96_pred336/channel_metrics.csv
PatchTST,weather,RN,336,96,21,10,0.14907182052376722,0.19821002485141864,long_term/PatchTST/weather/RN/seq336_pred96/channel_metrics.csv
PatchTST,weather,RN,336,336,21,10,0.2435740798828192,0.2800069439801432,long_term/PatchTST/weather/RN/seq336_pred336/channel_metrics.csv
PatchTST,weather,NR,96,96,21,10,0.17607908516046814,0.21737510471471713,long_term/PatchTST/weather/NR/seq96_pred96/channel_metrics.csv
PatchTST,weather,NR,96,336,21,10,0.2781261646305211,0.29812706634402275,long_term/PatchTST/weather/NR/seq96_pred336/channel_metrics.csv
PatchTST,weather,NR,336,96,21,10,0.15080100779942723,0.1992714500852993,long_term/PatchTST/weather/NR/seq336_pred96/channel_metrics.csv
PatchTST,weather,NR,336,336,21,10,0.24637491616054571,0.2835816158247845,long_term/PatchTST/weather/NR/seq336_pred336/channel_metrics.csv
PatchTST,weather,RR,96,96,21,10,0.17578477008334759,0.21722843879390327,long_term/PatchTST/weather/RR/seq96_pred96/channel_metrics.csv
PatchTST,weather,RR,96,336,21,10,0.2774439871760218,0.2965444338818391,long_term/PatchTST/weather/RR/seq96_pred336/channel_metrics.csv
PatchTST,weather,RR,336,96,21,10,0.15097362342722978,0.2005984604890857,long_term/PatchTST/weather/RR/seq336_pred96/channel_metrics.csv
PatchTST,weather,RR,336,336,21,10,0.24213079617281133,0.27969908714294434,long_term/PatchTST/weather/RR/seq336_pred336/channel_metrics.csv
PatchTST,illness,NN,96,96,7,3,2.207399368286133,0.9998290368488857,long_term/PatchTST/illness/NN/seq96_pred96/channel_metrics.csv
PatchTST,illness,NN,336,96,7,3,3.7014455454690114,1.3502625226974487,long_term/PatchTST/illness/NN/seq336_pred96/channel_metrics.csv
PatchTST,illness,RN,96,96,7,3,2.5442090800830295,1.0666954687663488,long_term/PatchTST/illness/RN/seq96_pred96/channel_metrics.csv
PatchTST,illness,RN,336,96,7,3,3.7070833955492293,1.3090748872075761,long_term/PatchTST/illness/RN/seq336_pred96/channel_metrics.csv
PatchTST,illness,NR,96,96,7,3,1.9753706114632743,1.0583354064396449,long_term/PatchTST/illness/NR/seq96_pred96/channel_metrics.csv
PatchTST,illness,NR,336,96,7,3,2.1009755304881503,1.1084078550338745,long_term/PatchTST/illness/NR/seq336_pred96/channel_metrics.csv
PatchTST,illness,RR,96,96,7,3,1.9097416230610438,1.0255810618400574,long_term/PatchTST/illness/RR/seq96_pred96/channel_metrics.csv
PatchTST,illness,RR,336,96,7,3,1.9043387940951757,1.0137223260743278,long_term/PatchTST/illness/RR/seq336_pred96/channel_metrics.csv
TimesNet,ETTh1,NN,96,96,7,3,0.3889973812869617,0.41198966971465517,long_term/TimesNet/ETTh1/NN/seq96_pred96/channel_metrics.csv
TimesNet,ETTh1,NN,96,336,7,3,0.49396052743707386,0.47094365315777914,long_term/TimesNet/ETTh1/NN/seq96_pred336/channel_metrics.csv
TimesNet,ETTh1,NN,336,96,7,3,0.42297991790941786,0.43724341690540314,long_term/TimesNet/ETTh1/NN/seq336_pred96/channel_metrics.csv
