epoch,train_mse,val_mse
1,0.6854124638241048,0.4320140480995178
2,0.35393951077519936,0.3249066174030304
3,0.291619077305467,0.28323596715927124
4,0.25384080638221235,0.26515740156173706
5,0.2351599108370003,0.25360289216041565
6,0.2244601637805788,0.24811047315597534
7,0.21454990757387873,0.2478545606136322
8,0.20877234399246386,0.25053074955940247
9,0.20338722650948918,0.32519394159317017
10,0.2096375326092165,0.23032300174236298
11,0.19471170859148354,0.24542436003684998
12,0.1907228345768115,0.2400198131799698
13,0.18975196626570426,0.22974154353141785
14,0.18597195304622452,0.22719581425189972
15,0.18440465702645412,0.2343449741601944
16,0.18422060244421182,0.2228044867515564
17,0.18186672669442422,0.22898384928703308
18,0.17980750506693746,0.22667483985424042
