case,dataset,seq_len,pred_len,features,train_reversed,test_reversed,channels,train_windows,test_windows,mse,mae,dlinear_mse,dlinear_mae,mse_ratio_vs_dlinear,mae_ratio_vs_dlinear,seconds,checkpoint
NN,weather,96,720,M,False,False,21,36072,9820,0.43050653644036946,0.41459392080752294,0.338,0.348,1.2736879776342291,1.1913618414009282,3.8083886250387877,<project-root>/checkpoints/extra_models_fast/knn_NN_weather_s96_p720_M.npz
NR,weather,96,96,M,False,True,21,36696,10444,0.23159195560968074,0.26782030548179503,0.182,0.232,1.2724832725806634,1.154397868456013,2.0256076669320464,<project-root>/checkpoints/extra_models_fast/knn_NR_weather_s96_p96_M.npz
NR,weather,96,192,M,False,True,21,36600,10348,0.2930860963854237,0.321089742213365,0.225,0.269,1.3026048728241053,1.1936421643619517,2.3816995839588344,<project-root>/checkpoints/extra_models_fast/knn_NR_weather_s96_p192_M.npz
NR,weather,96,336,M,False,True,21,36456,10204,0.35753838626823625,0.3708481112130734,0.271,0.301,1.319329838628178,1.2320535256248286,2.8248934999573976,<project-root>/checkpoints/extra_models_fast/knn_NR_weather_s96_p336_M.npz
NR,weather,96,720,M,False,True,21,36072,9820,0.4039868824938579,0.40750090935101685,0.338,0.348,1.1952274629995794,1.1709796245718875,3.874896083958447,<project-root>/checkpoints/extra_models_fast/knn_NR_weather_s96_p720_M.npz
RN,weather,96,96,M,True,False,21,36696,10444,0.22707375243574698,0.27434823577739664,0.182,0.232,1.2476579804161922,1.1825354990405028,1.9932347917929292,<project-root>/checkpoints/extra_models_fast/knn_RN_weather_s96_p96_M.npz
RN,weather,96,192,M,True,False,21,36600,10348,0.2879681839361455,0.32392571558223626,0.225,0.269,1.2798585952717576,1.204184816290841,2.268172665964812,<project-root>/checkpoints/extra_models_fast/knn_RN_weather_s96_p192_M.npz
RN,weather,96,336,M,True,False,21,36456,10204,0.34670315895760684,0.3653073210323117,0.271,0.301,1.2793474500280695,1.2136455848249559,2.7632191667798907,<project-root>/checkpoints/extra_models_fast/knn_RN_weather_s96_p336_M.npz
RN,weather,96,720,M,True,False,21,36072,9820,0.43359733914900594,0.41909581137238455,0.338,0.348,1.2828323643461714,1.204298308541335,3.8252178749535233,<project-root>/checkpoints/extra_models_fast/knn_RN_weather_s96_p720_M.npz
RR,weather,96,96,M,True,True,21,36696,10444,0.22729258367570407,0.27391659157777987,0.182,0.232,1.2488603498665058,1.180674963697327,2.0175579581409693,<project-root>/checkpoints/extra_models_fast/knn_RR_weather_s96_p96_M.npz
RR,weather,96,192,M,True,True,21,36600,10348,0.284088190270959,0.32244793124659415,0.225,0.269,1.26261417898204,1.198691194225257,2.330078792059794,<project-root>/checkpoints/extra_models_fast/knn_RR_weather_s96_p192_M.npz
RR,weather,96,336,M,True,True,21,36456,10204,0.33515470653711454,0.36238664622386885,0.271,0.301,1.2367332344542972,1.2039423462587004,2.9110487080179155,<project-root>/checkpoints/extra_models_fast/knn_RR_weather_s96_p336_M.npz
RR,weather,96,720,M,True,True,21,36072,9820,0.40198373772562224,0.4088080043880624,0.338,0.348,1.1893009991882313,1.1747356447932829,3.9080716660246253,<project-root>/checkpoints/extra_models_fast/knn_RR_weather_s96_p720_M.npz
NN,illness,104,24,M,False,False,7,549,170,4.815227406242141,1.4591526423039232,1.683,0.858,2.861097686418385,1.7006441052493277,0.02496579196304083,<project-root>/checkpoints/extra_models_fast/knn_NN_illness_s104_p24_M.npz
NN,illness,104,36,M,False,False,7,537,158,5.369307124228076,1.567845567298827,1.703,0.859,3.152852098783368,1.8251985649578895,0.025498499860987067,<project-root>/checkpoints/extra_models_fast/knn_NN_illness_s104_p36_M.npz
NN,illness,104,48,M,False,False,7,525,146,5.562743035611479,1.6082138883953883,1.719,0.884,3.2360343429967884,1.8192464800852808,0.024289249908179045,<project-root>/checkpoints/extra_models_fast/knn_NN_illness_s104_p48_M.npz
NN,illness,104,60,M,False,False,7,513,134,5.499792217957937,1.5983752290670104,1.819,0.917,3.0235251335667606,1.7430482323522467,0.024114625062793493,<project-root>/checkpoints/extra_models_fast/knn_NN_illness_s104_p60_M.npz
NR,illness,104,24,M,False,True,7,549,170,1.298611841506851,0.6911543959293098,1.683,0.858,0.7716053722560018,0.8055412539968646,0.019884707871824503,<project-root>/checkpoints/extra_models_fast/knn_NR_illness_s104_p24_M.npz
NR,illness,104,36,M,False,True,7,537,158,1.4403979696315343,0.739189872101511,1.703,0.859,0.8458003344871018,0.8605237160669511,0.021160291973501444,<project-root>/checkpoints/extra_models_fast/knn_NR_illness_s104_p36_M.npz
NR,illness,104,48,M,False,True,7,525,146,1.5769520842649167,0.7760628189109865,1.719,0.884,0.9173659594327613,0.8778991164151431,0.022978541906923056,<project-root>/checkpoints/extra_models_fast/knn_NR_illness_s104_p48_M.npz
NR,illness,104,60,M,False,True,7,513,134,1.6503540022041674,0.785312027573359,1.819,0.917,0.9072864223222471,0.8563926145838158,0.02370324986986816,<project-root>/checkpoints/extra_models_fast/knn_NR_illness_s104_p60_M.npz
RN,illness,104,24,M,True,False,7,549,170,5.220983289305136,1.5342682427047578,1.683,0.858,3.102188526028007,1.7881914250638202,0.018691832898184657,<project-root>/checkpoints/extra_models_fast/knn_RN_illness_s104_p24_M.npz
RN,illness,104,36,M,True,False,7,537,158,5.595452372411697,1.615236423943897,1.703,0.859,3.2856443760491465,1.8803683631477264,0.022915834095329046,<project-root>/checkpoints/extra_models_fast/knn_RN_illness_s104_p36_M.npz
RN,illness,104,48,M,True,False,7,525,146,5.720811887155869,1.6459751656804318,1.719,0.884,3.3279882996834607,1.8619628571045608,0.019969417015090585,<project-root>/checkpoints/extra_models_fast/knn_RN_illness_s104_p48_M.npz
RN,illness,104,60,M,True,False,7,513,134,6.040707552598855,1.696298590363677,1.819,0.917,3.320894751291289,1.8498348858927773,0.021666917018592358,<project-root>/checkpoints/extra_models_fast/knn_RN_illness_s104_p60_M.npz
RR,illness,104,24,M,True,True,7,549,170,1.6193319071276282,0.7828350342497002,1.683,0.858,0.9621698794578896,0.9123951448131704,0.017496125074103475,<project-root>/checkpoints/extra_models_fast/knn_RR_illness_s104_p24_M.npz
RR,illness,104,36,M,True,True,7,537,158,1.75068444318781,0.8354457233126409,1.703,0.859,1.0280002602394656,0.9725794217842153,0.02443074993789196,<project-root>/checkpoints/extra_models_fast/knn_RR_illness_s104_p36_M.npz
RR,illness,104,48,M,True,True,7,525,146,1.810727966335196,0.8464213766740026,1.719,0.884,1.053361236960556,0.9574902451063378,0.02697783289477229,<project-root>/checkpoints/extra_models_fast/knn_RR_illness_s104_p48_M.npz
RR,illness,104,60,M,True,True,7,513,134,1.964147491361487,0.8696203874613427,1.819,0.917,1.0797952124032364,0.9483319383438852,0.02537712501361966,<project-root>/checkpoints/extra_models_fast/knn_RR_illness_s104_p60_M.npz
